
[00:00:00.000 --> 00:00:06.000]  萬立福音十三章裏面記載了主耶穌講了四組的比喻
[00:00:06.000 --> 00:00:14.000]  今日我們從這四組的比喻裏面看看天國福音很重要的四方面的真理
[00:00:14.000 --> 00:00:21.000]  我們時間不多,我們就直接和大家一齊思想這段聖經
[00:00:21.000 --> 00:00:26.000]  我們的經文也不會和大家慢慢讀,大家看到的時候你自己看,好不好?
[00:00:26.000 --> 00:00:34.000]  但你打開聖經,首先第一個,第一組的比喻,剛才我們已經讀過了
[00:00:34.000 --> 00:00:44.000]  就是講到有人殺種,去到不同的情況下,有些是好的土,有些是淺的土,有些是路旁,有些有荊棘
[00:00:44.000 --> 00:00:49.000]  於是生起上來的時候有很不同的結果
[00:00:49.000 --> 00:00:58.000]  這組的比喻裏面,我相信很想和大家一起分享,大家都很熟悉不同的情況
[00:00:58.000 --> 00:01:07.000]  如果我們深入分析的時候,其實在這組的比喻裏面所顯示的情況
[00:01:07.000 --> 00:01:12.000]  主耶穌提醒了我們有四種的力量
[00:01:12.000 --> 00:01:20.000]  當人願意親近神,和神建立關係,信主,甚至屬靈成長的時候
[00:01:20.000 --> 00:01:27.000]  主耶穌提醒我們有四種的力量,兩種是人心靈裏面的力量
[00:01:27.000 --> 00:01:34.000]  兩種是屬靈的力量,那你看看究竟是哪四種的力量呢?
[00:01:34.000 --> 00:01:41.000]  第一種的力量是人心靈裏面的渴慕和滋潤
[00:01:41.000 --> 00:01:47.000]  其實人的心是有需要去親近神,想相信神的
[00:01:47.000 --> 00:01:51.000]  這個神做我們的時候,我們心靈裏面留下的渴慕
[00:01:51.000 --> 00:01:56.000]  不過很多時候我們沒有留意,很多時候我們沒有鼓勵
[00:01:56.000 --> 00:02:01.000]  這個就是聖經裏面主耶穌所提到的同一個種子
[00:02:01.000 --> 00:02:07.000]  神所布下的福音的種子,有些是路旁的,沒有了
[00:02:07.000 --> 00:02:12.000]  有些是很淺的泥土,它生得很好,不過很快就凋謝
[00:02:12.000 --> 00:02:16.000]  有些是生出來,但是有經濟阻攔
[00:02:16.000 --> 00:02:20.000]  有些是好的,一路生出來的時候,一百倍,六十倍,三十倍
[00:02:20.000 --> 00:02:24.000]  就是說有不同的結果,其實是因為那些泥土不同
[00:02:24.000 --> 00:02:30.000]  只要你不要忽視我們的心靈,其實都是有這種對神的渴慕
[00:02:30.000 --> 00:02:33.000]  不過很多時候我們沒有留心去栽培
[00:02:33.000 --> 00:02:40.000]  我們提醒我們自己,我們要給神一個空間,要多機會去讓我們渴慕神
[00:02:40.000 --> 00:02:47.000]  如果我們有弟弟的時候,你不要小看你從小到大讓他多接觸信仰
[00:02:47.000 --> 00:02:52.000]  帶他來禮拜堂,或者他們的性格其實一路影響他相信神
[00:02:52.000 --> 00:02:54.000]  我們這麼多年,我自己的經驗看見
[00:02:54.000 --> 00:03:00.000]  有些人他年少的時候,他一路是背逆神,他不肯聽神話
[00:03:00.000 --> 00:03:04.000]  發覺他相信耶穌之後特別難搞,你不要以為,一樣
[00:03:04.000 --> 00:03:08.000]  他對神都是不聽話的,搞很久才聽話
[00:03:08.000 --> 00:03:14.000]  有些人他小時候,他心地已經善良,他願意去跟從神的時候
[00:03:14.000 --> 00:03:18.000]  他又很容易去聽神的話
[00:03:18.000 --> 00:03:24.000]  所以我們要留意我們的心田是怎樣,我們身邊的人的心田是怎樣
[00:03:24.000 --> 00:03:28.000]  我們的小朋友的心田是怎樣,主耶穌說你要留意
[00:03:28.000 --> 00:03:30.000]  因為我們的心本來就是渴慕神的
[00:03:30.000 --> 00:03:36.000]  我們要多些滋潤這種向神渴慕的心境
[00:03:36.000 --> 00:03:38.000]  但是只是向神渴慕是不夠的
[00:03:38.000 --> 00:03:42.000]  還有更重要當然就是一種屬靈的拉力
[00:03:42.000 --> 00:03:46.000]  就是神自己的完美,祂自己的完美,祂的魅力
[00:03:46.000 --> 00:03:51.000]  就好像殺好種的人,那個神自己的福音
[00:03:51.000 --> 00:03:59.000]  當人的心渴慕的時候,再碰上神自己的愛和吸引的時候
[00:03:59.000 --> 00:04:04.000]  一個拉力一個吸力,我們就會快跑的接近神
[00:04:04.000 --> 00:04:08.000]  這個是事實,所以有些頂姐妹說我不是很懂得怎樣傳福音
[00:04:08.000 --> 00:04:13.000]  很多訓練我都沒有,有時候不是等到有了訓練你才傳福音
[00:04:13.000 --> 00:04:17.000]  有時只不過是有時甩甩咳咳,我相信你都經驗過
[00:04:17.000 --> 00:04:21.000]  見到其他頂姐妹都是,但是你將你自己的心
[00:04:21.000 --> 00:04:25.000]  你將你自己的經歷告訴別人,神怎樣愛你
[00:04:25.000 --> 00:04:28.000]  神怎樣改變了你的生命,就是這麼簡單
[00:04:28.000 --> 00:04:30.000]  人家怎樣說我不懂,不過我懂得說我自己
[00:04:30.000 --> 00:04:34.000]  因為我知道我以前是黑眼的,好像聖經裡面所說的
[00:04:34.000 --> 00:04:38.000]  現在我開眼就是這麼簡單,你問我為什麼,我不懂得解釋
[00:04:38.000 --> 00:04:42.000]  不過神就是這麼好,神就是這麼愛我,神就是這麼奇妙
[00:04:42.000 --> 00:04:48.000]  就將這種神自己的吸引,行列在你的朋友親友身邊的時候
[00:04:48.000 --> 00:04:50.000]  神自己的吸引力會吸引他
[00:04:50.000 --> 00:04:55.000]  所以我們發覺這兩種都是正面的,心靈的渴慕的滋潤
[00:04:55.000 --> 00:05:00.000]  神自己,讓神自己去吸引,彰顯在人面前的時候
[00:05:00.000 --> 00:05:05.000]  人就會快跑跟從主,不過耶穌很真實
[00:05:05.000 --> 00:05:11.000]  祂說還有些負面的力量,當人去吸引去跟隨神的時候
[00:05:11.000 --> 00:05:17.000]  其實人的心靈裡面也有一種負面的抗拒神的力量
[00:05:17.000 --> 00:05:21.000]  每當神要求我們的時候,人總是會自私的
[00:05:21.000 --> 00:05:23.000]  無論你多麼淑靈,甚至你信了主
[00:05:23.000 --> 00:05:28.000]  你不要忘記我們的心靈就好像剛才說的那些荊棘那樣
[00:05:28.000 --> 00:05:32.000]  永遠都是一種地心吸力,阻礙著我們
[00:05:32.000 --> 00:05:36.000]  有時候我們想信服神,但是我們心靈裡面很多時候有很多的考慮
[00:05:36.000 --> 00:05:40.000]  很多的抗拒,有時候我們發覺我們周圍的人都是這樣
[00:05:40.000 --> 00:05:46.000]  他的心靈一直被世事纏繞的時候,你會發覺特別難信主
[00:05:46.000 --> 00:05:51.000]  你說不是,我聽見很多很好的見證,有些是很壞的
[00:05:51.000 --> 00:05:56.000]  他都信了主,神特別恩愛他,你明不明
[00:05:56.000 --> 00:06:01.000]  講得出見證當然特別,還有很多很壞的那些不信
[00:06:01.000 --> 00:06:04.000]  你知不知道,你不要經常說我聽見那兩個見證
[00:06:04.000 --> 00:06:08.000]  就聽聽那兩三個,因為他很特別所以拿來講見證
[00:06:08.000 --> 00:06:13.000]  還有更多不出聲的那些,是因為他的心靈一直習慣離開神
[00:06:13.000 --> 00:06:18.000]  他不想聽神,他的心靈被世界裡面的罪纏繞著
[00:06:18.000 --> 00:06:21.000]  以致他真的一直離開神,這個就是荊棘
[00:06:21.000 --> 00:06:24.000]  你和我心裡面都有荊棘,我們周圍的人都有荊棘
[00:06:24.000 --> 00:06:30.000]  我們希望我們能夠打破這些,從社會風氣也好,我們自己的圈面也好
[00:06:30.000 --> 00:06:36.000]  人的心仍然是會阻礙抗拒神志
[00:06:36.000 --> 00:06:42.000]  我們要去留心這種阻力,當然還有第四種
[00:06:42.000 --> 00:06:47.000]  屬靈上的阻力,第四種就是屬靈,就是耶穌所說的
[00:06:47.000 --> 00:06:51.000]  那位惡者,他會將種子擔了去
[00:06:51.000 --> 00:06:55.000]  原來我們發覺當我們傳福音的時候,當我們屬靈要成長的時候
[00:06:55.000 --> 00:07:01.000]  當我們做天國的子民的時候,其實是一個屬靈的爭戰
[00:07:01.000 --> 00:07:08.000]  如果不是以法所書第六章就不會告訴我們,我們的惡者是要吞噬我們的
[00:07:08.000 --> 00:07:13.000]  當我們傳福音的時候,你記住這個屬靈的爭戰,不是單單你游說他
[00:07:13.000 --> 00:07:18.000]  他聽不聽到,或者他明不明白,夠不夠你說,這個是人的層面
[00:07:18.000 --> 00:07:23.000]  但這個整個過程當中,背後撒旦是要爭取他的心
[00:07:23.000 --> 00:07:27.000]  所以我們要靠著祈禱去打這場屬靈的仗
[00:07:27.000 --> 00:07:33.000]  我想你和我都經歷過,有些人你發覺快要信了,就有些事發生了
[00:07:33.000 --> 00:07:38.000]  你發覺撒旦的手一直插下去,因為聖經耶穌說得很清楚
[00:07:38.000 --> 00:07:42.000]  那些鳥會將好的種子擔了去
[00:07:42.000 --> 00:07:48.000]  所以我們記住,還有這個屬靈上的負面力量
[00:07:48.000 --> 00:07:53.000]  所以我們發覺人的心裡面有兩種力量,一種是願意喝武神的心靈力量
[00:07:53.000 --> 00:07:59.000]  還有一種是抗拒神的力量,屬靈上都有神自己吸引正面的力量
[00:07:59.000 --> 00:08:03.000]  也有撒旦阻礙的屬靈的力量
[00:08:03.000 --> 00:08:06.000]  所以這四種力量不斷在繳錢,弟兄姊妹
[00:08:06.000 --> 00:08:10.000]  主耶穌很有意思,這麼豐富的比喻告訴我們
[00:08:10.000 --> 00:08:15.000]  這四種力量我們要留意,當我們傳福音也好,我們屬靈上要成長
[00:08:15.000 --> 00:08:19.000]  我們要跟隨神的時候,這四種力量不斷拉我們
[00:08:19.000 --> 00:08:22.000]  弟兄姊妹我們要提醒自己,好像主耶穌提醒我們
[00:08:22.000 --> 00:08:28.000]  記住這四種力量,幾種情況,以致我們可以一步一步的接近主
[00:08:28.000 --> 00:08:31.000]  一路一路將更多的人拜到主的面前
