
[00:00:00.000 --> 00:00:02.000]  我們一起先禱告
[00:00:02.000 --> 00:00:06.260]  我們父神今天思想主耶穌在世上的生活
[00:00:06.260 --> 00:00:09.840]  主要我們知道關於祂還有很多不明白的地方
[00:00:09.840 --> 00:00:12.540]  主要今天我們一起來到祢面前
[00:00:12.540 --> 00:00:14.540]  我們帶著一個敬虔的心
[00:00:14.540 --> 00:00:16.540]  戰兢的態度
[00:00:16.540 --> 00:00:18.540]  一個求知的渴慕
[00:00:18.540 --> 00:00:21.540]  來了解耶穌基督在世
[00:00:21.540 --> 00:00:23.540]  祂的生命究竟是怎樣
[00:00:23.540 --> 00:00:25.540]  求主將我們需要
[00:00:25.540 --> 00:00:27.140]  和能夠明白的部份
[00:00:27.140 --> 00:00:29.140]  藉著聖靈來教導我們
[00:00:29.140 --> 00:00:32.140]  讓我們進入關於主耶穌基督自己的真理
[00:00:32.140 --> 00:00:34.140]  懇求聖靈幫助在這個時刻
[00:00:34.140 --> 00:00:37.140]  特別加添我們屬靈的智慧和悟性
[00:00:37.140 --> 00:00:39.140]  奉耶穌名祈禱
[00:00:39.140 --> 00:00:40.140]  阿們
[00:00:40.140 --> 00:00:43.140]  關於耶穌為何這麼值得去研究呢
[00:00:43.140 --> 00:00:46.140]  我相信就不需要再講這些開場白了
[00:00:46.140 --> 00:00:49.140]  在忠臣不久之前所辦的
[00:00:49.140 --> 00:00:53.140]  這個耶穌你是誰的大型研討會裏面
[00:00:53.140 --> 00:00:56.140]  我們都已經是全面的提出
[00:00:56.140 --> 00:00:59.140]  耶穌令我們震驚
[00:00:59.140 --> 00:01:03.140]  或者是令我們值得注意的原因和理由
[00:01:03.140 --> 00:01:06.140]  而最近這幾年
[00:01:06.140 --> 00:01:09.140]  或者快要復活節了
[00:01:09.140 --> 00:01:11.140]  我們看見電視星期六晚
[00:01:11.140 --> 00:01:13.140]  又有Jesus of Nazareth
[00:01:13.140 --> 00:01:15.140]  星期晚又有Jesus Christ Superstar
[00:01:15.140 --> 00:01:18.140]  上幾個月又有The Last Temptation
[00:01:18.140 --> 00:01:20.140]  就是The Last Temptation
[00:01:20.140 --> 00:01:22.140]  那時候你看見有好幾個片
[00:01:22.140 --> 00:01:26.140]  都是圍繞著耶穌來做主題的
[00:01:26.140 --> 00:01:28.140]  當然有不同的了解
[00:01:28.140 --> 00:01:30.140]  不同的入手方法
[00:01:30.140 --> 00:01:35.140]  有不同的解釋
[00:01:35.140 --> 00:01:36.140]  interpretation
[00:01:36.140 --> 00:01:42.140]  我們今天主要集中在歷史的回顧裏面
[00:01:42.140 --> 00:01:44.140]  但這個歷史回顧
[00:01:44.140 --> 00:01:49.140]  我們嘗試用我們現代人所能夠問的問題去問
[00:01:49.140 --> 00:01:54.140]  不過我們大部份時間都嘗試跑回千多年前
[00:01:54.140 --> 00:01:58.140]  這班教父他們要掙扎的問題
[00:01:58.140 --> 00:02:00.140]  來試試體會他們的掙扎
[00:02:00.140 --> 00:02:04.140]  看看他們的掙扎究竟是多餘還是重要
[00:02:04.140 --> 00:02:06.140]  我們有什麼背景呢
[00:02:06.140 --> 00:02:10.140]  我們下星期就講我們現代的基督徒
[00:02:10.140 --> 00:02:14.140]  你和我對於耶穌的了解所發生的掙扎
[00:02:14.140 --> 00:02:19.140]  和有沒有試過提出一些嘗試的答案
[00:02:19.140 --> 00:02:21.140]  今天我們主要是看歷史
[00:02:21.140 --> 00:02:23.140]  正如我講過的這個課程
[00:02:23.140 --> 00:02:24.140]  我多點講歷史
[00:02:24.140 --> 00:02:26.140]  正如這個救恩論我講歷史
[00:02:26.140 --> 00:02:28.140]  現在的基督論也要補回歷史
[00:02:28.140 --> 00:02:29.140]  上次我們講了聖經
[00:02:29.140 --> 00:02:31.140]  這次我們講歷史
[00:02:31.140 --> 00:02:37.140]  我們就看這個加西頓的信經
[00:02:37.140 --> 00:02:41.140]  450年的加西頓信經裏面
[00:02:41.140 --> 00:02:45.140]  就是可以說到現在來說
[00:02:45.140 --> 00:02:49.140]  基督論的一個最基本的宣講
[00:02:49.140 --> 00:02:50.140]  信念
[00:02:50.140 --> 00:02:51.140]  我們講到最後
[00:02:51.140 --> 00:02:53.140]  上完課的時候
[00:02:53.140 --> 00:02:57.140]  我們才評價這個信經究竟解決了問題沒有
[00:02:57.140 --> 00:03:01.140]  不過我們先看這個信經究竟包含了什麼問題
[00:03:01.140 --> 00:03:03.140]  這個信經包含了什麼問題呢
[00:03:03.140 --> 00:03:05.140]  有幾個最核心的問題
[00:03:05.140 --> 00:03:08.140]  就在這個信經裏面點了出來
[00:03:08.140 --> 00:03:10.140]  第一個大的問題
[00:03:10.140 --> 00:03:12.140]  就是
[00:03:12.140 --> 00:03:14.140]  有中文
[00:03:14.140 --> 00:03:15.140]  有英文
[00:03:15.140 --> 00:03:16.140]  有希臘文
[00:03:16.140 --> 00:03:19.140]  給大家一個對比應該是清楚的
[00:03:19.140 --> 00:03:22.140]  讀的時候是有中文和英文
[00:03:22.140 --> 00:03:24.140]  希臘文是自己會看的
[00:03:24.140 --> 00:03:25.140]  看完它
[00:03:25.140 --> 00:03:27.140]  在這個信條裏面
[00:03:27.140 --> 00:03:29.140]  你知道加西頓信條之前
[00:03:29.140 --> 00:03:31.140]  如果讀過教育歷史就知道
[00:03:31.140 --> 00:03:33.140]  差不多100年前
[00:03:33.140 --> 00:03:36.140]  他之前100年前有一個叫尼西亞信經
[00:03:36.140 --> 00:03:39.140]  我們有些比較主流的教會
[00:03:39.140 --> 00:03:42.140]  他有時候也會念尼西亞信經
[00:03:42.140 --> 00:03:43.140]  但是先Creek
[00:03:43.140 --> 00:03:46.140]  尼西亞信經主要是針對亞流主義
[00:03:46.140 --> 00:03:48.140]  認為耶穌是次等神
[00:03:48.140 --> 00:03:49.140]  不是絕對的神
[00:03:49.140 --> 00:03:52.140]  來發生一次宗教上的辯論
[00:03:52.140 --> 00:03:54.140]  結果排除了亞流主義
[00:03:54.140 --> 00:03:56.140]  而是Arianism
[00:03:56.140 --> 00:03:57.140]  就結立了這個信經
[00:03:57.140 --> 00:03:59.140]  所以在尼西亞信經裏面
[00:03:59.140 --> 00:04:00.140]  讀的時候
[00:04:00.140 --> 00:04:02.140]  你不知道背景覺得很沉氣
[00:04:02.140 --> 00:04:04.140]  是神神而實泥的神
[00:04:04.140 --> 00:04:05.140]  是絕對的神
[00:04:05.140 --> 00:04:07.140]  不是次等的神
[00:04:07.140 --> 00:04:09.140]  說來說去好像很沉氣
[00:04:09.140 --> 00:04:10.140]  但其實背景裏面
[00:04:10.140 --> 00:04:14.140]  就是要強調這方面的異端危機
