
[00:00:00.000 --> 00:00:04.000]  撒末爾記上三章19到21節
[00:00:04.000 --> 00:00:10.000]  撒末爾長大了,耶和華與他同在,使他所說的話一句都不落空
[00:00:10.000 --> 00:00:16.000]  從丹到別什巴,所有的以色列人都知道耶和華立撒末爾為先知
[00:00:16.000 --> 00:00:23.000]  耶和華又在世羅顯現,因為耶和華在世羅借他的話向撒末爾啟示他自己
[00:00:23.000 --> 00:00:25.000]  這是上主的話
[00:00:25.000 --> 00:00:29.000]  感謝主啊,第二次來這裡,很高興
[00:00:29.000 --> 00:00:35.000]  因為聽說,志永說你們之前是講就業的人物
[00:00:35.000 --> 00:00:40.000]  是不是講了什麼雅各啊,亞伯拉罕啊之類的
[00:00:40.000 --> 00:00:44.000]  所以今天就講撒末爾
[00:00:44.000 --> 00:00:49.000]  雖然我經文都在這上面
[00:00:49.000 --> 00:00:54.000]  撒末爾相信大家也是比較熟悉的一個人
[00:00:54.000 --> 00:00:57.000]  有的時候我可能講越快
[00:00:57.000 --> 00:01:00.000]  我希望大家看我講得快的時候
[00:01:00.000 --> 00:01:02.000]  能夠舉一下手讓我
[00:01:02.000 --> 00:01:05.000]  你看我剛剛又講快了一點
[00:01:05.000 --> 00:01:08.000]  所以我要慢慢講
[00:01:08.000 --> 00:01:11.000]  志永也跟我說了,要慢慢的
[00:01:11.000 --> 00:01:14.000]  所以也很開心
[00:01:14.000 --> 00:01:19.000]  我盡量講慢
[00:01:19.000 --> 00:01:24.000]  我們分享前做一個簡短禱告
[00:01:24.000 --> 00:01:29.000]  天父上帝謝謝你,讓孩子有機會跟我們恩教堂的弟兄姐妹繼續分享
[00:01:29.000 --> 00:01:32.000]  感謝你,求你的聖靈與我們同在,開啟我們
[00:01:32.000 --> 00:01:36.000]  讓我們真的能夠明白,在主你的生命的成長
[00:01:36.000 --> 00:01:39.000]  需要以撒末爾為例,為榜樣
[00:01:39.000 --> 00:01:43.000]  能夠更多的肯穆你的話語,願意去回應你
[00:01:43.000 --> 00:01:47.000]  感謝章妹你,也將餘下的時間,恭敬仰望在你的恩手裡面
[00:01:47.000 --> 00:01:49.000]  求你來看顧,祝福和保守
[00:01:49.000 --> 00:01:52.000]  聽我們的禱告,奉主耶穌的名
[00:01:52.000 --> 00:01:55.000]  我們知道撒末爾
[00:01:55.000 --> 00:01:59.000]  其實撒末爾講他的生命成長其實沒很多話
[00:01:59.000 --> 00:02:02.000]  其實剛剛讀的那幾個經文
[00:02:02.000 --> 00:02:05.000]  其實就是比較
[00:02:05.000 --> 00:02:08.000]  就這麼多了
[00:02:08.000 --> 00:02:11.000]  就是講他的成長
[00:02:11.000 --> 00:02:14.000]  但是其實還有一個很重要的經文
[00:02:14.000 --> 00:02:17.000]  應該是撒末爾記第三章第九節
[00:02:17.000 --> 00:02:20.000]  應該是第九節
[00:02:20.000 --> 00:02:23.000]  不是,仆人敬聽
[00:02:23.000 --> 00:02:26.000]  應該是第幾節
[00:02:26.000 --> 00:02:29.000]  三章,不好意思
[00:02:29.000 --> 00:02:32.000]  第十節是吧
[00:02:32.000 --> 00:02:35.000]  耶和華又起來站著,向前三次呼喚著說
[00:02:35.000 --> 00:02:38.000]  撒末爾,撒末爾,撒末爾回答說
[00:02:38.000 --> 00:02:41.000]  請聽,請說,仆人敬聽
[00:02:41.000 --> 00:02:45.000]  這個就是他小時候很重要的一個點
[00:02:45.000 --> 00:02:49.000]  就是說因為撒末爾聽到聲音,但是他不知道是上帝呼喚他
[00:02:49.000 --> 00:02:52.000]  所以後來以利就告訴他
[00:02:52.000 --> 00:02:55.000]  其實是上帝告訴他
[00:02:55.000 --> 00:02:58.000]  所以就有一個這麼渴望的心
[00:02:58.000 --> 00:03:01.000]  就是說,仆人敬聽,上帝你說
[00:03:01.000 --> 00:03:04.000]  仆人敬聽,這是一個很敬虔的
[00:03:04.000 --> 00:03:07.000]  很認真的一個態度
[00:03:07.000 --> 00:03:10.000]  這個很重要,等一下我會舉另外一個例子
[00:03:10.000 --> 00:03:13.000]  所以這個很重要
[00:03:13.000 --> 00:03:16.000]  還有一個其實
[00:03:16.000 --> 00:03:19.000]  我讀的那一節是吧
[00:03:19.000 --> 00:03:22.000]  這個我看的新一本
[00:03:22.000 --> 00:03:25.000]  二十節,從但斯巴剛好讀了
[00:03:25.000 --> 00:03:28.000]  所有以色列人都知道耶和華利撒末爾為先知
[00:03:28.000 --> 00:03:31.000]  然後耶和華又在四羅顯現
[00:03:31.000 --> 00:03:34.000]  因為耶和華將自己的話語漠視撒末爾
[00:03:34.000 --> 00:03:37.000]  撒末爾就把這話全變以色列地
[00:03:37.000 --> 00:03:40.000]  為什麼我們的新一本不太一樣呢
[00:03:40.000 --> 00:03:45.000]  我這裡還是和本
[00:03:45.000 --> 00:03:48.000]  這個比較老一點,不好意思
[00:03:48.000 --> 00:03:51.000]  這裡有一個很重要的一點
[00:03:51.000 --> 00:03:54.000]  就是上帝把話啟示給撒末爾
[00:03:54.000 --> 00:03:57.000]  大家也知道撒末爾是先知
[00:03:57.000 --> 00:04:00.000]  但是這裡有一個很重要的一點是什麼
[00:04:00.000 --> 00:04:03.000]  撒末爾就把這話傳遍以色列地
[00:04:03.000 --> 00:04:06.000]  我們不知道他當時是怎麼傳遍的
[00:04:06.000 --> 00:04:09.000]  不像我們現在有微信
[00:04:09.000 --> 00:04:12.000]  有平台,有一個群
[00:04:12.000 --> 00:04:15.000]  群裡發個短信
[00:04:15.000 --> 00:04:18.000]  以前沒有電話的,也沒有電報的
[00:04:18.000 --> 00:04:21.000]  也沒有什麼平台
[00:04:21.000 --> 00:04:24.000]  所以他要傳遍的話,應該怎麼傳呢
[00:04:24.000 --> 00:04:27.000]  應該走遍,應該比較刻苦
[00:04:27.000 --> 00:04:30.000]  就是每個村落或者每個支派
[00:04:30.000 --> 00:04:33.000]  可能都要去傳達
[00:04:33.000 --> 00:04:36.000]  而且其實如果他不那麼勤快也可以的
[00:04:36.000 --> 00:04:39.000]  其實他可以跟自己邊上的人
[00:04:39.000 --> 00:04:42.000]  上帝說了這句話,你去傳達一下
[00:04:42.000 --> 00:04:45.000]  不需要他自己去傳達
[00:04:45.000 --> 00:04:48.000]  但是至少無論怎麼樣,他要把這話傳遍
[00:04:48.000 --> 00:04:52.000]  所以他是應該很勤快的去順服神
[00:04:52.000 --> 00:04:55.000]  去盡量的把神的話語
[00:04:55.000 --> 00:04:58.000]  去傳達到所有人
[00:04:58.000 --> 00:05:01.000]  盡他的努力去回應
[00:05:01.000 --> 00:05:04.000]  所以撒末爾在這裡給我們提示一個很好的榜樣
[00:05:04.000 --> 00:05:07.000]  就是渴望
[00:05:07.000 --> 00:05:10.000]  然後敬重上帝的話語
[00:05:10.000 --> 00:05:13.000]  然後願意積極主動的去回應
[00:05:13.000 --> 00:05:16.000]  去傳達,去順服
[00:05:16.000 --> 00:05:19.000]  其實我們在看撒末爾
[00:05:19.000 --> 00:05:22.000]  其他沒有看到撒末爾有什麼特別
[00:05:22.000 --> 00:05:25.000]  我們只知道第十九節
[00:05:25.000 --> 00:05:28.000]  也說了撒末爾長大,耶和華與他同在
[00:05:28.000 --> 00:05:31.000]  其他沒了
[00:05:31.000 --> 00:05:34.000]  我們現在看可能不覺得很特別
[00:05:34.000 --> 00:05:37.000]  其實撒末爾真的不是很特別
[00:05:37.000 --> 00:05:40.000]  但是他成為一個偉大的先知,帶領了以色列復興
[00:05:40.000 --> 00:05:43.000]  我這裡再舉一個例子對比一下
[00:05:43.000 --> 00:05:46.000]  你就知道撒末爾的品質有多麼的重要
[00:05:46.000 --> 00:05:49.000]  我對比一下我們講參崧
[00:05:49.000 --> 00:05:52.000]  因為前段時間我跟廣州市兩會
[00:05:52.000 --> 00:05:55.000]  大概我講了四十記
[00:05:55.000 --> 00:05:58.000]  四十記有一個很出名的四師就是參崧
[00:05:58.000 --> 00:06:01.000]  參崧是非常厲害的
[00:06:01.000 --> 00:06:04.000]  我這裡說了保受恩寵
[00:06:04.000 --> 00:06:07.000]  我們把參崧跟撒末爾對比一下
[00:06:07.000 --> 00:06:10.000]  你就知道撒末爾的品質有多麼重要
[00:06:10.000 --> 00:06:13.000]  那幾個
[00:06:13.000 --> 00:06:16.000]  參崧是什麼
[00:06:16.000 --> 00:06:19.000]  參崧是上帝的使者親自向他老媽顯現
[00:06:19.000 --> 00:06:22.000]  說你要懷孕生子
