
[00:00:00.000 --> 00:00:07.000]  彼得前書第二章,第一至十二節,是延續在第一章結尾,
[00:00:07.000 --> 00:00:11.000]  就是講到耶穌已經為我們成就了這個救恩。
[00:00:11.000 --> 00:00:16.000]  耶穌的救恩讓到有一個基督徒的群體,
[00:00:16.000 --> 00:00:22.000]  可以說先有基督,後有基督徒,再才有教會。
[00:00:22.000 --> 00:00:28.000]  如果沒有耶穌被釘十字架,就不會有基督徒,更加不會有教會。
[00:00:28.000 --> 00:00:33.000]  所以彼得在延續這個訊息,
[00:00:33.000 --> 00:00:37.000]  他再講既然有耶穌已經成就了救恩,
[00:00:37.000 --> 00:00:41.000]  已經有一班相信祂的人,已經有一個群體,
[00:00:41.000 --> 00:00:47.000]  究竟這個群體應該怎樣繼續前面的一個新的生活呢?
[00:00:47.000 --> 00:00:50.000]  其實彼得在這裡用了一個新的生命,
[00:00:50.000 --> 00:00:54.000]  就好像一個基督徒是一個新的嬰孩出生一樣,
[00:00:54.000 --> 00:00:59.000]  有一個新的生命,而這個新的生命是會有成長,
[00:00:59.000 --> 00:01:04.000]  這個成長過程裡面是做什麼呢?怎樣成長呢?
[00:01:04.000 --> 00:01:10.000]  就是過去一個人,他不以上帝為中心的一個生命,
[00:01:10.000 --> 00:01:17.000]  上帝的道,上帝的真理在這個人的生命當中是完全沒有位置,
[00:01:17.000 --> 00:01:21.000]  但是一個信了耶穌的人,就好像一個新的嬰孩一樣,
[00:01:21.000 --> 00:01:28.000]  他要過一個新的生活,他要除去過去他那種罪惡,
[00:01:28.000 --> 00:01:31.000]  那種沒有跟從上帝的時候的生活,
[00:01:31.000 --> 00:01:35.000]  現在要學悟一個純正的凌厲,
[00:01:35.000 --> 00:01:38.000]  就是學悟認識上帝的說話,
[00:01:38.000 --> 00:01:46.000]  以致可以在生活當中將上帝的真理,上帝的道去實踐出來,
[00:01:46.000 --> 00:01:51.000]  也都藉著去遵守上帝的道,去認識上帝,
[00:01:51.000 --> 00:01:57.000]  彼得在這裡說,其實在過程當中很重要的一份信心,
[00:01:57.000 --> 00:02:02.000]  這份信心就是知道這個人世間的終極,
[00:02:02.000 --> 00:02:05.000]  就是說我們的終極不在死亡,
[00:02:05.000 --> 00:02:07.000]  如果我們的終極在死亡的話,
[00:02:07.000 --> 00:02:12.000]  是會很影響我們今天我們怎樣去行事為人,
[00:02:12.000 --> 00:02:16.000]  如果我們將死亡作為我們的終極,
[00:02:16.000 --> 00:02:19.000]  我們就會想我們只剩下幾十年,
[00:02:19.000 --> 00:02:24.000]  只是有幾十年,那我怎樣可以盡量利用這幾十年,
[00:02:24.000 --> 00:02:29.000]  過一個我覺得認為快樂,認為好的一個生活,
[00:02:29.000 --> 00:02:34.000]  但是彼得在這裡提醒,人的死亡不是我們的終極,
[00:02:34.000 --> 00:02:43.000]  我們是要去面對面去見上帝,
[00:02:43.000 --> 00:02:48.000]  由耶穌被釘十字架,受死,然後復活,
[00:02:48.000 --> 00:02:52.000]  然後聖靈降臨,教會被建立,到耶穌再來,
[00:02:52.000 --> 00:02:57.000]  就是使人一個公義的審判,這一段期間都叫做末世,
[00:02:57.000 --> 00:03:00.000]  彼得在這裡說,在過程當中,
[00:03:00.000 --> 00:03:06.000]  我們究竟應該存著什麼態度去過我們的生活呢?
[00:03:06.000 --> 00:03:11.000]  彼得在這裡說,作為一個驕途的群體,
[00:03:11.000 --> 00:03:16.000]  不受歡迎,不是被人歡迎,不是被人羨慕的群體,
[00:03:16.000 --> 00:03:20.000]  所以我經常在這裡說,今天在香港做驕途,
[00:03:20.000 --> 00:03:26.000]  你不會覺得低人一等,我經常說了很多次,
[00:03:26.000 --> 00:03:31.000]  在香港,你說自己是一個驕途,你不會覺得自己低人一等,
[00:03:31.000 --> 00:03:39.000]  還有一點自豪感,因為基督教在香港的印象,
[00:03:39.000 --> 00:03:44.000]  或者表現是相當不錯,
[00:03:44.000 --> 00:03:48.000]  所以你說自己是一個驕途,你不會覺得自己有慚愧,
[00:03:48.000 --> 00:03:51.000]  或者有自卑,但是在初期教會不是,
[00:03:51.000 --> 00:04:00.000]  在初期教會,信耶穌的人比當時社會上的人看低很多,
[00:04:00.000 --> 00:04:05.000]  只有那些不識字的人,只有那些地位卑下的人,
[00:04:05.000 --> 00:04:10.000]  才會信耶穌,所以是看不起的一群人,
[00:04:10.000 --> 00:04:16.000]  也是被當時的社會排斥的一群,為什麼呢?
[00:04:16.000 --> 00:04:21.000]  因為當時那群人說要守上帝的誡命,
[00:04:21.000 --> 00:04:25.000]  和當時社會的群體有時價值觀是不一樣,
[00:04:25.000 --> 00:04:34.000]  當兩個價值觀衝突的時候,當時很多的基督徒寧願去遵守上帝給他們的價值觀,
[00:04:34.000 --> 00:04:39.000]  以致形成一種可以說是某程度的衝突,
[00:04:39.000 --> 00:04:46.000]  所以當時來說信耶穌的人是不被看好,
[00:04:46.000 --> 00:04:51.000]  彼得在這裡說,世人或者未信耶穌的人去看低你們,
[00:04:51.000 --> 00:04:59.000]  看少你們,或者可以剝奪某一方面的一些生活,
[00:04:59.000 --> 00:05:02.000]  擁有的生活,但是彼得在這裡說,
[00:05:02.000 --> 00:05:07.000]  我們是一群被神所愛所寶貴的一群人,
[00:05:07.000 --> 00:05:10.000]  我們在上帝面前是捍衛寶貴,
[00:05:10.000 --> 00:05:16.000]  我們是有一個很崇高的權利和任務,可以說是責任,
[00:05:16.000 --> 00:05:23.000]  彼得在這裡說,我們作為一個上帝所揀選成為一群人聚集在一起,
[00:05:23.000 --> 00:05:30.000]  就是在這個末世裡面去彰顯上帝是住在我們當中,
[00:05:30.000 --> 00:05:35.000]  我們就好像一個祭一樣,在舊約來說就好像獻祭一樣,
[00:05:35.000 --> 00:05:39.000]  就是整個群體獻祭在上面,獻祭給上帝,
[00:05:39.000 --> 00:05:44.000]  一個群體成為一個上帝的見證,
[00:05:44.000 --> 00:05:49.000]  縱然耶穌被世人排斥,信耶穌的人被世人排斥,
[00:05:49.000 --> 00:05:56.000]  但是也不會妨礙作為基督徒這個身份和這個任務,
[00:05:56.000 --> 00:06:02.000]  彼得更加在這裡說,跟從耶穌的人是不會羞愧的,
[00:06:02.000 --> 00:06:08.000]  在現實世界可能會被人看不起,被人看低,
[00:06:08.000 --> 00:06:12.000]  但是彼得說,我們最後在上帝的面前,
[00:06:12.000 --> 00:06:15.000]  我們沒有一個人,沒有一個跟從上帝的人是會羞愧的,
[00:06:15.000 --> 00:06:21.000]  因為我們這一群人是因為跟從上帝過地上每日的生活,
[00:06:21.000 --> 00:06:29.000]  其實彼得在這裡說,到最後上帝對每一個人都有一個公義公平的審判,
[00:06:29.000 --> 00:06:39.000]  世人的價值可以用一個標準,只要有利益,只要對自己好,
[00:06:39.000 --> 00:06:44.000]  就會做那件事,當你有很大量的金錢的時候,
[00:06:44.000 --> 00:06:47.000]  也許會被世人其他人羨慕,
[00:06:47.000 --> 00:06:52.000]  但是彼得在這裡說,我們所羨慕的並不在於我們擁有世間所有的事物,
[00:06:52.000 --> 00:06:58.000]  而是我們所能夠所擁有的不是這些物質,
[00:06:58.000 --> 00:07:05.000]  而是所擁有的就是一份願意在一個這麼不利的環境裡,
[00:07:05.000 --> 00:07:09.000]  我們仍然願意跟從上帝的心智,
[00:07:09.000 --> 00:07:15.000]  才是值得我們不至於羞愧的一個很重要的原因。
[00:07:15.000 --> 00:07:22.000]  彼得接著繼續說,那些不信的人看耶穌,
[00:07:22.000 --> 00:07:25.000]  跟我們信的人看耶穌是很不同的,
