
[00:00:00.000 --> 00:00:07.000]  格洛西書是許多的弟兄姊妹所喜愛的一件書
[00:00:07.000 --> 00:00:14.000]  這件書的主題之一就是基督的豐盛
[00:00:14.000 --> 00:00:18.000]  神的豐盛在基督裡
[00:00:18.000 --> 00:00:22.000]  我們要從基督得到豐盛
[00:00:22.000 --> 00:00:26.000]  當基督豐盛的聖靈在我們裡面
[00:00:26.000 --> 00:00:29.000]  一步一步地更加顯明的時候
[00:00:29.000 --> 00:00:35.000]  父神就從我們豐盛的榮耀
[00:00:35.000 --> 00:00:37.000]  第一天的早上
[00:00:37.000 --> 00:00:40.000]  我們在格洛西書裡面看
[00:00:40.000 --> 00:00:44.000]  我們藉著俗靈的追求和長進
[00:00:44.000 --> 00:00:48.000]  一步一步地進入基督的豐盛裡面
[00:00:48.000 --> 00:00:51.000]  昨天的早上我們看見
[00:00:51.000 --> 00:00:55.000]  我們藉著語主同死同復活
[00:00:55.000 --> 00:00:58.000]  在基督的復活的生命裡頭
[00:00:58.000 --> 00:01:01.000]  得到祂的豐盛
[00:01:01.000 --> 00:01:05.000]  今天早上我們要看
[00:01:05.000 --> 00:01:08.000]  一個有豐盛生命的人
[00:01:08.000 --> 00:01:12.000]  他心裡充滿了感謝
[00:01:12.000 --> 00:01:14.000]  我們要在格洛西書裡面看
[00:01:14.000 --> 00:01:19.000]  我們在感謝上的長進
[00:01:19.000 --> 00:01:22.000]  在第二章的七節
[00:01:22.000 --> 00:01:26.000]  格洛西書二章七節提到
[00:01:26.000 --> 00:01:30.000]  感謝的心就更增長了
[00:01:30.000 --> 00:01:32.000]  我們不但想到感謝
[00:01:32.000 --> 00:01:37.000]  我們還要想到感謝上的長進
[00:01:37.000 --> 00:01:42.000]  我們如何在感謝上長進呢
[00:01:42.000 --> 00:01:48.000]  在格洛西書裡面多次提到感謝
[00:01:48.000 --> 00:01:51.000]  一連七次提到感恩
[00:01:51.000 --> 00:01:55.000]  我們就把這七處的經文
[00:01:55.000 --> 00:01:58.000]  來連在一起
[00:01:58.000 --> 00:02:00.000]  有這樣一分析
[00:02:00.000 --> 00:02:07.000]  我們找出來我們如何的在感恩上長進
[00:02:07.000 --> 00:02:10.000]  一個有豐盛生命的基督徒
[00:02:10.000 --> 00:02:14.000]  在兩件事上很敏感
[00:02:14.000 --> 00:02:20.000]  第一件事就是對罪很敏感
[00:02:20.000 --> 00:02:25.000]  第二件事是聖靈立刻光照他
[00:02:25.000 --> 00:02:29.000]  他對聖靈的感動很敏感
[00:02:29.000 --> 00:02:33.000]  他立刻發覺自己的過錯
[00:02:33.000 --> 00:02:36.000]  立刻認罪
[00:02:36.000 --> 00:02:38.000]  得罪神向神認罪
[00:02:38.000 --> 00:02:41.000]  得罪人向神認罪
[00:02:41.000 --> 00:02:46.000]  然後靠著主的恩典對付這個罪
[00:02:46.000 --> 00:02:50.000]  另一方面一個有豐盛生命的人
[00:02:50.000 --> 00:02:56.000]  對神的恩典很敏感
[00:02:56.000 --> 00:02:57.000]  神的恩典一臨到
[00:02:57.000 --> 00:03:02.000]  他立刻覺察這是恩典
[00:03:02.000 --> 00:03:06.000]  他就充滿了感謝的心
[00:03:06.000 --> 00:03:08.000]  所以我們從來沒有見一個
[00:03:08.000 --> 00:03:10.000]  有豐盛生命的基督徒
[00:03:10.000 --> 00:03:13.000]  卻少感恩
[00:03:13.000 --> 00:03:15.000]  從來見不到
[00:03:15.000 --> 00:03:18.000]  所以豐盛生命的表現之一
[00:03:18.000 --> 00:03:20.000]  就是感恩
[00:03:20.000 --> 00:03:26.000]  而且他在感恩上有長進
[00:03:26.000 --> 00:03:28.000]  在神的家庭裏面
[00:03:28.000 --> 00:03:31.000]  他要教育他的子女
[00:03:31.000 --> 00:03:35.000]  他對於子女的基本的教育之一
[00:03:35.000 --> 00:03:38.000]  就是要他們會感謝
[00:03:38.000 --> 00:03:41.000]  就好像在我們的家庭裏面
[00:03:41.000 --> 00:03:43.000]  我們對子女的教育裏面
[00:03:43.000 --> 00:03:45.000]  最重要的一部分
[00:03:45.000 --> 00:03:49.000]  就是教導他們說多謝
[00:03:49.000 --> 00:03:50.000]  Thank you
[00:03:50.000 --> 00:03:52.000]  特別到了美國來
[00:03:52.000 --> 00:03:55.000]  我們對美國的家庭這方面的教育
[00:03:55.000 --> 00:03:57.000]  看得很清楚
[00:03:57.000 --> 00:04:01.000]  我們覺得這是他們的優點之一
[00:04:01.000 --> 00:04:03.000]  對小孩子教導
[00:04:03.000 --> 00:04:06.000]  無論別人為他做了什麼
[00:04:06.000 --> 00:04:08.000]  幫助了他什麼
[00:04:08.000 --> 00:04:10.000]  對他有什麼好處
[00:04:10.000 --> 00:04:15.000]  他總要學習講Thank you
[00:04:15.000 --> 00:04:18.000]  如果我們看見一個孩子不講Thank you
[00:04:18.000 --> 00:04:19.000]  我們立刻覺得
[00:04:19.000 --> 00:04:23.000]  他的家庭教育有缺點
[00:04:23.000 --> 00:04:24.000]  不夠
[00:04:24.000 --> 00:04:28.000]  這是我們一個很清楚的感受
[00:04:28.000 --> 00:04:32.000]  同樣的在神的大家庭裏頭
[00:04:32.000 --> 00:04:37.000]  他也照樣的教育他的子女
[00:04:37.000 --> 00:04:41.000]  要他們會說多謝
[00:04:41.000 --> 00:04:43.000]  向神說多謝
[00:04:43.000 --> 00:04:47.000]  向人也有感激的表現
[00:04:47.000 --> 00:04:50.000]  這是基督徒的一個基本的教育
[00:04:50.000 --> 00:04:53.000]  如果我們還不會感恩
[00:04:53.000 --> 00:04:54.000]  我們就還沒有得到
[00:04:54.000 --> 00:04:57.000]  基本的教育的完全
[00:04:57.000 --> 00:04:59.000]  我們還有缺欠
[00:04:59.000 --> 00:05:02.000]  所以我們今天早上
[00:05:02.000 --> 00:05:04.000]  集中我們的精神力量
[00:05:04.000 --> 00:05:06.000]  在哥羅西書裏面看
[00:05:06.000 --> 00:05:12.000]  我們如何在感恩上長進
[00:05:12.000 --> 00:05:17.000]  感恩的心是書靈的良藥
[00:05:17.000 --> 00:05:21.000]  感恩能夠醫治驕傲
[00:05:21.000 --> 00:05:26.000]  感恩能夠醫治悲觀
[00:05:26.000 --> 00:05:29.000]  因為他看見神的臉就樂觀了
[00:05:29.000 --> 00:05:33.000]  就不會悲觀了
[00:05:33.000 --> 00:05:36.000]  感恩能夠醫治怨言
[00:05:36.000 --> 00:05:39.000]  看見神的臉讚美還來不及呢
[00:05:39.000 --> 00:05:41.000]  哪裏有機會哪裏有時間
[00:05:41.000 --> 00:05:47.000]  哪裏有心情去發怨言呢
[00:05:47.000 --> 00:05:49.000]  我們感謝主
[00:05:49.000 --> 00:05:56.000]  感恩好像一副書靈的生產的機器
[00:05:56.000 --> 00:05:59.000]  這一副書靈的生產的機器
[00:05:59.000 --> 00:06:02.000]  能夠生產謙卑的心
