
[00:00:00.000 --> 00:00:04.400]  羅馬書第五章第五節
[00:00:04.400 --> 00:00:07.200]  找到以後
[00:00:07.200 --> 00:00:12.000]  請大家同聲的一連讀兩次
[00:00:12.000 --> 00:00:15.480]  當作我們的開始
[00:00:15.480 --> 00:00:19.880]  找到了我們一起讀
[00:00:19.880 --> 00:00:23.200]  盼望不至於羞恥
[00:00:23.200 --> 00:00:26.200]  因為所賜給我們的聖靈
[00:00:26.200 --> 00:00:27.680]  將神的愛
[00:00:27.680 --> 00:00:30.200]  澆灌在我們心裡
[00:00:30.200 --> 00:00:33.400]  盼望不至於羞恥
[00:00:33.400 --> 00:00:36.200]  因為所賜給我們的聖靈
[00:00:36.200 --> 00:00:40.000]  將神的愛澆灌在我們心裡
[00:00:40.000 --> 00:00:44.400]  聖父愛我們
[00:00:44.400 --> 00:00:48.000]  將祂的主生子賜給我們
[00:00:48.000 --> 00:00:51.000]  聖子愛我們
[00:00:51.000 --> 00:00:55.400]  將祂自己為我們完全到空
[00:00:56.000 --> 00:00:58.200]  聖靈愛我們
[00:00:58.200 --> 00:01:02.200]  將神的愛澆灌在我們裡面
[00:01:02.200 --> 00:01:05.400]  聖靈的工作之一
[00:01:05.400 --> 00:01:07.600]  就是將神的愛
[00:01:07.600 --> 00:01:11.600]  豐富的傾倒在我們裡面
[00:01:11.600 --> 00:01:15.200]  澆灌是豐富的意思
[00:01:15.200 --> 00:01:17.600]  是大量的意思
[00:01:17.600 --> 00:01:20.800]  一點點的愛
[00:01:20.800 --> 00:01:24.000]  和大量的愛的充滿
[00:01:24.000 --> 00:01:27.000]  兩者之間有很大的分別
[00:01:27.000 --> 00:01:29.600]  很多時候
[00:01:29.600 --> 00:01:32.000]  我們知道神的愛
[00:01:32.000 --> 00:01:34.800]  但是那個知道的感覺
[00:01:34.800 --> 00:01:36.200]  很微弱
[00:01:36.200 --> 00:01:39.000]  因此在我們裡面
[00:01:39.000 --> 00:01:42.600]  沒有極力的作用
[00:01:42.600 --> 00:01:46.400]  但是當聖靈把神的愛
[00:01:46.400 --> 00:01:48.200]  澆灌在我們裡面
[00:01:48.200 --> 00:01:51.400]  大量的充滿在我們裡面的時候
[00:01:51.400 --> 00:01:53.400]  我們的感覺
[00:01:53.400 --> 00:01:56.000]  我們整個的表現
[00:01:56.000 --> 00:01:57.400]  都不同了
[00:01:57.400 --> 00:02:01.400]  有很大很大的分別
[00:02:01.400 --> 00:02:03.400]  今天早上
[00:02:03.400 --> 00:02:06.400]  我們要在聖經裡面看
[00:02:06.400 --> 00:02:09.000]  聖靈澆灌的時候
[00:02:09.000 --> 00:02:11.000]  有什麼表現
[00:02:11.000 --> 00:02:12.600]  有什麼作用
[00:02:12.600 --> 00:02:14.400]  在我們的裡面
[00:02:14.400 --> 00:02:19.000]  我們要按照時間所許可的
[00:02:19.000 --> 00:02:21.400]  來領受這個話語
[00:02:22.600 --> 00:02:24.600]  請先看
[00:02:24.600 --> 00:02:30.600]  十圖行傳
[00:02:30.600 --> 00:02:33.600]  第六
[00:02:33.600 --> 00:02:35.600]  第七章
[00:02:35.600 --> 00:02:38.600]  十圖行傳第七章
[00:02:38.600 --> 00:02:41.600]  第五十五節
[00:02:41.600 --> 00:02:49.600]  第七章五十五節
[00:02:50.600 --> 00:02:53.600]  但斯蒂凡被聖靈充滿
[00:02:53.600 --> 00:02:55.600]  定睛往天
[00:02:55.600 --> 00:02:57.600]  看見神的榮耀
[00:02:57.600 --> 00:02:59.600]  又看見耶穌
[00:02:59.600 --> 00:03:01.600]  站在神的右邊
[00:03:01.600 --> 00:03:04.600]  我們再看第六十節
[00:03:04.600 --> 00:03:08.600]  又跪下大聲喊著說
[00:03:08.600 --> 00:03:09.600]  主啊
[00:03:09.600 --> 00:03:12.600]  不要將這罪歸於他們
[00:03:12.600 --> 00:03:14.600]  說了這話就睡了
[00:03:14.600 --> 00:03:17.600]  在這裡我們看見
[00:03:17.600 --> 00:03:20.600]  斯蒂凡被聖靈充滿
[00:03:20.600 --> 00:03:24.600]  充滿也就是澆灌的意思
[00:03:24.600 --> 00:03:26.600]  這個時候他有什麼表現呢
[00:03:26.600 --> 00:03:28.600]  第一個表現
[00:03:28.600 --> 00:03:32.600]  他瞞了主自己所有的愛心
[00:03:32.600 --> 00:03:34.600]  他為仇敵禱告
[00:03:34.600 --> 00:03:36.600]  他說主啊
[00:03:36.600 --> 00:03:38.600]  不要將這個罪
[00:03:38.600 --> 00:03:40.600]  歸於他們身上
[00:03:40.600 --> 00:03:43.600]  這些猶太人拿了石頭
[00:03:43.600 --> 00:03:45.600]  咬牙切齒
[00:03:45.600 --> 00:03:47.600]  打死斯蒂凡
[00:03:47.600 --> 00:03:50.600]  你看當時斯蒂凡的痛苦
[00:03:50.600 --> 00:03:52.600]  多麼大
[00:03:52.600 --> 00:03:55.600]  但是在這樣的情況之下
[00:03:55.600 --> 00:03:58.600]  因為聖靈把神的愛
[00:03:58.600 --> 00:04:00.600]  澆灌在他的心裡
[00:04:00.600 --> 00:04:02.600]  他就勝過了仇恨
[00:04:02.600 --> 00:04:06.600]  為打死他的人禱告
[00:04:06.600 --> 00:04:08.600]  一點不勉強
[00:04:08.600 --> 00:04:11.600]  這是裡面流露出來的
[00:04:11.600 --> 00:04:13.600]  湧出來的
[00:04:14.600 --> 00:04:16.600]  正如我們的主
[00:04:16.600 --> 00:04:19.600]  在獅子架上所做的一樣
[00:04:19.600 --> 00:04:21.600]  我們的主為
[00:04:21.600 --> 00:04:23.600]  釘死他的人禱告
[00:04:23.600 --> 00:04:28.600]  現在斯蒂凡被基督的靈充滿
[00:04:28.600 --> 00:04:30.600]  聖靈就是基督的靈
[00:04:30.600 --> 00:04:33.600]  他也做了相同的事
[00:04:33.600 --> 00:04:37.600]  為打死他的人禱告
[00:04:37.600 --> 00:04:41.600]  如果我會畫圖畫的話
[00:04:41.600 --> 00:04:42.600]  可惜不會
[00:04:42.600 --> 00:04:44.600]  如果會畫的話
[00:04:44.600 --> 00:04:48.600]  我真是希望能夠畫一幅圖畫
[00:04:48.600 --> 00:04:52.600]  是無父合成一父
[00:04:52.600 --> 00:04:54.600]  無二一一二五
[00:04:54.600 --> 00:04:57.600]  當中就是主耶穌
[00:04:57.600 --> 00:05:01.600]  在獅子架上被釘死的時候
[00:05:01.600 --> 00:05:03.600]  為釘他的人禱告
[00:05:03.600 --> 00:05:05.600]  父啊赦免他們
[00:05:05.600 --> 00:05:07.600]  因為他們所做的
[00:05:07.600 --> 00:05:09.600]  他們不曉得
[00:05:09.600 --> 00:05:11.600]  在右邊呢
[00:05:11.600 --> 00:05:13.600]  就是斯蒂凡
[00:05:13.600 --> 00:05:17.600]  被猶太人石頭打死的時候
[00:05:17.600 --> 00:05:18.600]  為啥
[00:05:18.600 --> 00:05:19.600]  說主啊
[00:05:19.600 --> 00:05:23.600]  不要把罪歸到他們的身上
[00:05:23.600 --> 00:05:24.600]  在左邊
[00:05:24.600 --> 00:05:27.600]  就是舊月的月色
[00:05:27.600 --> 00:05:31.600]  他抱著哥哥的靜下
[00:05:31.600 --> 00:05:33.600]  在哭
[00:05:33.600 --> 00:05:36.600]  哥哥曾經出賣他
[00:05:36.600 --> 00:05:40.600]  在他的哥哥手裡受了很大的痛苦
[00:05:40.600 --> 00:05:44.600]  但是因為他裡面有神的靈
[00:05:44.600 --> 00:05:48.600]  神的靈將神的愛交換在他心裡
[00:05:48.600 --> 00:05:51.600]  所以他心裡充滿了饒恕
[00:05:51.600 --> 00:05:55.600]  他流的眼淚是饒恕的眼淚
[00:05:55.600 --> 00:05:58.600]  抱著那些出賣他的哥哥們
[00:05:58.600 --> 00:06:00.600]  哭
[00:06:00.600 --> 00:06:02.600]  在上面
[00:06:02.600 --> 00:06:06.600]  這就是舊月的伊麗莎
[00:06:06.600 --> 00:06:09.600]  我們記得亞蘭的大軍
[00:06:09.600 --> 00:06:13.600]  曾經來攻打以色列人
[00:06:13.600 --> 00:06:19.600]  但是亞蘭人落在伊麗亞和她的軍隊的手中
[00:06:19.600 --> 00:06:22.600]  這個時候伊麗莎怎麼做呢
[00:06:22.600 --> 00:06:23.600]  聖經告訴我們
[00:06:23.600 --> 00:06:26.600]  伊麗莎就白蛇眼睛
[00:06:26.600 --> 00:06:31.600]  來給這些亞蘭的入侵的軍隊來吃
[00:06:31.600 --> 00:06:33.600]  吃完了以後放他們走
[00:06:33.600 --> 00:06:40.600]  聖經說從此以後亞蘭軍再沒有來侵略以色列
[00:06:40.600 --> 00:06:41.600]  他們慚愧
[00:06:41.600 --> 00:06:43.600]  他們受感動
[00:06:43.600 --> 00:06:46.600]  他們感覺到耶和華的先知
[00:06:46.600 --> 00:06:48.600]  百姓所做的
[00:06:48.600 --> 00:06:51.600]  道理是大大的不同
[00:06:51.600 --> 00:06:54.600]  在下面我們看見大衛
[00:06:54.600 --> 00:06:58.600]  在他的敵人患病的時候
[00:06:58.600 --> 00:07:02.600]  披麻蒙灰進食
[00:07:02.600 --> 00:07:04.600]  來為敵人禱告
[00:07:04.600 --> 00:07:09.600]  是編三十七篇所記載的
[00:07:09.600 --> 00:07:13.600]  大衛不是看見仇敵害病
[00:07:13.600 --> 00:07:14.600]  幸災樂禍
[00:07:14.600 --> 00:07:17.600]  感謝天父做神
