
[00:00:00.000 --> 00:00:04.500]  當我們提到要建立金銀寶石的生命工程的時候
[00:00:04.500 --> 00:00:07.800]  大家會想起「侍奉」
[00:00:07.800 --> 00:00:10.240]  當每個教徒我們都說
[00:00:10.240 --> 00:00:13.340]  我們都領受神給我們的恩賜
[00:00:13.340 --> 00:00:16.400]  在不同的崗位侍奉神
[00:00:16.400 --> 00:00:20.400]  有些人以為侍奉是屬於某些積極的教徒
[00:00:20.400 --> 00:00:22.240]  但聖經說到侍奉
[00:00:22.240 --> 00:00:26.240]  其實就是每一個教徒生命的取向
[00:00:26.240 --> 00:00:29.600]  過去是侍奉馬門 侍奉金錢
[00:00:29.600 --> 00:00:31.400]  侍奉這個世界
[00:00:31.400 --> 00:00:34.700]  但信了主之後知道什麼是真正有價值
[00:00:34.700 --> 00:00:37.060]  因此以耶穌基督為我們的主
[00:00:37.060 --> 00:00:39.860]  我們侍奉主
[00:00:39.860 --> 00:00:43.660]  在生活行為 在教會 在各方面
[00:00:43.660 --> 00:00:47.300]  人生的取向就是侍奉主
[00:00:47.300 --> 00:00:49.400]  所以你可以說每一個教徒
[00:00:49.400 --> 00:00:52.600]  都是一個侍奉主的人
[00:00:52.600 --> 00:00:54.500]  我們過去都曾經說
[00:00:54.500 --> 00:00:57.300]  究竟侍奉有什麼含義呢?
[00:00:57.300 --> 00:01:01.000]  簡單來說你可以把它分為三個意思
[00:01:01.000 --> 00:01:02.300]  第一個侍奉
[00:01:02.300 --> 00:01:05.400]  一個稱為本位性的侍奉
[00:01:05.400 --> 00:01:07.500]  按照我們的本質
[00:01:07.500 --> 00:01:09.300]  我們是被創造的
[00:01:09.300 --> 00:01:12.200]  你當去敬拜上帝
[00:01:12.200 --> 00:01:16.200]  因此敬拜神就是我們本位的侍奉
[00:01:16.200 --> 00:01:20.700]  第二個侍奉就是你自己生命的侍奉
[00:01:20.700 --> 00:01:23.600]  透過你的言語 你的行為
[00:01:23.600 --> 00:01:28.500]  生活上的見證 作為對主的侍奉
[00:01:28.500 --> 00:01:32.300]  第三是你工作上的侍奉
[00:01:32.300 --> 00:01:36.700]  是藉由神給你的恩賜發揮出來去服侍人
[00:01:36.700 --> 00:01:40.900]  這是生命上的工作的侍奉
[00:01:40.900 --> 00:01:44.400]  因此無論本位的 生命的 或者工作上的
[00:01:44.400 --> 00:01:50.200]  我們整個人都是向著主去侍奉上帝
[00:01:50.200 --> 00:01:51.300]  聖經裡面提及
[00:01:51.300 --> 00:01:55.100]  我們每一個基督徒有一天到天家的時候
[00:01:55.100 --> 00:01:57.600]  我們會有不同的賞賜
[00:01:57.600 --> 00:01:59.900]  沒錯 都會領受救恩
[00:01:59.900 --> 00:02:04.200]  但是各人會有不同的賞賜
[00:02:04.200 --> 00:02:05.900]  當你知道這是真理的時候
[00:02:05.900 --> 00:02:07.500]  你就會問一個問題
[00:02:07.500 --> 00:02:14.200]  究竟神將來按什麼標準來審判我呢?
[00:02:14.200 --> 00:02:16.600]  我們很多人都考過很多試
[00:02:16.600 --> 00:02:18.300]  考試的時候你一定會問
[00:02:18.300 --> 00:02:27.300]  究竟那個最終比分 比級別是按什麼標準的呢?
[00:02:27.300 --> 00:02:30.100]  如果你記得以前你讀書考試的時候
[00:02:30.100 --> 00:02:34.200]  或者就講文科的歷史科
[00:02:34.200 --> 00:02:37.200]  如果你在考試的時候很用心
[00:02:37.200 --> 00:02:40.300]  一口氣寫了十板紙
[00:02:40.300 --> 00:02:44.300]  然後交出去 想著這次一定拿A了
[00:02:44.300 --> 00:02:48.200]  旁邊那個只有三板紙 他一定C了
[00:02:48.200 --> 00:02:53.300]  誰知道最後的成績他拿A 你拿C
[00:02:53.300 --> 00:02:55.900]  你覺得很奇怪 你就去問老師
[00:02:55.900 --> 00:02:59.500]  為什麼我十張紙你都給我C?
[00:02:59.500 --> 00:03:01.100]  他就說 沒錯
[00:03:01.100 --> 00:03:05.200]  你寫了所有的歷史年份 歷史事蹟
[00:03:05.200 --> 00:03:07.300]  很多事蹟都寫在這裡
[00:03:07.300 --> 00:03:09.900]  不過我不是要求這些
[00:03:09.900 --> 00:03:14.000]  我要求是對歷史的分析和理解
[00:03:14.000 --> 00:03:19.200]  原來你沒有按照老師的要求來作答
[00:03:19.200 --> 00:03:23.200]  就算多少頁紙都是低分
[00:03:23.200 --> 00:03:24.700]  大家明白我的意思
[00:03:24.700 --> 00:03:27.200]  當我們說要侍奉上帝的時候
[00:03:27.200 --> 00:03:30.800]  你要明白神期望我們怎樣侍奉
[00:03:30.800 --> 00:03:34.700]  否則到時當你得不到神給你的賞賜的時候
[00:03:34.700 --> 00:03:37.000]  你會覺得很驚訝
[00:03:37.000 --> 00:03:39.200]  因此今天我們讀這段經文
[00:03:39.200 --> 00:03:44.300]  就幫助我們明白究竟神喜悅我們怎樣侍奉祂
[00:03:44.300 --> 00:03:48.200]  大家一起看聖經
[00:03:48.200 --> 00:03:50.900]  在聖經第三章的第一到第四節
[00:03:50.900 --> 00:03:52.700]  我們剛才沒有讀的
[00:03:52.700 --> 00:03:55.000]  是保羅指著哥倫多教會說
[00:03:55.000 --> 00:03:57.600]  你們仍然是屬肉體的
[00:03:57.600 --> 00:04:01.200]  你們不是屬靈的 為什麼呢?
[00:04:01.200 --> 00:04:04.800]  因為他們拿人來誇口
[00:04:04.800 --> 00:04:07.700]  如果你留心到下面的第21節
[00:04:07.700 --> 00:04:12.400]  保羅就直接說他們拿人來誇口
[00:04:12.400 --> 00:04:15.000]  什麼叫以人為誇口呢?
[00:04:15.000 --> 00:04:18.600]  當時他們有很多重要的使徒
[00:04:18.600 --> 00:04:21.400]  阿波羅 保羅都是其中一些
[00:04:21.400 --> 00:04:24.900]  有些人認為阿波羅的口才非常好
[00:04:24.900 --> 00:04:27.600]  他知識很大
[00:04:27.600 --> 00:04:31.600]  而且能夠明白很多聖經 講解聖經
[00:04:31.600 --> 00:04:34.600]  因此有些人覺得阿波羅更加屬靈
[00:04:34.600 --> 00:04:37.100]  所以我是阿波羅派的
[00:04:37.100 --> 00:04:40.400]  很自豪我屬於阿波羅派
[00:04:40.400 --> 00:04:42.900]  有些人說不是 保羅更加健全
[00:04:42.900 --> 00:04:45.800]  他有超然的經驗
[00:04:45.800 --> 00:04:49.100]  他有神給他獨特的那種恩賜
[00:04:49.100 --> 00:04:52.500]  所以我是保羅派的
[00:04:52.500 --> 00:04:54.700]  當然以人為誇口
[00:04:54.700 --> 00:04:59.600]  意味著他的目標是看人的成就
[00:04:59.600 --> 00:05:05.700]  看到人在肉身上所能夠達到的一些目標
[00:05:05.700 --> 00:05:07.900]  但保羅聽見他們這樣說的時候
[00:05:07.900 --> 00:05:11.000]  就立刻提出不可以這樣
[00:05:11.000 --> 00:05:14.400]  大家看第五節
[00:05:14.400 --> 00:05:17.600]  阿波羅算什麼?保羅算什麼?
[00:05:17.600 --> 00:05:21.200]  我們不過是神的什麼?
[00:05:21.200 --> 00:05:23.200]  僕人
[00:05:23.200 --> 00:05:24.800]  我們都是僕人
[00:05:24.800 --> 00:05:27.200]  大家熟悉聖經所說的僕人
[00:05:27.200 --> 00:05:31.200]  是說服事者
[00:05:31.200 --> 00:05:33.500]  甚至你可以說你去喝茶
[00:05:33.500 --> 00:05:36.100]  旁邊傳菜給你
[00:05:36.100 --> 00:05:39.600]  或者幫你點心的侍應
[00:05:39.600 --> 00:05:42.900]  其實就是聖經僕人的含義
[00:05:42.900 --> 00:05:45.800]  他在旁邊是服事人的人
[00:05:45.800 --> 00:05:48.900]  保羅說我們只不過是神的僕人
[00:05:48.900 --> 00:05:52.100]  怎可以用我們來誇口呢?
[00:05:52.100 --> 00:05:54.900]  然後他說是神藉著我們
[00:05:54.900 --> 00:05:56.700]  讓你們信主
[00:05:56.700 --> 00:06:00.100]  然後你留心第五節最後一句
[00:06:00.100 --> 00:06:04.300]  按著主所賜給各人的
[00:06:04.300 --> 00:06:06.700]  按照主給各人不同的恩賜
[00:06:06.700 --> 00:06:10.900]  不同的才幹能力去服事人
[00:06:10.900 --> 00:06:13.100]  帶人能夠認識神
[00:06:13.100 --> 00:06:16.000]  這是神自己按他的意思
[00:06:16.000 --> 00:06:21.200]  分配給各個不同的人來工作
[00:06:21.200 --> 00:06:25.600]  我過去曾經提及過一位很著名的牧者
[00:06:25.600 --> 00:06:27.900]  一位在英國早期的牧者
[00:06:27.900 --> 00:06:31.700]  叫做巴斯特牧師Richard Baster
[00:06:31.700 --> 00:06:34.700]  他曾經寫了很多重要的著作
[00:06:34.700 --> 00:06:37.000]  亦都產生很大的影響
[00:06:37.000 --> 00:06:39.000]  當他差不多離世的時候
[00:06:39.000 --> 00:06:41.700]  在病床上很多弟兄姊妹朋友
[00:06:41.700 --> 00:06:44.900]  就來到他家探望他
[00:06:44.900 --> 00:06:47.500]  在病床上有人突然發覺
[00:06:47.500 --> 00:06:50.500]  巴斯特牧師突然情緒很波動
[00:06:50.500 --> 00:06:52.500]  很不開心這樣
[00:06:52.500 --> 00:06:56.400]  大家很奇怪就問他
[00:06:56.400 --> 00:06:58.000]  當問他的時候就知道
[00:06:58.000 --> 00:06:59.900]  原來他聽見在旁邊
[00:06:59.900 --> 00:07:03.200]  有一些朋友不斷在讚賞他
[00:07:03.200 --> 00:07:06.400]  說他如何侍奉上帝
[00:07:06.400 --> 00:07:07.800]  做得很好
[00:07:07.800 --> 00:07:11.100]  他寫的書如何幫助別人等等
[00:07:11.100 --> 00:07:13.100]  巴斯特牧師就說
[00:07:13.100 --> 00:07:16.600]  我只不過是神手中的一枝筆
[00:07:16.600 --> 00:07:20.400]  有什麼值得你們去讚賞呢?
[00:07:20.400 --> 00:07:22.900]  當他說的時候很不開心
[00:07:22.900 --> 00:07:25.400]  為什麼他們只是讚賞人
[00:07:25.400 --> 00:07:28.000]  沒有去讚賞神?
[00:07:28.000 --> 00:07:29.500]  的確大家會明白
[00:07:29.500 --> 00:07:31.000]  如果你看一本書
[00:07:31.000 --> 00:07:34.200]  你看一本書的時候覺得非常好的著作
[00:07:34.200 --> 00:07:37.300]  你一定會問是哪個作者呢?
[00:07:37.300 --> 00:07:39.000]  我想你不會問
[00:07:39.000 --> 00:07:41.800]  這個作者用哪一枝筆寫的呢?
[00:07:41.800 --> 00:07:45.900]  哪一枝牌子的筆寫得這麼好的書呢?
[00:07:45.900 --> 00:07:48.000]  跟這枝筆是沒有關係的
[00:07:48.000 --> 00:07:51.000]  重要的是作者
[00:07:51.000 --> 00:07:52.800]  保羅和阿波羅都知道
[00:07:52.800 --> 00:07:54.200]  他們能夠做的事情
[00:07:54.200 --> 00:07:57.000]  完全是神自己的工作
[00:07:57.000 --> 00:07:59.800]  他們知道他們只不過是一枝筆
[00:07:59.800 --> 00:08:01.800]  是僕人
[00:08:01.800 --> 00:08:03.400]  因此下面他就說
[00:08:03.400 --> 00:08:04.800]  你們要留意
[00:08:04.800 --> 00:08:09.100]  我們看第六節
[00:08:09.100 --> 00:08:12.600]  「我栽種了阿波羅梟冠」
[00:08:12.600 --> 00:08:15.500]  「我有神使他生長」
[00:08:15.500 --> 00:08:17.000]  保羅做全福音的
[00:08:17.000 --> 00:08:19.500]  好像栽種種子一樣
[00:08:19.500 --> 00:08:21.300]  阿波羅是梟冠的
[00:08:21.300 --> 00:08:23.900]  好像我們現在所說的栽培
[00:08:23.900 --> 00:08:26.300]  是栽培生命成長的
[00:08:26.300 --> 00:08:28.000]  但無論梟冠的
[00:08:28.000 --> 00:08:29.900]  或者是栽種的
[00:08:29.900 --> 00:08:33.000]  都算不得什麼
[00:08:33.000 --> 00:08:34.800]  這句話是英文的翻譯
[00:08:34.800 --> 00:08:35.700]  很清楚
[00:08:35.700 --> 00:08:38.100]  We are nothing
[00:08:38.100 --> 00:08:40.400]  算不得什麼
[00:08:40.400 --> 00:08:42.400]  唯有那位的上帝
[00:08:42.400 --> 00:08:45.900]  是能夠叫他生長的
[00:08:45.900 --> 00:08:49.300]  是真正叫他能夠生長的是神自己
[00:08:49.300 --> 00:08:53.500]  或者我簡單來作為比喻這樣說
[00:08:53.500 --> 00:08:55.000]  如果有一個人
[00:08:55.000 --> 00:08:57.800]  他很想栽種一些植物
[00:08:57.800 --> 00:09:00.000]  所以他很小心翻肚
[00:09:00.000 --> 00:09:02.200]  令泥土很濕潤
[00:09:02.200 --> 00:09:04.300]  然後很小心落種子
[00:09:04.300 --> 00:09:06.000]  然後剩下很多泥
[00:09:06.000 --> 00:09:08.500]  然後小心一路的梟冠
[00:09:08.500 --> 00:09:10.400]  到時候見到一些雜草
[00:09:10.400 --> 00:09:11.400]  走過去很小心
[00:09:11.400 --> 00:09:13.400]  把雜草都除掉
[00:09:13.400 --> 00:09:15.100]  等了一個星期
[00:09:15.100 --> 00:09:16.100]  一個月
[00:09:16.100 --> 00:09:17.300]  兩個月
[00:09:17.300 --> 00:09:20.700]  完全沒有任何動靜
[00:09:20.700 --> 00:09:22.100]  你很奇怪
[00:09:22.100 --> 00:09:23.300]  翻了肚看看
[00:09:23.300 --> 00:09:25.700]  為什麼沒有東西生出來呢
[00:09:25.700 --> 00:09:27.300]  發覺種子
[00:09:27.300 --> 00:09:30.700]  原來是石頭
[00:09:30.700 --> 00:09:32.300]  原來是石頭
[00:09:32.300 --> 00:09:34.000]  你試一下如果把石頭
