
[00:00:00.000 --> 00:00:04.600]  我們今天一起再讀主耶穌降生時聖經的信息
[00:00:04.600 --> 00:00:09.600]  在《馬特科音》第二章提及到主耶穌降生時的情況
[00:00:09.600 --> 00:00:13.000]  我想當我自己讀這段經文時
[00:00:13.000 --> 00:00:15.400]  很自然就想起另一段經文
[00:00:15.400 --> 00:00:19.600]  這段經文大家會記得就是當主耶穌在地上
[00:00:19.600 --> 00:00:22.400]  講述到天國的道理時
[00:00:22.400 --> 00:00:24.800]  祂就講一個比喻
[00:00:24.800 --> 00:00:27.200]  祂說天國好像甚麼人呢?
[00:00:27.200 --> 00:00:32.400]  好像一個人發現在一塊田地裏面有一個寶貝
[00:00:32.400 --> 00:00:34.200]  太過珍貴了
[00:00:34.200 --> 00:00:37.600]  因此他心裏就決定做一件事
[00:00:37.600 --> 00:00:40.600]  他去變賣自己一切所有的
[00:00:40.600 --> 00:00:45.200]  聖經講到他歡歡喜喜地變賣一切所有的
[00:00:45.200 --> 00:00:47.200]  要去買到這塊田
[00:00:47.200 --> 00:00:51.400]  以至他可以得著其中的寶貝
[00:00:51.400 --> 00:00:55.200]  所有的代價都願意付出
[00:00:55.200 --> 00:00:59.600]  因為知道這個寶貝比一切更加寶貴
[00:00:59.600 --> 00:01:02.600]  保羅曾經說過一句話
[00:01:02.600 --> 00:01:03.600]  大家會想起
[00:01:03.600 --> 00:01:04.800]  就是保羅說:
[00:01:04.800 --> 00:01:09.400]  「我認識我主耶穌基督為自保」
[00:01:09.400 --> 00:01:13.000]  耶穌基督是生命真正的寶貝
[00:01:13.000 --> 00:01:17.400]  因此他以認識耶穌基督超過一切
[00:01:17.400 --> 00:01:20.400]  為他最重要的追求
[00:01:20.400 --> 00:01:22.400]  但因此每當我們想到聖誕節的時候
[00:01:22.400 --> 00:01:26.400]  很多人都會渴慕尋求不同的事情
[00:01:26.400 --> 00:01:28.400]  但你知道在你裏面
[00:01:28.400 --> 00:01:31.400]  神將最寶貴賜給你
[00:01:31.400 --> 00:01:33.400]  因此你不要輕視祂
[00:01:33.400 --> 00:01:35.400]  你去尋求祂
[00:01:35.400 --> 00:01:37.400]  你去得著祂
[00:01:37.400 --> 00:01:39.400]  因為唯獨基督在你生命裏面
[00:01:39.400 --> 00:01:41.400]  是你真正的自保
[00:01:41.400 --> 00:01:45.400]  而當我們讀到聖經《馬特福音》第二章的時候
[00:01:45.400 --> 00:01:47.400]  你會留意到有不同的人
[00:01:47.400 --> 00:01:50.400]  他們都尋求耶穌
[00:01:50.400 --> 00:01:53.400]  或者說他們有不同的接觸
[00:01:53.400 --> 00:01:56.400]  但結果很不同
[00:01:56.400 --> 00:01:59.400]  有些人好像擦身而過
[00:01:59.400 --> 00:02:02.400]  有些人好像接受了
[00:02:02.400 --> 00:02:07.400]  但將主放在家中的儲物櫃
[00:02:07.400 --> 00:02:10.400]  不會再去認識、不會再去接觸
[00:02:10.400 --> 00:02:14.400]  但有些人會付代價地去尋求
[00:02:14.400 --> 00:02:16.400]  以致他們歡喜快樂
[00:02:16.400 --> 00:02:18.400]  因為他們得著了自保
[00:02:18.400 --> 00:02:20.400]  所以我們今天嘗試看看
[00:02:20.400 --> 00:02:22.400]  這幾組人的情況
[00:02:22.400 --> 00:02:24.400]  我們都去思想
[00:02:24.400 --> 00:02:27.400]  我們如何去尋求得著耶穌基督
[00:02:27.400 --> 00:02:30.400]  在第二章大家開始會見到一個人物
[00:02:30.400 --> 00:02:32.400]  叫做希律
[00:02:32.400 --> 00:02:34.400]  聖經在第二章一節說
[00:02:34.400 --> 00:02:36.400]  希律王執政的時候
[00:02:36.400 --> 00:02:39.400]  耶穌生在猶太的伯利恆
[00:02:39.400 --> 00:02:41.400]  那時有幾個星象家
[00:02:41.400 --> 00:02:44.400]  從東方來到耶路撒冷
[00:02:44.400 --> 00:02:47.400]  然後告訴他們猶太人的王在哪裏
[00:02:47.400 --> 00:02:49.400]  第三節
[00:02:49.400 --> 00:02:54.400]  聖經說希律王聽見了就心裡不安
[00:02:54.400 --> 00:02:59.400]  這個希律王是當時的羅馬政府的分封王
[00:02:59.400 --> 00:03:01.400]  他是負責管理這個地區
[00:03:01.400 --> 00:03:03.400]  包括了耶路撒冷、猶太地
[00:03:03.400 --> 00:03:05.400]  或者包括了加利利
[00:03:05.400 --> 00:03:08.400]  和其他以土買的地方
[00:03:08.400 --> 00:03:13.400]  雖然他是一個地方的管治者
[00:03:13.400 --> 00:03:16.400]  但他得不到人心
[00:03:16.400 --> 00:03:18.400]  他不是猶太人
[00:03:18.400 --> 00:03:20.400]  他本身是一個以東人
[00:03:20.400 --> 00:03:24.400]  他的治理也得不到很多人對他的擁戴
[00:03:24.400 --> 00:03:29.400]  這位希律王突然聽見有人告訴他
[00:03:29.400 --> 00:03:34.400]  在你們當中有一位猶太王出生了
[00:03:34.400 --> 00:03:37.400]  我想希律一定會問
[00:03:37.400 --> 00:03:39.400]  猶太王?我不是王嗎?
[00:03:39.400 --> 00:03:42.400]  我就是這個地區的王嗎?
[00:03:42.400 --> 00:03:45.400]  為甚麼會有一個這樣的王出現?
[00:03:45.400 --> 00:03:48.400]  聖經說他心裡不安
[00:03:48.400 --> 00:03:52.400]  很明顯他心裏感受到被威脅
[00:03:52.400 --> 00:03:54.400]  不知道會不會有敵對的勢力
[00:03:54.400 --> 00:03:56.400]  在組織叛亂
[00:03:56.400 --> 00:03:59.400]  在擁戴一個新王出來
[00:03:59.400 --> 00:04:01.400]  所以他裏面有很多不安
[00:04:01.400 --> 00:04:06.400]  而且他怕這種情況影響了自己的地位
[00:04:06.400 --> 00:04:08.400]  因此他做了一件事
[00:04:08.400 --> 00:04:13.400]  他特別叫了當地的一些祭司長和經學家來
[00:04:13.400 --> 00:04:16.400]  詢問他們聖經究竟如何記載
[00:04:16.400 --> 00:04:20.400]  這位猶太君王究竟是從何處出生
[00:04:20.400 --> 00:04:24.400]  很快他知道是在伯尼行這個地方
[00:04:24.400 --> 00:04:27.400]  然後他知道了這個地方之後
[00:04:27.400 --> 00:04:31.400]  他就快速叫了一群來尋問的
[00:04:31.400 --> 00:04:35.400]  一群星象家或是我們常說的博士們
[00:04:35.400 --> 00:04:37.400]  請他們來
[00:04:37.400 --> 00:04:39.400]  告訴他們知道就在伯尼行
[00:04:39.400 --> 00:04:41.400]  你們去找他吧
[00:04:41.400 --> 00:04:43.400]  不過找到之後
[00:04:43.400 --> 00:04:45.400]  告訴我聽過準確的地方
[00:04:45.400 --> 00:04:47.400]  讓我好好去朝拜他
[00:04:47.400 --> 00:04:52.400]  美其名是朝拜這位新生王
[00:04:52.400 --> 00:04:54.400]  但大家很快就會看得出
[00:04:54.400 --> 00:04:58.400]  他背後很想找出準確的地點
[00:04:58.400 --> 00:05:00.400]  然後怎樣做?
[00:05:00.400 --> 00:05:01.400]  殺了他
[00:05:01.400 --> 00:05:03.400]  消滅了他
[00:05:03.400 --> 00:05:07.400]  消滅了這個敵對的勢力
[00:05:08.400 --> 00:05:10.400]  當時你會發覺
[00:05:10.400 --> 00:05:12.400]  他在這個時刻
[00:05:12.400 --> 00:05:13.400]  特別留意一件事情
[00:05:13.400 --> 00:05:16.400]  就是要問這些星象家
[00:05:16.400 --> 00:05:20.400]  究竟何時你們發現他的星出現呢?
[00:05:20.400 --> 00:05:23.400]  如果大家留意聖經第七節
[00:05:23.400 --> 00:05:28.400]  你就會留意到希律特別仔細查問他們一件事情
[00:05:28.400 --> 00:05:33.400]  那顆火星是什麼時候出現的呢?
[00:05:34.400 --> 00:05:38.400]  因為他們講述這件事的時候
[00:05:38.400 --> 00:05:40.400]  希律很盼望能夠知道
[00:05:40.400 --> 00:05:45.400]  準確來說這個孩子現在大概有多大
[00:05:45.400 --> 00:05:49.400]  如果顆星出現是代表他的出生
[00:05:49.400 --> 00:05:51.400]  顆星出現的時候
[00:05:51.400 --> 00:05:54.400]  就知道現在計算一下有多大
[00:05:54.400 --> 00:05:56.400]  大家可能都會留意到
[00:05:56.400 --> 00:06:00.400]  這幾位的博士是從哪裡來的?
[00:06:00.400 --> 00:06:02.400]  從東方來的
[00:06:02.400 --> 00:06:04.400]  當時的東方是他們所說的
