
[00:00:00.000 --> 00:00:20.000]  (祈禱)
[00:00:20.000 --> 00:00:26.000]  感謝主我們一起來這裡崇拜,而且我們也一起來思想上帝的話語。
[00:00:26.000 --> 00:00:36.000]  我們希望用兩個主日來一起思想在舊約聖經當中的一個人物。
[00:00:36.000 --> 00:00:41.000]  他的名字就是剛才我們所念的尼西米。
[00:00:41.000 --> 00:00:47.000]  所以如果大家有聖經的話,我也請你可以打開舊約的尼西米記。
[00:00:47.000 --> 00:00:54.000]  尼西米,有些人已經聽過他的名字,但是我們希望深刻地去理解,
[00:00:54.000 --> 00:01:00.000]  去研究他,看看他的生命跟我們有什麼關係。
[00:01:00.000 --> 00:01:03.000]  我們一起來看看尼西米。
[00:01:03.000 --> 00:01:08.000]  我們今天是主要看第一章到第三章。
[00:01:08.000 --> 00:01:12.000]  那麼尼西米有什麼特別的地方?
[00:01:12.000 --> 00:01:17.000]  那麼尼西米當然是一個很虔誠的基督徒。
[00:01:17.000 --> 00:01:22.000]  但是我想跟大家來介紹他的時候,他有兩個特色,
[00:01:22.000 --> 00:01:25.000]  對大家應該特別留意而且記得的。
[00:01:25.000 --> 00:01:37.000]  第一個,尼西米是一個有相地父教的人生跟態度的人。
[00:01:37.000 --> 00:01:43.000]  第二個特色,他可以說是一個平信徒。
[00:01:43.000 --> 00:01:50.000]  他不是傳道人,他也不是神祇人員,他不是牧師,甚至不是傳教士。
[00:01:50.000 --> 00:01:54.000]  他就是一個工程師,他也是個官。
[00:01:54.000 --> 00:02:00.000]  所以他跟大家,我們做這種大部分的人應該是特別親切,
[00:02:00.000 --> 00:02:08.000]  因為他也不是一個所謂的全職侍奉的人,他是個待職侍奉的人,一個平信徒。
[00:02:08.000 --> 00:02:13.000]  但是他也是一個被相地父照的人。
[00:02:13.000 --> 00:02:17.000]  我們來看看這兩點有什麼特色。
[00:02:17.000 --> 00:02:22.000]  那麼什麼叫做被相地父照的意思呢?
[00:02:22.000 --> 00:02:26.000]  被相地父照的生命是一個怎樣的生命?
[00:02:26.000 --> 00:02:29.000]  它的突出性在哪裡?
[00:02:29.000 --> 00:02:35.000]  我們說我們人有兩種可能的生命的生活的方式。
[00:02:35.000 --> 00:02:42.000]  一個就是被父照的人生,有一種我們可以說是應付的人生,
[00:02:42.000 --> 00:02:45.000]  用英語來說就是一個corded life。
[00:02:45.000 --> 00:02:52.000]  另外一個就是driven life,被事情發生的事情推著你去。
[00:02:52.000 --> 00:02:58.000]  那麼很多人的生命大部分時間都是一種driven life。
[00:02:58.000 --> 00:03:05.000]  好像我們在香港,世界很多的地方,在現代化的城市裡面我們都很忙碌,忙碌得不得了。
[00:03:05.000 --> 00:03:08.000]  但是我們忙碌不知道忙碌會有什麼。
[00:03:08.000 --> 00:03:11.000]  當然你知道了忙碌就是為了工作。
[00:03:11.000 --> 00:03:14.000]  早上起來,每天都是這樣。
[00:03:14.000 --> 00:03:17.000]  早起來的時候如果你有孩子的話就把他推醒。
[00:03:17.000 --> 00:03:20.000]  他們不肯醒來,要罵他,他就哭。
[00:03:20.000 --> 00:03:24.000]  然後每天都是這樣,然後他醒來了,吃早餐,
[00:03:24.000 --> 00:03:27.000]  早餐的時候這個不好吃,那個不好吃,對吧?
[00:03:27.000 --> 00:03:31.000]  也逼著他去吃,吃完了以後匆匆忙忙地把他送上校巴,
[00:03:31.000 --> 00:03:35.000]  然後就去了,然後到你自己匆匆忙忙地去上班,對吧?
[00:03:35.000 --> 00:03:41.000]  上班的時候,照例的,就是在地鐵又堵了,人又多,
[00:03:41.000 --> 00:03:49.000]  然後搞了好長時間趕到辦公室,面對的工作又是那個工作,對不對?
[00:03:49.000 --> 00:03:53.000]  又是那一批的同事,講的同樣的是非,對不對?
[00:03:53.000 --> 00:03:56.000]  那個老闆一樣的差,對吧?
[00:03:56.000 --> 00:04:02.000]  然後等了好辛苦才等到了中午,中午吃飯的時候人又是那麼多,
[00:04:02.000 --> 00:04:09.000]  到處都是人,今天又吃這裡吃,悶得要死,明天又去那裡,一樣,對吧?
[00:04:09.000 --> 00:04:14.000]  然後回去的時候又開工,開工的時候有點瞌睡,但是不敢睡,
[00:04:14.000 --> 00:04:21.000]  裝著睡,然後等到那個三點五點,五點鐘的時候想走了,
[00:04:21.000 --> 00:04:23.000]  但是老闆還沒走,對吧?
[00:04:23.000 --> 00:04:29.000]  還要拖來拖去,最後搞得好晚,然後就帶著疲倦的心,
[00:04:29.000 --> 00:04:37.000]  用勇的這個車回去,回去見到家裡面孩子投訴,
[00:04:37.000 --> 00:04:41.000]  哥哥把他欺負,然後你要排解那個難關,
[00:04:41.000 --> 00:04:45.000]  然後又搞那個晚餐,搞了晚餐以後累得要死,
[00:04:45.000 --> 00:04:49.000]  要看著孩子要做功課,然後功課還沒有做完,
[00:04:49.000 --> 00:04:53.000]  搞了晚上,然後你累得不得了,然後就睡覺,
[00:04:53.000 --> 00:04:57.000]  睡覺了以後明天起來,又把那些孩子搶起來,
[00:04:57.000 --> 00:05:03.000]  然後又罵他,每天就是這樣,為什麼?不知道。
[00:05:03.000 --> 00:05:08.000]  Driven life,就是推著你去,你不知道是為什麼,
[00:05:08.000 --> 00:05:12.000]  不知道是為了幹什麼,人很多時候都是這樣的,
[00:05:12.000 --> 00:05:16.000]  但是我們看黎西米有一種不同的,
[00:05:16.000 --> 00:05:20.000]  我們說他的稱為一種called life,
[00:05:20.000 --> 00:05:24.000]  他是一個副教的人生,什麼叫副教的人生呢?
[00:05:24.000 --> 00:05:27.000]  他的副教人生不是因為他是個傳道人,
[00:05:27.000 --> 00:05:32.000]  剛才我們說過,你看舊的歷史,黎西米的時代,
[00:05:32.000 --> 00:05:39.000]  就是以色列已經忘了國,然後轉到給波斯帝國來統治,
[00:05:39.000 --> 00:05:42.000]  波斯帝國的皇帝還是比較好,
[00:05:42.000 --> 00:05:47.000]  有機會給以色列人從中東的地方回到巴勒斯坦,
