
[00:00:00.000 --> 00:00:04.200]  今日我們研究的經文就是剛剛我們所讀完的經文
[00:00:04.200 --> 00:00:06.200]  羅馬書的第六章
[00:00:06.200 --> 00:00:09.400]  我們只是研究了九節的聖經
[00:00:09.400 --> 00:00:11.400]  第十五節至二十三節
[00:00:11.400 --> 00:00:13.400]  但是大家如果有聖經的話
[00:00:13.400 --> 00:00:15.400]  我都很希望你能夠打開聖經
[00:00:15.400 --> 00:00:17.200]  一手打開聖經
[00:00:17.200 --> 00:00:23.200]  一手打開我們今天的程序單裏面的講章的大綱
[00:00:23.200 --> 00:00:25.200]  由第三頁到第五頁
[00:00:25.200 --> 00:00:28.800]  我們一起來思想今天這段很重要的經文
[00:00:28.800 --> 00:00:31.200]  因為我們不單止是這一段聖經
[00:00:31.200 --> 00:00:35.200]  待會我們會引用羅馬書的第七章、第八章
[00:00:35.200 --> 00:00:41.200]  所以如果有的話到時你遣導的時候就有很直接的了解
[00:00:41.200 --> 00:00:44.800]  我們在這段日子裏面
[00:00:44.800 --> 00:00:47.400]  好像剛才我們的禱告紀念香港的中環
[00:00:47.400 --> 00:00:49.000]  我們紀念香港的情況
[00:00:49.000 --> 00:00:50.800]  雖然我們是遠方
[00:00:50.800 --> 00:00:54.600]  我們發覺我們是有很多的失望
[00:00:54.600 --> 00:00:56.600]  我們對人很多的失望
[00:00:56.600 --> 00:00:57.800]  我們有很多的憤怒
[00:00:57.800 --> 00:01:02.200]  我們甚至不單止在遠方的香港
[00:01:02.200 --> 00:01:02.800]  在中國
[00:01:02.800 --> 00:01:04.000]  我們在我們周圍
[00:01:04.000 --> 00:01:05.000]  在加拿大
[00:01:05.000 --> 00:01:06.600]  在多倫多這個地方
[00:01:06.600 --> 00:01:09.600]  我們其實都見到很多人的醜惡
[00:01:09.600 --> 00:01:14.600]  我希望我們今早除了我們看見這些人的醜惡的事實
[00:01:14.600 --> 00:01:18.200]  我們看見那些人所犯的錯之外
[00:01:18.200 --> 00:01:19.800]  今天我們同樣的
[00:01:19.800 --> 00:01:23.000]  有一個很大膽很坦誠的態度
[00:01:23.000 --> 00:01:25.800]  看回你和我自己的內心
[00:01:25.800 --> 00:01:27.200]  今天這段聖經
[00:01:27.200 --> 00:01:28.000]  如果你問我
[00:01:28.000 --> 00:01:30.200]  我覺得是一個很嚴肅
[00:01:30.200 --> 00:01:33.200]  是很重要很重要的宣佈
[00:01:33.200 --> 00:01:34.200]  是關於你
[00:01:34.200 --> 00:01:36.200]  關於我個人
[00:01:36.200 --> 00:01:37.200]  內心
[00:01:37.200 --> 00:01:40.600]  人性裏面一個很重要的真相
[00:01:40.600 --> 00:01:44.400]  如果你說基督教所講的是福音
[00:01:44.400 --> 00:01:47.000]  福音英文其實就是Good News
[00:01:47.000 --> 00:01:48.000]  好消息
[00:01:48.000 --> 00:01:49.400]  有什麼好消息呢
[00:01:49.400 --> 00:01:52.200]  今天這段聖經雖然短短的九節
[00:01:52.200 --> 00:01:55.600]  就是講的一個很重要的好消息
[00:01:55.600 --> 00:01:58.000]  什麼待會我跟大家講
[00:01:58.000 --> 00:02:00.000]  這個好消息是關於你
[00:02:00.000 --> 00:02:01.600]  關於我
[00:02:01.600 --> 00:02:04.600]  但是我需要你和我傳一個很坦誠的心
[00:02:04.600 --> 00:02:08.000]  今天我不會要求大家舉手告訴我發生了什麼事
[00:02:08.000 --> 00:02:09.200]  但是你自己知道
[00:02:09.200 --> 00:02:10.200]  你知
[00:02:10.200 --> 00:02:11.600]  天地的主在知
[00:02:11.600 --> 00:02:13.400]  如果今天我們當中有
[00:02:13.400 --> 00:02:16.200]  未成為基督徒的朋友的話
[00:02:16.200 --> 00:02:17.800]  我歡迎你來聽一聽
[00:02:17.800 --> 00:02:18.600]  來看看
[00:02:18.600 --> 00:02:21.000]  也希望你能夠誠意的
[00:02:21.000 --> 00:02:23.200]  打開你的誠心
[00:02:23.200 --> 00:02:24.000]  來看看
[00:02:24.000 --> 00:02:26.000]  今天我們在聖經裏面
[00:02:26.000 --> 00:02:27.400]  所講到的事實
[00:02:27.400 --> 00:02:29.200]  是不是就是你的事實
[00:02:29.200 --> 00:02:32.000]  我們一起來思想這段聖經
[00:02:32.000 --> 00:02:33.000]  剛才讀的時候
[00:02:33.000 --> 00:02:35.600]  可能你不是完全把握到內容
[00:02:35.600 --> 00:02:38.600]  但是肯定有兩個特色
[00:02:38.600 --> 00:02:41.000]  你在這段聖經裏面會發現得到的
[00:02:41.000 --> 00:02:42.400]  我一講出來你就知道了
[00:02:42.400 --> 00:02:43.000]  第一
[00:02:43.000 --> 00:02:45.000]  這段聖經很強調
[00:02:45.000 --> 00:02:47.000]  不斷的強調一個對比
[00:02:47.000 --> 00:02:48.400]  一個對比
[00:02:48.400 --> 00:02:50.400]  我就列出來了
[00:02:50.400 --> 00:02:51.200]  在大綱那裏
