
[00:00:00.000 --> 00:00:09.000]  我們感謝主藉著師班帶領我們心靈的敬拜讚美
[00:00:09.000 --> 00:00:12.500]  願主得到一切的榮耀
[00:00:12.500 --> 00:00:16.000]  偉大的神 偉大的神
[00:00:16.000 --> 00:00:25.500]  我們真是願意一生一世歌唱讚美榮耀這位偉大的神
[00:00:25.500 --> 00:00:31.500]  在聖經裡面兩件事密切的連在一起
[00:00:31.500 --> 00:00:34.500]  第一件事聖靈充滿
[00:00:34.500 --> 00:00:39.500]  第二件事口唱心和的讚美主
[00:00:39.500 --> 00:00:45.500]  以父所書五章十八節聖靈充滿
[00:00:45.500 --> 00:00:52.500]  緊緊的跟著十九節就講到口唱心和的讚美主
[00:00:52.500 --> 00:00:58.500]  所以一個聖靈充滿的人是一個充滿感謝讚美的人
[00:00:58.500 --> 00:01:03.500]  為什麼?因為保羅告訴我們
[00:01:03.500 --> 00:01:08.500]  聖靈將神的愛澆灌在我們心裡
[00:01:08.500 --> 00:01:13.500]  一個由神的愛澆灌就是大量充滿在心裡的人
[00:01:13.500 --> 00:01:18.500]  當然會湧出來感謝讚美
[00:01:18.500 --> 00:01:23.500]  對祂是最自然的事 最喜樂的事
[00:01:23.500 --> 00:01:27.500]  不知不覺就流露出來的事
[00:01:27.500 --> 00:01:30.500]  我們感謝神我們唱的是歌
[00:01:30.500 --> 00:01:32.500]  愛是主體
[00:01:32.500 --> 00:01:37.500]  在永恆裡面 在新耶路撒冷裡面
[00:01:37.500 --> 00:01:40.500]  在神永遠的國度裡面
[00:01:40.500 --> 00:01:42.500]  愛是主體
[00:01:42.500 --> 00:01:44.500]  不改變的主體
[00:01:44.500 --> 00:01:47.500]  因為神就是愛
[00:01:47.500 --> 00:01:50.500]  既然將來愛是主體
[00:01:50.500 --> 00:01:52.500]  我們也願意今生
[00:01:52.500 --> 00:01:55.500]  我們在世上活著的時候
[00:01:55.500 --> 00:02:00.500]  也是說愛是我的人生的主體
[00:02:00.500 --> 00:02:03.500]  愛是我侍奉的主體
[00:02:03.500 --> 00:02:08.500]  愛是主與我 我與主的關係的主體
[00:02:08.500 --> 00:02:12.500]  讓這個主體唱得響亮
[00:02:12.500 --> 00:02:14.500]  充滿我們的心
[00:02:14.500 --> 00:02:18.500]  什麼時候我們在愛上有虧欠
[00:02:18.500 --> 00:02:20.500]  我們立刻悔改
[00:02:20.500 --> 00:02:23.500]  每次我們發現自己的虧欠
[00:02:23.500 --> 00:02:25.500]  就是學功課的時候
[00:02:25.500 --> 00:02:28.500]  那個軟弱 那個失敗
[00:02:28.500 --> 00:02:31.500]  不讓我們停止 不讓我們灰心
[00:02:31.500 --> 00:02:33.500]  乃是學功課
[00:02:33.500 --> 00:02:35.500]  每一次在愛上失敗
[00:02:35.500 --> 00:02:38.500]  是我們學功課的時刻
[00:02:38.500 --> 00:02:41.500]  我們願意讓這個主體
[00:02:41.500 --> 00:02:44.500]  在我們夏令會裡頭
[00:02:44.500 --> 00:02:46.500]  繼續的發揚光大
[00:02:46.500 --> 00:02:49.500]  在我們以後的生活裡頭
[00:02:49.500 --> 00:02:52.500]  侍奉裡頭 見證裡頭
[00:02:52.500 --> 00:02:54.500]  發揚光大
[00:02:54.500 --> 00:02:59.500]  沒有別的 其他的都是次要的
[00:02:59.500 --> 00:03:06.500]  神就是愛 永恆的主體
[00:03:06.500 --> 00:03:08.500]  今天是主日
[00:03:08.500 --> 00:03:12.500]  有些弟兄姊妹回到自己的教會
[00:03:12.500 --> 00:03:15.500]  去禮拜
[00:03:15.500 --> 00:03:19.500]  這件事讓我就想到
[00:03:19.500 --> 00:03:23.500]  有向大家做的一個呼籲
[00:03:23.500 --> 00:03:26.500]  也是一個祈求相助的
[00:03:26.500 --> 00:03:31.500]  那就是在我們這裡聚會的弟兄姊妹
[00:03:31.500 --> 00:03:32.500]  夏令會以後
[00:03:32.500 --> 00:03:35.500]  你回到你自己的教會裡頭
[00:03:35.500 --> 00:03:38.500]  求神使用你
[00:03:38.500 --> 00:03:42.500]  成為你自己的那個教會的主夫
[00:03:42.500 --> 00:03:49.500]  是神做公 神施恩的一個渠道
[00:03:49.500 --> 00:03:54.500]  你回去不是批評 不是定罪
[00:03:54.500 --> 00:03:57.500]  乃是做榜樣
[00:03:57.500 --> 00:03:59.500]  乃是成為一個動力
[00:03:59.500 --> 00:04:02.500]  能夠引起其他的弟兄姊妹們
[00:04:02.500 --> 00:04:06.500]  和你一起來更加擺煞
[00:04:06.500 --> 00:04:11.500]  更加愛主 更加侍奉 更加傳播音
[00:04:11.500 --> 00:04:16.500]  那樣夏令會的目的就達到了
[00:04:16.500 --> 00:04:19.500]  我們不是在這裡清溝 不是的
[00:04:19.500 --> 00:04:22.500]  我們回去投入
[00:04:22.500 --> 00:04:25.500]  清溝一下也不錯
[00:04:25.500 --> 00:04:27.500]  在神的面前
[00:04:27.500 --> 00:04:29.500]  我們的心清
[00:04:29.500 --> 00:04:31.500]  我們與主同在
[00:04:31.500 --> 00:04:33.500]  這樣的清溝是好
[00:04:33.500 --> 00:04:35.500]  可不要驕傲的清溝
[00:04:35.500 --> 00:04:36.500]  我比你高
[00:04:36.500 --> 00:04:37.500]  那不是清溝
[00:04:37.500 --> 00:04:39.500]  那是驕傲
[00:04:39.500 --> 00:04:41.500]  我們在主的面前謙卑
[00:04:41.500 --> 00:04:44.500]  越謙卑越向上去
[00:04:44.500 --> 00:04:48.500]  我們越在神的面前破碎
[00:04:48.500 --> 00:04:53.500]  我們越在神的面前有更深的順服
[00:04:53.500 --> 00:04:57.500]  我們越在神的面前有更完全的悔改
[00:04:57.500 --> 00:05:02.500]  那樣的近身 近身 扎根 扎根
[00:05:02.500 --> 00:05:06.500]  然後神就把我們舉起來了
[00:05:06.500 --> 00:05:09.500]  我向神有一個禱告
[00:05:09.500 --> 00:05:14.500]  求神使我們活起來
[00:05:14.500 --> 00:05:17.500]  求神使我們動起來
[00:05:17.500 --> 00:05:21.500]  也求神使我們興起來
[00:05:21.500 --> 00:05:26.500]  求神興起我們來做他的軍隊
[00:05:26.500 --> 00:05:28.500]  從富甘的靈性
[00:05:28.500 --> 00:05:30.500]  富甘的骨頭
[00:05:30.500 --> 00:05:33.500]  由聖靈的風吹來
[00:05:33.500 --> 00:05:35.500]  吹在他們身上
[00:05:35.500 --> 00:05:36.500]  他們復活了
[00:05:36.500 --> 00:05:40.500]  他們站起來成為極大的軍隊
[00:05:40.500 --> 00:05:43.500]  是神的軍隊
[00:05:43.500 --> 00:05:44.500]  我們真是願意
[00:05:44.500 --> 00:05:50.500]  我們的相應會能夠產生主的軍隊
[00:05:50.500 --> 00:05:53.500]  軍人是富在家的心智
[00:05:53.500 --> 00:05:57.500]  軍人是順服的態度
[00:05:57.500 --> 00:06:00.500]  軍人是為了自己的國家
[00:06:00.500 --> 00:06:06.500]  擺上生命 獻上一切的力量
[00:06:06.500 --> 00:06:08.500]  我們成了基督的軍隊
[00:06:08.500 --> 00:06:11.500]  那樣我們就是最榮譽的
[00:06:11.500 --> 00:06:15.500]  最榮譽的 最榮譽的天國的國民
[00:06:15.500 --> 00:06:19.500]  求神給我們負代價的心
[00:06:19.500 --> 00:06:23.500]  求主興起我們來為他所用
[00:06:23.500 --> 00:06:26.500]  求主恩代夏令會
[00:06:26.500 --> 00:06:28.500]  一年復一年
[00:06:28.500 --> 00:06:30.500]  按照神的心意
[00:06:30.500 --> 00:06:32.500]  藉著聖靈的更新
[00:06:32.500 --> 00:06:35.500]  藉著我們追求的扎根
[00:06:35.500 --> 00:06:37.500]  我們能夠向下去的時候
[00:06:37.500 --> 00:06:39.500]  就向上去了
[00:06:39.500 --> 00:06:44.500]  被神得到 被神抓住 被神使用
[00:06:44.500 --> 00:06:48.500]  這樣我們的人生何等幸福
[00:06:48.500 --> 00:06:51.500]  何等美麗 何等的寶貴
[00:06:51.500 --> 00:06:56.500]  蒙了極大極大的真諦
[00:06:56.500 --> 00:07:00.500]  昨天我們開始看撒加利亞書的
[00:07:00.500 --> 00:07:03.500]  時代的信息
[00:07:03.500 --> 00:07:09.500]  我們指出來撒加利亞信息的時 事
[00:07:09.500 --> 00:07:11.500]  有兩方面
[00:07:11.500 --> 00:07:13.500]  一方面是過去式
[00:07:13.500 --> 00:07:18.500]  另外一方面是進行和將來式
[00:07:18.500 --> 00:07:20.500]  過去式就是當時
[00:07:20.500 --> 00:07:24.500]  當時神接著宣之撒加利亞
[00:07:24.500 --> 00:07:30.500]  向神的百姓宣告重建聖殿的信息
[00:07:30.500 --> 00:07:33.500]  集中在第四章裏面
[00:07:33.500 --> 00:07:34.500]  感謝神
[00:07:34.500 --> 00:07:37.500]  這個信息是從神而來
[00:07:37.500 --> 00:07:42.500]  神給他的意象 看見 領受 感動
[00:07:42.500 --> 00:07:45.500]  他就照樣傳達
[00:07:45.500 --> 00:07:48.500]  神的百姓聽見了 接受了
[00:07:48.500 --> 00:07:51.500]  起來了 動功了 完成了
[00:07:51.500 --> 00:07:53.500]  這是歷史的見證
[00:07:53.500 --> 00:07:57.500]  感謝神 神的信息 神的作為
[00:07:57.500 --> 00:08:00.500]  當時沒有落空 成就了
[00:08:00.500 --> 00:08:06.500]  那麼我們根據這個過去的時 事的成就
[00:08:06.500 --> 00:08:09.500]  也看以後的時 事
[00:08:09.500 --> 00:08:15.500]  進行的時 事和將來最後完成的時 事的時候
[00:08:15.500 --> 00:08:18.500]  我們也有一個堅強的信念
[00:08:18.500 --> 00:08:23.500]  想過去當時如何的成就進行中
[00:08:23.500 --> 00:08:27.500]  將來最後也如何的成就
[00:08:27.500 --> 00:08:30.500]  我們立刻有了信心
[00:08:30.500 --> 00:08:32.500]  感謝神
[00:08:32.500 --> 00:08:35.500]  我們看見了神的永遠的計劃
[00:08:35.500 --> 00:08:40.500]  就是要建立一個超越以色列人範圍的
[00:08:40.500 --> 00:08:44.500]  一個菩薩性的 屬靈的聖殿
[00:08:44.500 --> 00:08:49.500]  那個聖殿同時也是神永遠的國度
[00:08:49.500 --> 00:08:52.500]  同時要完成這個國度
[00:08:52.500 --> 00:08:55.500]  建立這個聖殿唯一的方法
[00:08:55.500 --> 00:08:58.500]  就是菩薩傳福音
[00:08:58.500 --> 00:09:02.500]  大使命的推進和完成
[00:09:02.500 --> 00:09:05.500]  所以昨天我們看見三件事
[00:09:05.500 --> 00:09:08.500]  和唯一聖殿建造
[00:09:08.500 --> 00:09:15.500]  國度的建造和菩薩的大使命的工作的進行
[00:09:15.500 --> 00:09:20.500]  三件事三二一 一二三
[00:09:20.500 --> 00:09:23.500]  這樣的一個預言
[00:09:23.500 --> 00:09:27.500]  這樣的一幅圖畫意象
[00:09:27.500 --> 00:09:30.500]  顯明在以色列人面前
[00:09:30.500 --> 00:09:33.500]  今天顯明在我們面前
[00:09:33.500 --> 00:09:37.500]  我們願意睜大眼睛
[00:09:37.500 --> 00:09:39.500]  來看得清清楚楚
[00:09:39.500 --> 00:09:44.500]  神啊 這是祢的永遠計劃
[00:09:44.500 --> 00:09:46.500]  這是祢的旨意
[00:09:46.500 --> 00:09:48.500]  神啊 幫助我
[00:09:48.500 --> 00:09:51.500]  幫助我們這些人投身在其中
[00:09:51.500 --> 00:09:56.500]  不做旁觀者 做投入者
[00:09:56.500 --> 00:09:59.500]  我們要投入在裡面
[00:09:59.500 --> 00:10:01.500]  成為其中的一份子
[00:10:01.500 --> 00:10:04.500]  把我們從神靈受的力量
[00:10:04.500 --> 00:10:07.500]  恩賜一切的一切
[00:10:07.500 --> 00:10:12.500]  擺上祭壇 讓主來用
[00:10:12.500 --> 00:10:14.500]  歷時歷代
[00:10:14.500 --> 00:10:17.500]  神的工作每一次的完成
[00:10:17.500 --> 00:10:20.500]  都是因為有這樣投入的人
[00:10:20.500 --> 00:10:22.500]  到了我們的時代
[00:10:22.500 --> 00:10:24.500]  我們要做一個決定
[00:10:24.500 --> 00:10:26.500]  我們要做一個選擇
[00:10:26.500 --> 00:10:28.500]  我是做一個旁觀者呢
[00:10:28.500 --> 00:10:30.500]  還是一個投入者呢
[00:10:30.500 --> 00:10:32.500]  還是一個參與者呢
[00:10:32.500 --> 00:10:36.500]  這是一個決定性的選擇
[00:10:36.500 --> 00:10:40.500]  求神再一次在我們心靈的深處
[00:10:40.500 --> 00:10:44.500]  投下一顆炸彈來炸開我們
[00:10:44.500 --> 00:10:46.500]  炸碎我們
[00:10:46.500 --> 00:10:49.500]  同時使我們被炸起來
[00:10:49.500 --> 00:10:53.500]  能夠成為主所使用的器皿
[00:10:53.500 --> 00:10:55.500]  這是我們的禱告
[00:10:55.500 --> 00:10:56.500]  我們的仰望
[00:10:56.500 --> 00:11:01.500]  我們向神要不斷地 繼續地求
[00:11:01.500 --> 00:11:03.500]  求神這樣地恩在
[00:11:03.500 --> 00:11:06.500]  我們的靈敏靜深會
[00:11:06.500 --> 00:11:10.500]  真的靜身向下炸根
[00:11:10.500 --> 00:11:13.500]  真的完全地順服破碎
[00:11:13.500 --> 00:11:16.500]  聽得進去破碎的信息
[00:11:16.500 --> 00:11:19.500]  聽得進去悔改的信息
[00:11:19.500 --> 00:11:24.500]  聽得進去對付自己的信息
[00:11:24.500 --> 00:11:28.500]  聽得進去完全奉獻的信息
[00:11:28.500 --> 00:11:29.500]  做啊 做啊
[00:11:29.500 --> 00:11:31.500]  不是太重的信息
[00:11:31.500 --> 00:11:33.500]  是你的心意
[00:11:33.500 --> 00:11:34.500]  是你要用我們
[00:11:34.500 --> 00:11:35.500]  你重視我們
[00:11:35.500 --> 00:11:36.500]  你寶貴我們
[00:11:36.500 --> 00:11:38.500]  你願意在我們身上
[00:11:38.500 --> 00:11:40.500]  成全你的計畫的信息
[00:11:40.500 --> 00:11:43.500]  我們願意接受
[00:11:43.500 --> 00:11:45.500]  當我們有這個容量的時候
[00:11:45.500 --> 00:11:47.500]  神的豐富的恩典
[00:11:47.500 --> 00:11:49.500]  就傾倒下來
[00:11:49.500 --> 00:11:51.500]  由天而降
[00:11:51.500 --> 00:11:53.500]  列天而降
[00:11:53.500 --> 00:11:56.500]  充滿在這樣心情
[00:11:56.500 --> 00:11:57.500]  這樣心態
[00:11:57.500 --> 00:11:58.500]  這樣追求
[00:11:58.500 --> 00:12:00.500]  這樣謙卑
[00:12:00.500 --> 00:12:04.500]  又向上科目的人身上的中間
[00:12:04.500 --> 00:12:07.500]  這是我們要向神
[00:12:07.500 --> 00:12:11.500]  每年 每年等候科目
[00:12:11.500 --> 00:12:15.500]  求神來搖動我們
[00:12:15.500 --> 00:12:18.500]  求神來得到我們
[00:12:18.500 --> 00:12:20.500]  讓沒有一個逃脫的
[00:12:20.500 --> 00:12:21.500]  沒有一個逃脫
[00:12:21.500 --> 00:12:22.500]  都逃不掉
[00:12:22.500 --> 00:12:23.500]  都逃不掉
[00:12:23.500 --> 00:12:25.500]  主的手伸出來
[00:12:25.500 --> 00:12:27.500]  主說過
[00:12:27.500 --> 00:12:31.500]  誰也不能夠把我們從主的手裡奪去
[00:12:31.500 --> 00:12:32.500]  跟著又說
[00:12:32.500 --> 00:12:36.500]  誰也不能夠把我們從父的手裡奪去
[00:12:36.500 --> 00:12:37.500]  兩隻大手
[00:12:37.500 --> 00:12:39.500]  兩隻大手
