
[00:00:00.000 --> 00:00:01.920]  大家都會很記得這段時間
[00:00:01.920 --> 00:00:04.680]  當我們討論到以色列記的時候
[00:00:04.680 --> 00:00:07.680]  我們講述到以前的猶太人
[00:00:07.680 --> 00:00:10.480]  當他們違背上帝的時候
[00:00:10.480 --> 00:00:12.000]  神要管教他們
[00:00:12.000 --> 00:00:17.280]  容許他們被擄掠到外邦巴比倫的地方
[00:00:17.280 --> 00:00:20.000]  但是神的憐憫沒有止息
[00:00:20.000 --> 00:00:22.000]  在他們漢魏好的時候
[00:00:22.000 --> 00:00:25.160]  他就再帶領他們回到耶路撒冷
[00:00:25.160 --> 00:00:27.200]  透過當時很多的君王
[00:00:27.200 --> 00:00:30.320]  容許他們回到自己的故土
[00:00:30.320 --> 00:00:34.600]  回到去之後他們開始重建聖殿
[00:00:34.600 --> 00:00:36.840]  然後今天我們再思想到
[00:00:36.840 --> 00:00:40.120]  他們第二次再回到聖殿裏面
[00:00:40.120 --> 00:00:43.320]  繼續聖殿的重建
[00:00:43.320 --> 00:00:44.960]  我們這段時間都常常講
[00:00:44.960 --> 00:00:47.880]  其實我們每位弟兄姊妹都需要
[00:00:47.880 --> 00:00:50.880]  重建生命的聖殿
[00:00:50.880 --> 00:00:52.960]  重建屬靈的殿
[00:00:52.960 --> 00:00:55.480]  我們的生命有些時候會轉移
[00:00:55.480 --> 00:00:58.480]  去建造了其他的工程
[00:00:58.480 --> 00:01:00.960]  去建造了世界的工程
[00:01:00.960 --> 00:01:04.080]  去建造了人的工程
[00:01:04.080 --> 00:01:06.640]  但是上帝上來呼籲我們
[00:01:06.640 --> 00:01:08.920]  將心轉向祂
[00:01:08.920 --> 00:01:11.560]  人生的路是侍奉神的路
[00:01:11.560 --> 00:01:13.680]  不是侍奉馬門
[00:01:13.680 --> 00:01:15.880]  不是侍奉這個世界
[00:01:15.880 --> 00:01:17.000]  而是神喜悅我們
[00:01:17.000 --> 00:01:20.040]  透過我們所作所行的事情
[00:01:20.040 --> 00:01:21.600]  來侍奉祂
[00:01:21.600 --> 00:01:25.440]  去表明我們真的信靠祂
[00:01:25.440 --> 00:01:27.320]  我們是屬於祂
[00:01:27.320 --> 00:01:28.720]  所以當我們今天再讀到
[00:01:28.720 --> 00:01:29.800]  這段聖經的時候
[00:01:29.800 --> 00:01:31.520]  你會察覺到很多人
[00:01:31.520 --> 00:01:34.880]  當他們嘗試去侍奉神的時候
[00:01:34.880 --> 00:01:37.760]  沒錯他們會經歷到困難
[00:01:37.760 --> 00:01:40.480]  但在困難當中體會是神的工作
[00:01:40.480 --> 00:01:43.960]  所以更加知道去尋求神的幫助
[00:01:43.960 --> 00:01:47.240]  而在過程當中經歷神的真實
[00:01:47.240 --> 00:01:48.680]  神怎樣去供應
[00:01:48.680 --> 00:01:49.760]  怎樣去幫助
[00:01:49.760 --> 00:01:51.760]  怎樣去兼顧
[00:01:51.760 --> 00:01:53.840]  以致不單止去侍奉神
[00:01:53.840 --> 00:01:56.840]  更加在過程當中認識這位神
[00:01:56.840 --> 00:01:59.560]  是又真又活的神
[00:01:59.560 --> 00:02:02.960]  而在過程中更加地去
[00:02:02.960 --> 00:02:04.520]  屬於神
[00:02:04.520 --> 00:02:05.840]  認識神
[00:02:05.840 --> 00:02:07.600]  所以今天我們再思想一段經文
[00:02:07.600 --> 00:02:11.680]  也思想我們今天如何在侍奉神的過程
[00:02:11.680 --> 00:02:15.880]  去靠著神的力量來侍奉祂
[00:02:15.880 --> 00:02:18.280]  大家看到剛才讀的第八章
[00:02:18.280 --> 00:02:19.840]  在第十五節
[00:02:19.840 --> 00:02:21.920]  我們剛才沒有讀這一段
[00:02:21.920 --> 00:02:24.040]  但你會察覺到這段經文裡面
[00:02:24.040 --> 00:02:28.040]  就說到神在當時興起了很多祂的工人
[00:02:28.040 --> 00:02:29.360]  來去服侍
[00:02:29.360 --> 00:02:30.920]  來去侍奉神
[00:02:30.920 --> 00:02:33.760]  在第十五節
[00:02:33.760 --> 00:02:37.000]  聖經提到當時以色列召集猶太人
[00:02:37.000 --> 00:02:39.640]  他們第二次重新從巴比倫
[00:02:39.640 --> 00:02:41.280]  上到耶路撒冷
[00:02:41.280 --> 00:02:44.000]  繼續聖殿的重建
[00:02:44.000 --> 00:02:46.680]  沒錯聖殿經建造成功
[00:02:46.680 --> 00:02:49.680]  但在裡面很多的侍奉
[00:02:49.680 --> 00:02:52.120]  是未曾開始的
[00:02:52.120 --> 00:02:54.040]  也在神就聖的時候
[00:02:54.040 --> 00:02:56.440]  再興起以色列
[00:02:56.440 --> 00:02:57.840]  讓它呼召百姓
[00:02:57.840 --> 00:02:59.640]  要再次上到
[00:02:59.640 --> 00:03:01.840]  去重建聖殿
[00:03:01.840 --> 00:03:05.320]  特別是在侍奉裡面重建
[00:03:05.320 --> 00:03:08.880]  當時有大概一千五百個男士
[00:03:08.880 --> 00:03:12.200]  如果計算女士和很多小孩子
[00:03:12.200 --> 00:03:14.480]  相信有四五千人
[00:03:14.480 --> 00:03:18.520]  一起上到耶路撒冷的地方
[00:03:18.520 --> 00:03:21.200]  以色列發覺在一群民眾當中
[00:03:21.200 --> 00:03:22.800]  有很多不同的人士
[00:03:22.800 --> 00:03:25.640]  但發現一個缺乏
[00:03:25.640 --> 00:03:28.240]  就是發覺沒有利尾人
[00:03:28.240 --> 00:03:29.960]  完全沒有利尾人
[00:03:29.960 --> 00:03:34.040]  這次他們上去要重建聖殿裡面的侍奉
[00:03:34.040 --> 00:03:38.600]  而且很多需要來教導百姓明白神的律法
[00:03:38.600 --> 00:03:41.560]  沒有利尾人是很大的困難
[00:03:41.560 --> 00:03:43.360]  很大的缺乏
[00:03:43.360 --> 00:03:45.080]  在那個時候神就引導以色列
[00:03:45.080 --> 00:03:47.440]  去打發領袖到一個地方
[00:03:47.440 --> 00:03:50.720]  這個地方你讀聖經第十七節的時候
[00:03:50.720 --> 00:03:54.120]  就知道叫做加西敏雅
[00:03:54.120 --> 00:03:58.200]  這個地方相信是當時很多猶太人聚集的地方
[00:03:58.200 --> 00:04:00.920]  也有很多利尾人
[00:04:00.920 --> 00:04:04.120]  這個地方相信是一個敬拜神的地方
[00:04:04.120 --> 00:04:06.040]  神就引導以色列打發人
[00:04:06.040 --> 00:04:07.840]  去到這個地方
[00:04:07.840 --> 00:04:09.600]  去呼籲利尾人
[00:04:09.600 --> 00:04:12.760]  要跟隨一起上去侍奉神
[00:04:12.760 --> 00:04:14.560]  去建造聖殿
[00:04:14.560 --> 00:04:18.360]  所以大家看看第十七節
[00:04:18.360 --> 00:04:23.560]  「差派他們到加西敏雅的地方那裡去見首領亦多
[00:04:23.560 --> 00:04:25.720]  猶把他們在加西敏雅的地方
[00:04:25.720 --> 00:04:29.920]  對亦多和他的殿役的親族所當說的話
[00:04:29.920 --> 00:04:31.680]  都告訴他們
[00:04:31.680 --> 00:04:35.800]  請他們為我們神的殿打發僕人
[00:04:35.800 --> 00:04:39.640]  到我們這裡來」
[00:04:39.640 --> 00:04:40.400]  很奇怪
[00:04:40.400 --> 00:04:43.720]  他們上到去聖殿的地方重建
[00:04:43.720 --> 00:04:47.120]  但竟然沒有利尾人上去
[00:04:47.120 --> 00:04:48.720]  或許當時的利尾人
[00:04:48.720 --> 00:04:52.160]  去到巴比倫已經習慣了當地的生活
[00:04:52.160 --> 00:04:53.840]  亦都有一些敬拜的場所
[00:04:53.840 --> 00:04:56.360]  他們有一些侍奉
[00:04:56.360 --> 00:05:00.400]  但似乎他們不想來到遷徙
[00:05:00.400 --> 00:05:03.160]  重新適應新的地方
[00:05:03.160 --> 00:05:04.400]  但在那個時候
[00:05:04.400 --> 00:05:08.160]  神就感動以色列一個屬靈的領袖
[00:05:08.160 --> 00:05:09.960]  發出呼籲
[00:05:09.960 --> 00:05:14.720]  呼籲他們要去建造神的聖殿
[00:05:14.720 --> 00:05:15.800]  聖經就提到
[00:05:15.800 --> 00:05:18.640]  「神幫助他們」
[00:05:18.640 --> 00:05:20.200]  他們就回應了
[00:05:20.200 --> 00:05:22.400]  所以你看到十八字就提到
[00:05:22.400 --> 00:05:27.280]  「因為我們神施恩的手幫助我們」
[00:05:27.280 --> 00:05:28.920]  不是人的熱心
[00:05:28.920 --> 00:05:31.040]  而是神去感動人
[00:05:31.040 --> 00:05:36.040]  來回應在聖殿的需要
[00:05:36.040 --> 00:05:36.400]  沒錯
[00:05:36.400 --> 00:05:37.560]  有些時候
[00:05:37.560 --> 00:05:39.760]  我們都會在教會
[00:05:39.760 --> 00:05:42.240]  或在所身處的社會
[00:05:42.240 --> 00:05:45.080]  見到有很多的缺乏
[00:05:45.080 --> 00:05:47.480]  需要神的僕人侍女
[00:05:47.480 --> 00:05:49.520]  需要屬神的子民
[00:05:49.520 --> 00:05:52.280]  來侍奉神
[00:05:52.280 --> 00:05:53.720]  在那些時候
[00:05:53.720 --> 00:05:57.200]  有人很快就會放棄
[00:05:57.200 --> 00:05:58.600]  覺得很艱難
[00:05:58.600 --> 00:06:00.440]  覺得很難去做
[00:06:00.440 --> 00:06:01.360]  但亦都有很多人
[00:06:01.360 --> 00:06:03.680]  他們去尋求神的幫助
[00:06:03.680 --> 00:06:06.680]  而見到神在裏面工作
[00:06:06.680 --> 00:06:08.360]  神感動以色列
[00:06:08.360 --> 00:06:09.960]  讓他們看到這個機會
[00:06:09.960 --> 00:06:10.960]  不要緊
[00:06:10.960 --> 00:06:15.400]  可以去加西敏亞的地方
[00:06:15.400 --> 00:06:15.880]  不要緊
[00:06:15.880 --> 00:06:18.800]  神可以去興起人來侍奉
[00:06:18.800 --> 00:06:21.120]  所以他召集這些人
[00:06:21.120 --> 00:06:22.960]  向他們提出需要
[00:06:22.960 --> 00:06:25.040]  而神亦都去感動人
[00:06:25.040 --> 00:06:29.160]  來回應這個需要
[00:06:29.160 --> 00:06:30.200]  我想回到一件事
[00:06:30.200 --> 00:06:33.040]  這件事是我很多時候都會記得的
[00:06:33.040 --> 00:06:35.320]  雖然是很多年前的事情
[00:06:35.320 --> 00:06:38.600]  是關乎戴德生先生的事情
[00:06:38.600 --> 00:06:39.360]  大家一定記得
[00:06:39.360 --> 00:06:44.200]  這位牧師是以前中國內地會的創辦人
[00:06:44.200 --> 00:06:46.160]  當他去到中國宣教的時候
[00:06:46.160 --> 00:06:48.920]  他發覺有太大的需要
[00:06:48.920 --> 00:06:52.440]  很多中國人連耶穌的名字都未聽過
[00:06:52.440 --> 00:06:55.840]  因此戴牧師他就一直祈禱
[00:06:55.840 --> 00:06:58.640]  很深切地求神來工作
[00:06:58.640 --> 00:07:01.520]  但他覺得困難太大了
[00:07:01.520 --> 00:07:04.320]  或需要太多了
[00:07:04.320 --> 00:07:05.520]  如果一、兩個人去
[00:07:05.520 --> 00:07:07.720]  幾個人去都是杯水車薪
[00:07:07.720 --> 00:07:08.960]  沒有價值的
[00:07:08.960 --> 00:07:11.240]  可能都是要放棄了
[00:07:11.240 --> 00:07:12.400]  但他在過程裏面
[00:07:12.400 --> 00:07:15.400]  他很清楚知道神能夠去興起人
[00:07:15.400 --> 00:07:16.760]  因此他一直祈禱
[00:07:16.760 --> 00:07:19.080]  當時是1886年
[00:07:19.080 --> 00:07:20.120]  他就求神
[00:07:20.120 --> 00:07:23.840]  求祢在明年興起一百位宣教士
[00:07:23.840 --> 00:07:26.320]  來到中國的地方宣教
[00:07:26.320 --> 00:07:30.120]  來向中國人講福音
[00:07:30.120 --> 00:07:33.120]  有一位資深宣教士聽見他這樣祈禱
[00:07:33.120 --> 00:07:34.160]  就跟他說
[00:07:34.160 --> 00:07:36.120]  也好 我們要祈禱
[00:07:36.120 --> 00:07:37.160]  就算沒有一百個
[00:07:37.160 --> 00:07:39.120]  有幾個也好
[00:07:39.120 --> 00:07:40.960]  言下之意就是一百個
[00:07:40.960 --> 00:07:42.680]  沒什麼可能的
[00:07:42.680 --> 00:07:44.840]  幾個都可以
[00:07:44.840 --> 00:07:47.080]  但戴牧師就跟他說
[00:07:47.080 --> 00:07:50.160]  我相信神是做其事的上帝
