
[00:00:00.000 --> 00:00:06.920]  大家好,我是神教神學院的陳國欣老師
[00:00:06.920 --> 00:00:09.080]  今天想和大家介紹一本書
[00:00:09.080 --> 00:00:12.160]  書名叫《Practical Theology》
[00:00:12.160 --> 00:00:13.400]  有一個副題
[00:00:13.400 --> 00:00:16.880]  就是「Chasmatic and Imperial Perspectives」
[00:00:16.880 --> 00:00:18.880]  用中文翻譯
[00:00:18.880 --> 00:00:22.680]  可以翻譯為實用神學或者實踐神學
[00:00:22.680 --> 00:00:27.600]  副題是「靈因和經驗的向導」
[00:00:27.600 --> 00:00:30.880]  這本書的作者是Mark J. Kallich
[00:00:30.880 --> 00:00:34.160]  他是倫敦神學院的院長
[00:00:34.160 --> 00:00:39.920]  亦是前伯明翰大學的五秦宗和靈因神學教授
[00:00:39.920 --> 00:00:45.040]  這本書在五秦宗世界是少有實用神學和教務學的書籍
[00:00:45.040 --> 00:00:47.040]  五秦宗的信仰
[00:00:47.040 --> 00:00:53.520]  其實是一個接近於早期仕途時代的靈因經驗
[00:00:53.520 --> 00:00:56.600]  和二十世紀靈因運動而來
[00:00:56.600 --> 00:00:59.680]  強調全被呼音
[00:00:59.680 --> 00:01:01.240]  四重或五重呼音
[00:01:01.240 --> 00:01:03.040]  即耶穌是拯救者
[00:01:03.040 --> 00:01:04.560]  耶穌是醫治者
[00:01:04.560 --> 00:01:06.040]  耶穌是靈浸者
[00:01:06.040 --> 00:01:07.400]  耶穌是乘勝者
[00:01:07.400 --> 00:01:09.040]  和耶穌是在來君王
[00:01:09.040 --> 00:01:13.080]  非常重視聖靈的工作和聖靈的追求
[00:01:13.080 --> 00:01:15.680]  所以很多時五秦節信仰的書籍
[00:01:15.680 --> 00:01:20.160]  很多時都是一種用系統神學的方式去寫的書
[00:01:20.160 --> 00:01:23.600]  集中於聖靈論和方言禱告
[00:01:23.600 --> 00:01:26.760]  所以當我們去到牧會的場景時
[00:01:26.760 --> 00:01:33.000]  有時很難廣泛地將書本的知識應用在牧會的場景
[00:01:33.000 --> 00:01:36.280]  這本書給了我們很多的亮光
[00:01:36.280 --> 00:01:39.720]  使我們可以在牧羊的場景使用
[00:01:39.720 --> 00:01:41.920]  正如這本書曾經提及
[00:01:41.920 --> 00:01:43.920]  我們五秦節的信仰
[00:01:43.920 --> 00:01:47.160]  牧羊是從經歷開始的
[00:01:47.160 --> 00:01:50.760]  我自己本身在神學院裏教教務學
[00:01:50.760 --> 00:01:53.640]  亦在教會裏是一個牧師
[00:01:53.640 --> 00:01:57.440]  去牧羊信徒和信徒同行同在
[00:01:57.440 --> 00:01:58.760]  一同的經歷
[00:01:58.760 --> 00:02:00.760]  所以很貼合這本書
[00:02:00.760 --> 00:02:02.160]  不過如果你看看
[00:02:02.160 --> 00:02:04.920]  現代的教務學很多時都應用了
[00:02:04.920 --> 00:02:07.560]  史萊瑪克的Branch Approach
[00:02:07.560 --> 00:02:09.960]  即是我翻譯為樹枝理論
[00:02:09.960 --> 00:02:12.120]  樹枝或者樹枝進度
[00:02:12.120 --> 00:02:13.720]  這個approach
[00:02:13.720 --> 00:02:16.920]  就將實用神學建基於聖經神學
[00:02:16.920 --> 00:02:18.920]  或者系統神學之上
[00:02:18.920 --> 00:02:21.360]  正如這本書一開始時已經提及
[00:02:21.360 --> 00:02:24.160]  The Older Approach of Practical Theology
[00:02:24.160 --> 00:02:27.480]  as the Application of the Fruits of Biblical
[00:02:27.480 --> 00:02:30.480]  and Systematic Theology
[00:02:30.480 --> 00:02:32.840]  實用神學是建基於聖經神學
[00:02:32.840 --> 00:02:34.600]  或者系統神學之上
[00:02:34.600 --> 00:02:37.000]  所以很多時當我們去牧羊的時候
[00:02:37.000 --> 00:02:39.000]  就需要找回聖經神學
[00:02:39.000 --> 00:02:41.720]  或者實用神學作為基礎
[00:02:41.720 --> 00:02:46.000]  很多時會偏重於研究計劃和理性
[00:02:46.000 --> 00:02:49.360]  當我們一同和信徒經歷的時候
[00:02:49.360 --> 00:02:51.360]  一起去牧羊的時候
[00:02:51.360 --> 00:02:55.320]  很多時被批評沒有聖經和神學基礎
[00:02:55.320 --> 00:02:57.600]  所以這本書給了我們一個亮光
[00:02:57.600 --> 00:03:00.320]  而Mark J. Kallich的立論
[00:03:00.320 --> 00:03:02.440]  就令到我們五秦宗的信仰
[00:03:02.440 --> 00:03:07.080]  更加可以貼地落到牧會的場景
[00:03:07.080 --> 00:03:11.560]  Mark就應用了約翰尼斯的實用神學理論
[00:03:11.560 --> 00:03:14.080]  他將實用神學理論
[00:03:14.080 --> 00:03:16.280]  由一個經驗開始
[00:03:16.280 --> 00:03:18.280]  為什麼由一個經驗開始呢
[00:03:18.280 --> 00:03:20.080]  他書裏面也有說
[00:03:20.080 --> 00:03:21.480]  他書裏面這樣說
[00:03:21.480 --> 00:03:24.240]  In postmodern discourse,
[00:03:24.240 --> 00:03:30.680]  truth is not primarily a matter of revelation.
[00:03:30.680 --> 00:03:35.200]  Since that can always be manipulated ideologically,
[00:03:35.200 --> 00:03:37.960]  truth is about what works for you.
[00:03:37.960 --> 00:03:39.280]  意思就是說
[00:03:39.280 --> 00:03:42.920]  真理不是一個啟示的問題
[00:03:42.920 --> 00:03:47.920]  因為真理是可以在意識形態上被操控的
[00:03:47.920 --> 00:03:52.080]  真理是有關於你怎樣實踐和應用
[00:03:52.080 --> 00:03:54.920]  所以對於他來說
[00:03:54.920 --> 00:03:59.040]  牧羊其實是一個行動和理論的結合
[00:03:59.040 --> 00:04:02.880]  所以他用了一個行動理論的approach去做
[00:04:02.880 --> 00:04:06.520]  他稱這東西為牧羊循環
[00:04:06.520 --> 00:04:09.200]  Pastoral Cycle
[00:04:09.200 --> 00:04:14.840]  Pastoral Cycle以經驗作為一個起始點
[00:04:14.840 --> 00:04:16.480]  然後去探索
[00:04:16.480 --> 00:04:19.680]  其實是在環境上去探索
[00:04:19.680 --> 00:04:22.920]  所以是一個Situational Analysis
[00:04:22.920 --> 00:04:26.360]  探索完之後就會有一些神學反省
[00:04:26.360 --> 00:04:28.680]  神學反省是去探索
[00:04:28.680 --> 00:04:32.680]  究竟在神學裏面或聖經裏面怎樣分析
[00:04:32.680 --> 00:04:35.800]  和在那個場景裏面怎樣分析
[00:04:35.800 --> 00:04:39.360]  進而人就會有一些行動去回應
[00:04:39.360 --> 00:04:40.840]  產生一些行動
[00:04:40.840 --> 00:04:45.000]  行動回應過程裏面就會發掘一些新的可能性
[00:04:45.000 --> 00:04:51.280]  和在當中就會再次去重新經驗一些新的事物
[00:04:51.280 --> 00:04:53.560]  這個經驗這個牧羊循環
[00:04:53.560 --> 00:04:55.440]  就是一個螺旋式的進路
[00:04:55.440 --> 00:04:58.640]  一路一路經歷向前進
[00:04:58.640 --> 00:05:04.360]  所以信仰就和實踐以及神學交織在一起
[00:05:04.360 --> 00:05:08.200]  縱然Mark他重視這個經歷
[00:05:08.200 --> 00:05:12.680]  但是他認為經驗必須產生神學
[00:05:12.680 --> 00:05:14.640]  就是我們通常說的
[00:05:14.640 --> 00:05:17.280]  經驗是先於神學
[00:05:17.280 --> 00:05:19.920]  或者是釋放是先於神學
[00:05:19.920 --> 00:05:23.480]  所以經驗必須產生神學
[00:05:23.480 --> 00:05:25.280]  在書裏面亦都說了一樣東西
[00:05:25.280 --> 00:05:32.680]  他說Truth must be understood in terms of practice
[00:05:32.680 --> 00:05:38.920]  意思就是說真理是建於實踐之上
[00:05:38.920 --> 00:05:41.000]  在實踐上去理解
[00:05:41.000 --> 00:05:43.640]  實踐必須產生神學
[00:05:43.640 --> 00:05:47.040]  實踐和神學是必須並行的
[00:05:47.040 --> 00:05:49.440]  所以靈因的世界
[00:05:49.440 --> 00:05:53.440]  其實那個象徵世界是連於整個世界的
[00:05:53.440 --> 00:05:55.880]  不是局限於某一樣東西
[00:05:55.880 --> 00:05:58.360]  所以實用神學家的神學
[00:05:58.360 --> 00:06:01.680]  本身是連於真實世界
[00:06:01.680 --> 00:06:05.600]  現實的身份和各方面的學科
[00:06:05.600 --> 00:06:09.920]  所以實用神學必須是連於其他學科
[00:06:09.920 --> 00:06:14.280]  所以認為實用神學必須借鑒於其他學科
[00:06:14.280 --> 00:06:16.640]  包括一些社會科學的學科
[00:06:16.640 --> 00:06:19.400]  然後一起去整合
[00:06:19.400 --> 00:06:23.040]  所以在這個五秦宗的世界裏面
[00:06:23.040 --> 00:06:28.240]  靈因或者靈性其實是建基於上帝的話語
[00:06:28.240 --> 00:06:29.480]  聖靈的工作
[00:06:29.480 --> 00:06:34.440]  然後社群一起在當中整合和經驗
[00:06:34.440 --> 00:06:36.240]  以致可以進步
[00:06:36.240 --> 00:06:39.840]  Mark Kuritsch嘗試提倡一件事
[00:06:39.840 --> 00:06:42.000]  叫做靈因的辯證法
[00:06:42.000 --> 00:06:45.000]  就是說當我們去經驗的時候
[00:06:45.000 --> 00:06:48.000]  我們嘗試去分析一些經驗
[00:06:48.000 --> 00:06:53.360]  然後問究竟聖靈和這些經驗有什麼關係
[00:06:53.360 --> 00:06:55.320]  聖靈啟示了什麼
[00:06:55.320 --> 00:06:57.880]  聖靈也做了什麼
[00:06:57.880 --> 00:07:00.360]  而這些分析和經驗
[00:07:00.360 --> 00:07:02.600]  就可以帶到我們牧羊的場景
[00:07:02.600 --> 00:07:04.520]  幫助我們牧羊
[00:07:04.520 --> 00:07:05.440]  這本書
[00:07:05.440 --> 00:07:07.680]  全本書分成兩個部分
[00:07:07.680 --> 00:07:10.880]  包括上半部分是一些方法論的部分
[00:07:10.880 --> 00:07:13.720]  下半部分是一些經驗的研究
[00:07:13.720 --> 00:07:15.160]  是一些質性的研究
[00:07:15.160 --> 00:07:16.960]  亦都有量性的研究
[00:07:16.960 --> 00:07:19.880]  而當中覆蓋了很多不同的範疇
[00:07:19.880 --> 00:07:21.920]  它們的範疇非常之有用
[00:07:21.920 --> 00:07:24.400]  包括這個靈因的敬拜
[00:07:24.400 --> 00:07:26.000]  方言
[00:07:26.000 --> 00:07:27.600]  女性的侍奉
[00:07:27.600 --> 00:07:29.240]  先知性的活動
[00:07:29.240 --> 00:07:31.480]  和信心與及依治
[00:07:31.480 --> 00:07:32.720]  這些範疇
[00:07:32.720 --> 00:07:36.920]  很能夠貼地地幫助我們在教會裏牧羊
[00:07:36.920 --> 00:07:38.200]  我很喜歡這本書
[00:07:38.200 --> 00:07:41.400]  因為這本書幫助我進到教會的場景的時候
[00:07:41.400 --> 00:07:45.440]  讓我的牧羊有一個很踏實的聖經和神學基礎
[00:07:45.440 --> 00:07:48.160]  亦都讓我知道原來從經驗出發
[00:07:48.160 --> 00:07:50.200]  亦都需要產生神學
[00:07:50.200 --> 00:07:51.680]  亦都幫助到我
[00:07:51.680 --> 00:07:52.920]  在牧羊的時候
[00:07:52.920 --> 00:07:54.320]  我應該怎樣做
[00:07:54.320 --> 00:07:57.240]  我希望這本書都能夠祝福到大家
[00:07:57.240 --> 00:07:57.960]  多謝各位
[00:07:58.760 --> 00:07:59.960]  多謝各位
[00:07:59.960 --> 00:08:01.960]  (CC字幕製作:貝爾)
[00:08:01.960 --> 00:08:03.960]  (字幕製作/時間軸:秋月AutumnMoon)

