
[00:00:00.000 --> 00:00:04.540]  請大家一同看一節聖經
[00:00:04.540 --> 00:00:12.240]  路加福音22章第22章
[00:00:12.240 --> 00:00:18.680]  36節 路加福音22章36節
[00:00:18.680 --> 00:00:22.400]  耶穌說:但如今有錢囊的可以戴著
[00:00:22.400 --> 00:00:24.740]  有口袋的也可以戴著
[00:00:24.740 --> 00:00:28.700]  沒有刀的要買衣服買刀
[00:00:28.700 --> 00:00:31.900]  這裡有主的話
[00:00:31.900 --> 00:00:35.900]  讓我們覺得很稀奇
[00:00:35.900 --> 00:00:39.500]  裡面有很重要的意義
[00:00:39.500 --> 00:00:47.660]  主說:你們要買衣服去買刀
[00:00:47.660 --> 00:00:52.700]  買刀是什麼意思呢
[00:00:52.700 --> 00:00:54.700]  表面的意思好像是說
[00:00:54.700 --> 00:00:57.200]  我們要用刀槍作戰
[00:00:57.200 --> 00:00:59.200]  但是事實上
[00:00:59.200 --> 00:01:02.200]  我們的主是和平的君
[00:01:02.200 --> 00:01:06.200]  他將和平帶給人類
[00:01:06.200 --> 00:01:10.200]  為什麼他說我們要買刀呢
[00:01:10.200 --> 00:01:17.200]  這句話和主的另外一句話是同樣的意義
[00:01:17.200 --> 00:01:22.200]  主說:我來不是要第三者
[00:01:22.200 --> 00:01:31.200]  主說:我來不是要地上得到太平
[00:01:31.200 --> 00:01:36.200]  主說:而是要地上動刀兵
[00:01:36.200 --> 00:01:41.200]  就是要發生戰爭
[00:01:41.200 --> 00:01:44.200]  我們把這兩句話和另外一句話對比
[00:01:44.200 --> 00:01:50.200]  當主耶穌被捉拿的時候
[00:01:50.200 --> 00:01:52.200]  當主耶穌被捉拿的時候
[00:01:52.200 --> 00:01:55.200]  彼得拔出刀來
[00:01:55.200 --> 00:01:57.200]  要救耶穌
[00:01:57.200 --> 00:02:03.200]  就砍傷了大祭司的僕人的耳朵
[00:02:03.200 --> 00:02:05.200]  主怎麼說呢
[00:02:05.200 --> 00:02:09.200]  主說:收刀入肖吧
[00:02:09.200 --> 00:02:13.200]  彼得將你的刀收起來
[00:02:13.200 --> 00:02:16.200]  因為凡是動刀的
[00:02:16.200 --> 00:02:19.200]  必死在刀下
[00:02:19.200 --> 00:02:24.200]  我們將這三處經文比較的時候
[00:02:24.200 --> 00:02:27.200]  我們會得到一個結論
[00:02:27.200 --> 00:02:33.200]  主要領導我們從事戰爭
[00:02:33.200 --> 00:02:40.200]  但是這個戰爭不是普通的刀槍的戰爭
[00:02:40.200 --> 00:02:44.200]  那是屬靈的戰爭
[00:02:44.200 --> 00:02:48.200]  這是很明顯的一個信息
[00:02:48.200 --> 00:02:51.200]  基督徒的人生
[00:02:51.200 --> 00:02:55.200]  是屬靈戰爭的人生
[00:02:55.200 --> 00:03:01.200]  所以我一年有四次的時間
[00:03:01.200 --> 00:03:04.200]  講屬靈的戰爭
[00:03:04.200 --> 00:03:09.200]  我們有五個戰爭的對象
[00:03:09.200 --> 00:03:12.200]  第一 撒旦
[00:03:12.200 --> 00:03:15.200]  第二 世界
[00:03:15.200 --> 00:03:17.200]  第三 自己
[00:03:17.200 --> 00:03:23.200]  第四 我們環境裏面的試煉的壓力
[00:03:23.200 --> 00:03:27.200]  第五 福音的增減
[00:03:27.200 --> 00:03:31.200]  今天我要講最後一個
[00:03:31.200 --> 00:03:34.200]  福音的增減
[00:03:34.200 --> 00:03:42.200]  請大家回到新約提摩太前書
[00:03:42.200 --> 00:03:46.200]  第六章 第十二節
[00:03:46.200 --> 00:03:50.200]  我們的金句
[00:03:50.200 --> 00:03:56.200]  你要為真道打那美好的仗
[00:03:56.200 --> 00:04:00.200]  第一章 第十八節
[00:04:00.200 --> 00:04:02.200]  末了一句
[00:04:02.200 --> 00:04:08.200]  叫你因此可以打那美好的仗
[00:04:08.200 --> 00:04:13.200]  為真道打那美好的仗
[00:04:13.200 --> 00:04:17.200]  在這個美好的仗裏面
[00:04:17.200 --> 00:04:20.200]  有幾個重點
[00:04:20.200 --> 00:04:23.200]  我們要領受
[00:04:23.200 --> 00:04:29.200]  現在請大家回到二弗所書
[00:04:29.200 --> 00:04:31.200]  第六章
[00:04:31.200 --> 00:04:34.200]  二弗所書第六章
[00:04:34.200 --> 00:04:38.200]  從第十節到十八節
[00:04:38.200 --> 00:04:46.200]  這裡提到我們蜀靈的征戰的全部軍裝
[00:04:46.200 --> 00:04:50.200]  在這些軍裝裏面
[00:04:50.200 --> 00:04:55.200]  特別與福音有密切關係的
[00:04:55.200 --> 00:04:59.200]  我要提出有三點
[00:04:59.200 --> 00:05:02.200]  第一 十四節
[00:05:02.200 --> 00:05:04.200]  第一句
[00:05:04.200 --> 00:05:08.200]  所以要站穩了
[00:05:08.200 --> 00:05:12.200]  這是我們心靈的準備
[00:05:12.200 --> 00:05:15.200]  在我們作戰之前
[00:05:15.200 --> 00:05:17.200]  在開始的時候
[00:05:17.200 --> 00:05:21.200]  我們要站穩了
[00:05:21.200 --> 00:05:25.200]  我們的心裏面要有力量
[00:05:25.200 --> 00:05:31.200]  這一句和前面的第十節連在一起
[00:05:31.200 --> 00:05:35.200]  依賴神的大能大力
[00:05:35.200 --> 00:05:38.200]  做剛強的人
[00:05:38.200 --> 00:05:40.200]  站穩了
[00:05:40.200 --> 00:05:43.200]  有剛強的心智
[00:05:43.200 --> 00:05:47.200]  準備蜀靈的征戰
[00:05:47.200 --> 00:05:49.200]  這是很重要的
[00:05:49.200 --> 00:05:52.200]  如果我們裏面沒有力量
[00:05:52.200 --> 00:05:54.200]  裏面不剛強
[00:05:54.200 --> 00:05:57.200]  裏面沒有心智
[00:05:57.200 --> 00:06:00.200]  我們不能打仗
[00:06:00.200 --> 00:06:05.200]  就算準備好兵器都沒有用
[00:06:05.200 --> 00:06:08.200]  第二個要點
[00:06:08.200 --> 00:06:10.200]  第十五節
[00:06:10.200 --> 00:06:18.200]  要用平安的福音當作預備走路的鞋穿在腳上
[00:06:18.200 --> 00:06:22.200]  腳穿福音鞋
[00:06:22.200 --> 00:06:24.200]  意思就是說
[00:06:24.200 --> 00:06:27.200]  我們無論走到那裏
[00:06:27.200 --> 00:06:30.200]  福音都和我們一同到那裏
[00:06:30.200 --> 00:06:32.200]  福音都和我們一起去到那裏
[00:06:32.200 --> 00:06:35.200]  這是基督徒的責任
[00:06:35.200 --> 00:06:40.200]  我們每個人都要穿上福音鞋
[00:06:40.200 --> 00:06:43.200]  信徒所到之處
[00:06:43.200 --> 00:06:47.200]  就是福音所到之處
[00:06:47.200 --> 00:06:52.200]  在四零年代
[00:06:52.200 --> 00:06:59.200]  在中國大陸的基督徒聚會所裏面
[00:06:59.200 --> 00:07:02.200]  就是我們平常說的小區裏面
[00:07:02.200 --> 00:07:11.200]  他們發動了一個新的傳福音的方式
[00:07:11.200 --> 00:07:15.200]  叫做福音移民
[00:07:15.200 --> 00:07:19.200]  他們高層的領袖
[00:07:19.200 --> 00:07:24.200]  按照教會的權力
[00:07:24.200 --> 00:07:29.200]  分派一些會友到不同的地區
[00:07:29.200 --> 00:07:35.200]  他們到那裏就把福音傳到那裏
[00:07:35.200 --> 00:07:42.200]  把他們派到還沒有教會的地方
[00:07:42.200 --> 00:07:46.200]  這些人去了
[00:07:46.200 --> 00:07:49.200]  就建立了教會
[00:07:49.200 --> 00:07:52.200]  這個叫做福音移民
[00:07:52.200 --> 00:07:58.200]  他們的會友接受這樣的命令
[00:07:58.200 --> 00:08:00.200]  為了福音的緣故
[00:08:00.200 --> 00:08:02.200]  願意這樣做
[00:08:02.200 --> 00:08:09.200]  讓教會替他們決定他們要居留的地方
[00:08:09.200 --> 00:08:12.200]  他們願意順服
[00:08:12.200 --> 00:08:15.200]  這是一個了不起的精神
[00:08:15.200 --> 00:08:22.200]  證明他們實在是同心合意的興旺福音
[00:08:22.200 --> 00:08:25.200]  總之每一個基督徒
[00:08:25.200 --> 00:08:29.200]  應該有這個軍裝
[00:08:29.200 --> 00:08:31.200]  呼應血
[00:08:31.200 --> 00:08:34.200]  第三個要點
[00:08:34.200 --> 00:08:36.200]  第十八節
[00:08:36.200 --> 00:08:42.200]  靠著聖靈隨時多方禱告祈求
[00:08:42.200 --> 00:08:46.200]  為甚麼要禱告呢?
[00:08:46.200 --> 00:08:49.200]  為甚麼要禱告呢?
[00:08:49.200 --> 00:08:51.200]  下面會提到
[00:08:51.200 --> 00:08:55.200]  這個禱告的重點是福音
[00:08:55.200 --> 00:08:59.200]  第十九節和二十節
[00:08:59.200 --> 00:09:02.200]  有為我祈求使我得著口才
[00:09:02.200 --> 00:09:05.200]  能以放膽開口講明福音的奧秘
[00:09:05.200 --> 00:09:07.200]  我為這福音的奧秘
[00:09:07.200 --> 00:09:09.200]  作了大所憐的使者
[00:09:09.200 --> 00:09:13.200]  並使我照著當盡的本分放膽講出
[00:09:13.200 --> 00:09:15.200]  接著禱告
[00:09:15.200 --> 00:09:20.200]  使福音有能力傳開
[00:09:20.200 --> 00:09:24.200]  使福音的使者能夠開口
[00:09:24.200 --> 00:09:26.200]  能夠放膽
[00:09:26.200 --> 00:09:30.200]  能夠講明福音的奧秘
[00:09:30.200 --> 00:09:33.200]  使福音廣傳
[00:09:33.200 --> 00:09:35.200]  這是何等重要?
[00:09:35.200 --> 00:09:37.200]  有三個重點
[00:09:37.200 --> 00:09:39.200]  第一
[00:09:39.200 --> 00:09:41.200]  在福音的征戰裏面
[00:09:41.200 --> 00:09:44.200]  我們每個人要站穩
[00:09:44.200 --> 00:09:46.200]  不會退後
[00:09:46.200 --> 00:09:49.200]  做一個剛強的人
[00:09:49.200 --> 00:09:53.200]  有一個征戰的傳福音的心智
[00:09:53.200 --> 00:09:56.200]  我們要保持這個態度
[00:09:56.200 --> 00:09:59.200]  站穩不要動
[00:09:59.200 --> 00:10:00.200]  第二
[00:10:00.200 --> 00:10:04.200]  每個人都穿著福音的鞋
[00:10:04.200 --> 00:10:06.200]  你去到哪裏
[00:10:06.200 --> 00:10:08.200]  就是福音到的地方
[00:10:08.200 --> 00:10:09.200]  第三
[00:10:09.200 --> 00:10:13.200]  你要負上禱告的責任
[00:10:13.200 --> 00:10:15.200]  讓福音能夠有效的
[00:10:15.200 --> 00:10:17.200]  有能力的廣傳
[00:10:17.200 --> 00:10:21.200]  這是三點
[00:10:21.200 --> 00:10:23.200]  我們都要接受
[00:10:23.200 --> 00:10:25.200]  我們都要實行
[00:10:25.200 --> 00:10:27.200]  我們都要學習
[00:10:27.200 --> 00:10:30.200]  我們再回到提摩太前書
