
[00:00:00.000 --> 00:00:03.520]  今天我和大家有兩堂崇拜
[00:00:03.520 --> 00:00:07.600]  加上明天的星期天
[00:00:07.600 --> 00:00:11.200]  我想和大家分享有三個不同的信息
[00:00:11.200 --> 00:00:13.600]  是透過三段的經文
[00:00:13.600 --> 00:00:16.800]  正如一個人一樣
[00:00:16.800 --> 00:00:20.480]  或者一個教會一樣、一個群體一樣
[00:00:20.480 --> 00:00:22.000]  它是生命來的
[00:00:22.000 --> 00:00:24.160]  這個生命是有成長的
[00:00:24.160 --> 00:00:28.320]  這個生命要有achievement
[00:00:28.320 --> 00:00:30.320]  所謂要有成就
[00:00:30.320 --> 00:00:33.760]  成就不一定有錢、不一定是大間的堂會
[00:00:33.760 --> 00:00:37.520]  不一定是很漂亮的建築物
[00:00:37.520 --> 00:00:40.640]  很漂亮的建築物也可以被人拆的
[00:00:40.640 --> 00:00:43.920]  大家可能知道在過去這個星期最大的事
[00:00:43.920 --> 00:00:46.160]  在中國在基督教信仰裡面
[00:00:46.160 --> 00:00:48.560]  就是一間很漂亮的教堂
[00:00:48.560 --> 00:00:52.640]  可以說是溫州其中一間最大最漂亮的教堂
[00:00:52.640 --> 00:00:54.000]  馬上被人拆了
[00:00:54.000 --> 00:00:57.520]  我們不評論這個政治、不評論政策
[00:00:57.520 --> 00:00:59.760]  但我們只知道一件事
[00:00:59.760 --> 00:01:02.880]  很漂亮的教堂是可以被人拆的
[00:01:02.880 --> 00:01:07.840]  正如有位溫州的弟兄他所說的話
[00:01:07.840 --> 00:01:10.560]  拆教堂是可以的
[00:01:10.560 --> 00:01:13.040]  但拆不了心裡面的十字架
[00:01:13.040 --> 00:01:17.360]  我相信全福堂一樣是最重要在我們心裡面
[00:01:17.360 --> 00:01:21.200]  所以第二堂我會和大家講的就是繼續
[00:01:21.200 --> 00:01:26.640]  待會我們那堂會和大家講我們上一次沒講完的
[00:01:26.640 --> 00:01:32.400]  就是聖靈帶來的榮耀的盼望
[00:01:32.400 --> 00:01:36.160]  那種生命裡面的勝利
[00:01:36.160 --> 00:01:38.640]  然後明天早上我和大家講的
[00:01:38.640 --> 00:01:41.840]  也是我自己最近人生裡面很多的思考
[00:01:41.840 --> 00:01:43.920]  六十多歲一定會思考這個問題
[00:01:43.920 --> 00:01:46.400]  但我想從一個屬靈的角度去思考
[00:01:46.400 --> 00:01:49.360]  一輩子這樣就過去了
[00:01:49.360 --> 00:01:52.080]  那有什麼意思呢?
[00:01:52.080 --> 00:01:54.800]  一輩子做了一輩子的人
[00:01:54.800 --> 00:01:57.680]  究竟在屬靈的意義上有什麼意思?
[00:01:57.680 --> 00:01:59.920]  怎麼才無憾呢?一輩子
[00:01:59.920 --> 00:02:03.040]  那我明天就會和大家在耶穌基督和保羅
[00:02:03.040 --> 00:02:06.960]  這兩個最重要的根源的說話
[00:02:06.960 --> 00:02:10.480]  和他們面對他們自己生命要結束的時候
[00:02:10.480 --> 00:02:12.240]  他們所說的話我們看回
[00:02:12.240 --> 00:02:13.840]  為什麼他們會無憾?
[00:02:13.840 --> 00:02:18.640]  一個怎樣的生命才可以在屬靈上沒有遺憾?
[00:02:18.640 --> 00:02:21.440]  所以這個也是一間教會我們要面對的
[00:02:21.440 --> 00:02:23.920]  無論這間教會有多長的日子
[00:02:23.920 --> 00:02:28.000]  但是我們在神的面前是沒有遺憾的
[00:02:28.000 --> 00:02:32.240]  成為一間神自己覺得是值得存在的教會
[00:02:32.240 --> 00:02:37.040]  好不好?不是有組織有人就值得存在的
[00:02:37.040 --> 00:02:40.720]  有很多教會是很廢的
[00:02:40.720 --> 00:02:44.480]  有很多教會的教黨很漂亮
[00:02:44.480 --> 00:02:45.760]  但是都很廢的
[00:02:45.760 --> 00:02:48.960]  你去歐洲你就見到
[00:02:48.960 --> 00:02:51.200]  我剛才和大家講過
[00:02:51.200 --> 00:02:55.520]  我去愛丁堡那一個月做研究的時候
[00:02:55.520 --> 00:02:57.840]  在蘇格蘭去了很多不同的
[00:02:57.840 --> 00:03:00.240]  以前那些很大很漂亮的教堂
[00:03:00.240 --> 00:03:02.720]  很多都很廢的
[00:03:02.720 --> 00:03:06.000]  有些星期天都不開門 簡直關閉了
[00:03:06.000 --> 00:03:07.840]  有兩間改做Bingo
[00:03:07.840 --> 00:03:12.720]  就是人家賭錢那些賣給人家做Bingo
[00:03:12.720 --> 00:03:14.480]  還有一間更慘
[00:03:14.480 --> 00:03:16.880]  做色情的場所
[00:03:16.880 --> 00:03:19.360]  以前是教堂來的
[00:03:19.360 --> 00:03:23.840]  在神的面前要很謹守
[00:03:23.840 --> 00:03:25.760]  要很小心
[00:03:25.760 --> 00:03:29.040]  好 我們今天就一起看
[00:03:29.040 --> 00:03:32.640]  菲律賓書我們看第三章
[00:03:32.640 --> 00:03:34.320]  菲律賓書第三章
[00:03:34.320 --> 00:03:37.440]  我今天和大家講第一個課題就是成長
[00:03:37.440 --> 00:03:41.760]  大家手上剛才唱詩後面有一個大綱
[00:03:41.760 --> 00:03:44.880]  拿出來 因為這個大綱比較長比較多
[00:03:44.880 --> 00:03:49.520]  幫助我講得比較可以流暢一點
[00:03:49.520 --> 00:03:53.040]  所以請大家幫忙一起打開來看
[00:03:53.040 --> 00:03:57.040]  我們也不慢慢讀這段聖經了
[00:03:57.040 --> 00:03:59.680]  我們講到那裡讀到那裡 好不好
[00:03:59.680 --> 00:04:04.240]  保羅在這段聖經很特別的
[00:04:04.240 --> 00:04:10.800]  他去回顧他自己的生命怎樣去成長
[00:04:10.800 --> 00:04:14.080]  如果你說問究竟一個人的屬靈成長
[00:04:14.080 --> 00:04:18.160]  一間教會的屬靈成長有什麼秘訣呢
[00:04:18.160 --> 00:04:19.120]  其實我告訴你
[00:04:19.120 --> 00:04:22.400]  就是這個菲律賓書今天我們所讀的這段聖經第三章
[00:04:22.400 --> 00:04:27.200]  保羅就講了他屬靈成長的秘訣那條路是怎樣的
[00:04:27.200 --> 00:04:29.520]  你從一個這樣的角度去想的時候
[00:04:29.520 --> 00:04:34.000]  這段聖經其實是很珍貴的
[00:04:34.000 --> 00:04:37.280]  我們經常想我怎樣可以屬靈成長得好呢
[00:04:37.280 --> 00:04:38.880]  最好找一個好的榜樣
[00:04:38.880 --> 00:04:42.960]  有一個很成功的榜樣去問一下那些竅門是什麼
[00:04:42.960 --> 00:04:45.840]  保羅就已經很成功了
[00:04:45.840 --> 00:04:47.120]  保羅這麼成功
[00:04:47.120 --> 00:04:50.000]  然後說我告訴你我怎樣成長
[00:04:50.000 --> 00:04:52.880]  所以這個我覺得是一個秘訣
[00:04:52.880 --> 00:04:54.160]  一個自我否白
[00:04:54.160 --> 00:04:57.600]  這件事是真的很值得我們去研究一下
[00:04:57.600 --> 00:05:00.800]  我想從這段聖經第四至第十六節那裡
[00:05:00.800 --> 00:05:03.840]  我們看到保羅在屬靈成長裡面
[00:05:03.840 --> 00:05:05.600]  我列了出來
[00:05:05.600 --> 00:05:08.000]  五步
[00:05:08.000 --> 00:05:12.560]  五步不一定是要你跟著他第一步第二步第三步上上路
[00:05:12.560 --> 00:05:13.600]  一直這樣去
[00:05:13.600 --> 00:05:15.360]  其實也有一點點這樣的意思
[00:05:15.360 --> 00:05:16.240]  但最重要的是
[00:05:16.240 --> 00:05:18.320]  我想跟大家講的是大家記住
[00:05:18.320 --> 00:05:22.880]  在保羅和每一個他認為屬靈成長的人的生命裡面
[00:05:22.880 --> 00:05:24.560]  都有這五個的部分
[00:05:24.560 --> 00:05:25.120]  好不好
[00:05:25.120 --> 00:05:26.800]  我們自己在這裡看我們自己
[00:05:26.800 --> 00:05:28.560]  究竟我們有沒有這五個部分
[00:05:28.560 --> 00:05:30.640]  如果我們有的話我們在成長中
[00:05:30.640 --> 00:05:34.640]  沒有的話我們是在停滯中甚至是死亡中
[00:05:34.640 --> 00:05:35.600]  大家明白我的意思嗎
[00:05:35.600 --> 00:05:36.720]  好我們一起來看
[00:05:36.720 --> 00:05:37.520]  我們時間不多了
[00:05:37.520 --> 00:05:39.200]  一路直落去看
[00:05:39.200 --> 00:05:40.240]  第一步
[00:05:40.240 --> 00:05:43.280]  第一步就是第四節到第六節
[00:05:43.280 --> 00:05:46.080]  第四節到第六節
[00:05:46.080 --> 00:05:49.600]  我就讀給大家聽好不好
[00:05:49.600 --> 00:05:51.200]  我讀
[00:05:51.200 --> 00:05:52.000]  讀和本
[00:05:52.000 --> 00:05:54.400]  大家熟一點的
[00:05:54.400 --> 00:05:55.680]  他說
[00:05:55.680 --> 00:05:58.080]  其實我也可以靠肉體
[00:05:58.080 --> 00:06:00.400]  若是別人想他可以靠肉體
[00:06:00.400 --> 00:06:02.720]  我更可以靠雀鳥
[00:06:02.720 --> 00:06:04.320]  我第八天受割禮
[00:06:04.320 --> 00:06:06.800]  我是以色列族變顏文支派的人
[00:06:06.800 --> 00:06:09.120]  是希伯來人所生的希伯來人
[00:06:09.120 --> 00:06:11.680]  就律法來說我是法利賽人
[00:06:11.680 --> 00:06:14.240]  就熱心來說我是碧巴教會的
[00:06:14.240 --> 00:06:17.680]  就律法上的義來說我是無可指責的
[00:06:17.680 --> 00:06:20.080]  這是第一點
[00:06:20.080 --> 00:06:22.160]  這裡保羅在說什麼呢
[00:06:22.160 --> 00:06:24.800]  這裡保羅在說他的威水史
[00:06:24.800 --> 00:06:27.040]  為什麼保羅無緣無故說威水史呢
[00:06:27.040 --> 00:06:28.480]  他當然不是牙刷刷
[00:06:28.480 --> 00:06:31.280]  而是他那些在菲律賓教會裡面
[00:06:31.280 --> 00:06:32.400]  有些人批評保羅
[00:06:32.400 --> 00:06:33.520]  這是什麼人來的
[00:06:33.520 --> 00:06:35.360]  指三道四
[00:06:35.360 --> 00:06:37.040]  在這裡教人這樣那樣
[00:06:37.040 --> 00:06:37.760]  他很厲害嗎
[00:06:37.760 --> 00:06:38.720]  是吧
[00:06:38.720 --> 00:06:41.520]  於是對他有很多的攻擊
[00:06:41.520 --> 00:06:43.280]  他說我們不想和你爭辯
[00:06:43.280 --> 00:06:45.120]  保羅說我不想和你爭辯
[00:06:45.120 --> 00:06:47.120]  有些人說保羅的樣子不行
[00:06:47.120 --> 00:06:48.960]  說話又很噁心
[00:06:48.960 --> 00:06:49.680]  真的
[00:06:49.680 --> 00:06:52.400]  當時的人不斷批評他
[00:06:52.400 --> 00:06:56.880]  為什麼他可以這樣教會來教人呢
[00:06:56.880 --> 00:06:59.760]  於是保羅說我不想和你再爭辯這些
[00:06:59.760 --> 00:07:01.760]  不過如果你真的要問我什麼背景
[00:07:01.760 --> 00:07:03.440]  不如我講一點給你聽
[00:07:03.440 --> 00:07:05.200]  保羅一講就講了七件事
[00:07:05.200 --> 00:07:06.320]  剛才我們所讀的那段《聖經》
[00:07:06.320 --> 00:07:08.880]  如果你心水清一清就讀了七件事
[00:07:08.880 --> 00:07:13.600]  這七件事其實一講出來就嚇死你
[00:07:13.600 --> 00:07:16.640]  保羅說我講一點給你聽
[00:07:16.640 --> 00:07:18.320]  一講出來的時候
[00:07:18.320 --> 00:07:19.600]  哪七件事呢
[00:07:19.600 --> 00:07:21.440]  對於我們來說
[00:07:21.440 --> 00:07:25.280]  我們21世紀的中國香港人來說
[00:07:25.280 --> 00:07:27.200]  這七件事沒什麼特別的
[00:07:27.200 --> 00:07:28.400]  但是我們知道
[00:07:28.400 --> 00:07:31.440]  《肥律比書》是寫給當時的猶太人
[00:07:31.440 --> 00:07:33.360]  主要是猶太人看的
[00:07:33.360 --> 00:07:35.680]  所以如果你是一個猶太人的背景
[00:07:35.680 --> 00:07:36.960]  你一聽的時候你就知道
[00:07:36.960 --> 00:07:38.240]  是很厲害的
[00:07:38.240 --> 00:07:39.520]  很威風的
[00:07:39.520 --> 00:07:40.640]  很厲害的
[00:07:40.640 --> 00:07:41.680]  嚇壞人的
[00:07:41.680 --> 00:07:42.720]  哪幾件事呢
[00:07:42.720 --> 00:07:43.920]  保羅在這裡
[00:07:43.920 --> 00:07:45.040]  如果我們簡單一點
[00:07:45.040 --> 00:07:46.720]  你看到我大綱那裡
[00:07:46.720 --> 00:07:51.040]  分析就是前面四件事是講到天生的
[00:07:51.040 --> 00:07:52.320]  與生俱來的
[00:07:52.320 --> 00:07:53.760]  後面三件事
[00:07:53.760 --> 00:07:56.160]  就是後天他努力的成就
[00:07:56.160 --> 00:07:58.240]  就是他出生
[00:07:58.240 --> 00:08:00.240]  和他的努力
[00:08:00.240 --> 00:08:03.520]  都是值得人去震驚的
[00:08:03.520 --> 00:08:04.640]  是很厲害的
[00:08:04.640 --> 00:08:05.360]  很簡單
[00:08:05.360 --> 00:08:07.120]  這個對於我們來說不是太重要
