
[00:00:00.000 --> 00:00:04.000]  今日選了一段聖經給大家一起思想
[00:00:04.000 --> 00:00:08.000]  剛才看了題目時可能覺得很奇怪
[00:00:08.000 --> 00:00:11.000]  一個教會叫做別加摩的教會
[00:00:11.000 --> 00:00:14.000]  為何它可以堅持信仰但仍然墮落呢?
[00:00:14.000 --> 00:00:17.000]  這就是我們今天要看這教會的地方
[00:00:17.000 --> 00:00:21.000]  大家當然知道啟示錄有七間教會
[00:00:21.000 --> 00:00:23.000]  我們復活的主寫信給他們
[00:00:23.000 --> 00:00:25.000]  簡單描述他們的情況
[00:00:25.000 --> 00:00:29.000]  有讚有談都是一些屬靈的成績表
[00:00:29.000 --> 00:00:31.000]  有些教會大家比較熟悉
[00:00:31.000 --> 00:00:35.000]  例如以弗所教會或老弟家教會
[00:00:35.000 --> 00:00:36.000]  大家比較熟悉
[00:00:36.000 --> 00:00:40.000]  我們亦在不同崇拜中提及過
[00:00:40.000 --> 00:00:44.000]  今日我想選一間大家不太熟悉
[00:00:44.000 --> 00:00:46.000]  聽名字你應該知道
[00:00:46.000 --> 00:00:48.000]  但可能沒有留意的
[00:00:48.000 --> 00:00:50.000]  叫做別加摩教會
[00:00:50.000 --> 00:00:53.000]  剛才所讀的聖經其實很短
[00:00:53.000 --> 00:00:54.000]  只有六節
[00:00:54.000 --> 00:00:57.000]  但六節中有些不容易理解的地方
[00:00:57.000 --> 00:01:00.000]  以及有很多豐富的提醒
[00:01:00.000 --> 00:01:04.000]  我們一起回到剛才所讀的聖經
[00:01:04.000 --> 00:01:06.000]  如果大家是用唐用聖經的話
[00:01:06.000 --> 00:01:12.000]  應該是聖經裡的1871頁
[00:01:12.000 --> 00:01:15.000]  打開看著這六節經文
[00:01:15.000 --> 00:01:20.000]  一起來看看這間別加摩教會是怎樣的教會
[00:01:20.000 --> 00:01:23.000]  剛才我們說別加摩教會很獨特
[00:01:23.000 --> 00:01:27.000]  一方面我們的復活主對他有很多稱讚
[00:01:27.000 --> 00:01:31.000]  但另一方面亦有他很嚴重的錯失
[00:01:31.000 --> 00:01:33.000]  如果從公開考試來說
[00:01:33.000 --> 00:01:35.000]  他是一個星兩個F
[00:01:35.000 --> 00:01:38.000]  看看他究竟會怎樣搞成這樣
[00:01:38.000 --> 00:01:40.000]  以及提醒你和我
[00:01:40.000 --> 00:01:42.000]  我們不是批評別人的教會
[00:01:42.000 --> 00:01:44.000]  我們看看你和我自己
[00:01:44.000 --> 00:01:45.000]  屬靈生命
[00:01:45.000 --> 00:01:47.000]  甚至我們的教會
[00:01:47.000 --> 00:01:50.000]  在主耶穌所說的話裡有甚麼
[00:01:50.000 --> 00:01:53.000]  是很留心我們聆聽的地方
[00:01:53.000 --> 00:01:57.000]  剛才我們說別加摩教會為何這麼特別
[00:01:57.000 --> 00:02:00.000]  因為他有很好的表現
[00:02:00.000 --> 00:02:03.000]  聖經提到別加摩教會
[00:02:03.000 --> 00:02:06.000]  主耶穌說其實是值得稱讚的
[00:02:06.000 --> 00:02:11.000]  因為別加摩教會在聖經
[00:02:11.000 --> 00:02:16.000]  主耶穌形容他是一個殺彈王座的地方
[00:02:16.000 --> 00:02:18.000]  還說了一次
[00:02:18.000 --> 00:02:21.000]  然後說是殺彈居住的地方
[00:02:21.000 --> 00:02:24.000]  為何別加摩這個地方這麼嚴重呢
[00:02:24.000 --> 00:02:26.000]  如果從歷史來看就知道
[00:02:26.000 --> 00:02:29.000]  雖然別加摩不是一個特別出名的城市
[00:02:29.000 --> 00:02:31.000]  沒有其他城市這麼大
[00:02:31.000 --> 00:02:35.000]  但別加摩當時這個城在羅馬帝國裡
[00:02:35.000 --> 00:02:37.000]  有一個獨特的位置
[00:02:37.000 --> 00:02:39.000]  就是宗教的角色
[00:02:39.000 --> 00:02:42.000]  大家知道羅馬帝國
[00:02:42.000 --> 00:02:46.000]  不單是敬拜很多諸天神佛
[00:02:46.000 --> 00:02:50.000]  最重要的是敬拜海薩大帝
[00:02:50.000 --> 00:02:53.000]  他們的皇帝是神
[00:02:53.000 --> 00:02:55.000]  海薩奧古士督
[00:02:55.000 --> 00:02:57.000]  如果大家還記得這個字
[00:02:57.000 --> 00:02:58.000]  Augustus
[00:02:58.000 --> 00:03:00.000]  其實就是神
[00:03:00.000 --> 00:03:03.000]  所以海薩雖然是一個人
[00:03:03.000 --> 00:03:06.000]  但大家當他是神
[00:03:06.000 --> 00:03:08.000]  而別加摩這個城
[00:03:08.000 --> 00:03:11.000]  是特別在國家裡安排
[00:03:11.000 --> 00:03:14.000]  去拜海薩的城
[00:03:14.000 --> 00:03:16.000]  所以這個城是很特別的
[00:03:16.000 --> 00:03:18.000]  是王座的城
[00:03:18.000 --> 00:03:22.000]  不過是海薩作為一個神的王座
[00:03:22.000 --> 00:03:27.000]  所以神自己給他一個很嚴重的批判
[00:03:27.000 --> 00:03:31.000]  這是一個殺彈魔鬼的王座
[00:03:31.000 --> 00:03:32.000]  為甚麼
[00:03:32.000 --> 00:03:35.000]  因為這個明明是一個人
[00:03:36.000 --> 00:03:39.000]  但他把自己看成神
[00:03:39.000 --> 00:03:40.000]  大家知道
[00:03:40.000 --> 00:03:43.000]  殺彈的詭計從來只有一件事
[00:03:43.000 --> 00:03:46.000]  就是希望人不相信
[00:03:46.000 --> 00:03:47.000]  不承認
[00:03:47.000 --> 00:03:48.000]  不接受自己是人
[00:03:48.000 --> 00:03:49.000]  想做神
[00:03:49.000 --> 00:03:51.000]  今天你和我都看到
[00:03:51.000 --> 00:03:53.000]  甚至第一個的罪
[00:03:53.000 --> 00:03:55.000]  亞當夏娃犯了甚麼罪
[00:03:55.000 --> 00:03:56.000]  亞當夏娃的罪
[00:03:56.000 --> 00:03:57.000]  說到村裡
[00:03:57.000 --> 00:03:59.000]  最底層
[00:03:59.000 --> 00:04:02.000]  魔鬼殺彈引誘他做甚麼
[00:04:02.000 --> 00:04:04.000]  就說神不是這樣說的
[00:04:04.000 --> 00:04:06.000]  他不想你好像他那麼厲害
[00:04:06.000 --> 00:04:07.000]  於是聖經說
[00:04:07.000 --> 00:04:08.000]  人就開始
[00:04:08.000 --> 00:04:10.000]  眼目就想看甚麼呢
[00:04:10.000 --> 00:04:12.000]  看到神要看到的東西
[00:04:12.000 --> 00:04:13.000]  要做神
[00:04:13.000 --> 00:04:15.000]  人要扮演神
[00:04:15.000 --> 00:04:17.000]  這個就是魔鬼最大的作為
[00:04:17.000 --> 00:04:19.000]  所以這裡用了一個很嚴厲的說話
[00:04:19.000 --> 00:04:20.000]  這個不就一樣了
[00:04:20.000 --> 00:04:23.000]  魔鬼想做的就是
[00:04:23.000 --> 00:04:24.000]  要一個海薩大帝
[00:04:24.000 --> 00:04:26.000]  一個皇帝要做神
[00:04:26.000 --> 00:04:28.000]  所以這個地方
[00:04:28.000 --> 00:04:32.000]  聖經稱它為一個殺彈王座的地方
[00:04:32.000 --> 00:04:34.000]  大家明白背景了
[00:04:34.000 --> 00:04:37.000]  這個我們理解了之後
[00:04:37.000 --> 00:04:38.000]  更加重要的是
[00:04:38.000 --> 00:04:39.000]  我們可以想像
[00:04:39.000 --> 00:04:42.000]  在這樣的氣氛
[00:04:42.000 --> 00:04:45.000]  和這麼重要的宗教的城裡
[00:04:45.000 --> 00:04:46.000]  做基督徒是很難的
[00:04:46.000 --> 00:04:47.000]  是不是
[00:04:47.000 --> 00:04:48.000]  當然難了
[00:04:48.000 --> 00:04:51.000]  人家要拜海薩大帝
[00:04:51.000 --> 00:04:52.000]  而且羅馬帝國
[00:04:52.000 --> 00:04:54.000]  這麼強烈
[00:04:54.000 --> 00:04:57.000]  可以說是一個極權的社會裡
[00:04:57.000 --> 00:04:59.000]  你去拜耶穌
[00:04:59.000 --> 00:05:00.000]  你去信耶穌基督
[00:05:00.000 --> 00:05:01.000]  你不拜海薩
[00:05:01.000 --> 00:05:04.000]  這是一個很大的壓力
[00:05:04.000 --> 00:05:06.000]  整個社會
[00:05:06.000 --> 00:05:08.000]  整個政治對它很大的壓力
[00:05:08.000 --> 00:05:09.000]  它要堅持
[00:05:09.000 --> 00:05:11.000]  甚至要用生命來做代價
[00:05:11.000 --> 00:05:14.000]  才可以在這裡繼續敬拜神
[00:05:14.000 --> 00:05:17.000]  而這個別加摩教會
[00:05:17.000 --> 00:05:18.000]  厲害了
[00:05:18.000 --> 00:05:20.000]  因為我們的主是稱讚它的
[00:05:20.000 --> 00:05:21.000]  就算在這樣的地方
[00:05:21.000 --> 00:05:22.000]  這樣的壓力下
[00:05:22.000 --> 00:05:24.000]  你仍然持守我的命
[00:05:24.000 --> 00:05:26.000]  沒有否認我的信仰
[00:05:26.000 --> 00:05:27.000]  這兩句話
[00:05:27.000 --> 00:05:29.000]  真的可以是一個很好的稱讚
[00:05:29.000 --> 00:05:31.000]  他們向外來
[00:05:31.000 --> 00:05:36.000]  是能夠頂得住整個社會和政治的逼迫
[00:05:36.000 --> 00:05:38.000]  但他仍然持守他的信仰
[00:05:38.000 --> 00:05:40.000]  沒有否定耶穌基督的名字
[00:05:40.000 --> 00:05:42.000]  所以我們說別加摩教會
[00:05:42.000 --> 00:05:45.000]  是一間對外面的社會很成功
[00:05:45.000 --> 00:05:48.000]  可以說是一間很忠心的教會
[00:05:48.000 --> 00:05:49.000]  不過
[00:05:49.000 --> 00:05:51.000]  然而
[00:05:51.000 --> 00:05:52.000]  十四戰
[00:05:52.000 --> 00:05:55.000]  神說你對外面
[00:05:55.000 --> 00:05:57.000]  是一間很成功
[00:05:57.000 --> 00:05:59.000]  很有見證
[00:05:59.000 --> 00:06:01.000]  很持守信仰
[00:06:01.000 --> 00:06:04.000]  很有準則的教會
[00:06:04.000 --> 00:06:06.000]  但是
[00:06:06.000 --> 00:06:08.000]  你卻是在對外的敵人裡
[00:06:08.000 --> 00:06:10.000]  你全輸了
[00:06:10.000 --> 00:06:12.000]  你說有這樣的人嗎?
[00:06:12.000 --> 00:06:13.000]  有這樣的教會嗎?
[00:06:13.000 --> 00:06:14.000]  有啊
[00:06:14.000 --> 00:06:16.000]  很多教會對外很好
[00:06:16.000 --> 00:06:18.000]  正如很多基督徒對外很好
[00:06:18.000 --> 00:06:20.000]  在自己的公司裡
[00:06:20.000 --> 00:06:21.000]  很有見證
[00:06:21.000 --> 00:06:23.000]  很幫助人
[00:06:23.000 --> 00:06:24.000]  但是
