
[00:00:00.000 --> 00:00:05.000]  我發現我在兩難之間
[00:00:05.000 --> 00:00:07.000]  一方面呢
[00:00:07.000 --> 00:00:14.000]  我不曉得是否應該把我在講義裡面的每一點都講到
[00:00:14.000 --> 00:00:17.000]  另外一方面呢
[00:00:17.000 --> 00:00:23.000]  我不知道是否應該加強某些點
[00:00:23.000 --> 00:00:27.000]  而跳過某些其他的點
[00:00:27.000 --> 00:00:30.000]  兩難之間
[00:00:30.000 --> 00:00:32.000]  我最後的決定
[00:00:32.000 --> 00:00:39.000]  就是靠著主盡量的兩樣兼顧
[00:00:39.000 --> 00:00:41.000]  不容易
[00:00:41.000 --> 00:00:44.000]  但是求主幫助我
[00:00:44.000 --> 00:00:47.000]  聖經說
[00:00:47.000 --> 00:00:48.000]  無論什麼事情啊
[00:00:48.000 --> 00:00:50.000]  都由其時
[00:00:50.000 --> 00:00:53.000]  這是傳道士的話
[00:00:53.000 --> 00:00:57.000]  災眾有時,法畜有時
[00:00:57.000 --> 00:01:02.000]  孰靈的知識的灌樹有時
[00:01:02.000 --> 00:01:04.000]  靈的心機有時
[00:01:04.000 --> 00:01:07.000]  生靈的感動有時
[00:01:07.000 --> 00:01:10.000]  我們向主說求的
[00:01:10.000 --> 00:01:18.000]  就是當孰靈的知識灌樹在我們心裡的時候
[00:01:18.000 --> 00:01:23.000]  同時生靈感動
[00:01:23.000 --> 00:01:27.000]  兩個時間合在一起
[00:01:27.000 --> 00:01:29.000]  那是何等的美好
[00:01:29.000 --> 00:01:33.000]  那是我們所需要的
[00:01:33.000 --> 00:01:36.000]  當我們讀主的話
[00:01:36.000 --> 00:01:37.000]  講主的話
[00:01:37.000 --> 00:01:40.000]  聽主的話的時候
[00:01:40.000 --> 00:01:45.000]  寶慧是聖靈就在其中動功
[00:01:45.000 --> 00:01:48.000]  讓我們直接的
[00:01:48.000 --> 00:01:49.000]  清楚的
[00:01:49.000 --> 00:01:50.000]  確定的
[00:01:50.000 --> 00:01:54.000]  靈受主的生命之道
[00:01:54.000 --> 00:01:56.000]  讀經聽道
[00:01:56.000 --> 00:01:59.000]  好像一個人看地圖
[00:01:59.000 --> 00:02:02.000]  每一個看地圖的人
[00:02:02.000 --> 00:02:06.000]  不是為了看地圖而看地圖
[00:02:06.000 --> 00:02:10.000]  是為了找出來道路
[00:02:10.000 --> 00:02:13.000]  為的是要走這條路
[00:02:13.000 --> 00:02:16.000]  到他的目的地區
[00:02:16.000 --> 00:02:19.000]  這是看地圖的目的
[00:02:19.000 --> 00:02:21.000]  在知識之中
[00:02:21.000 --> 00:02:25.000]  有行動的目的
[00:02:25.000 --> 00:02:27.000]  我們讀聖經
[00:02:27.000 --> 00:02:28.000]  讀主的話
[00:02:28.000 --> 00:02:30.000]  得到孰靈的知識
[00:02:30.000 --> 00:02:31.000]  我們有一個目的
[00:02:31.000 --> 00:02:33.000]  就是要遵行神的旨意
[00:02:33.000 --> 00:02:37.000]  按照我們所讀到的靈受的體會的神的話
[00:02:37.000 --> 00:02:40.000]  來遵行祂的心意
[00:02:40.000 --> 00:02:42.000]  求主今天晚上
[00:02:42.000 --> 00:02:46.000]  給我們這樣的心態
[00:02:46.000 --> 00:02:49.000]  來一同靈受主的話
[00:02:49.000 --> 00:02:51.000]  今天晚上的時間
[00:02:51.000 --> 00:02:53.000]  分作兩部分
[00:02:53.000 --> 00:02:55.000]  第一部分
[00:02:55.000 --> 00:02:57.000]  我們要結束
[00:02:57.000 --> 00:03:00.000]  今天早上我們所看的
[00:03:00.000 --> 00:03:01.000]  得聖的生命
[00:03:01.000 --> 00:03:04.000]  講最後的一點
[00:03:04.000 --> 00:03:06.000]  第二部分
[00:03:06.000 --> 00:03:08.000]  就是我們一同靈受
[00:03:08.000 --> 00:03:10.000]  七十六裡面所講的
[00:03:10.000 --> 00:03:15.000]  關於更新的生命的信息
[00:03:15.000 --> 00:03:18.000]  現在第一部分開始
[00:03:18.000 --> 00:03:20.000]  就是我們的講義裡面的
[00:03:20.000 --> 00:03:24.000]  第三頁的最下面的一段
[00:03:24.000 --> 00:03:27.000]  勝利的基督
[00:03:27.000 --> 00:03:29.000]  七十六裡面
[00:03:29.000 --> 00:03:33.000]  有勝利的基督的七個意象
[00:03:33.000 --> 00:03:34.000]  請注意
[00:03:34.000 --> 00:03:37.000]  我在講的時候
[00:03:37.000 --> 00:03:40.000]  和講義裡面所寫的
[00:03:40.000 --> 00:03:42.000]  有一點出入
[00:03:42.000 --> 00:03:46.000]  所以請大家注意我所講的
[00:03:46.000 --> 00:03:49.000]  而不是跟著講義
[00:03:49.000 --> 00:03:51.000]  頭三點完全一樣
[00:03:51.000 --> 00:03:55.000]  從第四點開始有所更改
[00:03:55.000 --> 00:03:59.000]  請大家隨時留意
[00:03:59.000 --> 00:04:03.000]  第一個勝利基督的意象
[00:04:03.000 --> 00:04:05.000]  是榮耀的意象
[00:04:05.000 --> 00:04:07.000]  記載在第一章
[00:04:07.000 --> 00:04:10.000]  十二節到十六節裡面
[00:04:10.000 --> 00:04:13.000]  昨天我已經很詳細地
[00:04:13.000 --> 00:04:15.000]  提過這個意象了
[00:04:15.000 --> 00:04:19.000]  今天晚上我只提一件事
[00:04:19.000 --> 00:04:24.000]  在第一章第十節告訴我們
[00:04:24.000 --> 00:04:27.000]  石頭約翰當日在巴摩海島上
[00:04:27.000 --> 00:04:29.000]  在逐日的時候
[00:04:29.000 --> 00:04:31.000]  敬拜主
[00:04:31.000 --> 00:04:34.000]  就在那個敬拜之中
[00:04:34.000 --> 00:04:38.000]  他聽見有大聲音在他的後面
[00:04:38.000 --> 00:04:40.000]  好像吹號一樣
[00:04:40.000 --> 00:04:44.000]  他聽見這個聲音就轉身
[00:04:44.000 --> 00:04:47.000]  轉過身來就看見
[00:04:47.000 --> 00:04:50.000]  基督的榮耀的意象
[00:04:50.000 --> 00:04:52.000]  看見以後
[00:04:52.000 --> 00:04:57.000]  他的整個的感覺改變
[00:04:57.000 --> 00:05:00.000]  原來他面對逼迫
[00:05:00.000 --> 00:05:05.000]  他在那裡曠學之中做苦工
[00:05:05.000 --> 00:05:07.000]  一個老人家
[00:05:07.000 --> 00:05:11.000]  為了福音為了見證主
[00:05:11.000 --> 00:05:14.000]  在曠學裡面做苦工
[00:05:14.000 --> 00:05:18.000]  何等的痛苦難堪
[00:05:18.000 --> 00:05:20.000]  他身上壓力很重
[00:05:20.000 --> 00:05:22.000]  心裡的痛苦很深
[00:05:22.000 --> 00:05:25.000]  在他力不能勝的時候
[00:05:25.000 --> 00:05:28.000]  難以擔當的時候
[00:05:28.000 --> 00:05:30.000]  就在這個時候
[00:05:30.000 --> 00:05:34.000]  聽見了天上來的聲音
[00:05:34.000 --> 00:05:37.000]  他被生靈感動
[00:05:37.000 --> 00:05:40.000]  他順著這個聲音轉身
[00:05:40.000 --> 00:05:42.000]  一轉過身來
[00:05:42.000 --> 00:05:46.000]  看見另外的完全不同的景象
[00:05:46.000 --> 00:05:49.000]  榮耀的基督在他的眼前
[00:05:49.000 --> 00:05:52.000]  展現開來
[00:05:52.000 --> 00:05:56.000]  他看見了這個榮耀的基督的意象以後
[00:05:56.000 --> 00:05:58.000]  他對於患難
[00:05:58.000 --> 00:06:04.000]  逼迫的感覺完全改觀
[00:06:04.000 --> 00:06:07.000]  現在他深深地覺得
[00:06:07.000 --> 00:06:09.000]  活潑地覺得
[00:06:09.000 --> 00:06:12.000]  為主所付的一切的代價
[00:06:12.000 --> 00:06:14.000]  所受的一切的痛苦
[00:06:14.000 --> 00:06:16.000]  所受的一切的難為
[00:06:16.000 --> 00:06:18.000]  都是寶貴的
[00:06:18.000 --> 00:06:19.000]  都是值得的
[00:06:19.000 --> 00:06:24.000]  因為都是為了這位榮耀的主
[00:06:24.000 --> 00:06:25.000]  為了榮耀的主
[00:06:25.000 --> 00:06:29.000]  有什麼代價是太大的呢
[00:06:29.000 --> 00:06:33.000]  沒有任何的代價是太大
[00:06:33.000 --> 00:06:35.000]  但是有個條件
[00:06:35.000 --> 00:06:38.000]  你要在你的心中的眼睛裡面
[00:06:38.000 --> 00:06:43.000]  真實看見了榮耀的主的意象
[00:06:43.000 --> 00:06:46.000]  當主的榮光充滿你的心的時候
[00:06:46.000 --> 00:06:51.000]  世界變得黯淡無光
[00:06:51.000 --> 00:06:55.000]  你自己就算不得什麼
[00:06:55.000 --> 00:07:00.000]  這個世界變得何等的渺小渺遠
[00:07:00.000 --> 00:07:04.000]  耶穌基督的榮光充滿我們的心
[00:07:04.000 --> 00:07:07.000]  充滿我們的眼目
[00:07:07.000 --> 00:07:09.000]  是一個大的改變
[00:07:09.000 --> 00:07:14.000]  在使徒約翰的苦難中實現
[00:07:14.000 --> 00:07:16.000]  感謝主
[00:07:16.000 --> 00:07:19.000]  在舊約裡面也有一個人
[00:07:19.000 --> 00:07:21.000]  看見了耶和華榮耀的意象
[00:07:21.000 --> 00:07:23.000]  而有一個大的轉變
[00:07:23.000 --> 00:07:25.000]  就是依稀傑
[00:07:25.000 --> 00:07:27.000]  依稀傑見到了
[00:07:27.000 --> 00:07:30.000]  耶和華榮耀的意象浮浮在地
[00:07:30.000 --> 00:07:32.000]  然後聖靈進到他的裡面
[00:07:32.000 --> 00:07:33.000]  使他站起來
[00:07:33.000 --> 00:07:35.000]  第三章就告訴我們
[00:07:35.000 --> 00:07:37.000]  他裡面有一個新的負擔
[00:07:37.000 --> 00:07:40.000]  一個新的負擔
[00:07:40.000 --> 00:07:44.000]  他悠悠悶悶地坐了七天
[00:07:44.000 --> 00:07:46.000]  他心裡奮激
[00:07:46.000 --> 00:07:48.000]  他心裡在激動
[00:07:48.000 --> 00:07:50.000]  那個負擔是什麼
[00:07:50.000 --> 00:07:54.000]  就是要在神的百姓中間
[00:07:54.000 --> 00:07:59.000]  去實現耶和華的榮耀
[00:07:59.000 --> 00:08:00.000]  這個新的負擔
[00:08:00.000 --> 00:08:03.000]  是他努力的工作
[00:08:03.000 --> 00:08:07.000]  但是他一開始有這個新的負擔
[00:08:07.000 --> 00:08:09.000]  一開始有這個新的追求的時候
[00:08:09.000 --> 00:08:12.000]  就在耶和華的榮光之中
[00:08:12.000 --> 00:08:14.000]  有一個發現
[00:08:14.000 --> 00:08:16.000]  發現在聖殿裡面
[00:08:16.000 --> 00:08:19.000]  在祭壇當中
[00:08:19.000 --> 00:08:26.000]  有25個伊斯利亞人的領袖拜偶像
[00:08:26.000 --> 00:08:28.000]  我再說
[00:08:28.000 --> 00:08:30.000]  就在聖殿裡面
[00:08:30.000 --> 00:08:32.000]  在祭壇的地方
[00:08:32.000 --> 00:08:33.000]  不是在別的地方
[00:08:33.000 --> 00:08:36.000]  聖殿裡面的祭壇的地方
[00:08:36.000 --> 00:08:40.000]  有25個伊斯利亞人的領袖
[00:08:40.000 --> 00:08:43.000]  在那拜偶像
[00:08:43.000 --> 00:08:47.000]  這是他在耶和華的榮耀光中的發現
[00:08:47.000 --> 00:08:49.000]  發現了偶像
[00:08:49.000 --> 00:08:53.000]  發現了偶像的可真可惡
[00:08:53.000 --> 00:08:56.000]  如果沒有耶和華榮耀的異象
[00:08:56.000 --> 00:09:02.000]  我們漸漸會覺得偶像可愛可親
[00:09:02.000 --> 00:09:08.000]  甚至於罪惡都可愛可親
[00:09:08.000 --> 00:09:10.000]  在這個時代裡面
[00:09:10.000 --> 00:09:13.000]  撒旦所造成的潮流
[00:09:13.000 --> 00:09:17.000]  讓許許多多神父證悟的是
[00:09:17.000 --> 00:09:19.000]  有一個最可愛的面目
