
[00:00:00.000 --> 00:00:03.640]  今天我們說恐懼
[00:00:03.640 --> 00:00:06.160]  因為今天我們所看的聖經
[00:00:06.160 --> 00:00:08.320]  有一個很重要的主題
[00:00:08.320 --> 00:00:10.400]  就是恐嚇、恐懼
[00:00:10.400 --> 00:00:15.120]  因為尼西米的敵人要令尼西米恐懼
[00:00:15.120 --> 00:00:17.080]  以致打倒他
[00:00:17.080 --> 00:00:19.520]  破壞他所完成的工作
[00:00:19.520 --> 00:00:24.080]  我們一起看看這個使命人生的典範
[00:00:24.080 --> 00:00:26.920]  我們用尼西米作為我們的學習
[00:00:26.920 --> 00:00:28.160]  然後我們看聖經裡面
[00:00:28.160 --> 00:00:30.160]  看看一個使命人生的人
[00:00:30.160 --> 00:00:32.600]  今天面對四面受敵的困難
[00:00:32.600 --> 00:00:35.680]  他怎樣可以有勇氣
[00:00:35.680 --> 00:00:36.880]  有什麼方法
[00:00:36.880 --> 00:00:38.680]  有什麼王牌
[00:00:38.680 --> 00:00:41.280]  可以安然的渡過
[00:00:41.280 --> 00:00:42.920]  並且成就他的工作
[00:00:42.920 --> 00:00:46.120]  我們回到剛才所讀的聖經
[00:00:46.120 --> 00:00:47.200]  唐用聖經
[00:00:47.200 --> 00:00:49.560]  如果你是唐用聖經的第七百頁
[00:00:49.560 --> 00:00:50.640]  七零零
[00:00:50.640 --> 00:00:53.400]  七百頁尼西米記的第六章
[00:00:53.400 --> 00:00:55.920]  尼西米記的第六章
[00:00:55.920 --> 00:00:57.520]  相信大家都記得
[00:00:57.520 --> 00:01:01.000]  尼西米在波斯皇帝容許他
[00:01:01.000 --> 00:01:05.080]  回到他的祖家耶路撒冷的地方
[00:01:05.080 --> 00:01:08.960]  去做猶太地的省長
[00:01:08.960 --> 00:01:11.960]  然後去重建城牆
[00:01:11.960 --> 00:01:14.160]  保護他自己的民眾
[00:01:14.160 --> 00:01:17.040]  就是這樣的整個歷程當中
[00:01:17.040 --> 00:01:19.800]  遇見很多的反對和困難
[00:01:19.800 --> 00:01:21.960]  當然就是外敵
[00:01:22.080 --> 00:01:25.760]  其他的在虎視眈眈的
[00:01:25.760 --> 00:01:29.160]  這些外國的外族的敵人
[00:01:29.160 --> 00:01:31.800]  當然是不會讓他去重建
[00:01:31.800 --> 00:01:33.840]  耶路撒冷的城牆
[00:01:33.840 --> 00:01:35.000]  因為他重建之後
[00:01:35.000 --> 00:01:37.080]  就表示可以保護自己的民族
[00:01:37.080 --> 00:01:39.960]  那些外國的敵人就不可以自出自入
[00:01:39.960 --> 00:01:42.720]  並且在當中得到益處
[00:01:42.720 --> 00:01:44.600]  所以一定有他反對
[00:01:44.600 --> 00:01:45.800]  比較著名的
[00:01:45.800 --> 00:01:48.240]  我相信如果你有在北宣家
[00:01:48.240 --> 00:01:50.600]  在這個系列一直研究的話
[00:01:50.600 --> 00:01:54.160]  你都知道其中有幾個比較代表性的領袖
[00:01:54.160 --> 00:01:58.360]  一個是和倫族的總長叫做森巴拉
[00:01:58.360 --> 00:02:01.760]  另外一個就是阿滿族的
[00:02:01.760 --> 00:02:06.880]  阿滿民族的總長首領叫做多比亞
[00:02:06.880 --> 00:02:10.640]  還有阿拉伯人的王叫做基善
[00:02:10.640 --> 00:02:15.080]  這幾個都經常出現的主要的領袖
[00:02:15.080 --> 00:02:16.760]  而這些領袖在第六章
[00:02:16.760 --> 00:02:18.480]  今天我們所讀的聖經裡面
[00:02:18.480 --> 00:02:19.960]  就分別都出現
[00:02:19.960 --> 00:02:21.440]  可能他們是合謀的
[00:02:21.440 --> 00:02:22.080]  不同的方式
[00:02:22.080 --> 00:02:23.200]  有些是從外面攻進來
[00:02:23.200 --> 00:02:26.680]  有些是從裡面買通利希米
[00:02:26.680 --> 00:02:29.720]  他周圍的人來反對他
[00:02:29.720 --> 00:02:31.040]  散播謠言
[00:02:31.040 --> 00:02:34.160]  有些是在他最身邊的
[00:02:34.160 --> 00:02:36.080]  甚至是神職的人員
[00:02:36.080 --> 00:02:39.200]  都是設計陷阱給地雷他踩
[00:02:39.200 --> 00:02:40.640]  真是很險的
[00:02:40.640 --> 00:02:43.520]  一個四面受敵的攻擊
[00:02:43.520 --> 00:02:46.080]  而這個四面受敵的攻擊
[00:02:46.080 --> 00:02:48.600]  正是來自這件事工
[00:02:48.600 --> 00:02:51.840]  這個工程就要成功的地方
[00:02:51.840 --> 00:02:54.120]  第六章開始第一節就說到
[00:02:54.120 --> 00:02:57.240]  他已經差不多建好城牆了
[00:02:57.240 --> 00:02:59.600]  還有一個破爛的廢墟
[00:02:59.600 --> 00:03:01.240]  現在建好的城牆
[00:03:01.240 --> 00:03:03.680]  只是還差點門還沒上山
[00:03:03.680 --> 00:03:05.640]  就是還沒弄鎖還沒弄好
[00:03:05.640 --> 00:03:08.160]  差不多一件的事情
[00:03:08.160 --> 00:03:11.560]  一個使命就要完成的時候
[00:03:11.560 --> 00:03:14.720]  反而受到最大的攻擊
[00:03:14.720 --> 00:03:15.760]  你說這樣都會嗎?
[00:03:15.760 --> 00:03:17.200]  當然會了
[00:03:17.200 --> 00:03:18.360]  我每晚看下去
[00:03:18.360 --> 00:03:20.320]  大家跟我差不多白頭髮
[00:03:20.320 --> 00:03:21.080]  你都知道
[00:03:21.080 --> 00:03:21.960]  做了這麼久的人
[00:03:21.960 --> 00:03:23.280]  你都知道
[00:03:23.280 --> 00:03:25.200]  在你人生的閱歷裡面
[00:03:25.200 --> 00:03:26.280]  你的工作裡面
[00:03:26.280 --> 00:03:28.440]  有時候在你的環境裡面
[00:03:28.440 --> 00:03:30.640]  有很多人是跟你作對的
[00:03:30.640 --> 00:03:32.560]  你說為什麼要跟我作對?
[00:03:32.560 --> 00:03:34.240]  為什麼要這樣攻擊我?
[00:03:34.240 --> 00:03:35.720]  我都沒有得罪他
[00:03:35.720 --> 00:03:38.560]  我又沒有做錯什麼
[00:03:38.560 --> 00:03:40.400]  當然不是因為你做錯
[00:03:40.400 --> 00:03:42.440]  而他們這樣做了
[00:03:42.440 --> 00:03:44.040]  我曾經跟大家說過
[00:03:44.040 --> 00:03:45.680]  你事事正正站在這裡
[00:03:45.680 --> 00:03:46.760]  努力做你的工作
[00:03:46.760 --> 00:03:48.600]  就已經有人生你的氣了
[00:03:48.600 --> 00:03:50.360]  耶穌就是這樣
[00:03:50.360 --> 00:03:53.040]  所以你不用覺得很煩躁
[00:03:53.040 --> 00:03:54.240]  耶穌也是這樣
[00:03:54.240 --> 00:03:55.320]  耶穌做錯什麼?
[00:03:55.320 --> 00:03:56.640]  你看人家不斷攻擊他
[00:03:56.640 --> 00:03:57.280]  為什麼?
[00:03:57.280 --> 00:03:59.360]  因為這是一個很簡單的邏輯
[00:03:59.360 --> 00:04:02.880]  當一個人要用一個真誠的心
[00:04:02.880 --> 00:04:05.040]  努力去開始一件事情的時候
[00:04:05.040 --> 00:04:06.360]  好好地做的時候
[00:04:06.360 --> 00:04:08.680]  自然會得罪了身邊的人
[00:04:08.680 --> 00:04:10.200]  因為你這樣做的時候
[00:04:10.200 --> 00:04:13.280]  就暴露了他們的黑暗
[00:04:13.280 --> 00:04:16.000]  使你勤力做事的時候
[00:04:16.000 --> 00:04:18.000]  就顯出了他們的懶惰
[00:04:18.000 --> 00:04:19.840]  你正直地做人的時候
[00:04:19.840 --> 00:04:22.280]  就顯出他們走偏門
[00:04:22.280 --> 00:04:23.840]  他當然不喜歡你
[00:04:23.840 --> 00:04:25.360]  他當然要打你
[00:04:25.360 --> 00:04:27.240]  不過你開始這樣做的時候
[00:04:27.240 --> 00:04:28.920]  他們先欺負你
[00:04:28.920 --> 00:04:31.080]  看死你,你做不到的
[00:04:31.080 --> 00:04:33.240]  看清楚一點
[00:04:33.240 --> 00:04:34.800]  這麼有把握
[00:04:34.800 --> 00:04:36.080]  做不到的
[00:04:36.080 --> 00:04:37.520]  所以他一開始沒什麼
[00:04:37.520 --> 00:04:38.440]  笑你一下
[00:04:38.440 --> 00:04:40.000]  或者有些這樣的
[00:04:40.000 --> 00:04:41.720]  看著你怎麼做
[00:04:41.720 --> 00:04:42.880]  當你慢慢慢慢
