
[00:00:00.000 --> 00:00:02.880]  復常的路也是漫長的
[00:00:02.880 --> 00:00:04.480]  經過了三年
[00:00:04.480 --> 00:00:07.560]  能夠再次不需要戴口罩
[00:00:07.560 --> 00:00:10.320]  也是一個很艱難的過程
[00:00:10.320 --> 00:00:15.680]  在地震當中的復常的路也是艱難的
[00:00:15.680 --> 00:00:19.880]  在新聞當中也有讀到一篇訊息
[00:00:19.880 --> 00:00:22.160]  這篇的故事
[00:00:22.160 --> 00:00:24.640]  這個新聞故事
[00:00:24.640 --> 00:00:27.680]  先看看
[00:00:27.680 --> 00:00:31.640]  請你讓我控制PowerPoint
[00:00:31.640 --> 00:00:34.520]  新聞故事說出
[00:00:34.520 --> 00:00:38.840]  有一個土耳其出生的人
[00:00:38.840 --> 00:00:42.200]  他是在1992年出生的
[00:00:42.200 --> 00:00:44.440]  出生之後不久
[00:00:44.440 --> 00:00:50.480]  他在小學階段去了廈門進修
[00:00:50.480 --> 00:00:52.880]  讀廈門的大學
[00:00:52.880 --> 00:00:55.240]  然後一直成長
[00:00:55.240 --> 00:00:58.000]  所以他的生命是很特別的
[00:00:58.000 --> 00:01:02.760]  大約在十多年前
[00:01:02.760 --> 00:01:09.000]  他遇到在廈門市有很嚴重的交通意外
[00:01:09.000 --> 00:01:14.080]  他親自看到這個意外的時候
[00:01:14.080 --> 00:01:20.600]  第一時間就去到意外的場景中救援
[00:01:20.600 --> 00:01:24.680]  因為他本身是土耳其裔的人
[00:01:24.680 --> 00:01:30.160]  加上他能夠說一篇很流利的普通話
[00:01:30.160 --> 00:01:35.800]  所以就被湖北衛視一個節目叫做非正式的會談
[00:01:35.800 --> 00:01:40.960]  邀請他過來做一個特約的嘉賓
[00:01:40.960 --> 00:01:47.160]  他就開始成為內地的網紅
[00:01:47.160 --> 00:01:50.560]  在今年二月初
[00:01:50.560 --> 00:01:54.840]  他乘坐專機回到故鄉
[00:01:54.840 --> 00:02:01.200]  探望他懷孕的第二胎太太和三歲的女兒
[00:02:01.200 --> 00:02:04.640]  他們是旅行團
[00:02:04.640 --> 00:02:06.360]  所以住在酒店當中
[00:02:06.360 --> 00:02:12.000]  剛好酒店在二月六日倒塌
[00:02:12.000 --> 00:02:19.160]  經過了八十多個小時後就找到唐小強的遺體
[00:02:19.160 --> 00:02:24.880]  在他自己曾經接受過一篇訪問的時候
[00:02:24.880 --> 00:02:26.240]  他這樣說的
[00:02:26.240 --> 00:02:28.720]  如果我的生命來到最後一天
[00:02:28.720 --> 00:02:32.720]  他會馬上買第一張機票回到土耳其
[00:02:32.720 --> 00:02:36.480]  向他的太太和女兒說聲對不起
[00:02:36.480 --> 00:02:42.560]  因為十多年來都沒有陪伴我太太和女兒
[00:02:42.560 --> 00:02:47.400]  其實逢常的路都是漫長
[00:02:47.400 --> 00:02:49.760]  生病都要遇上很多的考驗和挑戰
[00:02:49.760 --> 00:02:55.040]  這個故事只不過是眾千萬的土耳其人
[00:02:55.040 --> 00:02:57.160]  或者敘利亞人其中一個故事
[00:02:57.160 --> 00:03:01.520]  我相信唐小強的太太和他三歲的女兒
[00:03:01.520 --> 00:03:05.360]  加上懷孕的第二胎的嬰兒
[00:03:05.360 --> 00:03:08.960]  要走艱辛的路是不容易的
[00:03:08.960 --> 00:03:12.880]  我們在禱告當中都紀念這些受災的人士
[00:03:12.880 --> 00:03:20.520]  對於第二次回歸以色列的耶路撒冷的子民來說
[00:03:20.520 --> 00:03:22.520]  他們也面對很多艱辛
[00:03:22.520 --> 00:03:28.280]  其實這些艱辛我們每一個人都有類同的感受
[00:03:28.280 --> 00:03:33.000]  無論在個人的身體或者家庭工作
[00:03:33.000 --> 00:03:35.400]  其實都面對很多考驗和挑戰
[00:03:35.400 --> 00:03:39.880]  今天以色列好像帶領著第二批回歸
[00:03:39.880 --> 00:03:42.800]  耶路撒冷的以色列子民做了一個示範
[00:03:42.800 --> 00:03:45.600]  就是在這麼艱難的日子當中
[00:03:45.600 --> 00:03:47.920]  如何能夠得到幫助
[00:03:47.920 --> 00:03:52.480]  我們又說到以色列分開兩個大部分
[00:03:52.480 --> 00:03:54.720]  第一大部分一字獄章就說到
[00:03:54.720 --> 00:03:57.040]  如何回歸第一批的子民
[00:03:57.040 --> 00:04:00.320]  回歸耶路撒冷重建聖殿祭壇
[00:04:00.320 --> 00:04:04.840]  也能夠去員工繼續獻祭
[00:04:04.840 --> 00:04:08.200]  第二次回歸就在上一次
[00:04:08.200 --> 00:04:10.360]  上個星期我說到第七章
[00:04:10.360 --> 00:04:13.000]  第二次回歸主前的458年
[00:04:13.000 --> 00:04:14.680]  在這次回歸當中
[00:04:14.680 --> 00:04:20.400]  他就用神的話語去建立一批以色列的子民
[00:04:20.400 --> 00:04:21.800]  神的話語
[00:04:21.800 --> 00:04:26.280]  上個星期我說到有四個鄉道
[00:04:26.280 --> 00:04:28.000]  預備自己的心
[00:04:28.000 --> 00:04:30.320]  朝迎向上主
[00:04:30.320 --> 00:04:32.680]  打開神的話語
[00:04:32.680 --> 00:04:34.720]  然後實踐真理
[00:04:34.720 --> 00:04:37.360]  最後教導以色列子民
[00:04:37.360 --> 00:04:41.960]  好叫整個被回歸的以色列子民
[00:04:41.960 --> 00:04:46.560]  從歷史當中學取一個教訓
[00:04:46.560 --> 00:04:47.440]  什麼教訓呢
[00:04:47.440 --> 00:04:51.840]  就是我們要堅守上帝和我們所立的約
[00:04:51.840 --> 00:04:52.800]  藉著神的話語
[00:04:52.800 --> 00:04:54.200]  謹守神的話語
[00:04:54.200 --> 00:04:56.960]  與神和人建立一個美好的關係
[00:04:56.960 --> 00:04:59.360]  在當中能夠藉著神的話語
[00:04:59.360 --> 00:05:03.240]  導引著回歸耶路撒冷的以色列子民
[00:05:03.240 --> 00:05:07.320]  再次成為一個屬神的子民群體
[00:05:07.320 --> 00:05:09.400]  在很多異邦當中
[00:05:09.400 --> 00:05:14.200]  呈現出神自己是一個怎樣的神
[00:05:14.200 --> 00:05:15.960]  今天進入第八章
[00:05:15.960 --> 00:05:17.160]  第八章經文
[00:05:17.160 --> 00:05:18.280]  一開始的時候
[00:05:18.280 --> 00:05:20.680]  他會列舉了加普
[00:05:20.680 --> 00:05:22.000]  如果有聖經的話
[00:05:22.000 --> 00:05:23.560]  打開唐用聖經
[00:05:23.560 --> 00:05:25.080]  以色列第八章
[00:05:25.080 --> 00:05:30.080]  會看到加普也有一些重點值得留意
[00:05:30.080 --> 00:05:32.720]  在第二次回歸的加普當中
[00:05:32.720 --> 00:05:36.880]  不計算女性和小朋友
[00:05:36.880 --> 00:05:40.120]  大約回歸的是1500個男性
[00:05:40.120 --> 00:05:41.160]  1500人
[00:05:41.160 --> 00:05:43.560]  所以規模相當小
[00:05:43.560 --> 00:05:46.640]  相對第一次回歸是四萬多五萬人
[00:05:46.640 --> 00:05:49.480]  這次只有1500個男性回歸
[00:05:49.480 --> 00:05:53.320]  這次回歸由第一節到第十四節
[00:05:53.320 --> 00:05:56.640]  會看到一些名字在第二章出現過
[00:05:56.640 --> 00:05:57.920]  也就是說
[00:05:57.920 --> 00:05:59.320]  第一次回歸當中
[00:05:59.320 --> 00:06:04.000]  由巴比倫或波斯帝國到耶路撒冷重建
[00:06:04.000 --> 00:06:06.800]  有些人包括以色列在內
[00:06:06.800 --> 00:06:10.600]  回到故鄉波斯帝國
[00:06:10.600 --> 00:06:14.680]  再次工作或定居
[00:06:14.680 --> 00:06:17.920]  然後才展開第二次的旅程
[00:06:17.920 --> 00:06:22.440]  再次去耶路撒冷
[00:06:22.440 --> 00:06:27.280]  這次會看到他們的名單
[00:06:27.280 --> 00:06:29.440]  是由上而下的名單
[00:06:29.440 --> 00:06:30.320]  即是說
[00:06:30.320 --> 00:06:34.120]  用職份作為一個表列
[00:06:34.120 --> 00:06:36.920]  包括大祭司亞倫的後裔
[00:06:36.920 --> 00:06:39.080]  然後是大衛加的後裔
[00:06:39.080 --> 00:06:41.960]  然後才到平民百姓
[00:06:41.960 --> 00:06:43.560]  第十五至二十節會看到
[00:06:43.560 --> 00:06:44.880]  有利未人記載
[00:06:44.880 --> 00:06:46.960]  也是他們回歸耶路撒冷
[00:06:46.960 --> 00:06:49.640]  一個很重要的工作
[00:06:49.640 --> 00:06:52.760]  如何繼續獻祭
[00:06:52.760 --> 00:06:55.160]  故事說到
[00:06:55.160 --> 00:06:56.400]  作者告訴我們
[00:06:56.400 --> 00:06:59.920]  從二十四到三十六節
[00:06:59.920 --> 00:07:00.720]  會看到
[00:07:00.720 --> 00:07:05.480]  整個第二次回歸是順利的
[00:07:05.480 --> 00:07:07.280]  到達了耶路撒冷
[00:07:07.280 --> 00:07:09.120]  安全抵達
[00:07:09.120 --> 00:07:12.320]  不過我曾經在第二章說過
[00:07:12.320 --> 00:07:13.400]  第二章說過
[00:07:13.400 --> 00:07:16.320]  其實無論是第一次還是第二次
[00:07:16.320 --> 00:07:19.320]  由巴比倫帝國到耶路撒冷
[00:07:19.320 --> 00:07:23.240]  這個過程是相當艱難的
[00:07:23.240 --> 00:07:26.840]  除了要經過一千四百公里的路程
[00:07:26.840 --> 00:07:28.160]  四個月的時間
[00:07:28.160 --> 00:07:32.200]  並且在經文八章二十二節
[00:07:32.200 --> 00:07:34.000]  和三十一節
[00:07:34.000 --> 00:07:35.400]  會看到有仇敵
[00:07:35.400 --> 00:07:38.000]  和路上埋伏的人
[00:07:38.000 --> 00:07:38.960]  即是說
[00:07:38.960 --> 00:07:41.920]  由巴比倫帝國到耶路撒冷
[00:07:41.920 --> 00:07:43.400]  整個過程當中
[00:07:43.400 --> 00:07:45.000]  中間有很多土匪
[00:07:45.000 --> 00:07:48.120]  或者是被人搶掠的
[00:07:48.120 --> 00:07:50.120]  他們面對生命的危險
[00:07:50.120 --> 00:07:53.120]  更加在經文當中
[00:07:53.120 --> 00:07:55.560]  這次在第二章沒有記載
[00:07:55.560 --> 00:07:57.080]  在這裡特別有記載
[00:07:57.080 --> 00:07:58.960]  是強調什麼呢
[00:07:58.960 --> 00:08:01.280]  就是有這批男性
[00:08:01.280 --> 00:08:05.400]  帶著他們的妻子和孩子
[00:08:05.400 --> 00:08:08.800]  並且他們的財產回去
[00:08:08.800 --> 00:08:10.960]  可以想像
[00:08:10.960 --> 00:08:15.800]  一批男性要帶著女性和小朋友上路
[00:08:15.800 --> 00:08:21.000]  不僅是小朋友有危險
[00:08:21.000 --> 00:08:22.480]  妻子有危險
[00:08:22.480 --> 00:08:26.360]  而且整個旅程的步伐會拖慢很多
