
[00:00:00.000 --> 00:00:02.000]  我們今天一起思想的是
[00:00:02.000 --> 00:00:04.000]  《羅馬書》第五章的經文
[00:00:04.000 --> 00:00:06.000]  我們接下來在這個季度
[00:00:06.000 --> 00:00:10.000]  會思想羅馬書和迦勒泰書的訊息
[00:00:10.000 --> 00:00:12.000]  特別是聖靈方面的訊息
[00:00:12.000 --> 00:00:14.000]  而這次我們思想的就是
[00:00:14.000 --> 00:00:17.000]  神的愛如何囂貫在我們的心裏
[00:00:17.000 --> 00:00:20.000]  當我們讀到聖經第五章開始的時候
[00:00:20.000 --> 00:00:22.000]  你會發覺聖經一開始就提到
[00:00:22.000 --> 00:00:24.000]  我們因為信靠神
[00:00:24.000 --> 00:00:27.000]  神稱我們為義
[00:00:27.000 --> 00:00:30.000]  不是我們自己賺取回來
[00:00:30.000 --> 00:00:33.000]  是神因為耶穌基督的救贖
[00:00:33.000 --> 00:00:35.000]  拯救我們
[00:00:35.000 --> 00:00:39.000]  就將義袍蓋在我們的身上
[00:00:39.000 --> 00:00:42.000]  也就意味著我們能夠得勝罪惡
[00:00:42.000 --> 00:00:46.000]  進入神給我們的潔淨的生命裏
[00:00:46.000 --> 00:00:48.000]  當聖經講到清義的時候
[00:00:48.000 --> 00:00:50.000]  你會發覺聖經立時提到
[00:00:50.000 --> 00:00:55.000]  有三方面神給我們的福氣和恩惠
[00:00:55.000 --> 00:00:58.000]  首先聖經所講因為恩信稱義
[00:00:58.000 --> 00:01:00.000]  就藉著我們的主耶穌基督
[00:01:00.000 --> 00:01:03.000]  我們得與神相和
[00:01:03.000 --> 00:01:05.000]  第二我們藉著祂
[00:01:05.000 --> 00:01:07.000]  又藉著祂站在
[00:01:07.000 --> 00:01:11.000]  恩信站在這恩典當中
[00:01:11.000 --> 00:01:16.000]  第三是歡歡喜喜盼望神的榮耀
[00:01:16.000 --> 00:01:18.000]  當我們領受了救恩之後
[00:01:18.000 --> 00:01:21.000]  聖經清楚講一件事實
[00:01:21.000 --> 00:01:24.000]  就是我們從此和這位創造天地的上帝
[00:01:24.000 --> 00:01:26.000]  是相和的
[00:01:26.000 --> 00:01:30.000]  一種和好的關係建立起來
[00:01:30.000 --> 00:01:32.000]  《下帝聖經》提及到
[00:01:32.000 --> 00:01:34.000]  這種關係叫我們能夠
[00:01:34.000 --> 00:01:37.000]  不再在神的憤怒之下
[00:01:37.000 --> 00:01:39.000]  在《下帝聖經》第九節提及
[00:01:39.000 --> 00:01:43.000]  藉著主耶穌免去神對我們的憤怒
[00:01:43.000 --> 00:01:46.000]  人未曾認識神之前
[00:01:46.000 --> 00:01:48.000]  是與神為敵的
[00:01:48.000 --> 00:01:51.000]  人的心違背上帝的意思
[00:01:51.000 --> 00:01:54.000]  上上面對著神的震怒
[00:01:54.000 --> 00:01:56.000]  在神公義的審判之下
[00:01:56.000 --> 00:01:59.000]  心裏面不會有平安
[00:01:59.000 --> 00:02:00.000]  因此聖經上上提及到
[00:02:00.000 --> 00:02:02.000]  惡人必不得平安
[00:02:02.000 --> 00:02:06.000]  因為面對神公義的審判
[00:02:06.000 --> 00:02:08.000]  我好深刻記得一位年長的姐妹
[00:02:08.000 --> 00:02:10.000]  講述到她自己
[00:02:10.000 --> 00:02:12.000]  她以前未信主之前
[00:02:12.000 --> 00:02:15.000]  她很多時候都會拜很多不同的神明
[00:02:15.000 --> 00:02:17.000]  好像很多人所說
[00:02:17.000 --> 00:02:18.000]  入廟就拜神
[00:02:18.000 --> 00:02:20.000]  她認為這樣做就可以得到安寧
[00:02:20.000 --> 00:02:23.000]  因為無論拜到哪一個
[00:02:23.000 --> 00:02:24.000]  總有一個是對的
[00:02:24.000 --> 00:02:27.000]  所以就可以得到安寧
[00:02:27.000 --> 00:02:28.000]  但是她一路拜的時候
[00:02:28.000 --> 00:02:32.000]  她就覺得其實都好慌張
[00:02:32.000 --> 00:02:35.000]  因為不知道何時自己得罪了那個
[00:02:35.000 --> 00:02:36.000]  得那個的歡心
[00:02:36.000 --> 00:02:38.000]  又失得失那個
[00:02:38.000 --> 00:02:40.000]  她裏面上上就講
[00:02:40.000 --> 00:02:44.000]  為何還是這麼不安樂
[00:02:44.000 --> 00:02:45.000]  直至有一天
[00:02:45.000 --> 00:02:47.000]  當她信靠耶穌
[00:02:47.000 --> 00:02:49.000]  她認識主耶穌
[00:02:49.000 --> 00:02:50.000]  在那個時候
[00:02:50.000 --> 00:02:51.000]  我記得她說
[00:02:51.000 --> 00:02:53.000]  原來這位上帝
[00:02:53.000 --> 00:02:56.000]  不只是要求我做些甚麼
[00:02:56.000 --> 00:03:00.000]  祂更加是一個愛我的神
[00:03:00.000 --> 00:03:02.000]  然後她說了一句話
[00:03:02.000 --> 00:03:05.000]  我現在覺得好安樂
[00:03:05.000 --> 00:03:07.000]  我知道祂愛我
[00:03:07.000 --> 00:03:09.000]  就算我做錯一些事情
[00:03:09.000 --> 00:03:11.000]  祂是願意赦免
[00:03:11.000 --> 00:03:13.000]  祂是我的神
[00:03:13.000 --> 00:03:15.000]  據聖經所講到
[00:03:15.000 --> 00:03:17.000]  與神和好
[00:03:17.000 --> 00:03:18.000]  不是一個理論
[00:03:18.000 --> 00:03:20.000]  而是一種生命真實的關係
[00:03:20.000 --> 00:03:22.000]  因為信靠主耶穌
[00:03:22.000 --> 00:03:24.000]  我們與神和好
[00:03:24.000 --> 00:03:28.000]  這是你和我要常常感恩的事情
[00:03:28.000 --> 00:03:29.000]  而聖經就說
[00:03:29.000 --> 00:03:30.000]  因為與神和好
[00:03:30.000 --> 00:03:33.000]  進一步因為信靠耶穌
[00:03:33.000 --> 00:03:37.000]  現在能夠站在這恩典當中
[00:03:37.000 --> 00:03:39.000]  站在恩典裏面
[00:03:39.000 --> 00:03:41.000]  聖經所提及的
[00:03:41.000 --> 00:03:45.000]  我們因信德進入這種狀況
[00:03:45.000 --> 00:03:50.000]  進入到這種在恩典當中的狀況
[00:03:50.000 --> 00:03:53.000]  好像你去到一個公園
[00:03:53.000 --> 00:03:55.000]  透過入口去到裏面
[00:03:55.000 --> 00:03:58.000]  整個環境包圍著你
[00:03:58.000 --> 00:04:01.000]  當聖經用進入這個字眼的時候
[00:04:01.000 --> 00:04:04.000]  通常是表達一種情況
[00:04:04.000 --> 00:04:07.000]  就是一個人被引介
[00:04:07.000 --> 00:04:10.000]  去到一個君王的面前
[00:04:10.000 --> 00:04:14.000]  平時不會有機會能夠見到君王
[00:04:14.000 --> 00:04:19.000]  但是現在被引介進入到君王的面前
[00:04:19.000 --> 00:04:24.000]  因此你被帶領進入到恩典的地步裏面
[00:04:24.000 --> 00:04:27.000]  所以無論你感覺自己住在哪個地方
[00:04:27.000 --> 00:04:31.000]  或者你生活去到哪個階段
[00:04:31.000 --> 00:04:33.000]  那些不是最重要
[00:04:33.000 --> 00:04:38.000]  而重要的就是你今天站在恩典的階段裏面
[00:04:38.000 --> 00:04:40.000]  恩典的地步裏面
[00:04:40.000 --> 00:04:43.000]  恩典四面環繞著你
[00:04:43.000 --> 00:04:46.000]  詩人常常說一件事情
[00:04:46.000 --> 00:04:47.000]  聖經就說
[00:04:47.000 --> 00:04:50.000]  面對著很多不同的攻擊的時候
[00:04:50.000 --> 00:04:54.000]  神用恩典好像四面的盾牌
[00:04:54.000 --> 00:04:55.000]  當說盾牌
[00:04:55.000 --> 00:04:58.000]  很多人就會明白那種保護的含義
[00:04:58.000 --> 00:05:02.000]  好像四面的盾牌環繞著我們
[00:05:02.000 --> 00:05:05.000]  基督徒人生是恩典的人生
[00:05:05.000 --> 00:05:08.000]  所以你記得我們敬愛的藤近輝牧師
[00:05:08.000 --> 00:05:10.000]  當他寫了一本自傳的時候
[00:05:10.000 --> 00:05:13.000]  自傳的書名叫甚麼名字?
[00:05:13.000 --> 00:05:16.000]  《都市恩典》
[00:05:16.000 --> 00:05:20.000]  回頭回首看回自己人生的經歷
[00:05:20.000 --> 00:05:26.000]  《都市恩典》就是很多基督徒所經歷、所體會的
[00:05:26.000 --> 00:05:29.000]  不單止你站在恩典的地步之上
[00:05:29.000 --> 00:05:30.000]  聖經就說
[00:05:30.000 --> 00:05:33.000]  「歡喜盼望神的榮耀」
[00:05:33.000 --> 00:05:36.000]  上帝在榮耀當中
[00:05:36.000 --> 00:05:41.000]  但祂帶領我們進入祂的榮耀裏面
[00:05:41.000 --> 00:05:47.000]  請大家或者你翻到後面的第八章
[00:05:47.000 --> 00:05:50.000]  《羅馬書》第八章
[00:05:50.000 --> 00:05:56.000]  在和合本的第21節
[00:05:56.000 --> 00:05:57.000]  聖醫道說到
[00:05:57.000 --> 00:06:03.000]  受造之物仍然指望脫離敗壞的合制
[00:06:03.000 --> 00:06:08.000]  不得享神兒女自由的榮耀
[00:06:08.000 --> 00:06:09.000]  然後就說
[00:06:09.000 --> 00:06:11.000]  我們知道一切受造之物
[00:06:11.000 --> 00:06:14.000]  一同嘆息勞苦直到如今
[00:06:14.000 --> 00:06:15.000]  不但如此
[00:06:15.000 --> 00:06:18.000]  就是我們只有聖靈初結果之的
[00:06:18.000 --> 00:06:23.000]  也是自己心裡嘆息等候得著而止的名分
[00:06:23.000 --> 00:06:27.000]  乃是我們的身體得贖
[00:06:27.000 --> 00:06:32.000]  我們的身體能夠完全得到救贖
[00:06:32.000 --> 00:06:33.000]  聖經說到
[00:06:33.000 --> 00:06:37.000]  這個世界活在敗壞的合制裏面
[00:06:37.000 --> 00:06:38.000]  整個自然界
[00:06:38.000 --> 00:06:40.000]  整個人類社會
[00:06:40.000 --> 00:06:43.000]  在敗壞的合制裏面
[00:06:43.000 --> 00:06:45.000]  然後聖經裏面提到
[00:06:45.000 --> 00:06:48.000]  這個世界其實在等待
[00:06:48.000 --> 00:06:51.000]  有一天我們會離開這個世界
[00:06:51.000 --> 00:06:55.000]  帶給我們各種的試探
[00:06:55.000 --> 00:06:58.000]  帶給我們各種的衝擊
[00:06:58.000 --> 00:07:02.000]  也讓我們不再因為肉體
[00:07:02.000 --> 00:07:05.000]  而帶給我們很多不同的試探
[00:07:05.000 --> 00:07:08.000]  很多不同的傷害
[00:07:08.000 --> 00:07:11.000]  上帝要叫我們能夠得享神
[00:07:11.000 --> 00:07:13.000]  給我們的自由
