
[00:00:00.000 --> 00:00:01.840]  剛才提及到我們都會記得
[00:00:01.840 --> 00:00:03.080]  我們過去一段時間
[00:00:03.080 --> 00:00:04.800]  講到希伯來書的時候
[00:00:04.800 --> 00:00:08.360]  一個很清楚的主題是出現的
[00:00:08.360 --> 00:00:11.680]  裡面所講的是信心的信息
[00:00:11.680 --> 00:00:13.120]  或者再準確一點說是
[00:00:13.120 --> 00:00:16.520]  堅守信心到底
[00:00:16.520 --> 00:00:19.240]  堅持信靠主到底
[00:00:19.240 --> 00:00:23.400]  就是希伯來書的作者不斷地去勸告我們
[00:00:23.400 --> 00:00:26.360]  來到第十三章最後一章的時候
[00:00:26.360 --> 00:00:28.720]  就提到我們在生活上
[00:00:28.720 --> 00:00:32.160]  神給我們很具體的提醒
[00:00:32.160 --> 00:00:36.520]  亦都是因信心而有的行動
[00:00:36.520 --> 00:00:39.800]  這份信心不單只是頭腦上一份的認知
[00:00:39.800 --> 00:00:43.720]  而是可以見到在行動上表達出來的
[00:00:43.720 --> 00:00:47.280]  真正的信心是會產生行動的
[00:00:47.280 --> 00:00:48.800]  十三章特別提及的
[00:00:48.800 --> 00:00:51.480]  這些行動有兩方面
[00:00:51.480 --> 00:00:52.800]  第一方面
[00:00:52.800 --> 00:00:58.080]  是一個驕圖他生命持續有的愛心
[00:00:58.080 --> 00:00:59.200]  第二方面
[00:00:59.200 --> 00:01:02.000]  在他的生命裡面無論在什麼處境
[00:01:02.000 --> 00:01:04.880]  而連事上的也都感謝
[00:01:04.880 --> 00:01:08.080]  事上也都重讚上帝
[00:01:08.080 --> 00:01:10.320]  而愛心和重讚
[00:01:10.320 --> 00:01:14.800]  構成為新約的驕圖每一天的祭品
[00:01:14.800 --> 00:01:18.760]  我們所獻的祭不是舊約的一些生畜
[00:01:18.760 --> 00:01:23.720]  而是將愛心和將讚美、重讚
[00:01:23.720 --> 00:01:25.560]  獻給神
[00:01:25.560 --> 00:01:27.640]  是神所喜悅的
[00:01:27.640 --> 00:01:29.320]  因此我們今天當想到
[00:01:29.320 --> 00:01:31.560]  第十三章經文的時候
[00:01:31.560 --> 00:01:33.760]  我們都這樣來尋求
[00:01:33.760 --> 00:01:35.120]  求主讓我們的生命
[00:01:35.120 --> 00:01:38.720]  可以常常活出那種誠實的愛心
[00:01:38.720 --> 00:01:42.600]  對神那種時刻的讚美、感恩
[00:01:42.600 --> 00:01:46.080]  成為了我們每一天對神的獻祭
[00:01:46.080 --> 00:01:47.720]  大家先看看第一方面
[00:01:47.720 --> 00:01:49.680]  聖經在第十三章開始
[00:01:49.680 --> 00:01:52.480]  就提及到這種持久的愛
[00:01:52.480 --> 00:01:54.880]  第十三章第一節
[00:01:54.880 --> 00:01:58.680]  「你們總要保持愛弟兄的愛」
[00:01:58.680 --> 00:02:01.000]  保持弟兄的愛
[00:02:01.000 --> 00:02:02.680]  很簡單一句說話
[00:02:02.680 --> 00:02:06.720]  但是用一個豐富的詞式來表達
[00:02:06.720 --> 00:02:08.400]  無論一切情況
[00:02:08.400 --> 00:02:12.840]  你們總要保持著弟兄的愛
[00:02:12.840 --> 00:02:14.480]  我們都很清楚知道
[00:02:14.480 --> 00:02:17.680]  在驕圖的人生的歷程
[00:02:17.680 --> 00:02:18.960]  會出現不同的事情
[00:02:18.960 --> 00:02:22.200]  有時候會令到我們失去了愛弟兄的心
[00:02:22.200 --> 00:02:24.160]  愛弟兄姐妹的心
[00:02:24.160 --> 00:02:26.720]  我們上回聖經在啟示錄
[00:02:26.720 --> 00:02:28.480]  在新約的時候
[00:02:28.480 --> 00:02:31.880]  提到很多教會有獨特的問題
[00:02:31.880 --> 00:02:33.360]  其中提到以弗所的教會
[00:02:33.360 --> 00:02:34.920]  大家記得
[00:02:34.920 --> 00:02:36.160]  主就提醒
[00:02:36.160 --> 00:02:41.360]  祂說你們將起初的愛心離棄了
[00:02:41.360 --> 00:02:44.000]  本來起初有對神的愛的
[00:02:44.000 --> 00:02:46.880]  但是時間一日一過去之後
[00:02:46.880 --> 00:02:50.360]  慢慢這個愛心好像已經冷淡了
[00:02:50.360 --> 00:02:52.600]  上帝就呼籲神的子民
[00:02:52.600 --> 00:02:54.200]  你們要悔改
[00:02:54.200 --> 00:02:56.680]  否則會將你們的燈台
[00:02:56.680 --> 00:02:59.800]  從原處拿開了
[00:02:59.800 --> 00:03:03.240]  亦都意味著人在信主之後
[00:03:03.240 --> 00:03:06.520]  沒錯最初可能會有一份愛神的心
[00:03:06.520 --> 00:03:09.840]  但是慢慢因為時間的
[00:03:09.840 --> 00:03:11.520]  一路的過去
[00:03:11.520 --> 00:03:15.080]  那個愛心已經開始冷淡
[00:03:15.080 --> 00:03:16.520]  當然不單只是時間因素
[00:03:16.520 --> 00:03:18.560]  有些時候會是環境的因素
[00:03:18.560 --> 00:03:19.520]  我們都會說到
[00:03:19.520 --> 00:03:22.040]  聖經在《馬太方》提及到
[00:03:22.040 --> 00:03:24.040]  當在末世的時候
[00:03:24.040 --> 00:03:27.240]  在世上出現很多不法的事情
[00:03:27.240 --> 00:03:28.960]  不公不義的事情
[00:03:28.960 --> 00:03:33.320]  因此人的愛心就漸漸冷淡了
[00:03:33.320 --> 00:03:36.400]  因為發現有很多敗壞的事情
[00:03:36.400 --> 00:03:38.360]  包括可能在基督徒當中
[00:03:38.360 --> 00:03:40.440]  見到一些壞的見證
[00:03:40.440 --> 00:03:42.760]  因此感到很灰心
[00:03:42.760 --> 00:03:43.840]  祂這樣待我
[00:03:43.840 --> 00:03:46.400]  我為什麼還繼續愛祂
[00:03:46.400 --> 00:03:50.200]  因此失去了愛人的心
[00:03:50.200 --> 00:03:51.120]  希伯來書的作者
[00:03:51.120 --> 00:03:52.400]  亦都很清楚知道
[00:03:52.400 --> 00:03:55.960]  在當時信徒面對著很多不同的患難
[00:03:55.960 --> 00:03:57.440]  甚至是迫不及待
[00:03:57.440 --> 00:04:02.440]  因此愛心開始有冷淡了的情況
[00:04:02.440 --> 00:04:05.240]  因此去到第十三章的時候
[00:04:05.240 --> 00:04:07.560]  最後他一定要說的就是
[00:04:07.560 --> 00:04:10.000]  第一次讓你愛弟兄的心
[00:04:10.000 --> 00:04:14.040]  能夠繼續保持下去
[00:04:14.040 --> 00:04:17.000]  今天亦都是成為了我們的吩咐
[00:04:17.000 --> 00:04:19.480]  我們都面對很多不同的事情
[00:04:19.480 --> 00:04:22.280]  見到自己或其他弟兄姊妹
[00:04:22.280 --> 00:04:26.640]  有些時候愛人的心都開始冷淡了
[00:04:26.640 --> 00:04:32.120]  聖經勉勵我們要繼續保持弟兄的愛
[00:04:32.120 --> 00:04:37.760]  那種愛是在說弟兄姊妹之間
[00:04:37.760 --> 00:04:40.400]  信主的人不單領受了救恩
[00:04:40.400 --> 00:04:43.960]  更加領受了神給我們的屬靈群體
[00:04:43.960 --> 00:04:46.240]  我們有弟兄姊妹
[00:04:46.240 --> 00:04:51.200]  而你以她是你的弟兄來愛她
[00:04:51.200 --> 00:04:52.720]  我記得有一次讀到一本書
[00:04:52.720 --> 00:04:55.120]  提及我們的宗教改革家
[00:04:55.120 --> 00:04:57.960]  加爾文先生說了一句話
[00:04:57.960 --> 00:05:00.240]  他就很直接地說
[00:05:00.240 --> 00:05:03.480]  他說除非我們是弟兄
[00:05:03.480 --> 00:05:07.600]  否則我們不會是基督徒
[00:05:07.600 --> 00:05:09.440]  意思是說就算
[00:05:09.440 --> 00:05:12.440]  我們有很多不同的宗教的表現
[00:05:12.440 --> 00:05:14.840]  但如果我們說我們是一個真正的基督徒
[00:05:14.840 --> 00:05:19.760]  你一定當你身邊的信徒是你的弟兄
[00:05:19.760 --> 00:05:23.960]  否則你不是一個真正的基督徒
[00:05:23.960 --> 00:05:27.040]  在我們很多弟兄姊妹的相處裏面
[00:05:27.040 --> 00:05:28.920]  你會發覺今天的教會
[00:05:28.920 --> 00:05:30.800]  在世界不同的地方
[00:05:30.800 --> 00:05:33.920]  一個最明顯的改變就是
[00:05:33.920 --> 00:05:36.800]  越來越多掛名的基督徒
[00:05:36.800 --> 00:05:41.040]  越來越多只是獨行俠的基督徒
[00:05:41.040 --> 00:05:43.560]  而沒有神給我們的吩咐
[00:05:43.560 --> 00:05:47.400]  是持續地愛我們的弟兄
[00:05:47.400 --> 00:05:50.720]  聖經因此在第十三章一開始就勉勵
[00:05:50.720 --> 00:05:55.640]  祂說你們總要保持弟兄的愛
[00:05:55.640 --> 00:05:58.160]  然後從愛弟兄過程裏面
[00:05:58.160 --> 00:06:02.120]  延伸到去愛護你身邊所接觸到的人
[00:06:02.120 --> 00:06:05.560]  所以第二節第三節大家都會留意到
[00:06:05.560 --> 00:06:07.960]  祂說不要忘記
[00:06:07.960 --> 00:06:10.400]  不要忘了用愛心接待人
[00:06:10.400 --> 00:06:12.240]  有人就是這樣作
[00:06:12.240 --> 00:06:14.840]  在無意中就款待了天使
[00:06:14.840 --> 00:06:17.000]  第三節
[00:06:17.000 --> 00:06:20.040]  你們要紀念那些被囚禁的人
[00:06:20.040 --> 00:06:22.760]  好像跟他們一起被囚禁
[00:06:22.760 --> 00:06:24.880]  又要紀念那些受虐待的人
[00:06:24.880 --> 00:06:30.480]  好像你們也親自受過虐待
[00:06:30.480 --> 00:06:32.800]  在當時很多很多的流浪
[00:06:32.800 --> 00:06:36.560]  沒有居所的教徒朋友
[00:06:36.560 --> 00:06:39.680]  在當時也不容易會有一些金錢
[00:06:39.680 --> 00:06:41.000]  可以租一個酒店
[00:06:41.000 --> 00:06:44.520]  也沒有很多酒店可以租住
[00:06:44.520 --> 00:06:45.600]  在那些情況
[00:06:45.600 --> 00:06:49.600]  聖經就說這些是接待他們
[00:06:49.600 --> 00:06:52.360]  這次我們未必用這個形式
[00:06:52.360 --> 00:06:54.480]  但背後的吩咐仍然是
[00:06:54.480 --> 00:06:57.520]  去幫助有需要的人
[00:06:57.520 --> 00:06:59.680]  給他們有保障
[00:06:59.680 --> 00:07:02.280]  給他們有供應
[00:07:02.280 --> 00:07:05.560]  去愛你身邊所接觸的人
[00:07:05.560 --> 00:07:07.000]  不一定是那些很遠
[00:07:07.000 --> 00:07:09.480]  遙不可及的一些對象
[00:07:09.480 --> 00:07:11.040]  是那些你留意到
[00:07:11.040 --> 00:07:12.760]  你去供應他們
[00:07:12.760 --> 00:07:15.360]  你去保護他們
[00:07:15.360 --> 00:07:17.080]  聖經提及到接待天使
[00:07:17.080 --> 00:07:18.320]  就讓我們回想起舊約
[00:07:18.320 --> 00:07:22.480]  聖經提及哪一位曾經接待天使
[00:07:22.480 --> 00:07:25.360]  阿伯拉罕、羅德
[00:07:25.360 --> 00:07:27.560]  有陌生人來到他們的城鎮
[00:07:27.560 --> 00:07:30.920]  他們就很願意去主動地接待他們
[00:07:30.920 --> 00:07:34.080]  讓他們有居庭的地方
[00:07:34.080 --> 00:07:36.160]  給他們有幫助
[00:07:36.160 --> 00:07:38.360]  聖經就說他們在不知不覺當中
[00:07:38.360 --> 00:07:41.280]  無意當中接待了天使
[00:07:41.280 --> 00:07:42.600]  背後是說
