
[00:00:00.000 --> 00:00:04.920]  (你小時候是怎樣的?)
[00:00:04.920 --> 00:00:09.200]  我小時候可以說是很孤獨
[00:00:09.200 --> 00:00:16.320]  因為我爸爸媽媽在我大約三歲時已離婚
[00:00:16.320 --> 00:00:21.000]  經常一個人在旗樓看著街道
[00:00:21.000 --> 00:00:24.800]  或者一個人在家門口抱著鐵閘
[00:00:24.800 --> 00:00:27.840]  看著人們走來走去
[00:00:27.840 --> 00:00:30.200]  一直跟祖母長大
[00:00:30.200 --> 00:00:33.120]  祖母要拿綜援
[00:00:33.120 --> 00:00:35.200]  因為我們很窮
[00:00:35.200 --> 00:00:38.600]  所以要靠綜援來成長
[00:00:38.600 --> 00:00:40.400]  例如傳媒問
[00:00:40.400 --> 00:00:44.280]  「呂Sir,拿一幅全家福給我們登一下可以嗎?」
[00:00:44.280 --> 00:00:47.360]  即是所謂有爸爸有媽媽有我
[00:00:47.360 --> 00:00:49.440]  的全家福是沒有的
[00:00:49.440 --> 00:00:51.640]  其實在我腦海裏都沒有一幅
[00:00:51.640 --> 00:00:55.640]  這樣的記憶圖畫
[00:00:55.640 --> 00:00:58.920]  所以如果你問我家庭關係
[00:00:58.920 --> 00:01:04.520]  對家的感覺其實就是冰冷的
[00:01:04.520 --> 00:01:06.200]  不開心的
[00:01:06.200 --> 00:01:08.760]  和沒有安全感的
[00:01:08.760 --> 00:01:13.280]  我小時候覺得我媽媽是全世界最美麗的女孩子
[00:01:13.280 --> 00:01:14.480]  很喜歡見到媽媽
[00:01:14.480 --> 00:01:15.720]  另一樣很喜歡的是甚麼呢?
[00:01:15.720 --> 00:01:18.240]  因為等她起床時
[00:01:18.240 --> 00:01:20.640]  她會跟我到樓下茶餐廳
[00:01:20.640 --> 00:01:23.080]  吃沙嗲牛肉麵
[00:01:23.080 --> 00:01:25.200]  加紅豆冰
[00:01:25.200 --> 00:01:27.200]  這個組合我現在都很喜歡
[00:01:27.200 --> 00:01:28.520]  所以我每次回香港
[00:01:28.520 --> 00:01:32.040]  就算在這邊我都經常叫沙嗲牛肉麵
[00:01:32.040 --> 00:01:36.360]  但開心的回憶又不長又不多
[00:01:36.360 --> 00:01:40.560]  但對我的成長卻是有很大的哀傷
[00:01:40.560 --> 00:01:44.720]  是媽媽留下給我
[00:01:44.720 --> 00:01:45.920]  其中有一個就是
[00:01:45.920 --> 00:01:47.400]  我記得小學的時候
[00:01:47.400 --> 00:01:49.080]  幾年級
[00:01:49.080 --> 00:01:51.160]  快要聖誕節
[00:01:51.160 --> 00:01:53.280]  我就存了一輪錢
[00:01:53.280 --> 00:01:55.600]  買了一張音樂聖誕卡
[00:01:55.600 --> 00:01:56.920]  想送給媽媽
[00:01:56.920 --> 00:02:00.360]  因為小時候覺得音樂聖誕卡很特別
[00:02:00.360 --> 00:02:01.720]  存了一輪錢
[00:02:01.720 --> 00:02:03.080]  有一天如常
[00:02:03.080 --> 00:02:06.280]  坐車去到婆婆家找媽媽
[00:02:06.280 --> 00:02:07.960]  送給媽媽
[00:02:07.960 --> 00:02:10.400]  「媽媽聖誕快樂」
[00:02:10.400 --> 00:02:15.160]  那張卡寫著「親愛的媽媽」
[00:02:15.160 --> 00:02:16.200]  「兒子」
[00:02:16.200 --> 00:02:17.480]  「阿俊」
[00:02:17.480 --> 00:02:18.720]  送給媽媽
[00:02:18.720 --> 00:02:20.200]  很開心
[00:02:20.200 --> 00:02:24.040]  下星期再回到婆婆家
[00:02:24.040 --> 00:02:26.920]  我還看到一張聖誕卡
[00:02:26.920 --> 00:02:30.720]  「為何媽媽沒有拿走」
[00:02:30.720 --> 00:02:32.640]  再過了一個星期
[00:02:32.640 --> 00:02:34.000]  不見了
[00:02:34.000 --> 00:02:37.240]  我以為媽媽拿走了
[00:02:37.240 --> 00:02:39.160]  我多口問婆婆
[00:02:39.160 --> 00:02:41.840]  「是否媽媽拿走卡了」
[00:02:41.840 --> 00:02:44.520]  婆婆說「放了這麼久」
[00:02:44.520 --> 00:02:47.320]  「都沒有人理會,扔掉吧」
[00:02:47.320 --> 00:02:52.280]  那一刻回憶到
[00:02:52.280 --> 00:02:56.960]  明白那種感覺好像被拒絕
[00:02:56.960 --> 00:02:58.400]  另一件事
[00:02:58.400 --> 00:03:00.840]  有一天她開始告訴我
[00:03:00.840 --> 00:03:04.000]  「你不用再來婆婆家探望我」
[00:03:04.000 --> 00:03:06.400]  「我會搬走」
[00:03:06.400 --> 00:03:08.040]  我問「媽媽搬去哪」
[00:03:08.040 --> 00:03:10.640]  她說「我不可以告訴你」
[00:03:10.640 --> 00:03:12.360]  我問「我怎樣找你」
[00:03:12.360 --> 00:03:14.680]  她說「我會打電話給你」
[00:03:14.680 --> 00:03:19.000]  因為我連她的電話號碼都沒有
[00:03:19.000 --> 00:03:21.320]  有一天她找了我
[00:03:21.320 --> 00:03:22.560]  很開心
[00:03:22.560 --> 00:03:26.840]  她說「你和表弟、表妹去我家」
[00:03:26.840 --> 00:03:29.760]  我們一起乘車
[00:03:29.760 --> 00:03:31.480]  一去到她家
[00:03:31.480 --> 00:03:35.360]  我一看,那間屋很大
[00:03:35.360 --> 00:03:38.280]  但所有事都沒有令我注意到
[00:03:38.280 --> 00:03:42.320]  唯獨是牆上有一幅很大的相
[00:03:42.320 --> 00:03:44.240]  很大很大
[00:03:44.240 --> 00:03:46.720]  就是一幅她的結婚相
[00:03:46.720 --> 00:03:51.520]  原來她已經和一個叔叔結婚
[00:03:51.520 --> 00:03:55.200]  那一刻
[00:03:55.200 --> 00:03:58.000]  我現在都不懂形容那種感覺
[00:03:58.000 --> 00:03:59.600]  很突然
[00:03:59.600 --> 00:04:05.480]  原來媽媽結婚了
[00:04:05.480 --> 00:04:10.160]  我不知道她是否想用這個方法告訴我
[00:04:10.160 --> 00:04:11.400]  還是她不經意
[00:04:11.400 --> 00:04:14.000]  但這個方法令我
[00:04:14.000 --> 00:04:17.240]  我現在說話都有點無感動
[00:04:17.240 --> 00:04:20.440]  我不知道怎樣形容那種感覺
[00:04:20.440 --> 00:04:26.240]  之後換來的就是
[00:04:26.240 --> 00:04:28.280]  對媽媽的愛
[00:04:28.280 --> 00:04:30.600]  就好像是無盡的等待
[00:04:30.600 --> 00:04:33.400]  等待家中的電話何時響
[00:04:33.400 --> 00:04:35.600]  有一天,真的響了
[00:04:35.600 --> 00:04:39.160]  那時應該是六年級小學
[00:04:39.160 --> 00:04:42.600]  我拿起電話,很開心地和媽媽聊天
[00:04:42.600 --> 00:04:46.840]  然後,寒暄了幾句
[00:04:46.840 --> 00:04:52.000]  她說:阿臻,我要移民
[00:04:52.000 --> 00:04:53.920]  我問:移民去哪裏?
[00:04:53.920 --> 00:04:57.200]  她說:移民去溫哥華
[00:04:57.200 --> 00:05:00.920]  我已經立即很不開心
[00:05:00.920 --> 00:05:04.000]  我已經立即哭了
[00:05:04.000 --> 00:05:07.000]  我說:媽媽,不如你也帶我走
[00:05:07.000 --> 00:05:11.560]  很多同學都移民了,我也想移民
[00:05:11.560 --> 00:05:16.080]  她跟我說:阿臻
[00:05:16.080 --> 00:05:20.640]  你姓呂,我姓陳
[00:05:20.640 --> 00:05:24.360]  我帶不到你走
[00:05:24.360 --> 00:05:27.680]  當她這樣說完之後
[00:05:27.680 --> 00:05:32.880]  我很記得,我的眼淚立即停了
[00:05:32.880 --> 00:05:35.280]  本來哭得很厲害
[00:05:35.280 --> 00:05:38.720]  很不捨得,很不知道何時再見到媽媽
[00:05:38.720 --> 00:05:43.400]  但她這樣說完之後,我的眼淚停了
[00:05:43.400 --> 00:05:50.280]  我以後都沒有再為媽媽哭過
[00:05:50.280 --> 00:05:54.320]  所以很多人以為最創傷我的,是我爸爸
[00:05:54.320 --> 00:05:56.560]  因為我爸爸吸毒、黑社會
[00:05:56.560 --> 00:05:59.080]  令我單親家庭成長
[00:05:59.080 --> 00:06:00.520]  令我很自卑
[00:06:00.520 --> 00:06:05.360]  我所有應該有的幸福家庭都沒有
[00:06:05.360 --> 00:06:12.960]  但原來骨子裏,令我最傷的
[00:06:12.960 --> 00:06:15.640]  是我媽媽
[00:06:15.640 --> 00:06:17.680]  在我成長過程中
[00:06:17.680 --> 00:06:22.280]  我知道這件事一直都令我忍痛
[00:06:22.280 --> 00:06:29.240]  令我不知如何面對很多人際關係的事
[00:06:29.240 --> 00:06:33.000]  直至我真的去找輔導
[00:06:33.000 --> 00:06:35.480]  當他跟輔導聊天的時候
[00:06:35.480 --> 00:06:39.960]  當我願意將我的故事去講的時候
[00:06:39.960 --> 00:06:42.440]  事情會不同了
[00:06:42.440 --> 00:06:44.280]  原來我們的信仰經常說
[00:06:44.280 --> 00:06:46.560]  我們可以跟別人分享
[00:06:46.560 --> 00:06:47.760]  原來很重要
[00:06:47.760 --> 00:06:51.160]  當我再將我的故事講出來的時候
