
[00:00:00.000 --> 00:00:05.560]  跟著余克遜家從事砌村工作已經28年
[00:00:05.560 --> 00:00:08.280]  這段時間靠著幫助我們
[00:00:08.280 --> 00:00:10.280]  感覺不會衰老
[00:00:10.280 --> 00:00:12.840]  讓我們更加有精神
[00:00:12.840 --> 00:00:15.360]  來拯救對民
[00:00:15.360 --> 00:00:18.960]  來奔走這條砌村的道路
[00:00:18.960 --> 00:00:20.960]  至於我的同代
[00:00:20.960 --> 00:00:22.960]  我都無往不利
[00:00:22.960 --> 00:00:25.800]  靠著能力 挑戰的能力
[00:00:25.800 --> 00:00:27.800]  交在我們身上
[00:00:27.800 --> 00:00:30.800]  我們村的偉大是由心智
[00:00:30.800 --> 00:00:35.800]  勇敢 公權來奔走這條道路
[00:00:35.800 --> 00:00:38.800]  到今天定的講題
[00:00:38.800 --> 00:00:40.800]  就是Kaisler裏面
[00:00:40.800 --> 00:00:43.800]  有GS的七個議長
[00:00:43.800 --> 00:00:45.800]  為了時間關係
[00:00:45.800 --> 00:00:48.800]  我只挑出來中間一部分來講
[00:00:48.800 --> 00:00:50.800]  我的重點只有一個
[00:00:50.800 --> 00:00:54.800]  就是每一個議長裏面有一個呼聲
[00:00:54.800 --> 00:00:57.800]  我們要聽 聆聽這個呼聲
[00:00:57.800 --> 00:01:01.800]  我們需要天上的聲音來提醒我們
[00:01:01.800 --> 00:01:03.800]  來幫助我們
[00:01:03.800 --> 00:01:06.800]  請大家在Kaisler
[00:01:06.800 --> 00:01:08.800]  為甚麼我要講Kaisler呢
[00:01:08.800 --> 00:01:12.800]  因為Kaisler是講主在內的神聖
[00:01:12.800 --> 00:01:16.800]  我們的裁決就是在主在內的會議裏面
[00:01:16.800 --> 00:01:21.800]  來工作 主必在內
[00:01:21.800 --> 00:01:23.800]  這個在Kaisler裏面
[00:01:23.800 --> 00:01:26.800]  最後的呼聲也是這樣的意思
[00:01:26.800 --> 00:01:28.800]  主說我必在內
[00:01:28.800 --> 00:01:32.800]  根據這個呼應的聲音
[00:01:32.800 --> 00:01:34.800]  全世界都說阿母
[00:01:34.800 --> 00:01:37.800]  阿母主啊 我願你來
[00:01:37.800 --> 00:01:39.800]  由主作了一個呼聲
[00:01:39.800 --> 00:01:41.800]  來響應全世界的教會
[00:01:41.800 --> 00:01:44.800]  來響應主啊 我願你來
[00:01:44.800 --> 00:01:45.800]  在響應之中
[00:01:45.800 --> 00:01:47.800]  同心合力來傳播音
[00:01:47.800 --> 00:01:52.800]  用廣泛呼應來預備應接主在內
[00:01:52.800 --> 00:01:54.800]  這是最好的方式
[00:01:54.800 --> 00:01:56.800]  現在我們來看第二張議章
[00:01:56.800 --> 00:01:58.800]  因為時間關係
[00:01:58.800 --> 00:01:59.800]  我們不看成經了
[00:01:59.800 --> 00:02:01.800]  我就把成經的點看出來
[00:02:01.800 --> 00:02:07.800]  相信大家對幾句英文已經很熟悉了
[00:02:07.800 --> 00:02:09.800]  第一個議章就是
[00:02:09.800 --> 00:02:11.800]  榮耀的主的議章
[00:02:11.800 --> 00:02:15.800]  另外榮耀的主是第二章裏面
[00:02:15.800 --> 00:02:17.800]  我們看見一個童年
[00:02:17.800 --> 00:02:20.800]  就是他右手裏面有鎖匙
[00:02:20.800 --> 00:02:24.800]  有鎖匙在裏面
[00:02:24.800 --> 00:02:26.800]  這個鎖匙是甚麼鎖匙呢?
[00:02:26.800 --> 00:02:30.800]  是帶開傳播音的機會之門的鎖匙
[00:02:30.800 --> 00:02:33.800]  跟著呼聲伸張一把手
[00:02:33.800 --> 00:02:35.800]  開那 開那
[00:02:35.800 --> 00:02:39.800]  我在你面前給你一個敞開的門
[00:02:39.800 --> 00:02:42.800]  是無人能關上的
[00:02:42.800 --> 00:02:43.800]  感謝主
[00:02:43.800 --> 00:02:46.800]  這句話呼聲鼓勵我們
[00:02:46.800 --> 00:02:48.800]  主有鎖匙
[00:02:48.800 --> 00:02:50.800]  主掌管一切
[00:02:50.800 --> 00:02:53.800]  一切都在他管理之下
[00:02:53.800 --> 00:02:56.800]  他開門就無人能關上
[00:02:56.800 --> 00:02:59.800]  他關上門無人可以開
[00:02:59.800 --> 00:03:00.800]  感謝主
[00:03:00.800 --> 00:03:03.800]  他絲絲打開不斷打開傳播音
[00:03:03.800 --> 00:03:05.800]  我覺得很好
[00:03:05.800 --> 00:03:07.800]  真的可以
[00:03:07.800 --> 00:03:09.800]  有人去羅馬尼亞
[00:03:09.800 --> 00:03:11.800]  在傳播音
[00:03:11.800 --> 00:03:13.800]  他們用最大的可能
[00:03:13.800 --> 00:03:16.800]  用最大的公眾場所
[00:03:16.800 --> 00:03:18.800]  來傳播音
[00:03:18.800 --> 00:03:19.800]  很多人
[00:03:19.800 --> 00:03:20.800]  在開門之前
[00:03:20.800 --> 00:03:22.800]  就在門口
[00:03:22.800 --> 00:03:24.800]  一開門就進去
[00:03:24.800 --> 00:03:27.800]  坐滿最大的公眾地方
[00:03:27.800 --> 00:03:29.800]  去傳播
[00:03:29.800 --> 00:03:30.800]  在傳播音
[00:03:30.800 --> 00:03:32.800]  以前他們有一個諧音
[00:03:32.800 --> 00:03:33.800]  他們聽聞
[00:03:33.800 --> 00:03:36.800]  公元前年的平安運動
[00:03:36.800 --> 00:03:39.800]  他們願求神駕來參與
[00:03:39.800 --> 00:03:42.800]  一起不吃的皮卡托國
[00:03:42.800 --> 00:03:45.800]  叫神來在主在來之前
[00:03:45.800 --> 00:03:47.800]  用心合力
[00:03:47.800 --> 00:03:49.800]  來積極地奮鬥
[00:03:49.800 --> 00:03:51.800]  是這樣的
[00:03:51.800 --> 00:03:53.800]  東歐原本是關閉的
[00:03:53.800 --> 00:03:56.800]  但是主的鎖匙將它打開
[00:03:56.800 --> 00:04:01.800]  這是第五節
[00:04:01.800 --> 00:04:04.800]  就像我們聽見的那一段
[00:04:04.800 --> 00:04:05.800]  是第五節
[00:04:05.800 --> 00:04:06.800]  第六節
[00:04:06.800 --> 00:04:08.800]  有一位長老
[00:04:08.800 --> 00:04:10.800]  呼喊
[00:04:10.800 --> 00:04:11.800]  不要哭
[00:04:11.800 --> 00:04:13.800]  司徒若說
[00:04:13.800 --> 00:04:14.800]  不要哭
[00:04:14.800 --> 00:04:17.800]  因為有大字牌的詩詞
[00:04:17.800 --> 00:04:18.800]  大衛的根
[00:04:18.800 --> 00:04:20.800]  他已經得勝
[00:04:20.800 --> 00:04:22.800]  可以展開
[00:04:22.800 --> 00:04:25.800]  在神右手中的書卷
[00:04:25.800 --> 00:04:29.800]  書卷就是他救恩計劃的書卷
[00:04:29.800 --> 00:04:31.800]  你為得勝的耶穌
[00:04:31.800 --> 00:04:33.800]  可以展開
[00:04:33.800 --> 00:04:37.800]  完成神救恩的計劃
[00:04:37.800 --> 00:04:40.800]  這是他勝利的宣告
[00:04:40.800 --> 00:04:44.800]  那麼耶穌如何完成勝利呢?
[00:04:44.800 --> 00:04:45.800]  有兩個方法
[00:04:45.800 --> 00:04:46.800]  第一
[00:04:46.800 --> 00:04:48.800]  在下面的六節
[00:04:48.800 --> 00:04:51.800]  司徒若轉身看
[00:04:51.800 --> 00:04:53.800]  有大字牌的詩詞
[00:04:53.800 --> 00:04:56.800]  他所見到的是被殺的羔羊
[00:04:56.800 --> 00:04:58.800]  耶穌是獅子
[00:04:58.800 --> 00:04:59.800]  羔羊是羔羊
[00:04:59.800 --> 00:05:01.800]  羔羊就是獅子
[00:05:01.800 --> 00:05:02.800]  獅子就是羔羊
[00:05:02.800 --> 00:05:04.800]  耶穌如何得到勝利呢?
[00:05:04.800 --> 00:05:05.800]  第一
[00:05:05.800 --> 00:05:06.800]  因為他被殺
[00:05:06.800 --> 00:05:08.800]  被殺的羔羊
[00:05:08.800 --> 00:05:14.800]  用他的寶血來教授世上千千萬萬的歸順人
[00:05:14.800 --> 00:05:15.800]  第二
[00:05:15.800 --> 00:05:17.800]  在這個遺像中我們看到
[00:05:17.800 --> 00:05:21.800]  耶穌被殺的羔羊頭上有七角七眼
[00:05:21.800 --> 00:05:22.800]  角的能力
[00:05:22.800 --> 00:05:23.800]  七角
[00:05:23.800 --> 00:05:24.800]  完全的能力
[00:05:24.800 --> 00:05:25.800]  眼之外
[00:05:25.800 --> 00:05:26.800]  完全的智慧
[00:05:26.800 --> 00:05:28.800]  完全的能力
[00:05:28.800 --> 00:05:29.800]  完全的智慧
[00:05:29.800 --> 00:05:31.800]  都是勝利的手足
[00:05:31.800 --> 00:05:32.800]  所以主耶穌說
[00:05:32.800 --> 00:05:36.800]  當勝利降臨在你們身上
[00:05:36.800 --> 00:05:38.800]  你們就逼得住能力
[00:05:38.800 --> 00:05:40.800]  並且又在耶路撒冷猶太傳遞
[00:05:40.800 --> 00:05:41.800]  撒拉利亞
[00:05:41.800 --> 00:05:43.800]  直到迭期
[00:05:43.800 --> 00:05:46.800]  來作我的見證
[00:05:46.800 --> 00:05:50.800]  在勝利的提領充滿實用之下
[00:05:50.800 --> 00:05:53.800]  每人選遍天下
[00:05:53.800 --> 00:05:56.800]  其中有多少智慧的榮耀
[00:05:56.800 --> 00:05:58.800]  有多少能力的獎典
[00:05:58.800 --> 00:06:00.800]  是超過我們所教授的
[00:06:00.800 --> 00:06:01.800]  所以經過二千年
[00:06:01.800 --> 00:06:03.800]  背影已經傳遍六大洲
[00:06:03.800 --> 00:06:08.800]  每一洲每一個國家已經有背影傳遍
[00:06:08.800 --> 00:06:09.800]  什麼人做到的
[00:06:09.800 --> 00:06:14.800]  是因為七角七眼的聖靈所做到的
[00:06:14.800 --> 00:06:19.800]  感謝我們在勝利的宣告之下
[00:06:19.800 --> 00:06:22.800]  來同心合意來傳遍背影
[00:06:22.800 --> 00:06:24.800]  第三個遺像
[00:06:24.800 --> 00:06:27.800]  第七張的九字
[00:06:27.800 --> 00:06:29.800]  一直到最後
[00:06:29.800 --> 00:06:32.800]  我們看到有千千萬萬的人
[00:06:32.800 --> 00:06:35.800]  從各國各民各地各方
[00:06:35.800 --> 00:06:38.800]  集合環繞寶座
[00:06:38.800 --> 00:06:41.800]  深厚度和羔羊的寶座
[00:06:41.800 --> 00:06:44.800]  他們在寶座周圍大聲呼喊
[00:06:44.800 --> 00:06:46.800]  呼喊什麼呢
[00:06:46.800 --> 00:06:48.800]  在那裡他們說
[00:06:48.800 --> 00:06:52.800]  救人歸於被殺的羔羊
[00:06:52.800 --> 00:06:54.800]  接著他們的歌詞
[00:06:54.800 --> 00:06:57.800]  歌詞下面說的歌詞
[00:06:57.800 --> 00:07:00.800]  是非常非常高位
[00:07:00.800 --> 00:07:03.800]  那是救人的願性
[00:07:03.800 --> 00:07:06.800]  一千年前耶穌已經預先講及
[00:07:06.800 --> 00:07:08.800]  救人功德的願性
[00:07:08.800 --> 00:07:10.800]  他說:這天國的背影
[00:07:10.800 --> 00:07:12.800]  要傳遍天下
[00:07:12.800 --> 00:07:15.800]  因好莫偏所以來
[00:07:15.800 --> 00:07:17.800]  一千年前已經這樣宣告
[00:07:17.800 --> 00:07:20.800]  在一千年的過程裡
[00:07:20.800 --> 00:07:23.800]  我們看到興起千千萬萬人
[00:07:23.800 --> 00:07:26.800]  因此生命慶祥的宣告事宜
