
[00:00:00.000 --> 00:00:04.000]  路加福音第七章一到十節
[00:00:04.000 --> 00:00:09.500]  耶穌對百姓講完了這一切的話,就進了加柏農
[00:00:09.500 --> 00:00:14.000]  有一個百夫長所器重的僕人,害病快要死了
[00:00:14.000 --> 00:00:24.500]  百夫長分聞耶穌的事,就托猶太人的幾個長老去求耶穌來救他的僕人
[00:00:24.500 --> 00:00:31.500]  他們到了耶穌那裡,怯怯地求他說,你為他做這事,他配得的
[00:00:31.500 --> 00:00:36.500]  因為他愛我們的民族,為我們建造會堂
[00:00:36.500 --> 00:00:43.500]  耶穌就和他們同去,離那家不遠,百夫長托幾個朋友去見耶穌
[00:00:43.500 --> 00:00:50.500]  對他說,主啊,不必勞駕,因你倒設下來,我不敢當
[00:00:50.500 --> 00:00:59.500]  我也自以為不配去見你,只要你說一句話,就會讓我的同僕得痊癒
[00:00:59.500 --> 00:01:05.500]  因為我被派在人的權下,也有兵在我之下
[00:01:05.500 --> 00:01:11.500]  我對這個說去,他就去,對那個說來,他就來
[00:01:11.500 --> 00:01:15.500]  對我的僕人說做這事,他就去做
[00:01:15.500 --> 00:01:24.500]  耶穌聽了這些話,就很驚訝,轉身對隨的眾人說
[00:01:24.500 --> 00:01:32.500]  我告訴你們,這麼大的信心,就是在以色列我也沒有見過
[00:01:32.500 --> 00:01:40.500]  那些差來的人回到百夫長家裡,發現僕人已經好了
[00:01:40.500 --> 00:01:43.500]  這是上主的話語,感謝上主
[00:01:43.500 --> 00:01:46.500]  弟兄姊妹平安
[00:01:46.500 --> 00:01:52.500]  我們新年了,新年總是有很多新的東西
[00:01:52.500 --> 00:01:57.500]  也希望我們借著神的話語的話,也可以更新我們
[00:01:57.500 --> 00:02:01.500]  我們在講到之前,我們一起有一個禱告
[00:02:01.500 --> 00:02:07.500]  神啊,願禰賜給我們力量,賜給我們感動和鼓舞
[00:02:07.500 --> 00:02:10.500]  讓我們是日日更新的
[00:02:10.500 --> 00:02:14.500]  神啊,願禰帶領著我們從歲首到年終
[00:02:14.500 --> 00:02:19.500]  我們都是可以活在禰的平安與喜樂當中
[00:02:19.500 --> 00:02:22.500]  願禰也保守我們很多弟兄姊妹
[00:02:22.500 --> 00:02:28.500]  尚在病痛當中的,尚在甲瘤這個影響當中的朋友們
[00:02:28.500 --> 00:02:32.500]  希望他們能在禰的恩典中快點的痊癒
[00:02:32.500 --> 00:02:38.500]  我們知道生活有很多的不容易,疾病也在傾擾著我們
[00:02:38.500 --> 00:02:41.500]  神啊,都求禰的恩典與我們同在
[00:02:41.500 --> 00:02:45.500]  讓我們可以在這些困難當中,在各種的當中
[00:02:45.500 --> 00:02:50.500]  我們能有喜樂的心去享受我們在日光之下的日子
[00:02:50.500 --> 00:02:54.500]  我們這樣仰望交托,奉主耶穌得聖的名囚
[00:02:54.500 --> 00:02:56.500]  Amen
[00:03:04.500 --> 00:03:08.500]  我不知道你們最近還會不會去電影院看電影
[00:03:08.500 --> 00:03:11.500]  會不會去,會啊,那樣的
[00:03:11.500 --> 00:03:15.500]  我估計很多人最近去看的是破地獄
[00:03:15.500 --> 00:03:21.500]  然後呢,但是我呢,像我這個年代的中國人的話
[00:03:21.500 --> 00:03:25.500]  一般都喜歡看什麼,武俠片
[00:03:25.500 --> 00:03:30.500]  我覺得香港拍的最好的電影系列之一呢
[00:03:30.500 --> 00:03:32.500]  就是武俠片了
[00:03:32.500 --> 00:03:39.500]  尤其是我覺得黃飛鴻系列是拍的非常好的
[00:03:39.500 --> 00:03:45.500]  然後只是我小學的時候就喜歡看金庸古龍的小說了
[00:03:45.500 --> 00:03:51.500]  那時候的話呢,很小啊,但是都很羨慕做大俠
[00:03:51.500 --> 00:03:54.500]  就幻想自己是個大俠
[00:03:54.500 --> 00:03:59.500]  後來我想了一下,我為什麼羨慕做大俠呢
[00:03:59.500 --> 00:04:01.500]  有幾個理由
[00:04:01.500 --> 00:04:08.500]  第一呢,大俠到哪裡吃飯好像都不用給錢的
[00:04:08.500 --> 00:04:12.500]  吃得很好,身上還從來不缺銀子
[00:04:12.500 --> 00:04:16.500]  從來沒有看見武俠小說裡面說大俠缺銀子
[00:04:16.500 --> 00:04:21.500]  第二呢,大俠輕功很好,飛來飛去
[00:04:21.500 --> 00:04:28.500]  去哪裡都不用買票,不用怕取消兩元的優惠
[00:04:28.500 --> 00:04:34.500]  第三呢,大俠功夫高,想救誰就救誰,想殺誰就殺誰
[00:04:34.500 --> 00:04:40.500]  生殺獄奪在我一人之手,那感覺非常好
[00:04:40.500 --> 00:04:45.500]  所以我就非常喜歡做大俠,因為爸媽管不著我
[00:04:45.500 --> 00:04:51.500]  我想很多時候呢,都有人會做武俠夢
[00:04:51.500 --> 00:04:55.500]  所以人家說武俠是成年人的童話
[00:04:55.500 --> 00:05:02.500]  尤其是最後一點,別人的生殺大權都在大俠的手中
[00:05:02.500 --> 00:05:05.500]  這種感覺非常好
[00:05:05.500 --> 00:05:10.500]  現在回過頭來,我發現大俠夢呢
[00:05:10.500 --> 00:05:15.500]  某種意義上就是一種權力夢
[00:05:15.500 --> 00:05:19.500]  做大俠,無論是什麼大俠呢
[00:05:19.500 --> 00:05:24.500]  都是他可以傷得了別人,別人傷不了他
[00:05:24.500 --> 00:05:29.500]  他有權力決定很多人的命運
[00:05:29.500 --> 00:05:34.500]  所以說穿了,大俠夢呢,骨子裡頭呢
[00:05:34.500 --> 00:05:41.500]  其實就是一種絕對的,不受約束的權力夢
[00:05:41.500 --> 00:05:48.500]  我們從小到大最怕什麼呢?最怕爸媽和老師的約束
[00:05:48.500 --> 00:05:52.500]  所以呢,加爾文就曾經提醒我們
[00:05:52.500 --> 00:05:59.500]  他說呢,人如果擁有絕對權力,並不是一件多好的事
[00:05:59.500 --> 00:06:04.500]  因為呢,人很容易成為權力的奴隸
[00:06:04.500 --> 00:06:06.500]  他曾經說過一句話說
[00:06:06.500 --> 00:06:11.500]  Absolute power corrupts absolutely
[00:06:11.500 --> 00:06:18.500]  什麼意思呢?就是絕對的權力絕對會將人腐化
[00:06:18.500 --> 00:06:21.500]  我記得我看過一本書叫《拉背日記》
[00:06:21.500 --> 00:06:25.500]  就記錄了日本在南京的大屠殺
[00:06:25.500 --> 00:06:28.500]  日本人那個時候是以殺人為樂
[00:06:28.500 --> 00:06:32.500]  比賽誰殺的人多為樂
[00:06:32.500 --> 00:06:36.500]  你想想看,這種絕對的權力多可怕
[00:06:36.500 --> 00:06:40.500]  還有呢,大家有看過我最喜歡的電影之一
[00:06:40.500 --> 00:06:44.500]  就是《辛德勒的名單》
[00:06:44.500 --> 00:06:48.500]  也是啊,記錄了德軍類似的事情
[00:06:48.500 --> 00:06:51.500]  生殺欲奪啊
[00:06:51.500 --> 00:06:55.500]  所以絕對的權柄的話呢
[00:06:55.500 --> 00:06:59.500]  很容易讓人變得可怕
[00:06:59.500 --> 00:07:04.500]  我們看聖經裡頭像《獵王記》也有很多這樣的記載
[00:07:04.500 --> 00:07:06.500]  根據有些史料記載的話呢
[00:07:06.500 --> 00:07:13.500]  先知以賽亞就是被王用鋸子鋸死的
[00:07:13.500 --> 00:07:17.500]  所以當一個人有絕對權力
[00:07:17.500 --> 00:07:21.500]  做什麼事都不需要負責任的時候呢
[00:07:21.500 --> 00:07:26.500]  是一件很恐怖的事情
[00:07:26.500 --> 00:07:29.500]  不單只是在戰爭當中
[00:07:29.500 --> 00:07:31.500]  我們看看今日的世界
[00:07:31.500 --> 00:07:37.500]  在商場,在家庭,在公司
[00:07:37.500 --> 00:07:41.500]  是不是也有相似的一些場景呢
[00:07:41.500 --> 00:07:45.500]  權力的濫用非常多
[00:07:45.500 --> 00:07:51.500]  受氣的公司僱員比比皆是
[00:07:51.500 --> 00:07:54.500]  最近的一個社會調查我看到
[00:07:54.500 --> 00:07:57.500]  因為我比較喜歡輔導學
[00:07:57.500 --> 00:08:02.500]  他說香港被虐待的兒童和老人的數量
[00:08:02.500 --> 00:08:07.500]  比前幾年多了一倍
[00:08:07.500 --> 00:08:10.500]  大家不用太擔心,香港還不算太嚴重
[00:08:10.500 --> 00:08:14.500]  美國才嚴重
[00:08:14.500 --> 00:08:22.500]  所以權力的濫用會造成多麼可怕的後果
[00:08:22.500 --> 00:08:24.500]  我們今天就要看一個故事
[00:08:24.500 --> 00:08:26.500]  請回到我們的經文
[00:08:26.500 --> 00:08:28.500]  一個很美麗的故事
[00:08:28.500 --> 00:08:32.500]  講的是一個很有權柄的人
[00:08:32.500 --> 00:08:34.500]  一個百夫長
[00:08:34.500 --> 00:08:40.500]  他怎麼樣敬畏上帝的故事
[00:08:40.500 --> 00:08:43.500]  我們看到路加七章的第一至二節
[00:08:43.500 --> 00:08:46.500]  他講到耶穌教導了百姓
[00:08:46.500 --> 00:08:48.500]  然後就進了加柏農
[00:08:48.500 --> 00:08:53.500]  這個時候有一個百夫長所寶貴的僕人
[00:08:53.500 --> 00:08:56.500]  就太病快要死了
[00:08:56.500 --> 00:08:59.500]  那百夫長是什麼人呢
[00:08:59.500 --> 00:09:04.500]  百夫長以前在羅馬初期
[00:09:04.500 --> 00:09:07.500]  大概是管理一百個兵
[00:09:07.500 --> 00:09:10.500]  但是到後面的中後期
[00:09:10.500 --> 00:09:15.500]  百夫長可以管理將近一千個兵
[00:09:15.500 --> 00:09:17.500]  那就很大的權力了
[00:09:17.500 --> 00:09:19.500]  他有什麼權力呢
[00:09:19.500 --> 00:09:23.500]  第八節說這個百夫長有什麼權力
[00:09:23.500 --> 00:09:25.500]  他說讓人去就去
[00:09:25.500 --> 00:09:27.500]  讓人來就來
[00:09:27.500 --> 00:09:33.500]  讓人做事就要去做事
[00:09:33.500 --> 00:09:38.500]  相當於我們現在估計一個團長
[00:09:38.500 --> 00:09:42.500]  那這個權柄就很大了
[00:09:42.500 --> 00:09:45.500]  你想如果要別人去就去
[00:09:45.500 --> 00:09:46.500]  來就來
[00:09:46.500 --> 00:09:48.500]  做就要他做
[00:09:48.500 --> 00:09:51.500]  然後端茶就跟我端茶過來
[00:09:51.500 --> 00:09:55.500]  你說這個權柄大不大
[00:09:55.500 --> 00:09:58.500]  今天如果賀傳到這裡說
[00:09:58.500 --> 00:10:00.500]  浩然拖鞋給我拿過來
[00:10:00.500 --> 00:10:02.500]  浩然就要把拖鞋給我拿過來
[00:10:02.500 --> 00:10:03.500]  你說這個權柄大不大
