
[00:00:00.000 --> 00:00:09.000]  宣讀約書亞記第一章第六到第九節還有第十八節
[00:00:09.000 --> 00:00:14.000]  你當剛強壯膽
[00:00:14.000 --> 00:00:19.000]  因為你必使這百姓承受那地為業
[00:00:19.000 --> 00:00:24.000]  就是我向他們列祖且世要給他們的地
[00:00:24.000 --> 00:00:30.000]  只要剛強大大壯膽緊守遵行
[00:00:30.000 --> 00:00:34.000]  我僕人摩西所吩咐你的一切律法
[00:00:34.000 --> 00:00:37.000]  不可偏離左右
[00:00:37.000 --> 00:00:42.000]  使你無論往哪裡去都可以順利
[00:00:42.000 --> 00:00:46.000]  這律法書不可離開你的口
[00:00:46.000 --> 00:00:49.000]  總要晝夜思想
[00:00:49.000 --> 00:00:55.000]  好使你緊守遵行這書上所寫的一切話
[00:00:55.000 --> 00:01:02.000]  如此你的道路就可以亨通凡事順利
[00:01:02.000 --> 00:01:07.000]  我豈沒有吩咐你嗎
[00:01:07.000 --> 00:01:11.000]  你當剛強壯膽不要懼怕
[00:01:11.000 --> 00:01:13.000]  也不要驚慌
[00:01:13.000 --> 00:01:16.000]  因為你無論往哪裡去
[00:01:16.000 --> 00:01:21.000]  耶和華你的神必與你同在
[00:01:21.000 --> 00:01:23.000]  第十八節
[00:01:23.000 --> 00:01:27.000]  無論什麼人違背你的命令
[00:01:27.000 --> 00:01:31.000]  不聽從你所吩咐他的一切話
[00:01:31.000 --> 00:01:34.000]  就必處死
[00:01:34.000 --> 00:01:38.000]  你只要剛強壯膽
[00:01:38.000 --> 00:01:41.000]  這是上主的話
[00:01:41.000 --> 00:01:44.000]  弟兄姊妹平安
[00:01:44.000 --> 00:01:47.000]  回到這裡每次都是很緊張
[00:01:47.000 --> 00:01:51.000]  因為要說很久沒有說的普通話
[00:01:51.000 --> 00:01:53.000]  但是神的恩典一定夠用了
[00:01:53.000 --> 00:01:56.000]  我也知道你們很多為我禱告
[00:01:56.000 --> 00:01:58.000]  先謝謝大家
[00:01:58.000 --> 00:02:00.000]  願神的話語充滿我們
[00:02:00.000 --> 00:02:02.000]  我們先一起來禱告
[00:02:02.000 --> 00:02:05.000]  親愛的主我們感謝讚美你
[00:02:05.000 --> 00:02:08.000]  你的話語是大有能力
[00:02:08.000 --> 00:02:11.000]  願我們有受教的心
[00:02:11.000 --> 00:02:15.000]  以謙卑順服的靈聆聽你的話語
[00:02:15.000 --> 00:02:19.000]  願你的話語刻在我們心板上
[00:02:19.000 --> 00:02:22.000]  成為我們為人做事的指標
[00:02:22.000 --> 00:02:25.000]  也讓我們一生跟從你
[00:02:25.000 --> 00:02:29.000]  按你的話語去做一個你喜歡的人
[00:02:29.000 --> 00:02:31.000]  我們這樣的禱告
[00:02:31.000 --> 00:02:34.000]  是奉耶穌基督的聖名祈求
[00:02:34.000 --> 00:02:35.000]  Amen
[00:02:35.000 --> 00:02:39.000]  我今天要分享的經文
[00:02:39.000 --> 00:02:42.000]  來自約書亞記
[00:02:42.000 --> 00:02:51.000]  約書亞記是來自先知書
[00:02:51.000 --> 00:02:56.000]  先知書是分為前先知跟後先知
[00:02:56.000 --> 00:02:58.000]  要是按年代來看
[00:02:58.000 --> 00:03:03.000]  前先知書真的是比後先知書為早
[00:03:03.000 --> 00:03:08.000]  但是猶太人不是以年代來計算
[00:03:08.000 --> 00:03:10.000]  來把它分類
[00:03:10.000 --> 00:03:14.000]  而是用他的信之來分
[00:03:14.000 --> 00:03:17.000]  大致來說後先知書
[00:03:17.000 --> 00:03:22.000]  是從先知本身的信仰角度
[00:03:22.000 --> 00:03:25.000]  來做出時事的評論
[00:03:25.000 --> 00:03:30.000]  而前先知是向一些國家民俗領袖
[00:03:30.000 --> 00:03:33.000]  來做出勸告和鼓勵
[00:03:33.000 --> 00:03:36.000]  我今天分享的約書亞記
[00:03:36.000 --> 00:03:40.000]  正正就是屬於前先知書
[00:03:40.000 --> 00:03:43.000]  而那位被鼓勵的領袖
[00:03:43.000 --> 00:03:45.000]  當然就是約書亞了
[00:03:45.000 --> 00:03:48.000]  約書亞他是摩西的繼承人
[00:03:48.000 --> 00:03:51.000]  還有他是以色列人的領袖
[00:03:51.000 --> 00:03:55.000]  他的名字原本不叫約書亞
[00:03:55.000 --> 00:03:57.000]  而是叫荷西亞
[00:03:57.000 --> 00:03:59.000]  意思就是拯救
[00:03:59.000 --> 00:04:03.000]  然後摩西就為他改了個名字叫約書亞
[00:04:03.000 --> 00:04:06.000]  意思就是耶和華拯救
[00:04:06.000 --> 00:04:09.000]  這個名字其實改得很有意思
[00:04:09.000 --> 00:04:14.000]  因為在約書亞記一章一島九節記載
[00:04:14.000 --> 00:04:17.000]  是耶和華他選造約書亞
[00:04:17.000 --> 00:04:19.000]  做摩西的繼承人
[00:04:19.000 --> 00:04:23.000]  從整本約書亞我們很清楚的看到
[00:04:23.000 --> 00:04:26.000]  上帝和約書亞是同在的
[00:04:26.000 --> 00:04:29.000]  還有讓他跟摩西一樣的偉大
[00:04:29.000 --> 00:04:31.000]  被尊偉大
[00:04:31.000 --> 00:04:33.000]  但如果你有留意的話
[00:04:33.000 --> 00:04:38.000]  你會看到約書亞記剛剛開始的時候
[00:04:38.000 --> 00:04:42.000]  其實約書亞這個人什麼頭銜都沒有
[00:04:42.000 --> 00:04:45.000]  在一章一節這樣記載
[00:04:45.000 --> 00:04:50.000]  約書亞起初只是被稱為摩西的助手
[00:04:50.000 --> 00:04:53.000]  還有是楞的兒子
[00:04:53.000 --> 00:04:56.000]  但是到了最後的二十四章
[00:04:56.000 --> 00:04:59.000]  從二十九節我們看到
[00:04:59.000 --> 00:05:01.000]  約書亞已經不同了
[00:05:01.000 --> 00:05:04.000]  他已經像摩西一樣被尊稱為
[00:05:04.000 --> 00:05:06.000]  耶和華的僕人
[00:05:06.000 --> 00:05:09.000]  其實我在服事的深夜當中
[00:05:09.000 --> 00:05:12.000]  也觀察到類似的現象
[00:05:12.000 --> 00:05:15.000]  有些小羊他們的俗齡生命
[00:05:15.000 --> 00:05:18.000]  本來是非常的幼齡
[00:05:18.000 --> 00:05:21.000]  有些不敢開聲禱告
[00:05:21.000 --> 00:05:23.000]  有些不熟聖經
[00:05:23.000 --> 00:05:26.000]  有些跟人上厝有很大的問題
[00:05:26.000 --> 00:05:29.000]  但是今天我回望的時候
[00:05:29.000 --> 00:05:33.000]  我看見一個一個生命已經大大的成長
[00:05:33.000 --> 00:05:36.000]  有人在攻讀神學博士
[00:05:36.000 --> 00:05:41.000]  並且已經成為神學院的儲備老師
[00:05:41.000 --> 00:05:43.000]  有的已經成為傳道
[00:05:43.000 --> 00:05:45.000]  有人成為宣教士
[00:05:45.000 --> 00:05:50.000]  都是一個個的令人驚奇的生命見證
[00:05:50.000 --> 00:05:52.000]  約書亞也是
[00:05:52.000 --> 00:05:54.000]  他從某人的助手
[00:05:54.000 --> 00:05:56.000]  某人的兒子
[00:05:56.000 --> 00:05:59.000]  轉而被稱為耶和華的僕人
[00:05:59.000 --> 00:06:04.000]  他早已直接與上帝建立關係
[00:06:04.000 --> 00:06:06.000]  使人刮目相看
[00:06:06.000 --> 00:06:09.000]  其實要是我們從聖經了解
[00:06:09.000 --> 00:06:12.000]  約書亞的成長過程
[00:06:12.000 --> 00:06:16.000]  就知道他從來都不是平庸之輩
[00:06:16.000 --> 00:06:19.000]  從初埃及紀我們看到
[00:06:19.000 --> 00:06:23.000]  約書亞他率領才剛剛受訓完成
[00:06:23.000 --> 00:06:25.000]  新組成的軍隊
[00:06:25.000 --> 00:06:28.000]  去擊敗強悍的亞馬利人
[00:06:28.000 --> 00:06:31.000]  從明述記我們又看到
[00:06:31.000 --> 00:06:37.000]  約書亞是被派去歸探迦蘭帝的十二探子之一
[00:06:37.000 --> 00:06:42.000]  當所有探子都回來報告的時候
[00:06:42.000 --> 00:06:45.000]  其中十個都強調
[00:06:45.000 --> 00:06:48.000]  迦蘭人那麼高大那麼強悍
[00:06:48.000 --> 00:06:51.000]  以色列人必定是敵不過他們
[00:06:51.000 --> 00:06:54.000]  但是當時單單就有兩個
[00:06:54.000 --> 00:06:57.000]  就是迦勒和約書亞
[00:06:57.000 --> 00:07:00.000]  他兩個力排眾議
[00:07:00.000 --> 00:07:04.000]  說以色列人絕對可以攻取上帝
[00:07:04.000 --> 00:07:07.000]  為他們預備的迦蘭美帝
[00:07:07.000 --> 00:07:12.000]  由此我看到這兩個人其實是與眾不同
[00:07:12.000 --> 00:07:14.000]  勇氣過人
[00:07:14.000 --> 00:07:19.000]  絕對有資格承擔重要的任務
[00:07:19.000 --> 00:07:21.000]  但是很奇怪
[00:07:21.000 --> 00:07:24.000]  因為約書亞記一章
[00:07:24.000 --> 00:07:28.000]  合共出現了四次同樣的吩咐
[00:07:28.000 --> 00:07:31.000]  就是剛強壯膽
[00:07:31.000 --> 00:07:35.000]  而且這四次的剛強壯膽
[00:07:35.000 --> 00:07:39.000]  原來都是對約書亞一個人說的
[00:07:39.000 --> 00:07:42.000]  前三個剛強壯膽
[00:07:42.000 --> 00:07:46.000]  就是在第六第七第八第九節
[00:07:46.000 --> 00:07:49.000]  是上帝對約書亞說的
[00:07:49.000 --> 00:07:53.000]  而最後一個是人對他說的
[00:07:53.000 --> 00:07:55.000]  在十八節
[00:07:55.000 --> 00:07:57.000]  大家去想想
