
[00:00:00.000 --> 00:00:03.520]  去論證這個福音
[00:00:03.520 --> 00:00:05.160]  上帝如何去預備
[00:00:05.160 --> 00:00:06.560]  慢慢地去成就
[00:00:06.560 --> 00:00:09.160]  人亦如何憑著這個信心
[00:00:09.160 --> 00:00:11.440]  去領受這個救恩
[00:00:11.440 --> 00:00:13.520]  在第四章第一至十一節
[00:00:13.520 --> 00:00:16.840]  保羅繼續再深入地去討論
[00:00:16.840 --> 00:00:19.760]  或者去看這個問題
[00:00:19.760 --> 00:00:23.080]  保羅在這裡再講出一個論證
[00:00:23.080 --> 00:00:25.960]  去講明人如何才可以成為
[00:00:25.960 --> 00:00:29.120]  上帝自己的兒女
[00:00:29.120 --> 00:00:32.200]  保羅可以說是這裡的論點
[00:00:32.200 --> 00:00:36.040]  是跟第三章裡面的論點很相似
[00:00:36.040 --> 00:00:38.520]  是藉著我們日常生活裡面
[00:00:38.520 --> 00:00:40.960]  一些有的經驗
[00:00:40.960 --> 00:00:41.880]  保羅在這裡
[00:00:41.880 --> 00:00:45.400]  用人如何去繼承父親
[00:00:45.400 --> 00:00:47.520]  那一個產業的做法
[00:00:47.520 --> 00:00:51.840]  成為保羅一個很重要的觀點
[00:00:51.840 --> 00:00:55.720]  在第四章的第一第二節
[00:00:55.720 --> 00:01:00.480]  保羅借用了一個年幼的一個孩子
[00:01:00.480 --> 00:01:05.040]  如何未能夠夠年齡去承繼
[00:01:05.040 --> 00:01:08.480]  父親遺產的過程裡面
[00:01:08.480 --> 00:01:11.160]  父親如何去做呢
[00:01:11.160 --> 00:01:15.200]  在這裡講了一個啟蒙的老師
[00:01:15.200 --> 00:01:18.480]  一個年幼的少主可以說
[00:01:18.480 --> 00:01:21.000]  未曾有足夠合法的年齡
[00:01:21.000 --> 00:01:23.720]  去承受這些產業的時候
[00:01:23.720 --> 00:01:27.360]  爸爸就會去安排啟蒙老師
[00:01:27.360 --> 00:01:31.200]  對他的監管和督促
[00:01:31.200 --> 00:01:33.240]  這個保羅的論證
[00:01:33.240 --> 00:01:35.800]  其實是講到這個角色
[00:01:35.800 --> 00:01:39.560]  一個啟蒙老師的身份
[00:01:39.560 --> 00:01:41.960]  是一個短暫的使命
[00:01:41.960 --> 00:01:45.120]  不是一個長久的職責
[00:01:45.120 --> 00:01:47.440]  所以也都藉著去講明
[00:01:47.440 --> 00:01:51.240]  律法在上帝的救贖計劃當中
[00:01:51.240 --> 00:01:54.880]  都是擔任了一個很短暫的角色
[00:01:54.880 --> 00:01:58.000]  保羅在這裡用了一個
[00:01:58.000 --> 00:02:02.160]  當時很常用的生活上的一個情境
[00:02:02.160 --> 00:02:03.720]  就是人臨終的時候
[00:02:03.720 --> 00:02:08.560]  將財產給自己未成年子女的時候
[00:02:08.560 --> 00:02:09.840]  一個慣常的做法
[00:02:09.840 --> 00:02:13.160]  就是有第三者作一個監管
[00:02:13.160 --> 00:02:15.680]  當時在十四歲之前
[00:02:15.680 --> 00:02:19.160]  通常有一個人去監管著這個孩子
[00:02:19.160 --> 00:02:21.760]  到十四歲至二十五歲這段時間
[00:02:21.760 --> 00:02:24.880]  會有另外一個人去作一個監管
[00:02:24.880 --> 00:02:28.000]  這兩個人都是父親在遺囑裏面
[00:02:28.000 --> 00:02:31.840]  可以說是指派一個遺囑的監管人
[00:02:31.840 --> 00:02:34.080]  用我們現在的現代話去講
[00:02:34.080 --> 00:02:36.280]  保羅亦都去強調
[00:02:36.280 --> 00:02:40.840]  這個監管人其實都有時間上的限制
[00:02:40.840 --> 00:02:46.960]  當那個孩子到了一個合法年齡的時候
[00:02:46.960 --> 00:02:52.200]  這個監管人的職責就已經完結
[00:02:52.200 --> 00:02:55.680]  他定下了一個時限
[00:02:55.680 --> 00:03:03.480]  在這裡當這個孩子受監管人監管的時候
[00:03:03.480 --> 00:03:06.920]  這個孩子就好像跟勞部沒有分別
[00:03:06.920 --> 00:03:08.200]  意思就是說
[00:03:08.200 --> 00:03:13.520]  他還沒有自主的能力去運用這些財產
[00:03:13.520 --> 00:03:16.720]  一切都要聽命於這個監管人
[00:03:16.720 --> 00:03:18.560]  和這個管家
[00:03:18.560 --> 00:03:21.080]  保羅其實是間接去講
[00:03:21.080 --> 00:03:25.480]  加拉太的信徒在還沒有認識耶穌之前
[00:03:25.480 --> 00:03:28.040]  他們在一個什麼情況呢?
[00:03:28.040 --> 00:03:31.280]  其實是被罪惡去管理著
[00:03:31.280 --> 00:03:32.360]  可以說不是管理著
[00:03:32.360 --> 00:03:34.160]  是控制著、克制著
[00:03:34.160 --> 00:03:37.320]  就好像一個奴隸沒有分別一樣
[00:03:37.320 --> 00:03:40.360]  接著保羅在這裡去形容
[00:03:40.360 --> 00:03:43.680]  一些未成年的孩子
[00:03:43.680 --> 00:03:46.400]  就好像加拉太信徒
[00:03:46.400 --> 00:03:50.920]  在還沒有認識耶穌之前的那個時候的狀態
[00:03:50.920 --> 00:03:53.880]  加拉太教會有猶太人
[00:03:53.880 --> 00:03:56.040]  也有外邦人
[00:03:56.040 --> 00:03:58.080]  在這裡保羅說
[00:03:58.080 --> 00:04:01.840]  他們都在世俗的世界當中
[00:04:01.840 --> 00:04:06.400]  這個世俗的言語或者一些情況
[00:04:06.400 --> 00:04:08.480]  其實是說到
[00:04:08.480 --> 00:04:09.680]  在這個世界裡面
[00:04:09.680 --> 00:04:15.280]  未認識上帝的人的生活狀態
[00:04:15.280 --> 00:04:17.400]  在那個狀態裡面
[00:04:17.400 --> 00:04:18.400]  保羅去看
[00:04:18.400 --> 00:04:21.840]  這一群人都在一個罪惡的困所裡面
[00:04:21.840 --> 00:04:24.960]  都好像一群奴隸一樣
[00:04:24.960 --> 00:04:27.080]  被罪惡綑綁著
[00:04:27.080 --> 00:04:29.520]  這個狀態不單是外邦人
[00:04:29.520 --> 00:04:33.520]  猶太人都同樣在一個罪惡的境況裡面
[00:04:33.520 --> 00:04:35.040]  去被奴役著
[00:04:35.040 --> 00:04:39.320]  所以說這是一個全人類的一個境況
[00:04:39.320 --> 00:04:42.280]  在保羅的眼中
[00:04:42.280 --> 00:04:46.480]  外邦人被世界各式各樣的
[00:04:46.480 --> 00:04:49.120]  宗教的思想、生活、價值觀
[00:04:49.120 --> 00:04:51.240]  去奴役著一個人
[00:04:51.240 --> 00:04:52.840]  那個生命的狀態
[00:04:52.840 --> 00:04:59.040]  而猶太人也被當時他們誤解了律法的精神
[00:04:59.040 --> 00:05:00.720]  去奴役著一樣
[00:05:00.720 --> 00:05:04.360]  有很多的猶太人都以為
[00:05:04.360 --> 00:05:07.400]  我們能夠遵守了律法的規條
[00:05:07.400 --> 00:05:11.040]  我們就可以得到上帝的那個請求
[00:05:11.040 --> 00:05:15.400]  誤解了上帝設立一個律法的那個作用
[00:05:15.400 --> 00:05:17.920]  所以其實保羅他說
[00:05:17.920 --> 00:05:20.680]  外邦人和猶太人
[00:05:20.680 --> 00:05:24.040]  其實都在一個捆綁當中
[00:05:24.040 --> 00:05:25.360]  在這裡
[00:05:25.360 --> 00:05:28.600]  保羅在第四章第四節那裡
[00:05:28.600 --> 00:05:29.800]  他說
[00:05:29.800 --> 00:05:34.320]  世上的父親都去為未成年的孩子
[00:05:34.320 --> 00:05:37.880]  為了去承受產業定下了一個期限
[00:05:37.880 --> 00:05:41.200]  同樣上帝也都按照自己的意思
[00:05:41.200 --> 00:05:43.080]  為到人
[00:05:43.080 --> 00:05:44.960]  可以說為到他拯救的人
[00:05:44.960 --> 00:05:48.040]  定下了一個時限
[00:05:48.040 --> 00:05:49.000]  保羅在這裡說
[00:05:49.000 --> 00:05:50.400]  這個時候到了
[00:05:50.400 --> 00:05:52.240]  時候滿足
[00:05:52.240 --> 00:05:54.680]  上帝就差派了他的兒子
[00:05:54.680 --> 00:05:58.040]  耶穌來到地上成為一個人
[00:05:58.040 --> 00:06:03.040]  可以說是要將在現在世俗的世界裡面
[00:06:03.040 --> 00:06:05.040]  那些人包括猶太人
[00:06:05.040 --> 00:06:07.320]  包括外邦人
[00:06:07.320 --> 00:06:09.800]  這一群被罪惡奴役的人
[00:06:09.800 --> 00:06:11.280]  去贖出來
[00:06:11.280 --> 00:06:15.880]  使這一群人能夠成為上帝自己的兒子
[00:06:15.880 --> 00:06:17.600]  這個名份
[00:06:17.600 --> 00:06:18.800]  在這裡說到
[00:06:18.800 --> 00:06:20.240]  耶穌來到了
[00:06:20.240 --> 00:06:23.120]  他是從女子所出
[00:06:23.120 --> 00:06:24.400]  為什麼從女子
[00:06:24.400 --> 00:06:26.440]  這麼強調呢保羅
[00:06:26.440 --> 00:06:29.280]  其實保羅是要強調一件事
[00:06:29.280 --> 00:06:31.800]  人本來是有兒子的名份
[00:06:31.800 --> 00:06:33.920]  但如果大家去看《創世紀》的時候
[00:06:33.920 --> 00:06:35.320]  上帝創造亞當
[00:06:35.320 --> 00:06:38.360]  亞當是上帝的兒子這個名份
[00:06:38.360 --> 00:06:44.080]  因為夏娃被魔鬼引誘
[00:06:44.080 --> 00:06:47.800]  就違背了上帝的命令
[00:06:47.800 --> 00:06:49.880]  因著女人的緣故
[00:06:49.880 --> 00:06:52.120]  這個兒子的名份失去了
[00:06:52.120 --> 00:06:54.800]  但現在也都因著女人的緣故
[00:06:54.800 --> 00:06:56.520]  由女子所生
[00:06:56.520 --> 00:07:00.720]  從罪惡裡面被救贖出來
[00:07:00.720 --> 00:07:04.320]  得回這個兒子的名份
[00:07:04.320 --> 00:07:07.320]  在這裡保羅再提出
[00:07:07.320 --> 00:07:10.960]  我們現在提醒一群家體的信徒
[00:07:10.960 --> 00:07:13.360]  我們不再是奴隸了
[00:07:13.360 --> 00:07:15.720]  我們是上帝兒女
[00:07:15.720 --> 00:07:18.800]  上帝賜下聖靈在我們的心中
[00:07:18.800 --> 00:07:23.000]  我們可以叫上帝為「阿爸」「父」
[00:07:23.000 --> 00:07:25.880]  上帝就是我們的父親
[00:07:25.880 --> 00:07:28.040]  這裡保羅不單說出了
[00:07:28.040 --> 00:07:31.000]  上帝和人之間這種親密的關係
[00:07:31.000 --> 00:07:34.840]  也是對信徒身份的一種肯定
[00:07:34.840 --> 00:07:38.200]  只有屬於上帝家裡面的人
[00:07:38.200 --> 00:07:42.800]  才可以這樣稱呼上帝為我們的父
[00:07:42.800 --> 00:07:44.920]  保羅在這裡這樣說
[00:07:44.920 --> 00:07:47.800]  其實是和一群迦拉提信徒
[00:07:47.800 --> 00:07:49.920]  一個認同的身份
[00:07:49.920 --> 00:07:50.920]  他是猶太人
[00:07:50.920 --> 00:07:52.160]  他信了耶穌
[00:07:52.160 --> 00:07:53.640]  他也和外邦人
[00:07:53.640 --> 00:07:55.040]  這一群信徒
[00:07:55.040 --> 00:07:57.600]  再沒有一個隔閡
[00:07:57.600 --> 00:07:58.880]  再沒有分外邦人
[00:07:58.880 --> 00:08:00.160]  再沒有分猶太人
[00:08:00.160 --> 00:08:04.680]  我們同樣都是叫上帝為我們的父親
[00:08:04.680 --> 00:08:07.680]  我們有同一位的聖靈
[00:08:07.680 --> 00:08:10.120]  保羅在第四章第七就說
[00:08:10.120 --> 00:08:11.160]  因著這樣的緣故
[00:08:11.160 --> 00:08:13.800]  所以我們再不是奴僕
[00:08:13.800 --> 00:08:15.960]  我們同樣不是罪的奴僕
[00:08:15.960 --> 00:08:17.880]  我們是上帝的兒子
[00:08:17.880 --> 00:08:23.080]  我們可以承受上帝給我們這一份產業
[00:08:23.080 --> 00:08:24.760]  就好像在人間裡面
[00:08:24.760 --> 00:08:29.960]  一個兒子可以承受父親的產業一樣
[00:08:29.960 --> 00:08:31.440]  保羅在這裡說出
[00:08:31.440 --> 00:08:34.400]  既然我們現在是上帝自己的
[00:08:34.400 --> 00:08:36.320]  有兒子這個身份
[00:08:36.320 --> 00:08:41.200]  我們再不要回到以前那種罪惡的光景那裡
[00:08:41.200 --> 00:08:42.840]  我們不要再被
[00:08:42.840 --> 00:08:46.400]  逐世的或世俗的那種言論
[00:08:46.400 --> 00:08:49.600]  那種的情況
[00:08:49.600 --> 00:08:52.800]  那種罪惡去奴役我們的生命
