
[00:00:00.000 --> 00:00:02.000]  不要來到結束
[00:00:02.000 --> 00:00:05.000]  只有天上的
[00:00:05.000 --> 00:00:08.000]  佛神面前的聚會
[00:00:08.000 --> 00:00:10.000]  是永遠新鮮
[00:00:10.000 --> 00:00:12.000]  永遠繼續
[00:00:12.000 --> 00:00:14.000]  沒有窮盡的極樂
[00:00:14.000 --> 00:00:17.000]  如果在我們中間
[00:00:17.000 --> 00:00:21.000]  還有人沒有真正的慶祝
[00:00:21.000 --> 00:00:24.000]  我誠寫著禱告
[00:00:24.000 --> 00:00:26.000]  求主感動您
[00:00:26.000 --> 00:00:29.000]  讓您在這一次的聚會裡面
[00:00:29.000 --> 00:00:32.000]  真摯地打開您的心
[00:00:32.000 --> 00:00:34.000]  接受主耶穌
[00:00:34.000 --> 00:00:36.000]  做您的救主
[00:00:36.000 --> 00:00:38.000]  進入您的心中
[00:00:38.000 --> 00:00:40.000]  您的生命中
[00:00:40.000 --> 00:00:43.000]  祂就是您永遠的生命
[00:00:43.000 --> 00:00:45.000]  沒有一個人
[00:00:45.000 --> 00:00:47.000]  任何一個人
[00:00:47.000 --> 00:00:49.000]  是沒有真的自救
[00:00:49.000 --> 00:00:51.000]  與左右的生命的關係
[00:00:51.000 --> 00:00:54.000]  而離開這個地方
[00:00:56.000 --> 00:00:59.000]  今天早上我們要領受的信息
[00:00:59.000 --> 00:01:02.000]  是在羅馬書第八章
[00:01:02.000 --> 00:01:07.000]  請大家翻到羅馬書第八章
[00:01:07.000 --> 00:01:11.000]  我們在白冰紀念主的時候
[00:01:11.000 --> 00:01:13.000]  講到主的愛
[00:01:13.000 --> 00:01:15.000]  講到主的恩
[00:01:15.000 --> 00:01:18.000]  我們要在這一章聖經裡面
[00:01:18.000 --> 00:01:22.000]  看佛神為我們預備的
[00:01:22.000 --> 00:01:25.000]  雙重的恩典
[00:01:25.000 --> 00:01:29.000]  雙重代表加倍
[00:01:29.000 --> 00:01:31.000]  代表完全
[00:01:31.000 --> 00:01:34.000]  佛神的恩典
[00:01:34.000 --> 00:01:36.000]  是完全的
[00:01:36.000 --> 00:01:40.000]  是恩典上加恩典的
[00:01:40.000 --> 00:01:42.000]  何等的豐富
[00:01:42.000 --> 00:01:44.000]  何等的奇妙
[00:01:44.000 --> 00:01:46.000]  雙重的恩典
[00:01:46.000 --> 00:01:48.000]  我們在領受一天
[00:01:48.000 --> 00:01:51.000]  我們在做仰望的禱告
[00:01:52.000 --> 00:01:55.000]  能有恩典的佛神
[00:01:55.000 --> 00:01:57.000]  祢不但給我們恩典
[00:01:57.000 --> 00:01:59.000]  祢給我們全倍的恩典
[00:01:59.000 --> 00:02:02.000]  真是恩上加恩
[00:02:02.000 --> 00:02:05.000]  今天早上我們在白冰紀念的時候
[00:02:05.000 --> 00:02:08.000]  我們的心被祢的恩典所充滿
[00:02:08.000 --> 00:02:10.000]  所激勵
[00:02:10.000 --> 00:02:13.000]  我們的心被激起來
[00:02:13.000 --> 00:02:15.000]  到了祢的十恩臺前
[00:02:15.000 --> 00:02:18.000]  進入祢自己的面光之中
[00:02:18.000 --> 00:02:20.000]  祢為我們展揚敬拜
[00:02:20.000 --> 00:02:23.000]  感謝賽美
[00:02:23.000 --> 00:02:25.000]  到了這個時候
[00:02:25.000 --> 00:02:30.000]  我們要用墨槍來感謝祢
[00:02:30.000 --> 00:02:31.000]  來紀念祢
[00:02:31.000 --> 00:02:34.000]  願拿我們的墨槍
[00:02:34.000 --> 00:02:36.000]  求主
[00:02:36.000 --> 00:02:38.000]  刷抹祢的孩子的口
[00:02:38.000 --> 00:02:41.000]  讓祢的話語傳達的清楚
[00:02:41.000 --> 00:02:43.000]  不受任何的攔阻
[00:02:43.000 --> 00:02:45.000]  求主
[00:02:45.000 --> 00:02:47.000]  讓我們發聖
[00:02:47.000 --> 00:02:49.000]  我們這樣的求謝
[00:02:49.000 --> 00:02:51.000]  共主耶穌基督的聖名
[00:02:51.000 --> 00:02:53.000]  阿們
[00:02:53.000 --> 00:02:55.000]  羅馬書第八章
[00:02:55.000 --> 00:02:57.000]  是全部聖經裡面
[00:02:57.000 --> 00:03:00.000]  非常基本的一章
[00:03:00.000 --> 00:03:02.000]  非常重要的一章
[00:03:02.000 --> 00:03:05.000]  也非常豐富的一章
[00:03:05.000 --> 00:03:07.000]  每一個書中的人
[00:03:07.000 --> 00:03:10.000]  都應該特別的讀這一章
[00:03:10.000 --> 00:03:13.000]  明白其中的意義
[00:03:13.000 --> 00:03:16.000]  得著其中的定義
[00:03:16.000 --> 00:03:19.000]  我們首先注意到
[00:03:19.000 --> 00:03:23.000]  父神在基督耶穌和聖靈裡面
[00:03:23.000 --> 00:03:27.000]  是給我們雙重的釋放
[00:03:27.000 --> 00:03:30.000]  雙重的釋放
[00:03:30.000 --> 00:03:33.000]  我們看第二節
[00:03:33.000 --> 00:03:35.000]  第二節
[00:03:35.000 --> 00:03:38.000]  因此生命聖靈的律
[00:03:38.000 --> 00:03:41.000]  在基督耶穌裡釋放了我
[00:03:41.000 --> 00:03:46.000]  救我脫離罪和死的律了
[00:03:46.000 --> 00:03:48.000]  我
[00:03:48.000 --> 00:03:51.000]  是保羅的自述自稱
[00:03:51.000 --> 00:03:54.000]  他用我又用我們
[00:03:54.000 --> 00:03:57.000]  就表示這是他蒙恩的見證
[00:03:57.000 --> 00:03:59.000]  不是他的理論
[00:03:59.000 --> 00:04:01.000]  不是他的希望
[00:04:01.000 --> 00:04:04.000]  是他真實的生命的經歷
[00:04:04.000 --> 00:04:06.000]  原來他忽然說
[00:04:06.000 --> 00:04:08.000]  我真是苦啊
[00:04:08.000 --> 00:04:12.000]  誰能救我脫離這個屈死的身體呢?
[00:04:12.000 --> 00:04:16.000]  下面他告訴我們說
[00:04:16.000 --> 00:04:18.000]  是生命聖靈的律
[00:04:18.000 --> 00:04:21.000]  在基督耶穌裡釋放了我
[00:04:21.000 --> 00:04:27.000]  使我能夠脫離罪和死的律了
[00:04:27.000 --> 00:04:31.000]  聖靈在耶穌基督裡工作
[00:04:31.000 --> 00:04:34.000]  耶穌基督是基督
[00:04:34.000 --> 00:04:38.000]  聖靈的工作永遠是在
[00:04:38.000 --> 00:04:42.000]  耶穌基督的基礎上進行的
[00:04:42.000 --> 00:04:44.000]  聖靈不在主耶穌以外
[00:04:44.000 --> 00:04:46.000]  做任何的工作
[00:04:46.000 --> 00:04:49.000]  所有聖靈的工作
[00:04:49.000 --> 00:04:52.000]  都是在基督裡做的
[00:04:52.000 --> 00:04:55.000]  因為父神在基督裡
[00:04:55.000 --> 00:05:00.000]  成全他的救恩
[00:05:00.000 --> 00:05:04.000]  耶穌基督為我們成了救恩的盤石
[00:05:04.000 --> 00:05:06.000]  在這個盤石上
[00:05:06.000 --> 00:05:09.000]  聖靈在建造建造建造
[00:05:09.000 --> 00:05:13.000]  我們每一個人都是站在基督的盤石上
[00:05:13.000 --> 00:05:18.000]  而聖靈在我們的生命中工作
[00:05:18.000 --> 00:05:19.000]  在這裡告訴我們
[00:05:19.000 --> 00:05:27.000]  聖靈使我們脫離死和罪的律
