
[00:00:00.000 --> 00:00:13.000]  假如你是一个会上班的员工,你每一天的身份就是一个公司的员工。
[00:00:13.000 --> 00:00:30.000]  但是如果有一天你突然想去报读一个学位,那你要申请,你要递交你的申请,你要去考毕士。
[00:00:30.000 --> 00:00:45.000]  然后有一天那个学校跟你说,你可以报读,你可以来读这个学位了。这一刻,你的身份就转变了。
[00:00:45.000 --> 00:01:05.000]  本来你是一个公司的员工,但是今天你是一个学生。你有教授的supervision,你可以去图书馆,你可以去canteen,去吃学生的饭。
[00:01:05.000 --> 00:01:15.000]  你有你身边的同学,你是在一个学校的群体中生活。
[00:01:15.000 --> 00:01:30.000]  今天这一段经文同样讲身份的问题。耶稣的死亡成就了我们今天新的身份的转变。
[00:01:30.000 --> 00:01:41.000]  我们从前是罪人,如今我们成为了门徒。我们进入了上帝所创造的新的家庭。
[00:01:41.000 --> 00:01:53.000]  在这个家庭的护壁下生活。而这个新的家庭的榜样是什么呢?
[00:01:53.000 --> 00:02:02.000]  今天我们这个经文就是讲玛利亚跟主所爱的那门徒作为示范。
[00:02:02.000 --> 00:02:18.000]  让我们先读19:25-27 站在耶稣十字架旁边的有他的母亲姨母格罗巴的妻子玛利亚跟摩达拉的玛利亚。
[00:02:18.000 --> 00:02:30.000]  耶稣见母亲和他所爱的那门徒站在旁边,就对母亲说:母亲看你的儿子,又对那门徒说:看你的母亲。
[00:02:30.000 --> 00:02:37.000]  从那一刻起,那门徒就接他到自己家里去了。
[00:02:37.000 --> 00:02:45.000]  让我先简介一下这个福音书其中一个主题。
[00:02:45.000 --> 00:02:56.000]  约翰福音依反旧社会的传统,女性的角色不再是一个被动的卑微的身份。
[00:02:56.000 --> 00:03:05.000]  相反,女性的角色经常被用来与男性的角色相比。
[00:03:05.000 --> 00:03:13.000]  事实上,女门徒很多处都表现得比男门徒更优秀。
[00:03:13.000 --> 00:03:29.000]  比如说,撒玛利亚井旁的妇人跟尼哥迪姆,拉撒路的姐姐玛利亚用香膏高抹耶稣,对比绿色的犹大。
[00:03:29.000 --> 00:03:41.000]  而今天,这一段经文就是第一个登场的女门徒,就是耶稣的母亲玛利亚。
[00:03:41.000 --> 00:03:50.000]  那么,我们先看她在哪里登场呢?
[00:03:50.000 --> 00:03:56.000]  她是在约翰福音二章水变酒的故事出场。
[00:03:56.000 --> 00:04:01.000]  可以听我读出第二章一到五节。
[00:04:01.000 --> 00:04:09.000]  第三天在加利利的加拿有一个婚宴,耶稣的母亲在那里。
[00:04:09.000 --> 00:04:14.000]  耶稣和祂的门徒也被邀请去赴宴了。
[00:04:14.000 --> 00:04:19.000]  酒用完了,耶稣的母亲跟他说,他们没有酒了。
[00:04:19.000 --> 00:04:26.000]  耶稣说,母亲,我与你何干呢?我的时候还没有到。
[00:04:26.000 --> 00:04:35.000]  他母亲对佣人说,她告诉你们什么,你们就做吧。
[00:04:35.000 --> 00:04:42.000]  耶稣怎样跟这个女门徒的母亲互动呢?
[00:04:42.000 --> 00:04:50.000]  第二章告诉我们,他们参加婚宴,但是婚宴没有酒了。
[00:04:50.000 --> 00:04:54.000]  耶稣的母亲玛利亚跟耶稣说,没有酒了。
[00:04:54.000 --> 00:05:00.000]  那耶稣怎样回答祂的母亲呢?
[00:05:00.000 --> 00:05:10.000]  如果是更原本的翻译,应该是妇女或者是女人跟我有什么关系呢?
[00:05:10.000 --> 00:05:15.000]  我的时候还没有到。
[00:05:15.000 --> 00:05:20.000]  留意一下玛利亚,耶稣怎样叫玛利亚呢?
[00:05:20.000 --> 00:05:25.000]  祂说,女人或者是妇人。
[00:05:25.000 --> 00:05:30.000]  为什么耶稣要这样叫自己的母亲呢?
[00:05:30.000 --> 00:05:36.000]  耶稣的下半句的回应给我们一个提示。
[00:05:36.000 --> 00:05:41.000]  耶稣说,我的时候还没有到。
[00:05:41.000 --> 00:05:57.000]  耶稣的母亲上前来请求耶稣,是因为耶稣是一个行神迹的人。
[00:05:57.000 --> 00:06:08.000]  耶稣的母亲她凭着信心上前来请求耶稣出手解决饮品短缺的问题。
[00:06:08.000 --> 00:06:15.000]  玛利亚凭着信心寻找耶稣帮忙。
[00:06:15.000 --> 00:06:27.000]  但是如果相比耶稣有血缘关系的兄弟,我们看第七章第五节他讲到。
[00:06:27.000 --> 00:06:33.000]  原来连他的弟兄们也不信他。
[00:06:33.000 --> 00:06:41.000]  然后耶稣也是用类似的回应去回答自己的亲兄弟。
[00:06:41.000 --> 00:06:49.000]  他说,我的时机还没有到,你们的时机却随时都有。
[00:06:49.000 --> 00:06:55.000]  世人不会恨你们,却是恨我,因为我指定他们的行为是恶的。
[00:06:55.000 --> 00:07:07.000]  你们上去过节吧,我现在不上去过这节,因为我的时候还没有成熟。
[00:07:07.000 --> 00:07:19.000]  耶稣很多次讲时候未到,时机还没有到,究竟他讲的时机是什么时候呢?
[00:07:19.000 --> 00:07:28.000]  约翰福音的作者他不断重复时机这个字,究竟是为什么呢?
[00:07:28.000 --> 00:07:34.000]  什么是时候到了?
[00:07:34.000 --> 00:07:42.000]  十三章第一节,这里给了一个答案。
[00:07:42.000 --> 00:07:54.000]  逾越节以前,耶稣知道自己离世归夫的时候到了,耶稣的时候就是上十支架死亡的时候。
[00:07:54.000 --> 00:08:00.000]  耶稣的时候就是他要死亡的时候。
[00:08:00.000 --> 00:08:08.000]  这里也解释为什么加拿大婚宴的时候,耶稣讲自己时候未会到。
[00:08:08.000 --> 00:08:18.000]  因为当耶稣开始行神机的时候,他的死亡就开始倒数了。
[00:08:18.000 --> 00:08:24.000]  我们回去第二章,就是水变酒的故事。
[00:08:24.000 --> 00:08:31.000]  耶稣对玛利亚的回答,其实是作者埋下了一个伏笔。
[00:08:31.000 --> 00:08:38.000]  母亲,我与你何干呢?我的时候还没有到。
[00:08:38.000 --> 00:08:43.000]  这句如果是直接翻译的话,应该是这样的。
[00:08:43.000 --> 00:08:48.000]  为什么是我跟你呢?女人。
[00:08:48.000 --> 00:08:58.000]  约翰他巧妙地使用女人这个字,而不是母亲这个字。
[00:08:58.000 --> 00:09:12.000]  然后第二次他要记录耶稣这样叫自己的母亲,正是今天的经文19章25到26节。
[00:09:12.000 --> 00:09:18.000]  让我再读25到26节。
[00:09:18.000 --> 00:09:27.000]  站在耶稣十支架旁边的,有他的母亲姨母格罗巴的妻子玛利亚,跟摩达拉的玛利亚。
[00:09:27.000 --> 00:09:40.000]  耶稣看见母亲和他所爱的纳门徒站在旁边,就对母亲说,妇人,女人,看你的儿子。
[00:09:40.000 --> 00:09:48.000]  耶稣在第二章第一次叫自己的母亲叫妇人或者是女人。
[00:09:48.000 --> 00:09:58.000]  在这里,十支架上的耶稣第二次叫自己的母亲当作妇人。
[00:09:58.000 --> 00:10:03.000]  为什么耶稣要这样叫自己的母亲呢?
[00:10:03.000 --> 00:10:14.000]  耶稣这个举动,这个称呼,似乎是拉开了跟玛利亚的关系。
[00:10:14.000 --> 00:10:28.000]  不过我们可以肯定的一个点就是,耶稣跟玛利亚除了是母子的关系之外,他们更加是老师跟门徒的关系。
[00:10:28.000 --> 00:10:40.000]  一开始加拿大婚宴的时候,耶稣跟玛利亚说,时候还没有到,关我跟你什么事呢?不关我们的事了哦。
[00:10:40.000 --> 00:10:46.000]  在这里,耶稣回答玛利亚,时候到了。
[00:10:46.000 --> 00:11:02.000]  当玛利亚一直跟随耶稣,从祂出道、传道、被捕、被钉、死亡,玛利亚都一直跟随到底。
[00:11:02.000 --> 00:11:21.000]  玛利亚成为了门徒中一个非常重要的榜样,他一直默默地跟随耶稣,跟随到底,他见证了耶稣的时候到了。
[00:11:21.000 --> 00:11:35.000]  当耶稣快要死的时候,他才将自己的母亲交托给另外一个跟随的门徒,就是主所爱的那门徒去照顾。
[00:11:35.000 --> 00:11:49.000]  在这里,死亡中的耶稣他不单只是为玛利亚提供一个保护,耶稣的死亡更加是为玛利亚提供一个拯救。
[00:11:49.000 --> 00:12:03.000]  耶稣的死亡不单只是为玛利亚提供一个拯救,他更加是为全人类提供一个拯救。
[00:12:03.000 --> 00:12:19.000]  在这一刻,耶稣的身份他首先是世界的拯救者,然后他才是玛利亚儿子的身份。
[00:12:19.000 --> 00:12:33.000]  站在玛利亚的角度来看,他首先是耶稣的门徒,然后才是耶稣的母亲。
[00:12:33.000 --> 00:12:50.000]  当玛利亚明白到他自己是首先一位门徒,然后才是一位母亲的身份,门徒的身份必须优先过母亲的身份。
[00:12:50.000 --> 00:13:09.000]  作者他提醒读者或者是听众一件事,玛利亚是我们学习的榜样,门徒的身份是必须优先过我们辈耆的其他的身份。
[00:13:09.000 --> 00:13:23.000]  今天同样,如果我们不懂当耶稣的门徒,我们就会好像耶稣其他的弟兄一样走散了。
[00:13:23.000 --> 00:13:39.000]  各位弟兄姐妹,不论你是母亲,还是父亲,还是儿子,还是女儿,或者是单身的,没有什么东西是先于你门徒的身份。
[00:13:39.000 --> 00:13:56.000]  让我们先学习当门徒,我们才有我们的家人。
[00:13:56.000 --> 00:14:18.000]  看完女门徒之后,我们就讲男的门徒。第19章27节,又对那门徒说,看你的母亲。从那刻起,那门徒就接她到自己家里去了。
[00:14:18.000 --> 00:14:35.000]  耶稣被捕的时候,所有的男性门徒都走了,走散了,但是留下来的只有妇女、女人跟一个男性,就是那门徒。
[00:14:35.000 --> 00:14:51.000]  耶稣看见跟随的人只有一个门徒,那个唯一跟随到底的男的门徒,就交托玛利亚给他照顾。
[00:14:51.000 --> 00:15:05.000]  27节说,又对那门徒说,看你的母亲。从那刻起,那门徒就接她到自己家里去了。
[00:15:05.000 --> 00:15:29.000]  虽然上一节我说耶稣跟自己的母亲说叫她叫女人,似乎是拉远了跟玛利亚的关系,但是耶稣终究是担心他的母亲在自己死亡之后,没有人照顾。
[00:15:29.000 --> 00:15:47.000]  在犹太人的习俗里面,就会有使求他在死亡的时候,在见证人的见证底下,交代自己女性的亲属他的法定地位。
[00:15:47.000 --> 00:16:07.000]  正常来讲,耶稣应该将玛利亚交托给自己血缘的兄弟,但是耶稣在十字架上看,四周只有一个男性在这里。
[00:16:07.000 --> 00:16:24.000]  当耶稣交托玛利亚给那门徒的时候,没有一个血缘关系的门徒,就成为了玛利亚的儿子。
[00:16:24.000 --> 00:16:41.000]  在这里,这个新的家庭就出现了。那这个新家庭有什么特别呢?是不是我们所理解的家庭呢?
