
[00:00:00.000 --> 00:00:02.000]  我們今天會提到一個課題
[00:00:02.000 --> 00:00:05.000]  就是「天國子民的隱藏的操練」
[00:00:05.000 --> 00:00:11.000]  這是我們很需要常常留心的一種生命的重要操練
[00:00:11.000 --> 00:00:13.000]  我記得曾經留意到路易斯先生
[00:00:13.000 --> 00:00:15.500]  C.S. Lewis 曾經說過一句話
[00:00:15.500 --> 00:00:20.000]  他就說我們人類最大的問題是什麼呢?
[00:00:20.000 --> 00:00:23.500]  最大的問題就是我們太快滿足
[00:00:23.500 --> 00:00:28.500]  太快滿足一些很短暫即逝的事物
[00:00:28.500 --> 00:00:31.000]  一些物質、好處、一些明星
[00:00:31.000 --> 00:00:33.000]  得到之後就覺得很滿足
[00:00:33.000 --> 00:00:37.500]  以至不再有任何動機去尋求真實的滿足
[00:00:37.500 --> 00:00:40.500]  太快滿足了,這就是我們的問題
[00:00:40.500 --> 00:00:43.500]  以為得到財富、得到舒適的健康生活
[00:00:43.500 --> 00:00:47.000]  得到明星就覺得「得啦!很滿足」
[00:00:47.000 --> 00:00:52.000]  但事實上失去了一種追尋真正滿足的動機
[00:00:52.000 --> 00:00:57.500]  大家都留意到過去有一連串奧運的比賽
[00:00:57.500 --> 00:01:01.500]  我兒子最近看了很多電視
[00:01:01.500 --> 00:01:04.500]  但我留意到昨天結束了奧運
[00:01:04.500 --> 00:01:06.500]  大家知道有閉幕禮
[00:01:06.500 --> 00:01:08.500]  奧運裏面有很多很令人感動的場面
[00:01:08.500 --> 00:01:10.500]  特別是頒獎的時候
[00:01:10.500 --> 00:01:12.500]  那些運動員拿著自己的金牌
[00:01:12.500 --> 00:01:15.500]  望著自己的資格旗感動到流眼淚
[00:01:15.500 --> 00:01:20.500]  那種光榮感動的場面是令人難忘的
[00:01:20.500 --> 00:01:23.500]  是很光榮的、很榮耀的
[00:01:23.500 --> 00:01:29.500]  但我們要很明白,這些光榮很快就會消失
[00:01:29.500 --> 00:01:34.500]  很多年前,有另一次奧運會在巴塞隆拿的地方
[00:01:34.500 --> 00:01:37.500]  當時有美國一架遊船載著遊客
[00:01:37.500 --> 00:01:42.500]  去到這個城市對出的海岸地方
[00:01:42.500 --> 00:01:48.500]  停泊在那裏,一位記者就去訪問這艘船上有關的情況
[00:01:48.500 --> 00:01:51.500]  發現這艘船的公司很有心思
[00:01:51.500 --> 00:01:55.500]  安排了一些運動表演在船的甲板上
[00:01:55.500 --> 00:01:58.500]  他留意到有一個女運動員
[00:01:58.500 --> 00:02:01.500]  在其中表演一些運動
[00:02:01.500 --> 00:02:04.500]  一些平衡木、彈跳等等
[00:02:04.500 --> 00:02:07.500]  但當時很奇怪,可能大家都覺得
[00:02:07.500 --> 00:02:11.500]  這些運動比賽都是很皮毛,留待看奧運吧
[00:02:11.500 --> 00:02:13.500]  因此很少人看
[00:02:13.500 --> 00:02:16.500]  因此甲板上都是幾個人冷清清
[00:02:16.500 --> 00:02:21.500]  但當記者再仔細看這女運動員是誰的時候
[00:02:21.500 --> 00:02:23.500]  突然嚇了一跳
[00:02:23.500 --> 00:02:28.500]  他記得這女運動員曾經在上一屆運動會中
[00:02:28.500 --> 00:02:32.500]  獲得體操金牌獎
[00:02:32.500 --> 00:02:34.500]  一位前蘇聯的選手
[00:02:34.500 --> 00:02:36.500]  後來她投奔了美國
[00:02:36.500 --> 00:02:41.500]  但幾年後,她放下了運動專業後
[00:02:41.500 --> 00:02:43.500]  很多人已經忘記了她
[00:02:43.500 --> 00:02:45.500]  生活好像有點艱難
[00:02:45.500 --> 00:02:52.500]  她還在船上,在甲板上表演如賓
[00:02:52.500 --> 00:02:54.500]  這位記者寫道
[00:02:54.500 --> 00:03:00.500]  「天大的分別,過去曾經在運動場上叱咤風雲
[00:03:00.500 --> 00:03:04.500]  曾經被數百萬人圍著鼓掌讚賞她
[00:03:04.500 --> 00:03:07.500]  但竟然今日在甲板上
[00:03:07.500 --> 00:03:11.500]  幾個人冷清清地觀賞她的表演」
[00:03:11.500 --> 00:03:14.500]  這就是轉變
[00:03:14.500 --> 00:03:21.500]  人很多時候會得到很多光榮、獎勵、光榮、讚賞
[00:03:21.500 --> 00:03:24.500]  但這些一切很快會過去
[00:03:24.500 --> 00:03:28.500]  人給人的榮耀很快會褪色
[00:03:28.500 --> 00:03:30.500]  因此讓我們深深體會到
[00:03:30.500 --> 00:03:36.500]  我們所要尋求的不單是短期的、即逝的榮耀
[00:03:36.500 --> 00:03:40.500]  而是神要給我們永恆的榮耀、永恆的讚賞
[00:03:40.500 --> 00:03:42.500]  因此今天我們大家一起思想
[00:03:42.500 --> 00:03:48.500]  竟能在這個世代裡不能不給人的榮耀來吸引我們
[00:03:48.500 --> 00:03:51.500]  以致我們失去最寶貴、真正有價值的
[00:03:51.500 --> 00:03:54.500]  永遠從神而來的榮耀
[00:03:54.500 --> 00:03:57.500]  這也是今天我們想一起思想的重點
[00:03:57.500 --> 00:04:00.500]  我們昨天剛剛看完《馬太科》第五章
[00:04:00.500 --> 00:04:02.500]  看完五章之後我們就知道
[00:04:02.500 --> 00:04:06.500]  主耶穌提及一種意義,就是道德生活的意義
[00:04:06.500 --> 00:04:08.500]  然後到第六章的時候
[00:04:08.500 --> 00:04:10.500]  主耶穌提出第二種意義
[00:04:10.500 --> 00:04:14.500]  就是關乎信仰生活、宗教生活的意義
[00:04:14.500 --> 00:04:18.500]  在這兩種意義裡都發覺猶太人
[00:04:18.500 --> 00:04:22.500]  他們在當中有偏差的地方
[00:04:22.500 --> 00:04:23.500]  在猶太人的心目中
[00:04:23.500 --> 00:04:27.500]  宗教性的意義有三種重要的表達方式
[00:04:27.500 --> 00:04:32.500]  一個是施捨,一個是祈禱,一個是禁食
[00:04:32.500 --> 00:04:34.500]  在他們的操練裡
[00:04:34.500 --> 00:04:38.500]  這三種被認為是最主要的一種敬虔的表現
[00:04:38.500 --> 00:04:41.500]  三種最重要的追求
[00:04:41.500 --> 00:04:45.500]  但是他們的偏差發現了很多的問題
[00:04:45.500 --> 00:04:47.500]  正如道德的生活
[00:04:47.500 --> 00:04:50.500]  他們開始發覺只是著重外表
[00:04:50.500 --> 00:04:52.500]  主耶穌提醒他們
[00:04:52.500 --> 00:04:54.500]  你要留心從你們的行為
[00:04:54.500 --> 00:04:56.500]  進入你們的內心狀況裡
[00:04:56.500 --> 00:04:59.500]  不要以為表面殺人才是殺人
[00:04:59.500 --> 00:05:02.500]  可以內心在憤恨當中殺人
[00:05:02.500 --> 00:05:05.500]  不要以為只是行為才會有奸淫
[00:05:05.500 --> 00:05:08.500]  在人的內心也會有奸淫
[00:05:08.500 --> 00:05:11.500]  同樣在他們的宗教意義裡
[00:05:11.500 --> 00:05:12.500]  信仰生活的意義上
[00:05:12.500 --> 00:05:14.500]  主耶穌提醒他們
[00:05:14.500 --> 00:05:19.500]  要從你們的行為進入內心的動機裡
[00:05:19.500 --> 00:05:22.500]  動機是非常重要的
[00:05:22.500 --> 00:05:23.500]  是神所監察的
[00:05:23.500 --> 00:05:26.500]  因此不可以單單有外在的行為
[00:05:26.500 --> 00:05:28.500]  要留心你內在的那種動機
[00:05:28.500 --> 00:05:30.500]  是否神所寬慶的
[00:05:30.500 --> 00:05:32.500]  因此主耶穌帶著這樣的態度
