
[00:00:00.000 --> 00:00:03.200]  從今天開始
[00:00:03.200 --> 00:00:06.680]  我們要一年三次
[00:00:06.680 --> 00:00:11.400]  講成熟的靈性
[00:00:11.400 --> 00:00:14.400]  今天的分題
[00:00:14.400 --> 00:00:20.600]  就是屬靈的自立的能力
[00:00:20.600 --> 00:00:26.600]  如果一個基督徒的靈性成熟了
[00:00:26.600 --> 00:00:29.800]  他就有屬靈的自立的能力
[00:00:29.800 --> 00:00:32.800]  他就有屬靈的自立的能力
[00:00:32.800 --> 00:00:35.200]  自立的能力有什麼表現呢?
[00:00:35.200 --> 00:00:37.600]  自立的能力有什麼表現呢?
[00:00:37.600 --> 00:00:46.000]  請大家先回到我們的金句
[00:00:46.000 --> 00:00:51.600]  在經文裏面
[00:00:51.600 --> 00:00:56.400]  猶大書第二十節
[00:00:56.400 --> 00:01:02.000]  親愛的弟兄們,你們卻要在自性的真道上造就自己
[00:01:02.000 --> 00:01:06.000]  在聖靈裏禱告,保守自己常在神的愛中
[00:01:06.000 --> 00:01:10.800]  這裡提到我們要在真道上造就自己
[00:01:10.800 --> 00:01:13.800]  這裡提到我們要在真道上造就自己
[00:01:13.800 --> 00:01:16.800]  不是別人造就我
[00:01:16.800 --> 00:01:18.800]  不是別人造就我們
[00:01:18.800 --> 00:01:21.400]  而是自己造就自己
[00:01:21.400 --> 00:01:23.600]  那是自己造就自己
[00:01:23.600 --> 00:01:25.800]  這不是說我們不需要聽到
[00:01:25.800 --> 00:01:27.600]  這不是說我們不需要聽到
[00:01:27.600 --> 00:01:31.200]  也不是說我們不需要弟兄姊妹們的幫助
[00:01:31.200 --> 00:01:34.200]  也不是說我們不需要弟兄姊妹的幫助
[00:01:34.200 --> 00:01:36.200]  乃是說
[00:01:36.200 --> 00:01:39.800]  我們不是單單依靠別人的幫助
[00:01:39.800 --> 00:01:42.600]  我們不是單單依靠別人的幫助
[00:01:42.600 --> 00:01:45.600]  不是別人替我們讀了聖經
[00:01:45.600 --> 00:01:47.200]  然後向我們講
[00:01:47.200 --> 00:01:49.200]  不是別人替我們讀了聖經
[00:01:49.200 --> 00:01:50.600]  然後向我們講
[00:01:50.600 --> 00:01:54.200]  我們在讀經上
[00:01:54.200 --> 00:01:57.600]  靈受造就上
[00:01:57.600 --> 00:02:01.600]  有自立的能力
[00:02:01.600 --> 00:02:04.400]  這是很重要的
[00:02:04.400 --> 00:02:09.000]  如果我們要做一個調查的話
[00:02:09.000 --> 00:02:12.800]  我不曉得在我們各位當中
[00:02:12.800 --> 00:02:17.000]  有多少位弟兄姊妹
[00:02:17.000 --> 00:02:20.200]  是自己經常讀經
[00:02:20.200 --> 00:02:22.000]  靈受著的造就的
[00:02:22.000 --> 00:02:24.000]  是自己經常讀經
[00:02:24.000 --> 00:02:26.200]  靈受著的造就的
[00:02:26.200 --> 00:02:28.000]  這個比例越高
[00:02:28.000 --> 00:02:29.800]  這個比例越高的話
[00:02:29.800 --> 00:02:31.800]  就表示一間教會
[00:02:31.800 --> 00:02:33.800]  屬靈的程度越高
[00:02:33.800 --> 00:02:35.200]  就表示一間教會
[00:02:35.200 --> 00:02:37.000]  屬靈的程度越高
[00:02:37.000 --> 00:02:43.000]  成熟的程度越高
[00:02:43.000 --> 00:02:46.000]  這是我們要學習的一件事
[00:02:46.000 --> 00:02:48.400]  這是我們要學習的一件事
[00:02:48.400 --> 00:02:50.800]  在九龍那邊有一間教會
[00:02:50.800 --> 00:02:53.000]  在九龍那邊有一間教會
[00:02:53.000 --> 00:02:55.800]  在亞加勞街
[00:02:55.800 --> 00:02:57.000]  在亞加勞街
[00:02:57.000 --> 00:02:58.400]  基督徒會堂
[00:02:58.400 --> 00:03:02.200]  在最近禮拜堂的講台後面的牆上
[00:03:02.200 --> 00:03:05.200]  在最近禮拜堂的講台後面的牆上
[00:03:05.200 --> 00:03:08.000]  有鐵金的經文
[00:03:08.000 --> 00:03:11.200]  有鐵金的經文
[00:03:11.200 --> 00:03:14.000]  「我就是門」
[00:03:14.000 --> 00:03:19.000]  「從我進來的必然得救」
[00:03:19.000 --> 00:03:21.000]  下面說
[00:03:21.000 --> 00:03:26.000]  「並且出入得草吃」
[00:03:26.000 --> 00:03:30.000]  「出入」兩個字很重要
[00:03:30.000 --> 00:03:32.000]  「入」是入到禮拜堂
[00:03:32.000 --> 00:03:37.000]  「出」是出到禮拜堂
[00:03:37.000 --> 00:03:38.000]  請大家不要誤會我
[00:03:38.000 --> 00:03:41.000]  這不是主講禮拜堂
[00:03:41.000 --> 00:03:42.000]  請大家不要誤會
[00:03:42.000 --> 00:03:44.000]  這不是主講禮拜堂
[00:03:44.000 --> 00:03:46.000]  這是我們今天的靈慧
[00:03:46.000 --> 00:03:48.000]  這是我們今天的靈活
[00:03:48.000 --> 00:03:49.400]  我們進到禮拜堂裏面
[00:03:49.400 --> 00:03:51.000]  我們進到禮拜堂裏面
[00:03:51.000 --> 00:03:52.400]  有草可吃
[00:03:52.400 --> 00:03:53.600]  有草可以吃
[00:03:53.600 --> 00:03:54.800]  因為可以聽到
[00:03:54.800 --> 00:03:55.800]  因為可以聽到
[00:03:55.800 --> 00:03:59.600]  但是出去禮拜堂回到家裏後
[00:03:59.600 --> 00:04:02.000]  但是出去禮拜堂回到家裏後
[00:04:02.000 --> 00:04:04.200]  我們有沒有屬靈的草吃呢?
[00:04:04.200 --> 00:04:06.600]  我們有沒有屬靈的草吃呢?
