
[00:00:00.000 --> 00:00:01.720]  今日的講題提及
[00:00:01.720 --> 00:00:05.200]  是時候去再做神的工了
[00:00:05.200 --> 00:00:09.360]  也意味著可能我們過去曾經都侍奉神
[00:00:09.360 --> 00:00:11.720]  都願意做神的工作
[00:00:11.720 --> 00:00:13.960]  或者曾幾何時放下了
[00:00:13.960 --> 00:00:15.800]  但聖經呼籲我們
[00:00:15.800 --> 00:00:18.600]  是時候再去投入
[00:00:18.600 --> 00:00:22.200]  去侍奉神 去作神的工
[00:00:22.200 --> 00:00:24.880]  很多時候我都會想起一件事
[00:00:24.880 --> 00:00:26.520]  一位弟兄的事情
[00:00:26.520 --> 00:00:29.120]  我也想再跟大家分享
[00:00:29.120 --> 00:00:30.520]  一位年老的弟兄
[00:00:30.520 --> 00:00:32.880]  當他在醫院臨終之前
[00:00:32.880 --> 00:00:35.120]  另一位弟兄就跟他說
[00:00:35.120 --> 00:00:39.120]  「弟兄有沒有什麼掛心的事?」
[00:00:39.120 --> 00:00:41.040]  這位弟兄就想了想
[00:00:41.040 --> 00:00:41.840]  他就回答
[00:00:41.840 --> 00:00:44.800]  他說「我都沒有什麼掛心的事」
[00:00:44.800 --> 00:00:47.240]  「神很多年一直的恩待我」
[00:00:47.240 --> 00:00:50.560]  「讓我的生活都很順利 很平順」
[00:00:50.560 --> 00:00:52.560]  「我很感謝神」
[00:00:52.560 --> 00:00:53.840]  「不過你要我講」
[00:00:53.840 --> 00:00:57.440]  他說「有一件事我是很遺憾的」
[00:00:57.440 --> 00:01:00.640]  這位弟兄就再問他「是什麼事情?」
[00:01:00.640 --> 00:01:03.200]  這位年老的弟兄就說
[00:01:03.200 --> 00:01:06.160]  「當我知道自己快離開的時候」
[00:01:06.160 --> 00:01:10.000]  「我就想一生有很多機會可以侍奉神」
[00:01:10.000 --> 00:01:13.280]  「但其實我沒有把握這些機會」
[00:01:13.280 --> 00:01:15.200]  「因此到今天的時候」
[00:01:15.200 --> 00:01:16.800]  「我有一種遺憾」
[00:01:16.800 --> 00:01:18.640]  「就是我沒有把握機會」
[00:01:18.640 --> 00:01:22.080]  「來好好地侍奉神」
[00:01:22.080 --> 00:01:25.120]  這就是他當時所表達的遺憾
[00:01:25.120 --> 00:01:27.520]  後來我聽到這位弟兄所說的
[00:01:27.520 --> 00:01:28.880]  我心裡有一種感動
[00:01:28.880 --> 00:01:30.880]  我就向神說「神啊」
[00:01:30.880 --> 00:01:34.320]  「求祢讓我在我離開世界的時候」
[00:01:34.320 --> 00:01:37.840]  「我可以不用有這種遺憾」
[00:01:37.840 --> 00:01:40.160]  「我求神讓我可以在離開世界的時候」
[00:01:40.160 --> 00:01:44.880]  「都可以說我當跑的路已經跑盡了」
[00:01:44.880 --> 00:01:49.440]  「神給我有的能力、才幹、恩賜、機會」
[00:01:49.440 --> 00:01:52.240]  「都能夠可以把握得住」
[00:01:52.240 --> 00:01:55.920]  「可以發揮得到、可以侍奉主」
[00:01:55.920 --> 00:01:58.960]  我相信這也是很多弟兄姊妹的心願
[00:01:58.960 --> 00:02:01.120]  很盼望自己一生在神手中
[00:02:01.120 --> 00:02:04.000]  能夠可以侍奉神
[00:02:04.000 --> 00:02:05.840]  因此當我們來到今天
[00:02:05.840 --> 00:02:07.680]  我們不知道將來有多少日子
[00:02:07.680 --> 00:02:10.480]  但求主給我們再一次一種力量
[00:02:10.480 --> 00:02:12.640]  可以用餘下的日子
[00:02:12.640 --> 00:02:15.680]  來好好地侍奉神
[00:02:15.680 --> 00:02:17.600]  聖經裡面的《哈蓋書》
[00:02:17.600 --> 00:02:20.160]  就是在當中發出這個呼籲
[00:02:20.160 --> 00:02:23.440]  呼籲他的子民侍奉神
[00:02:23.440 --> 00:02:25.840]  在聖經的時候一開始就提及
[00:02:25.840 --> 00:02:28.240]  「你們不要推搪了」
[00:02:28.240 --> 00:02:30.000]  「你們要侍奉我」
[00:02:30.000 --> 00:02:34.560]  這個時候請大家看回聖經第一章第一節
[00:02:34.560 --> 00:02:36.720]  在當時這個馬代波斯王
[00:02:36.720 --> 00:02:39.680]  大利烏王的第二年六月一日
[00:02:39.680 --> 00:02:43.680]  耶和華的話就臨到一位先知哈蓋
[00:02:43.680 --> 00:02:47.040]  然後臨到猶大的省長索羅巴伯
[00:02:47.040 --> 00:02:49.280]  和當時的大祭斯約書雅
[00:02:49.280 --> 00:02:51.760]  就這樣說第二節
[00:02:51.760 --> 00:02:53.760]  萬君子耶和華這樣說
[00:02:53.760 --> 00:02:55.760]  這文說重見耶和華
[00:02:55.760 --> 00:02:58.880]  「電雨的時候還沒有到」
[00:02:58.880 --> 00:03:00.240]  或者如學本所說
[00:03:00.240 --> 00:03:03.440]  「時候尚未來到」
[00:03:03.440 --> 00:03:04.880]  在當時的猶太人
[00:03:04.880 --> 00:03:07.360]  他們曾經經歷一個很大的困難
[00:03:07.360 --> 00:03:10.000]  就是他們被擄到巴比倫
[00:03:10.000 --> 00:03:11.840]  大家知道當時的歷史
[00:03:11.840 --> 00:03:14.080]  有七十年之久
[00:03:14.080 --> 00:03:15.840]  七十年之後神很奇妙
[00:03:15.840 --> 00:03:17.440]  人們以為滅亡了
[00:03:17.440 --> 00:03:19.200]  沒有盼望了
[00:03:19.200 --> 00:03:23.520]  在那個時候就很清楚見到神興起了古列王
[00:03:23.520 --> 00:03:25.920]  因為不認識神的君王
[00:03:25.920 --> 00:03:28.960]  竟然他有心鼓勵神的百姓
[00:03:28.960 --> 00:03:30.640]  回到耶路撒冷
[00:03:30.640 --> 00:03:32.800]  為神建造聖殿
[00:03:32.800 --> 00:03:34.160]  很奇妙
[00:03:34.160 --> 00:03:35.840]  他們就回去
[00:03:35.840 --> 00:03:38.720]  回去之後很快就開始建造聖殿
[00:03:38.720 --> 00:03:40.400]  但是經歷很大的困難
[00:03:40.400 --> 00:03:42.320]  有敵人攻擊他們
[00:03:42.320 --> 00:03:44.320]  攔阻他們建造聖殿
[00:03:44.320 --> 00:03:46.400]  再加上當時天氣乾旱
[00:03:46.400 --> 00:03:47.440]  很困難
[00:03:47.440 --> 00:03:50.000]  很快就放下了
[00:03:50.000 --> 00:03:51.680]  其實很多人都是這樣
[00:03:51.680 --> 00:03:53.360]  有些時候令受一份感動
[00:03:53.360 --> 00:03:54.960]  立刻為神發熱心
[00:03:54.960 --> 00:03:58.560]  但很快熱心就冷卻了
[00:03:58.560 --> 00:04:00.320]  一冷卻之後
[00:04:00.320 --> 00:04:03.360]  就放下了多久呢?
[00:04:03.360 --> 00:04:04.400]  歷史告訴我們
[00:04:04.400 --> 00:04:05.440]  一放下
[00:04:05.440 --> 00:04:08.320]  放下了十六年
[00:04:08.320 --> 00:04:09.440]  十六年裡面
[00:04:09.440 --> 00:04:13.200]  他們不再去考慮建造神的殿
[00:04:13.200 --> 00:04:14.240]  在那個時候
[00:04:14.240 --> 00:04:15.440]  神經十六年之後
[00:04:15.440 --> 00:04:18.800]  就興起了先知哈蓋和撒加利亞
[00:04:18.800 --> 00:04:21.360]  發出對他們的勉勵
[00:04:21.360 --> 00:04:22.720]  在《聖經哈蓋書》
[00:04:22.720 --> 00:04:24.400]  只是兩章的經文
[00:04:24.400 --> 00:04:26.960]  差不多有二十五次提及
[00:04:26.960 --> 00:04:30.560]  先知的訊息是從神而來
[00:04:30.560 --> 00:04:31.360]  不是人
[00:04:31.360 --> 00:04:33.040]  是神不斷地呼籲
[00:04:33.040 --> 00:04:34.160]  祂的子民
[00:04:34.160 --> 00:04:36.960]  你們要服侍我
[00:04:36.960 --> 00:04:38.400]  然後先知哈蓋的訊息
[00:04:38.400 --> 00:04:39.680]  傳出來的時候
[00:04:39.680 --> 00:04:42.080]  他們就聽見神跟他們說
[00:04:42.080 --> 00:04:44.800]  「這文說」
[00:04:44.800 --> 00:04:46.080]  如果你們小心看
[00:04:46.080 --> 00:04:46.880]  在舊的《聖經》裡面
[00:04:46.880 --> 00:04:48.480]  當神提及祂的子民的時候
[00:04:48.480 --> 00:04:50.480]  通常是怎麼說的呢?
[00:04:50.480 --> 00:04:52.320]  「我的民吶」
[00:04:52.320 --> 00:04:54.160]  神是說祂的子民
[00:04:54.160 --> 00:04:56.320]  跟祂有特別的關係
[00:04:56.320 --> 00:04:56.960]  但在這個時候
[00:04:56.960 --> 00:04:59.600]  突然間變得好像很疏離似的
[00:04:59.600 --> 00:05:02.320]  「這文說」
[00:05:02.320 --> 00:05:04.720]  當人不願意聽從神的時候
[00:05:04.720 --> 00:05:07.920]  就跟神的關係疏遠
[00:05:07.920 --> 00:05:08.480]  弟兄姊妹
[00:05:08.480 --> 00:05:10.320]  不因為你翻崇拜
[00:05:10.320 --> 00:05:11.920]  不因為你每天讀聖經
[00:05:11.920 --> 00:05:15.040]  你就必然跟神的關係密切
[00:05:15.040 --> 00:05:17.680]  跟神的關係密切的關鍵就是
[00:05:17.680 --> 00:05:20.240]  你聽神的話
[00:05:20.240 --> 00:05:22.560]  神就貼近你的生命
[00:05:22.560 --> 00:05:24.800]  因為你聽從祂
[00:05:24.800 --> 00:05:27.040]  當時白色不聽神的話
[00:05:27.040 --> 00:05:28.080]  因此神就說
[00:05:28.080 --> 00:05:29.280]  「這文說」
[00:05:29.280 --> 00:05:31.520]  他說「見做耶和華殿院的時候
[00:05:31.520 --> 00:05:33.680]  還沒有來到」
[00:05:33.680 --> 00:05:35.200]  時候還沒到
[00:05:35.200 --> 00:05:36.960]  所以不適合做
[00:05:36.960 --> 00:05:37.840]  好像向人說
[00:05:37.840 --> 00:05:39.520]  其實我不是不想做的
[00:05:39.520 --> 00:05:40.800]  不過時候還沒到
[00:05:40.800 --> 00:05:43.360]  你看看經濟環境還沒改善
[00:05:43.360 --> 00:05:45.200]  政治環境又不穩定
[00:05:45.200 --> 00:05:48.880]  波斯帝國還在監控我們
[00:05:48.880 --> 00:05:51.280]  很多他們心裡想的理由
[00:05:51.280 --> 00:05:52.400]  因此他們說
[00:05:52.400 --> 00:05:53.360]  這個時候
[00:05:53.360 --> 00:05:56.560]  還沒有見做神殿院的時候
[00:05:56.560 --> 00:05:59.200]  但神立刻就指出他們的矛盾
[00:05:59.200 --> 00:06:02.720]  在第四節大家看
[00:06:02.720 --> 00:06:04.800]  「這殿院仍然荒廢
[00:06:04.800 --> 00:06:06.320]  豈是你們住在有
[00:06:06.320 --> 00:06:09.600]  天花板的房屋的時候?」
[00:06:09.600 --> 00:06:12.560]  聖經提到神自己的殿是荒廢的
[00:06:12.560 --> 00:06:14.160]  但他們就說
[00:06:14.160 --> 00:06:15.840]  不是時候見做了
[00:06:15.840 --> 00:06:17.280]  但相對來說
[00:06:17.280 --> 00:06:18.880]  確是有時間去見做
[00:06:18.880 --> 00:06:21.120]  自己那些上等的房屋
[00:06:21.120 --> 00:06:22.640]  很華麗的房屋
[00:06:22.640 --> 00:06:24.720]  那些建築有時間
[00:06:24.720 --> 00:06:26.240]  有力量
[00:06:26.240 --> 00:06:27.040]  因此神就說
[00:06:27.040 --> 00:06:28.720]  「你們說不是時候
[00:06:28.720 --> 00:06:30.240]  為何你們有時間
[00:06:30.240 --> 00:06:32.480]  去做自己的事?」
[00:06:32.480 --> 00:06:34.160]  一種很清楚的矛盾
[00:06:34.160 --> 00:06:35.920]  就表達出來
[00:06:35.920 --> 00:06:37.040]  因此簡單來說
[00:06:37.040 --> 00:06:40.160]  他們不能見做只是兩個字
[00:06:40.160 --> 00:06:41.760]  原因就是兩個字
[00:06:41.760 --> 00:06:43.760]  就是推搪
[00:06:43.760 --> 00:06:45.200]  找事情推搪
[00:06:45.200 --> 00:06:46.000]  不是時候
[00:06:46.000 --> 00:06:47.840]  尚未來到的機會
[00:06:47.840 --> 00:06:48.480]  神就說
[00:06:48.480 --> 00:06:51.280]  「你們不要再推搪」
[00:06:51.280 --> 00:06:52.400]  我曾經提及過
[00:06:52.400 --> 00:06:53.520]  在好幾年之前
[00:06:53.520 --> 00:06:54.960]  我在見道神學院讀書
[00:06:54.960 --> 00:06:56.640]  不是讀書
[00:06:56.640 --> 00:06:59.280]  在當中負責一些服事的時候
[00:06:59.280 --> 00:07:00.880]  在當時我就聽到很多學生
[00:07:00.880 --> 00:07:02.960]  他們說他們夢照
[00:07:02.960 --> 00:07:05.120]  侍奉神的見證
[00:07:05.120 --> 00:07:06.560]  聽了很多個之後
[00:07:06.560 --> 00:07:08.960]  我得到一個結論
[00:07:08.960 --> 00:07:10.160]  我發覺很多神學生
[00:07:10.160 --> 00:07:12.880]  當他們願意踏上侍奉的路
[00:07:12.880 --> 00:07:14.800]  從他們開始夢照
[00:07:14.800 --> 00:07:16.080]  領受感動
[00:07:16.080 --> 00:07:18.400]  到最終踏上的時候
[00:07:18.400 --> 00:07:20.880]  中間大概都經過七八年
[00:07:20.880 --> 00:07:23.760]  八九年的時間
[00:07:23.760 --> 00:07:25.360]  在當時當他們講見證的時候
[00:07:25.360 --> 00:07:25.920]  他們就說
[00:07:25.920 --> 00:07:27.360]  不是因為我們當時
[00:07:27.360 --> 00:07:29.520]  所掛心的那些學業
[00:07:29.520 --> 00:07:30.640]  或者事業
[00:07:30.640 --> 00:07:31.440]  或者家庭
