
[00:00:00.000 --> 00:00:07.600]  我們今天會從三個角度思考聖靈充滿的訊息
[00:00:07.600 --> 00:00:16.200]  我們首先思考如何領受聖靈充滿的條件或基礎
[00:00:16.200 --> 00:00:22.600]  第二,我們應該持什麼態度尋求聖靈充滿
[00:00:22.600 --> 00:00:28.200]  第三,我們如何操練被聖靈充滿
[00:00:28.200 --> 00:00:37.200]  我記得早前我家開水口時發現水是黃色的
[00:00:37.200 --> 00:00:40.800]  查了一段時間才發現
[00:00:40.800 --> 00:00:48.200]  原來在家牆外的街口有一大段是長了一手的
[00:00:48.200 --> 00:00:52.200]  雖然水源是清澈的,是乾淨的
[00:00:52.200 --> 00:00:58.600]  但經過水口後,一扭開水口頭,水是黃色的
[00:00:58.600 --> 00:01:04.400]  當時覺得沒有其他辦法,只能更換一條街口
[00:01:04.400 --> 00:01:10.200]  更換後發現水是清澈的,很開心有乾淨的水
[00:01:10.200 --> 00:01:13.200]  當時的感受是很特別
[00:01:13.200 --> 00:01:16.200]  水源應該是乾淨的
[00:01:16.200 --> 00:01:21.800]  但經過生鏽的管道,變成黃色的生鏽水
[00:01:21.800 --> 00:01:24.200]  我回想起一個人的生命
[00:01:24.200 --> 00:01:28.000]  沒錯,神賜給我們聖靈充滿我們的內心
[00:01:28.000 --> 00:01:33.800]  但當我們內心生命有障礙、有問題時
[00:01:33.800 --> 00:01:37.000]  聖靈不能流通我們的生命
[00:01:37.000 --> 00:01:42.000]  甚至會出現很污穢的生命表現
[00:01:42.000 --> 00:01:44.000]  當我們想到聖靈充滿的時候
[00:01:44.000 --> 00:01:45.800]  首先要問一個問題
[00:01:45.800 --> 00:01:49.800]  如何讓我的生命沒有阻塞
[00:01:49.800 --> 00:01:53.200]  能夠不會有一些不健康的情況
[00:01:53.200 --> 00:01:57.000]  以至聖靈的工作能夠流通我們的生命
[00:01:57.000 --> 00:01:59.000]  正如今日的金句所說
[00:01:59.000 --> 00:02:01.000]  好像活水的江河
[00:02:01.000 --> 00:02:03.800]  能夠讓我們的生命湧流出來
[00:02:03.800 --> 00:02:08.600]  自己蒙福,滋潤我們身邊很多人群
[00:02:08.600 --> 00:02:10.400]  各位聽眾,當你聽的時候
[00:02:10.400 --> 00:02:14.800]  這些流心,不要當作是一些理念
[00:02:14.800 --> 00:02:16.400]  你心裡默默地向主說
[00:02:16.400 --> 00:02:20.200]  「主啊,求祢讓我的心能夠被聖靈充滿
[00:02:20.200 --> 00:02:22.600]  讓我領受活水的江河」
[00:02:22.600 --> 00:02:27.800]  是主所應許信靠祂的人都要領受的
[00:02:27.800 --> 00:02:31.000]  聖經首先給我們看見有幾個基本的條件
[00:02:31.000 --> 00:02:34.400]  第一,大家先看第五章第八節
[00:02:34.400 --> 00:02:37.800]  第五章第八節
[00:02:37.800 --> 00:02:40.000]  「你們從前是黑暗的
[00:02:40.000 --> 00:02:43.000]  如今在主裡卻是光明的
[00:02:43.000 --> 00:02:47.200]  行事和人就當像光明的兒女」
[00:02:47.200 --> 00:02:49.600]  聖經提到我們以前未信主之前
[00:02:49.600 --> 00:02:52.000]  我們的本質是黑暗的
[00:02:52.000 --> 00:02:53.600]  但是今天信主之後
[00:02:53.600 --> 00:02:56.000]  我們今天是光明的
[00:02:56.000 --> 00:02:58.000]  這裡所說的
[00:02:58.000 --> 00:03:00.800]  不是說我們有些光明的行動
[00:03:00.800 --> 00:03:04.400]  而是直接說「你就是光明」
[00:03:04.400 --> 00:03:06.600]  所以英文的聖經直譯就是
[00:03:06.600 --> 00:03:10.000]  「You are light in the Lord」
[00:03:10.000 --> 00:03:11.200]  你在主耶穌裡面
[00:03:11.200 --> 00:03:12.600]  你變成了光明
[00:03:12.600 --> 00:03:15.600]  你的生命的本質成為了光明
[00:03:15.600 --> 00:03:16.600]  因此理所當然
[00:03:16.600 --> 00:03:21.200]  你活出的應該是光明的生命
[00:03:21.200 --> 00:03:23.200]  因此第一方面我們思想
[00:03:23.200 --> 00:03:28.600]  怎樣讓自己按照生命的本質來生活
[00:03:28.600 --> 00:03:30.400]  如果你有機會
[00:03:30.400 --> 00:03:32.800]  你去海邊釣魚
[00:03:32.800 --> 00:03:34.200]  你釣了一條魚上來
[00:03:34.200 --> 00:03:36.200]  它掉在地上
[00:03:36.200 --> 00:03:37.600]  它很不舒暢
[00:03:37.600 --> 00:03:40.200]  會在那裡彈來彈去
[00:03:40.200 --> 00:03:43.000]  但當你把它扔回海裡的時候
[00:03:43.000 --> 00:03:44.200]  那條魚很快樂
[00:03:44.200 --> 00:03:48.200]  自然它就會游水游走了
[00:03:48.200 --> 00:03:50.000]  我想那條魚不會覺得
[00:03:50.000 --> 00:03:52.000]  為什麼你把它扔回海裡
[00:03:52.000 --> 00:03:52.800]  它很不開心
[00:03:52.800 --> 00:03:54.400]  在海裡彈上來
[00:03:54.400 --> 00:03:56.600]  在陸地上彈來彈去
[00:03:56.600 --> 00:03:58.800]  我很高興如此
[00:03:58.800 --> 00:03:59.800]  不會的
[00:03:59.800 --> 00:04:03.400]  魚的本質是在水中生活
[00:04:03.400 --> 00:04:05.600]  在水裡它會覺得快樂
[00:04:05.600 --> 00:04:07.800]  覺得自由
[00:04:07.800 --> 00:04:08.600]  各位弟兄姊妹
[00:04:08.600 --> 00:04:11.200]  不要忘記你是光明之子
[00:04:11.200 --> 00:04:12.200]  當你信主之後
[00:04:12.200 --> 00:04:14.600]  你的本質是光明
[00:04:14.600 --> 00:04:17.000]  因此當你行善
[00:04:17.000 --> 00:04:19.200]  當你做公義的事的時候
[00:04:19.200 --> 00:04:21.600]  其實你裡面是快樂的
[00:04:21.600 --> 00:04:24.600]  你裡面是感受到和諧的
[00:04:24.600 --> 00:04:26.400]  有些時候面對一些挑戰
[00:04:26.400 --> 00:04:28.000]  要你犯罪的時候
[00:04:28.000 --> 00:04:28.800]  當你犯罪
[00:04:28.800 --> 00:04:30.200]  跌倒你其實是不舒服
[00:04:30.200 --> 00:04:31.600]  你是不開心
[00:04:31.600 --> 00:04:34.600]  因為你本質上是光明的
[00:04:34.600 --> 00:04:35.800]  因此你要留心
[00:04:35.800 --> 00:04:37.400]  按照你的生命本質
[00:04:37.400 --> 00:04:40.000]  你都要去行出來
[00:04:40.000 --> 00:04:40.800]  如果你留心
[00:04:40.800 --> 00:04:41.800]  聖經前面
[00:04:41.800 --> 00:04:46.000]  你看看四章第29節
[00:04:46.000 --> 00:04:49.200]  第四章29節同一頁
[00:04:49.200 --> 00:04:50.600]  聖經這樣說
[00:04:50.600 --> 00:04:54.000]  「一句壞話也不可出口
[00:04:54.000 --> 00:04:57.400]  卻要適當地說造就人的好話
[00:04:57.400 --> 00:05:00.000]  使聽見的人得益處
[00:05:00.000 --> 00:05:02.600]  不可讓神的聖靈憂傷
[00:05:02.600 --> 00:05:04.800]  因為你們受了他的印記
[00:05:04.800 --> 00:05:07.800]  等候得贖的日子」
[00:05:07.800 --> 00:05:08.800]  聖經提到
[00:05:08.800 --> 00:05:09.800]  每一個贖神的人
[00:05:09.800 --> 00:05:12.000]  領受聖靈作為印記
[00:05:12.000 --> 00:05:12.800]  一個燒
[00:05:12.800 --> 00:05:14.200]  一個印刷
[00:05:14.200 --> 00:05:16.000]  一個標記
[00:05:16.000 --> 00:05:18.400]  是證明了你是贖神的
[00:05:18.400 --> 00:05:21.400]  而且聖靈是不會離開你的
[00:05:21.400 --> 00:05:22.800]  正因為祂不離開你
[00:05:22.800 --> 00:05:24.400]  當你犯罪的時候
[00:05:24.400 --> 00:05:28.400]  你就叫聖靈為你憂傷
[00:05:28.400 --> 00:05:29.000]  而且聖經說
[00:05:29.000 --> 00:05:31.600]  當我們什麼時候說壞話
[00:05:31.600 --> 00:05:34.600]  不能說一些造就人的話
[00:05:34.600 --> 00:05:36.600]  用《和學本》所說的
[00:05:36.600 --> 00:05:38.400]  污穢的言語
[00:05:38.400 --> 00:05:42.600]  這些事情都會叫聖靈擔憂
[00:05:42.600 --> 00:05:44.000]  如果你把它延伸到
[00:05:44.000 --> 00:05:47.000]  下面第三十一節
[00:05:47.000 --> 00:05:50.200]  「一切苛刻、怒怒、暴戾
[00:05:50.200 --> 00:05:51.400]  讓罵、毀謗
[00:05:51.400 --> 00:05:52.800]  連同一切惡毒
[00:05:52.800 --> 00:05:55.800]  都應當從你們中間除掉」
[00:05:55.800 --> 00:05:57.000]  如果生命出現一些
[00:05:57.000 --> 00:05:58.000]  情慾的事情
[00:05:58.000 --> 00:05:59.200]  惡毒的事情
[00:05:59.200 --> 00:06:02.000]  這些是會壓迫聖靈的
[00:06:02.000 --> 00:06:05.000]  或者說排斥聖靈的工作
[00:06:05.000 --> 00:06:08.200]  是讓聖靈不能夠充滿你的生命
[00:06:08.200 --> 00:06:09.200]  所以當你知道
[00:06:09.200 --> 00:06:10.800]  你是光明之子的時候
[00:06:10.800 --> 00:06:13.400]  逃避這一切惡的事情
[00:06:13.400 --> 00:06:17.600]  聖靈就能夠在你裡面充滿你
[00:06:17.600 --> 00:06:18.600]  所以第一個條件
[00:06:18.600 --> 00:06:22.000]  你知道是要活出光明的生命
[00:06:22.000 --> 00:06:22.800]  所以你看到
[00:06:22.800 --> 00:06:25.600]  接著第八節的第九節
[00:06:25.600 --> 00:06:27.400]  五章九節
[00:06:27.400 --> 00:06:29.200]  「光明所結的果子
[00:06:29.200 --> 00:06:34.000]  就是一切良善、公義和誠實」
[00:06:34.000 --> 00:06:36.200]  當你行這些事情的時候
[00:06:36.200 --> 00:06:38.800]  你就會蒙福
[00:06:38.800 --> 00:06:39.600]  我記得我以前
[00:06:39.600 --> 00:06:41.800]  曾經和大家分享過一個寓言
[00:06:41.800 --> 00:06:43.200]  這個寓言說到
[00:06:43.200 --> 00:06:46.200]  一位路人行經一條河
[00:06:46.200 --> 00:06:48.600]  在河邊有一棵大的樹
[00:06:48.600 --> 00:06:50.200]  看到一位老人家
[00:06:50.200 --> 00:06:51.800]  在樹根下
[00:06:51.800 --> 00:06:53.800]  也在河的旁邊
[00:06:53.800 --> 00:06:56.600]  在拍一些樹根
[00:06:56.600 --> 00:06:58.200]  當他留心再看清楚的時候
[00:06:58.200 --> 00:07:00.200]  發覺他不是在拍樹根
[00:07:00.200 --> 00:07:02.000]  而是一隻蠍子
[00:07:02.000 --> 00:07:04.400]  在河邊差不多淹死了
[00:07:04.400 --> 00:07:07.600]  於是他掙扎爬上樹根
[00:07:07.600 --> 00:07:10.400]  但因為有些浪湧過來的時候
[00:07:10.400 --> 00:07:13.000]  有些水湧過來的時候
[00:07:13.000 --> 00:07:15.400]  他就一直被水沖走
[00:07:15.400 --> 00:07:17.800]  爬不上樹根
[00:07:17.800 --> 00:07:20.400]  這時候這位老人家走過去
[00:07:20.400 --> 00:07:22.400]  他就想幫助蠍子
[00:07:22.400 --> 00:07:24.400]  讓牠能夠爬上去
[00:07:24.400 --> 00:07:27.000]  不用被水沖走
[00:07:27.000 --> 00:07:29.400]  但這隻蠍子以為應該是敵人
[00:07:29.400 --> 00:07:33.000]  因此用尾巴刺這位老人家
[00:07:33.000 --> 00:07:35.000]  刺得很痛,他就縮開手
[00:07:35.000 --> 00:07:36.400]  但他就不顧一切
[00:07:36.400 --> 00:07:38.400]  繼續撥這隻蠍子
[00:07:38.400 --> 00:07:41.400]  讓牠可以爬上岸邊
[00:07:41.400 --> 00:07:44.600]  這位老人見到的時候就大聲喊
[00:07:44.600 --> 00:07:47.000]  「阿伯,你不要再搞牠了」
[00:07:47.000 --> 00:07:51.200]  「牠是蠍子,牠會刺你的」
[00:07:51.200 --> 00:07:53.800]  這位阿伯在那時候站起來
[00:07:53.800 --> 00:07:58.000]  轉身看著這位老人家
[00:07:58.000 --> 00:08:02.400]  他說「沒錯,蠍子的本性是會刺人的」
[00:08:02.400 --> 00:08:06.200]  「但我的本性是去拯救,我想救回牠」
[00:08:06.200 --> 00:08:11.400]  因此他就繼續在救這隻蠍子
[00:08:11.400 --> 00:08:15.200]  有些時候你會發覺人有很多不同的反應
[00:08:15.200 --> 00:08:19.800]  但人的本性也有一種的執忍之心
[00:08:19.800 --> 00:08:21.600]  但對於嬌徒來說
[00:08:21.600 --> 00:08:24.800]  要讓你的本性繼續堅守
[00:08:24.800 --> 00:08:26.000]  很多時候你會發覺
[00:08:26.000 --> 00:08:29.000]  在這個世界你會見到很多不可愛的人
[00:08:29.000 --> 00:08:30.800]  甚至惡人
[00:08:30.800 --> 00:08:33.200]  你不能夠去改變他們
[00:08:33.200 --> 00:08:36.600]  但你可以留心一件事情
[00:08:36.600 --> 00:08:40.400]  沒錯,你不需要為他們的行動負責
[00:08:40.400 --> 00:08:44.000]  但你應該為自己的回應負責
[00:08:44.000 --> 00:08:46.800]  你怎樣回應是你自己可以決定
[00:08:46.800 --> 00:08:48.400]  是你可以選擇
[00:08:48.400 --> 00:08:50.400]  是你可以改變
[00:08:50.400 --> 00:08:53.400]  因此當你將來去到天家的時候
[00:08:53.400 --> 00:08:56.600]  你不需要為對方的錯失負責
[00:08:56.600 --> 00:09:01.400]  但你要為你自己的回應、行動負責
[00:09:01.400 --> 00:09:05.200]  因為你的本性就是光明的生命
[00:09:05.200 --> 00:09:10.400]  應該結出良善、公義和誠實的果子
[00:09:10.400 --> 00:09:11.200]  這是第一方面
[00:09:11.200 --> 00:09:13.400]  我們再看另一個條件
[00:09:13.400 --> 00:09:16.200]  聖經提到要謹慎行事
[00:09:16.200 --> 00:09:20.400]  在聖經第十五節
[00:09:20.400 --> 00:09:22.400]  「所以你們行事為人要謹慎
[00:09:22.400 --> 00:09:23.800]  不要像愚昧人
[00:09:23.800 --> 00:09:25.600]  都要像聰明人
[00:09:25.600 --> 00:09:26.600]  要把握時機
[00:09:26.600 --> 00:09:29.600]  因為這時代邪惡」
[00:09:29.600 --> 00:09:32.600]  聖經提到在行事為人要謹慎
[00:09:32.600 --> 00:09:33.600]  要做聰明人
[00:09:33.600 --> 00:09:35.400]  不要做愚蠢人
[00:09:35.400 --> 00:09:38.800]  聖經提到因為這個世界很邪惡
[00:09:38.800 --> 00:09:39.600]  這個世界邪惡
[00:09:39.600 --> 00:09:41.200]  所以要留心不要浪費時間
[00:09:41.200 --> 00:09:43.400]  在無益的事情上
[00:09:43.400 --> 00:09:47.000]  如果你留心前面十一節所說
