
[00:00:00.000 --> 00:00:03.040]  弟兄姊妹 主禮平安
[00:00:03.040 --> 00:00:11.300]  教會今年主日崇拜讀的福音書經課
[00:00:11.300 --> 00:00:13.580]  或者我們習慣叫經文
[00:00:13.580 --> 00:00:18.560]  就來到很熟悉的這個比喻
[00:00:18.560 --> 00:00:22.340]  記載在《路加福音》第十二章
[00:00:22.340 --> 00:00:25.620]  我們一般就叫這個比喻做
[00:00:25.620 --> 00:00:35.000]  無知的財主 《聖經》和《合本》都是這樣定的標題
[00:00:35.000 --> 00:00:41.920]  這個比喻的標題給我們每一個人都很安樂的
[00:00:41.920 --> 00:00:46.700]  我們不是財主 所以不關我們事的
[00:00:46.700 --> 00:00:50.120]  耶穌罵那個 希伯倫堂那個
[00:00:50.120 --> 00:00:52.860]  你會手指指想到一個人出來
[00:00:52.860 --> 00:00:57.100]  就指著他 戳著他 他應該讀這一段經文
[00:00:57.100 --> 00:00:59.320]  不過不是我 為什麼?
[00:00:59.320 --> 00:01:02.140]  我不是財主 我們是這樣想的
[00:01:02.140 --> 00:01:04.100]  所以今天很安全的
[00:01:04.100 --> 00:01:08.640]  我們來讀一段罵那些有錢人 抵罵
[00:01:08.640 --> 00:01:10.420]  是不是呢?
[00:01:10.420 --> 00:01:16.460]  要明白《路加福音》記載這個功
[00:01:16.460 --> 00:01:19.420]  以熟能詳的比喻
[00:01:19.420 --> 00:01:23.760]  如果我們這樣先入為主
[00:01:23.760 --> 00:01:29.240]  就捉起一道牆 隔岸觀火
[00:01:29.240 --> 00:01:33.580]  不關我事 其實很可惜
[00:01:33.580 --> 00:01:36.500]  耶穌為什麼說這個比喻?
[00:01:36.500 --> 00:01:39.380]  《路加福音》就交代
[00:01:39.380 --> 00:01:44.100]  我們今天沒有由十三節、十四節開始讀起
[00:01:44.100 --> 00:01:45.700]  不是不重要
[00:01:45.700 --> 00:01:51.440]  不過那個只是一個交代事情的開始
[00:01:51.440 --> 00:01:52.240]  我讀給你聽
[00:01:52.240 --> 00:01:54.280]  眾人中有人對耶穌說
[00:01:54.280 --> 00:02:01.640]  夫子 請你吩咐我的兄長和我分開家業
[00:02:01.640 --> 00:02:06.620]  耶穌說 你這個人誰立我作你們段氏的官
[00:02:06.620 --> 00:02:09.980]  給你們分家業呢?
[00:02:09.980 --> 00:02:12.020]  於是對眾人說
[00:02:12.020 --> 00:02:16.860]  十五節剛才多謝姐妹跟我們讀出
[00:02:16.860 --> 00:02:19.900]  這裏我們必須要清楚明白
[00:02:19.900 --> 00:02:24.900]  這個家業其實是說遺產
[00:02:24.900 --> 00:02:28.780]  所以兩兄弟爭家產
[00:02:28.780 --> 00:02:30.360]  不是爭
[00:02:30.360 --> 00:02:33.580]  其實是父親離世
[00:02:33.580 --> 00:02:42.300]  按照規矩 父親的田產、土地
[00:02:42.300 --> 00:02:45.860]  就要分給兒子
[00:02:45.860 --> 00:02:47.980]  女兒沒有份的 只有兒子
[00:02:47.980 --> 00:02:48.860]  所以這裏說
[00:02:48.860 --> 00:02:56.300]  請你吩咐我的兄長和我分遺產
[00:02:56.300 --> 00:02:58.260]  當然耶穌拒絕了
[00:02:58.260 --> 00:03:00.580]  這個我們不詳細討論了
[00:03:00.580 --> 00:03:03.140]  但是耶穌接著對眾人說
[00:03:03.140 --> 00:03:05.180]  你們要謹慎
[00:03:05.180 --> 00:03:10.380]  免去一切的貪心
[00:03:10.380 --> 00:03:11.900]  你有沒有停下來問一問
[00:03:11.900 --> 00:03:14.380]  為甚麼分遺產是貪心呢?
[00:03:14.380 --> 00:03:16.820]  我以後不分了
[00:03:16.820 --> 00:03:19.020]  有任何律師樓叫我去的
[00:03:19.020 --> 00:03:21.220]  我不去 因為耶穌說不要貪心
[00:03:21.220 --> 00:03:25.220]  你這樣說就完全不明白聖經
[00:03:25.220 --> 00:03:27.220]  當然翻譯是一個問題
[00:03:27.220 --> 00:03:28.660]  是貪心 這裏說的
[00:03:28.660 --> 00:03:30.820]  不過要明白這句
[00:03:30.820 --> 00:03:34.860]  其實耶穌針對的是最後那句說話
[00:03:34.860 --> 00:03:42.780]  耶穌說:因為人的生命不在乎家道豐富
[00:03:42.780 --> 00:03:45.060]  這個家道
[00:03:45.060 --> 00:03:48.740]  我們習慣的成語是「中樂」
[00:03:48.740 --> 00:03:49.980]  你有沒有印象?
[00:03:49.980 --> 00:03:52.460]  中學時候讀的成語故事
[00:03:52.460 --> 00:03:56.260]  所以是在說甚麼?
[00:03:56.260 --> 00:03:58.500]  家道豐富
[00:03:58.500 --> 00:04:00.340]  那就有錢
[00:04:00.340 --> 00:04:01.580]  不止的
[00:04:01.580 --> 00:04:04.740]  所以為甚麼翻譯聖經有時候真的摸不著頭腦
[00:04:04.740 --> 00:04:07.620]  都很難譯得準確
[00:04:07.620 --> 00:04:09.500]  又有新的譯本出來呢?
[00:04:09.500 --> 00:04:15.940]  這句說話其實如果再咬文嚼字講清楚
[00:04:15.940 --> 00:04:24.220]  耶穌是在說人的生命不是越多越好
[00:04:24.220 --> 00:04:25.940]  這四個字你明白嗎?
[00:04:25.940 --> 00:04:28.060]  甚麼是越多越好?
[00:04:28.060 --> 00:04:30.780]  其實生活得好好的
[00:04:30.780 --> 00:04:33.140]  父親未曾離開世界
[00:04:33.140 --> 00:04:35.860]  這些遺產根本不是我的
[00:04:35.860 --> 00:04:38.980]  忽然之間父親離開世界
[00:04:38.980 --> 00:04:43.660]  我多了一筆財產
[00:04:43.660 --> 00:04:45.060]  快點分吧
[00:04:45.060 --> 00:04:45.780]  不肯分
[00:04:45.780 --> 00:04:48.340]  耶穌你出來講句公道話
[00:04:48.340 --> 00:04:50.820]  耶穌說不是這樣的
[00:04:50.820 --> 00:04:54.140]  不是越多越好的
[00:04:54.140 --> 00:04:56.220]  還是不明白
[00:04:56.220 --> 00:04:58.900]  你的手機有沒有日日彈一段
[00:04:58.900 --> 00:05:04.500]  香港銀行最高定期存款利息
[00:05:04.500 --> 00:05:06.860]  一文看完
[00:05:06.860 --> 00:05:09.260]  全部是騙你的
[00:05:09.260 --> 00:05:13.100]  七天
[00:05:13.100 --> 00:05:14.420]  但我們的興趣就在這裏
[00:05:14.420 --> 00:05:16.060]  我現在這個這麼少
[00:05:16.060 --> 00:05:20.420]  找個越多越好
[00:05:20.420 --> 00:05:23.020]  關不關我們事呢?
[00:05:23.020 --> 00:05:27.460]  於是耶穌接著就講比喻
[00:05:27.460 --> 00:05:29.020]  為甚麼要講比喻呢?
[00:05:29.020 --> 00:05:31.380]  如果你記得《馬可福音》第四章
[00:05:31.380 --> 00:05:33.420]  門徒走來問耶穌
[00:05:33.420 --> 00:05:36.740]  耶穌講完殺種的人的比喻
[00:05:36.740 --> 00:05:40.540]  耶穌說比喻是講給他們聽的
[00:05:40.540 --> 00:05:42.780]  讓他們聽又聽不明白
[00:05:42.780 --> 00:05:43.980]  你記得那一段是嗎?
[00:05:43.980 --> 00:05:46.620]  所以不說那一段
[00:05:46.620 --> 00:05:48.420]  那一段其實很有意思
[00:05:48.420 --> 00:05:52.420]  因為是以塞瓦書神對先知講的
[00:05:52.420 --> 00:05:54.180]  你去跟百姓講
[00:05:54.180 --> 00:05:56.220]  他們聽是聽不明白的
[00:05:56.220 --> 00:05:59.940]  但是你仍然要去
[00:05:59.940 --> 00:06:01.340]  明白嗎?
[00:06:01.340 --> 00:06:02.300]  不是說算了
[00:06:02.300 --> 00:06:02.980]  廢事了
[00:06:02.980 --> 00:06:04.340]  隨便了
[00:06:04.340 --> 00:06:05.140]  不是的
[00:06:05.140 --> 00:06:07.540]  明知他們不聽
[00:06:07.540 --> 00:06:08.780]  都要講
[00:06:08.780 --> 00:06:12.100]  這是耶穌講比喻的意思
[00:06:12.100 --> 00:06:14.620]  明知我們會說不關我們事的
[00:06:14.620 --> 00:06:16.100]  耶穌都要講
[00:06:16.100 --> 00:06:18.500]  所以耶穌的比喻很精彩的
[00:06:18.500 --> 00:06:20.260]  你不聽不聽
[00:06:20.260 --> 00:06:21.740]  都聽進去了
[00:06:21.740 --> 00:06:23.260]  我經常開玩笑
[00:06:23.260 --> 00:06:25.300]  法利塞人回到家裡
[00:06:25.300 --> 00:06:27.940]  「開飯了」
[00:06:27.940 --> 00:06:29.420]  他忍不住相信
[00:06:29.420 --> 00:06:32.140]  「耶穌今天又不知道講甚麼了」
[00:06:32.140 --> 00:06:34.180]  「講兩個兄弟」
[00:06:34.180 --> 00:06:35.900]  「大兒子很乖」
[00:06:35.900 --> 00:06:37.380]  「小兒子花天酒地」
[00:06:37.380 --> 00:06:38.900]  「講一次」
[00:06:38.900 --> 00:06:40.940]  「不知道他講甚麼」
[00:06:40.940 --> 00:06:43.420]  法利塞太會聽
[00:06:43.420 --> 00:06:45.380]  「講你」
[00:06:45.380 --> 00:06:47.340]  「你以為是講弟弟?」
[00:06:47.340 --> 00:06:49.340]  「你以為是講浪子回頭?」
[00:06:49.340 --> 00:06:50.500]  「是講你」
[00:06:50.500 --> 00:06:52.100]  「你是大老」
[00:06:52.100 --> 00:06:53.300]  「懂不懂聽?」
[00:06:53.300 --> 00:06:54.100]  「不聽」
[00:06:54.100 --> 00:06:56.820]  「但是進去了」
[00:06:56.820 --> 00:06:58.820]  比喻精彩
[00:06:58.820 --> 00:07:01.500]  這個無知的財主
[00:07:01.500 --> 00:07:04.860]  先拿走這個標題
[00:07:04.860 --> 00:07:09.140]  這個標題是翻譯聖經的編輯加上去
[00:07:09.140 --> 00:07:12.700]  不是經文本身的標題
[00:07:12.700 --> 00:07:16.060]  所以我們可以把它放在一邊
[00:07:16.060 --> 00:07:20.660]  耶穌講這個比喻的焦點
[00:07:20.660 --> 00:07:25.940]  那個關鍵在哪裡
[00:07:25.940 --> 00:07:28.140]  網上都很多人講這段聖經
[00:07:28.140 --> 00:07:30.260]  又講怎樣用錢
[00:07:30.260 --> 00:07:33.100]  這裡其實不是講錢
[00:07:33.100 --> 00:07:40.660]  這裡講這個人的收成很豐富
[00:07:40.660 --> 00:07:45.380]  於是他不夠地方收藏
[00:07:45.380 --> 00:07:46.620]  於是又有人講
[00:07:46.620 --> 00:07:47.860]  「你看這個人自私」
[00:07:47.860 --> 00:07:49.580]  「只顧著自己」
[00:07:49.580 --> 00:07:52.020]  「分光他就甚麼事都沒有」
[00:07:52.020 --> 00:07:54.460]  耶穌沒有這樣講
[00:07:54.460 --> 00:08:01.660]  這個人在他面對越來越多的情形底下
[00:08:01.660 --> 00:08:04.180]  你可以說他很負責任
[00:08:04.180 --> 00:08:11.980]  他想了很多怎樣做是最好
[00:08:11.980 --> 00:08:15.420]  最後他這麼保守
[00:08:15.420 --> 00:08:18.100]  又放在銀行也沒有利息
[00:08:18.100 --> 00:08:21.020]  但在當時的世界
[00:08:21.020 --> 00:08:23.980]  他做了一個很負責任的決定
[00:08:23.980 --> 00:08:26.260]  還有甚麼不負責任
[00:08:26.260 --> 00:08:30.860]  你看看今天美國的農民
[00:08:30.860 --> 00:08:32.380]  關稅戰
[00:08:32.380 --> 00:08:33.860]  沒有人買
[00:08:33.860 --> 00:08:35.180]  那怎麼辦
[00:08:35.180 --> 00:08:36.980]  燒了它
[00:08:36.980 --> 00:08:39.460]  保持價格
[00:08:39.460 --> 00:08:40.820]  是可以這樣的
[00:08:40.820 --> 00:08:41.620]  為甚麼不可以
[00:08:41.620 --> 00:08:43.420]  但他沒有浪費
[00:08:43.420 --> 00:08:45.060]  他沒有暴殄天物
[00:08:45.060 --> 00:08:46.660]  他儲起它
[00:08:46.660 --> 00:08:48.060]  儲起它做甚麼
[00:08:48.060 --> 00:08:52.420]  以備將來不時之需
[00:08:52.420 --> 00:08:54.220]  他在跟自己說甚麼
[00:08:54.220 --> 00:08:55.740]  「靈魂啊靈魂啊」
[00:08:55.740 --> 00:08:57.500]  「安安日日」
[00:08:57.500 --> 00:08:59.700]  「吃喝快樂」
[00:08:59.700 --> 00:09:03.220]  譯錯了「安安日日」的「日」字
[00:09:03.220 --> 00:09:04.420]  一出「日」字
[00:09:04.420 --> 00:09:06.380]  你覺得他很差
[00:09:06.380 --> 00:09:09.220]  其實這句說話是《舊約聖經》的
[00:09:09.220 --> 00:09:13.140]  一個人一生,傳道書特別這樣說
[00:09:13.140 --> 00:09:15.500]  你能夠做的是甚麼
[00:09:15.500 --> 00:09:17.180]  就是跟你的太太
[00:09:17.180 --> 00:09:19.140]  好好地過每一天
[00:09:19.140 --> 00:09:21.700]  吃喝快樂
[00:09:21.700 --> 00:09:23.340]  相反是甚麼
[00:09:23.340 --> 00:09:25.940]  入怨耶怨
[00:09:25.940 --> 00:09:27.220]  bitter
[00:09:27.220 --> 00:09:28.820]  裏面很多苦澀
[00:09:28.820 --> 00:09:29.980]  罵這個
[00:09:29.980 --> 00:09:31.260]  罵那個
[00:09:31.260 --> 00:09:32.660]  踢隻貓
[00:09:32.660 --> 00:09:33.900]  可以的
[00:09:33.900 --> 00:09:35.980]  在家裏你都惡了
[00:09:35.980 --> 00:09:39.220]  不是,好好地享受
[00:09:39.220 --> 00:09:40.380]  開飯了
[00:09:40.380 --> 00:09:42.260]  你不是,又是那些菜
[00:09:42.260 --> 00:09:44.700]  有沒有說「勞煩」的
[00:09:44.700 --> 00:09:46.340]  有沒有說「好吃」的
[00:09:46.340 --> 00:09:48.300]  都不好吃
[00:09:48.300 --> 00:09:50.260]  都要說的
[00:09:50.260 --> 00:09:50.820]  是吧
[00:09:50.820 --> 00:09:52.380]  他不會自己那些東西
[00:09:52.380 --> 00:09:54.100]  會跳到爐的那裡
[00:09:54.100 --> 00:09:55.180]  煮完出來
[00:09:55.180 --> 00:09:56.140]  擺在你面前
[00:09:56.140 --> 00:09:56.820]  你有得吃
[00:09:56.820 --> 00:09:58.620]  有人在那裏煮的
[00:09:58.620 --> 00:10:02.020]  那個吃喝快樂
[00:10:02.020 --> 00:10:06.580]  明白在普通日常的生活當中
[00:10:06.580 --> 00:10:10.060]  那個知足
[00:10:10.060 --> 00:10:12.860]  那個滿意
[00:10:12.860 --> 00:10:14.580]  不是越多越好
[00:10:14.580 --> 00:10:16.940]  看著自己就隔離
[00:10:16.940 --> 00:10:19.340]  不是,不需要
[00:10:19.340 --> 00:10:22.700]  他唯一無知
[00:10:22.700 --> 00:10:24.940]  無知是甚麼意思呢
[00:10:24.940 --> 00:10:27.260]  舊約聖經也是用這個字的
[00:10:27.260 --> 00:10:30.180]  不過我們又是連不起兩節的經文
[00:10:30.180 --> 00:10:32.500]  他們這班人心裏面說
[00:10:32.500 --> 00:10:37.180]  「無神的,如幻人心裏說」
[00:10:37.180 --> 00:10:41.060]  詩篇,十四篇第一節
[00:10:41.060 --> 00:10:43.460]  不會無神的
[00:10:43.460 --> 00:10:45.500]  舊約聖經的世界
[00:10:45.500 --> 00:10:47.220]  不是無神主義
[00:10:47.220 --> 00:10:51.660]  無神主義是很近才出現在西方的
[00:10:51.660 --> 00:10:53.580]  你今天在東方的世界
[00:10:53.580 --> 00:10:54.660]  走到哪裏
[00:10:54.660 --> 00:10:57.140]  只有多神的
[00:10:57.140 --> 00:11:00.220]  所以心裏面說無神的意思
[00:11:00.220 --> 00:11:02.500]  不是真的不信神
[00:11:02.500 --> 00:11:06.020]  只不過在他的生活日常裏面
[00:11:06.020 --> 00:11:07.580]  他不用想上帝
[00:11:07.580 --> 00:11:11.740]  那個才主就出來了
[00:11:11.740 --> 00:11:14.020]  他真是很豐富的
[00:11:14.020 --> 00:11:16.140]  他豐富到一個地步
[00:11:16.140 --> 00:11:19.420]  他覺得他自己搞得定
[00:11:19.420 --> 00:11:22.460]  他自己控制得到
[00:11:22.460 --> 00:11:25.580]  他做得很好的
[00:11:25.580 --> 00:11:28.980]  其實耶穌沒有罵他
[00:11:28.980 --> 00:11:32.300]  上帝也沒有責備他
[00:11:32.300 --> 00:11:35.900]  不顧貧窮的鄰舍
[00:11:35.900 --> 00:11:37.580]  又沒有家人的
[00:11:37.580 --> 00:11:40.660]  自己一個人在那裏獨食難肥
[00:11:40.660 --> 00:11:45.260]  你心目中想到的樣子就是肚膽大大
[00:11:45.260 --> 00:11:46.380]  不是的
[00:11:46.380 --> 00:11:48.500]  這是一個很勤力
[00:11:48.500 --> 00:11:50.620]  很用心
[00:11:50.620 --> 00:11:53.260]  很負責任
[00:11:53.260 --> 00:11:56.380]  這樣的一個人可以見得
[00:11:56.380 --> 00:11:59.100]  其實又是另外一節的翻譯
[00:11:59.100 --> 00:12:00.420]  很有趣的
[00:12:00.420 --> 00:12:03.220]  這裏上帝跟他說很凶惡
[00:12:03.220 --> 00:12:06.060]  無知的人今夜必要你的靈魂
[00:12:06.060 --> 00:12:09.980]  上帝真是不抵得人那麼好
[00:12:09.980 --> 00:12:12.980]  一好一點今晚就必要你的靈魂
[00:12:12.980 --> 00:12:14.140]  譯錯了
[00:12:14.140 --> 00:12:16.020]  對不起
[00:12:16.020 --> 00:12:17.340]  為甚麼我會譯錯了呢
[00:12:17.340 --> 00:12:18.180]  不好意思
[00:12:18.180 --> 00:12:20.540]  因為你沒有讀希臘文聖經
[00:12:20.540 --> 00:12:22.740]  原本這句話是
[00:12:22.740 --> 00:12:26.700]  他們要取你的命
[00:12:26.700 --> 00:12:28.300]  聖經學者就拗頭
[00:12:28.300 --> 00:12:31.500]  那個「他們」是說甚麼呢
[00:12:31.500 --> 00:12:33.460]  一般是
[00:12:33.460 --> 00:12:35.700]  如果在希伯來文
[00:12:35.700 --> 00:12:38.700]  用「他」第三身單數
[00:12:38.700 --> 00:12:42.700]  通常希伯來文很少是被動式的
[00:12:42.700 --> 00:12:44.820]  即是你的命被人取了
[00:12:44.820 --> 00:12:46.900]  不是說他會取了你的命
[00:12:46.900 --> 00:12:49.340]  但這裏用複數
[00:12:49.340 --> 00:12:50.780]  「他們」
[00:12:50.780 --> 00:12:53.220]  所以有一個聖經學者很誠實
[00:12:53.220 --> 00:12:55.940]  他說如果我們真的要面對這句話
[00:12:55.940 --> 00:12:58.820]  前面的複數
[00:12:58.820 --> 00:13:03.740]  就是你有許多財物
[00:13:03.740 --> 00:13:07.420]  你的財物越多
[00:13:07.420 --> 00:13:10.580]  就越取你的命
[00:13:10.580 --> 00:13:13.460]  我沒有時間詳細去解釋
[00:13:13.460 --> 00:13:15.420]  是膽固醇高呢
[00:13:15.420 --> 00:13:16.940]  吃東西太好呢
[00:13:16.940 --> 00:13:18.860]  還是睡不著覺
[00:13:18.860 --> 00:13:21.940]  天天在計利息呢
[00:13:21.940 --> 00:13:24.380]  其實不是上帝黑心
[00:13:24.380 --> 00:13:25.660]  不讓他享福
[00:13:25.660 --> 00:13:28.740]  其實講出一個很重要的焦點
[00:13:28.740 --> 00:13:30.300]  這個比喻
[00:13:30.300 --> 00:13:33.340]  就是當人覺得
[00:13:33.340 --> 00:13:35.100]  其實我們很現實的
[00:13:35.100 --> 00:13:36.540]  你又在網上看
[00:13:36.540 --> 00:13:39.220]  我有四期癌症也好
[00:13:39.220 --> 00:13:42.260]  我樂觀面對
[00:13:42.260 --> 00:13:46.260]  不過亦都預備了可能失敗
[00:13:46.260 --> 00:13:49.420]  但你有沒有看到問題在哪裏
[00:13:49.420 --> 00:13:52.300]  如果耶穌今天要跟我們香港人講比喻
[00:13:52.300 --> 00:13:55.780]  祂不會講這個無知的財主
[00:13:55.780 --> 00:13:57.380]  祂會提醒我們
[00:13:57.380 --> 00:14:00.980]  為何我們香港人只會想現家
[00:14:00.980 --> 00:14:02.900]  我這一生好就夠了
[00:14:02.900 --> 00:14:04.220]  快快樂樂
[00:14:04.220 --> 00:14:05.780]  像才子般
[00:14:05.780 --> 00:14:07.540]  看破世情
