
[00:00:00.000 --> 00:00:04.000]  神賜給我們機會聚集在這裡
[00:00:04.000 --> 00:00:06.000]  領受祂的話
[00:00:06.000 --> 00:00:08.000]  感謝神給我們機會聚集在這裡
[00:00:08.000 --> 00:00:10.000]  領受祂的話
[00:00:10.000 --> 00:00:13.000]  弟兄姊妹彼此的勉勵很寶貴
[00:00:13.000 --> 00:00:16.000]  弟兄姊妹彼此的勉勵是很寶貴的
[00:00:16.000 --> 00:00:17.000]  我們在這裡聽道
[00:00:17.000 --> 00:00:19.000]  道有兩個意思
[00:00:19.000 --> 00:00:20.000]  我們在這裡聽道
[00:00:20.000 --> 00:00:22.000]  道是有兩個意思
[00:00:22.000 --> 00:00:24.000]  道是道理
[00:00:24.000 --> 00:00:25.000]  道是道理
[00:00:25.000 --> 00:00:27.000]  道也是道路
[00:00:27.000 --> 00:00:29.000]  道也都是道路
[00:00:29.000 --> 00:00:34.000]  道不單單是頭腦的知識理論而已
[00:00:34.000 --> 00:00:37.000]  道不單單是頭腦的知識理論而已
[00:00:37.000 --> 00:00:40.000]  更是我們人生的道路
[00:00:40.000 --> 00:00:42.000]  更是我們人生的道路
[00:00:42.000 --> 00:00:43.000]  主耶穌說
[00:00:43.000 --> 00:00:46.000]  祂是真理道路生命
[00:00:46.000 --> 00:00:47.000]  主耶穌說
[00:00:47.000 --> 00:00:49.000]  祂是真理道路生命
[00:00:49.000 --> 00:00:53.000]  在《仕途行傳》九章第二節
[00:00:53.000 --> 00:00:55.000]  在《仕途行傳》九章第二節
[00:00:55.000 --> 00:00:57.000]  在那裡提到一句話
[00:00:57.000 --> 00:01:01.000]  信奉這道的人
[00:01:01.000 --> 00:01:03.000]  信奉這道的人
[00:01:03.000 --> 00:01:05.000]  道的原文是道路
[00:01:05.000 --> 00:01:07.000]  道的原文那裡是道路
[00:01:07.000 --> 00:01:09.000]  基督徒是什麼人
[00:01:09.000 --> 00:01:11.000]  基督徒是什麼人呢
[00:01:11.000 --> 00:01:16.000]  就是走在這條人生道路上的人
[00:01:16.000 --> 00:01:19.000]  就是走在這條人生道路上的人
[00:01:19.000 --> 00:01:22.000]  這條道路就是主耶穌自己
[00:01:22.000 --> 00:01:24.000]  這條道路就是主耶穌自己
[00:01:24.000 --> 00:01:27.000]  今天晚上我們不是聽道理
[00:01:27.000 --> 00:01:30.000]  今天晚上我們不是聽道理
[00:01:30.000 --> 00:01:32.000]  我們願意聽見主的道
[00:01:32.000 --> 00:01:36.000]  成為我們人生追求的道路
[00:01:36.000 --> 00:01:37.000]  我們聽見主的道之後
[00:01:37.000 --> 00:01:40.000]  成為我們人生追求的主的道路
[00:01:40.000 --> 00:01:42.000]  讓我們這些弟兄姊妹
[00:01:42.000 --> 00:01:46.000]  都是追求奔走道路的人
[00:01:46.000 --> 00:01:47.000]  讓我們這些弟兄姊妹
[00:01:47.000 --> 00:01:51.000]  都是追求奔走道路的人
[00:01:51.000 --> 00:01:55.000]  請大家一同看一處的經文
[00:01:55.000 --> 00:01:58.000]  請大家一同看一處的經文
[00:01:58.000 --> 00:02:01.000]  約翰福音第七章
[00:02:01.000 --> 00:02:03.000]  約翰福音第七章
[00:02:03.000 --> 00:02:06.000]  三十七到三十九節
[00:02:06.000 --> 00:02:10.000]  約翰福音七章三十七到三十九節
[00:02:10.000 --> 00:02:14.000]  節期的末日就是最大之日
[00:02:14.000 --> 00:02:16.000]  耶穌站著高聖樹
[00:02:16.000 --> 00:02:18.000]  人若學了
[00:02:18.000 --> 00:02:20.000]  可以到我這裡來學
[00:02:20.000 --> 00:02:23.000]  信我的人就如經上所說
[00:02:23.000 --> 00:02:27.000]  從他腹中要流出活水的江河來
[00:02:27.000 --> 00:02:29.000]  耶穌這話是指著信他之人
[00:02:29.000 --> 00:02:31.000]  要受聖靈說的
[00:02:31.000 --> 00:02:35.000]  那時還沒有賜下聖靈來
[00:02:35.000 --> 00:02:39.000]  這裡主耶穌講了關於聖靈的話
[00:02:39.000 --> 00:02:43.000]  這裡主耶穌講了關於聖靈的話
[00:02:43.000 --> 00:02:47.000]  聖靈是我們自己得到滿足
[00:02:47.000 --> 00:02:49.000]  聖靈使我們自己得到滿足
[00:02:49.000 --> 00:02:53.000]  是屬靈的滿足
[00:02:53.000 --> 00:02:54.000]  然後呢
[00:02:54.000 --> 00:03:03.000]  從我們內在的生命流出一條江河
[00:03:03.000 --> 00:03:07.000]  這條江河急到別人那裡去
[00:03:07.000 --> 00:03:10.000]  這條江河一直都急到別人那裡去
[00:03:10.000 --> 00:03:11.000]  那就是說
[00:03:11.000 --> 00:03:18.000]  在聖靈的工作之下發生兩件事
[00:03:18.000 --> 00:03:19.000]  第一件事
[00:03:19.000 --> 00:03:25.000]  我們得到屬靈的真正的滿足
[00:03:25.000 --> 00:03:29.000]  和世上的滿足不同
[00:03:29.000 --> 00:03:30.000]  第二
[00:03:30.000 --> 00:03:32.000]  我們自己滿足之後
[00:03:32.000 --> 00:03:34.000]  我們又流出去
[00:03:34.000 --> 00:03:45.000]  成為賜福的器皿和別人分享
[00:03:45.000 --> 00:03:50.000]  主說這是聖靈的工作
[00:03:50.000 --> 00:03:57.000]  聖靈是我們的心靈得到真正的滿足
[00:03:57.000 --> 00:04:04.000]  在神的極大的恩典裡頭喜樂
[00:04:04.000 --> 00:04:07.000]  但是不停止在這裡
[00:04:07.000 --> 00:04:12.000]  不停在我們自己的身上
[00:04:12.000 --> 00:04:16.000]  不是到此為止
[00:04:16.000 --> 00:04:20.000]  很多的基督徒到此為止
[00:04:20.000 --> 00:04:22.000]  我領受了恩典滿足了
[00:04:22.000 --> 00:04:23.000]  好了
[00:04:23.000 --> 00:04:24.000]  完了
[00:04:24.000 --> 00:04:26.000]  我領受了恩典滿足了
[00:04:26.000 --> 00:04:27.000]  好了
[00:04:27.000 --> 00:04:28.000]  就是夠了
[00:04:28.000 --> 00:04:29.000]  不是的
[00:04:29.000 --> 00:04:30.000]  不是這樣的
[00:04:30.000 --> 00:04:31.000]  主耶穌說
[00:04:31.000 --> 00:04:32.000]  聖靈的工作
[00:04:32.000 --> 00:04:34.000]  讓我們自己滿足之後
[00:04:34.000 --> 00:04:37.000]  繼續的進行
[00:04:37.000 --> 00:04:38.000]  主耶穌說
[00:04:38.000 --> 00:04:39.000]  聖靈的工作
[00:04:39.000 --> 00:04:42.000]  讓我們自己滿足之後
[00:04:42.000 --> 00:04:44.000]  就繼續的進行
[00:04:44.000 --> 00:04:46.000]  主說從我們的腹中
[00:04:46.000 --> 00:04:49.000]  意思就是從我們內在的生命
[00:04:49.000 --> 00:04:52.000]  流出一條江河來
[00:04:52.000 --> 00:04:53.000]  主說從我們的腹中
[00:04:53.000 --> 00:04:55.000]  意思就是內在的生命
[00:04:55.000 --> 00:04:57.000]  流出一條江河來
[00:04:57.000 --> 00:05:00.000]  那就是豐盛生命的象徵
[00:05:00.000 --> 00:05:02.000]  這個就是豐盛生命的象徵
[00:05:02.000 --> 00:05:06.000]  活水的江河
[00:05:06.000 --> 00:05:09.000]  可以帶到許多人的心中
[00:05:09.000 --> 00:05:11.000]  生命、生活中
[00:05:11.000 --> 00:05:13.000]  將整個恩典帶到很多人的心中
[00:05:13.000 --> 00:05:15.000]  生命和生活中
[00:05:15.000 --> 00:05:17.000]  請注意
[00:05:17.000 --> 00:05:19.000]  主耶穌說
[00:05:19.000 --> 00:05:22.000]  如經上所記
[00:05:22.000 --> 00:05:23.000]  主耶穌說
[00:05:23.000 --> 00:05:25.000]  如經上所記
[00:05:25.000 --> 00:05:26.000]  它的意思就是說
[00:05:26.000 --> 00:05:30.000]  在舊約裡面記載這樣的一條河
[00:05:30.000 --> 00:05:31.000]  它的意思就是說
[00:05:31.000 --> 00:05:32.000]  在舊約裡面
[00:05:32.000 --> 00:05:34.000]  已經記載了這樣的一條河
[00:05:34.000 --> 00:05:35.000]  那麼我們要問
[00:05:35.000 --> 00:05:36.000]  我們就會問
[00:05:36.000 --> 00:05:40.000]  舊約什麼地方記載這條河呢
[00:05:40.000 --> 00:05:43.000]  在舊約什麼地方記載這條河呢
[00:05:43.000 --> 00:05:46.000]  伊斯傑書47章
[00:05:46.000 --> 00:05:49.000]  在伊斯傑書47章
[00:05:49.000 --> 00:05:53.000]  請大家翻到伊斯傑書47章
[00:05:53.000 --> 00:05:58.000]  請大家翻到伊斯傑書47章
[00:05:58.000 --> 00:05:59.000]  我們要看一看
[00:05:59.000 --> 00:06:04.000]  這條豐富的生命之河是怎麼樣的
[00:06:04.000 --> 00:06:05.000]  我們要看一看
[00:06:05.000 --> 00:06:09.000]  這條豐富的生命之河是怎麼樣的
[00:06:09.000 --> 00:06:10.000]  我們看了以後
[00:06:10.000 --> 00:06:14.000]  聖靈使我們生出渴慕的心
[00:06:14.000 --> 00:06:15.000]  我們看了以後
[00:06:15.000 --> 00:06:18.000]  聖靈使我們生出渴慕的心
[00:06:18.000 --> 00:06:21.000]  這樣寶貴的聖靈的工作
[00:06:21.000 --> 00:06:23.000]  這樣寶貴的聖靈的工作
[00:06:23.000 --> 00:06:25.000]  是為我預備的
[00:06:25.000 --> 00:06:27.000]  是為我預備的
[00:06:27.000 --> 00:06:30.000]  我們願意追求得著
[00:06:30.000 --> 00:06:32.000]  我們願意去追求得著
[00:06:32.000 --> 00:06:38.000]  求聖靈今天晚上帶出這個追求的效果
[00:06:38.000 --> 00:06:41.000]  求聖靈今天晚上帶出這個追求的效果
[00:06:41.000 --> 00:06:43.000]  不是聽一天到
[00:06:43.000 --> 00:06:45.000]  不是只是聽一天到
[00:06:45.000 --> 00:06:47.000]  而是看見一條路
[00:06:47.000 --> 00:06:49.000]  而是看見一條路
[00:06:49.000 --> 00:06:52.000]  是從我追求豐盛的生命的道路
[00:06:52.000 --> 00:06:55.000]  成為我追求豐盛生命的一條路
[00:06:55.000 --> 00:06:57.000]  在這章裡頭
[00:06:57.000 --> 00:06:58.000]  在這章裡頭
[00:06:58.000 --> 00:07:01.000]  我們看見一幅美麗的圖畫
[00:07:01.000 --> 00:07:03.000]  我們看見一幅美麗的圖畫
[00:07:03.000 --> 00:07:06.000]  這條河是怎麼樣的
[00:07:06.000 --> 00:07:07.000]  這條河是怎麼樣的
[00:07:07.000 --> 00:07:09.000]  它的特點是什麼
[00:07:09.000 --> 00:07:10.000]  它的特點是什麼
[00:07:10.000 --> 00:07:12.000]  它的作用是什麼
[00:07:12.000 --> 00:07:13.000]  它的作用是什麼
[00:07:13.000 --> 00:07:16.000]  它與你我的關係是什麼
[00:07:16.000 --> 00:07:18.000]  這條河和你和我的關係是什麼
[00:07:18.000 --> 00:07:23.000]  讓我們很謙卑的渴慕的來領受
[00:07:23.000 --> 00:07:26.000]  讓我們存著謙卑渴慕的心來領受
[00:07:26.000 --> 00:07:28.000]  我們首先注意
[00:07:28.000 --> 00:07:34.000]  這條河是流經聖殿裡的祭壇
[00:07:34.000 --> 00:07:37.000]  這條河是流經聖殿裡的祭壇
[00:07:37.000 --> 00:07:43.000]  我們看第四十七章的第一節下半節
[00:07:43.000 --> 00:07:47.000]  我們看四十七章第一節的下半節
[00:07:47.000 --> 00:07:51.000]  這水從南下由
[00:07:51.000 --> 00:07:59.000]  從壇下由殿的右邊在祭壇的南邊往下流
[00:07:59.000 --> 00:08:05.000]  這水從壇下由殿的右邊在祭壇的南邊往下流
[00:08:05.000 --> 00:08:08.000]  這句話的意思是什麼
[00:08:08.000 --> 00:08:13.000]  很著重的講一件事
[00:08:13.000 --> 00:08:19.000]  這條河是特別繞過祭壇流出去
[00:08:19.000 --> 00:08:23.000]  這條河是特別繞過祭壇流出去
[00:08:23.000 --> 00:08:27.000]  經過祭壇
[00:08:27.000 --> 00:08:31.000]  環繞祭壇
[00:08:31.000 --> 00:08:36.000]  這條河和祭壇有密切的關係
[00:08:36.000 --> 00:08:39.000]  這條河和祭壇的關係很密切
[00:08:39.000 --> 00:08:40.000]  意思就是說
[00:08:40.000 --> 00:08:49.000]  一個沒有把自己奉獻給祖的人很難得到豐盛的生命
[00:08:49.000 --> 00:08:54.000]  一個沒有把自己奉獻給神的人很難得到豐盛的生命
[00:08:54.000 --> 00:08:58.000]  奉獻是很重要的一個秘訣
[00:08:58.000 --> 00:09:01.000]  奉獻是一個很重要的秘訣
[00:09:01.000 --> 00:09:06.000]  是蒙神身後恩典的一把鑰匙
[00:09:06.000 --> 00:09:09.000]  是蒙神身後恩典一把鑰匙
[00:09:09.000 --> 00:09:14.000]  這條河不是憑空的流出來
[00:09:14.000 --> 00:09:17.000]  這條河不是憑空的流出來
[00:09:17.000 --> 00:09:22.000]  是經過祭壇環繞祭壇流出來
