
[00:00:00.000 --> 00:00:04.000]  今天早上我先有一個聲明
[00:00:04.000 --> 00:00:07.000]  因為今天早上所講的這篇的訊息
[00:00:07.000 --> 00:00:12.000]  你有心理準備
[00:00:12.000 --> 00:00:18.000]  持一個比較開放的態度去聽
[00:00:18.000 --> 00:00:22.000]  特別有些比較基要主義思想的教會
[00:00:22.000 --> 00:00:26.000]  更加要聽
[00:00:26.000 --> 00:00:29.000]  因為不容易接受
[00:00:29.000 --> 00:00:32.000]  聽完之後甚至感到不安
[00:00:32.000 --> 00:00:35.000]  有反應
[00:00:35.000 --> 00:00:37.000]  甚至會反感
[00:00:37.000 --> 00:00:41.000]  我準備好給人寫很多東西來投訴我
[00:00:41.000 --> 00:00:47.000]  但如果我是根據聖經講
[00:00:47.000 --> 00:00:49.000]  你反駁不到我的
[00:00:49.000 --> 00:00:53.000]  是神自己做事的
[00:00:53.000 --> 00:00:59.000]  因為我們這位神真的好像萊特穆斯寫了本新書
[00:00:59.000 --> 00:01:04.000]  我們不了解的神
[00:01:04.000 --> 00:01:10.000]  因為這段經文將神描述
[00:01:10.000 --> 00:01:15.000]  不是我們平常所認識的那位神
[00:01:15.000 --> 00:01:20.000]  而是好像很絕對
[00:01:20.000 --> 00:01:23.000]  不過祂做事的方式
[00:01:23.000 --> 00:01:29.000]  可以說是完全不是我們常理所推斷的那位神
[00:01:29.000 --> 00:01:31.000]  我們看到的是個具有絕對的主權
[00:01:31.000 --> 00:01:35.000]  做事不按我們常理來行動的這樣一位神
[00:01:35.000 --> 00:01:38.000]  令我們驚奇不已
[00:01:38.000 --> 00:01:41.000]  這就是我今天要講這篇訊息的理由
[00:01:41.000 --> 00:01:48.000]  我要託付大家對神的觀念的認知
[00:01:48.000 --> 00:01:51.000]  不是這麼狹小的
[00:01:51.000 --> 00:01:53.000]  是很寬闊的
[00:01:53.000 --> 00:01:57.000]  一本英語的新約聖經的翻譯者
[00:01:57.000 --> 00:02:00.000]  叫做《菲歷斯的新約譯本》
[00:02:00.000 --> 00:02:07.000]  作者叫做J.B.Phillips
[00:02:07.000 --> 00:02:10.000]  是《菲歷斯的譯本》
[00:02:10.000 --> 00:02:12.000]  我不是提他譯本
[00:02:12.000 --> 00:02:15.000]  我是提他另外寫了一本小書
[00:02:15.000 --> 00:02:19.000]  叫做《你的神是非常細小的》
[00:02:19.000 --> 00:02:21.000]  Your God is too small
[00:02:21.000 --> 00:02:23.000]  我不是提他的聖經譯本
[00:02:23.000 --> 00:02:26.000]  而是提他的另一本著作《你的神太小了》
[00:02:26.000 --> 00:02:29.000]  他很大膽地提醒現代基督徒
[00:02:29.000 --> 00:02:34.000]  你要將你對神的思想觀念要弘大一點
[00:02:34.000 --> 00:02:39.000]  他提醒基督徒要放膽地把神的看法觀點放得宏大
[00:02:39.000 --> 00:02:41.000]  而斯托德莫斯也一樣
[00:02:41.000 --> 00:02:43.000]  他叫我們福音派的信徒
[00:02:43.000 --> 00:02:46.000]  對神不要看得那麼小
[00:02:46.000 --> 00:02:50.000]  他不只是單單關心我們宗教屬靈的事
[00:02:50.000 --> 00:02:53.000]  他也關心整個世界的事
[00:02:53.000 --> 00:02:55.000]  就像斯托德莫斯也提醒我們
[00:02:55.000 --> 00:02:56.000]  不要把神小看
[00:02:56.000 --> 00:02:58.000]  單單是信仰屬靈的事
[00:02:58.000 --> 00:03:00.000]  他看的是整個世界所有的事情
[00:03:00.000 --> 00:03:03.000]  今早你已經聽到萊特莫斯解釋
[00:03:03.000 --> 00:03:05.000]  原來我們神都關心我們的經濟
[00:03:05.000 --> 00:03:08.000]  各樣的土地的問題
[00:03:08.000 --> 00:03:10.000]  今天早上萊特莫斯也說
[00:03:10.000 --> 00:03:11.000]  他也關心我們的經濟
[00:03:11.000 --> 00:03:13.000]  關心土地種種的問題
[00:03:13.000 --> 00:03:16.000]  由於我們教會華人教會
[00:03:16.000 --> 00:03:18.000]  很少講《舊約聖經》
[00:03:18.000 --> 00:03:21.000]  因為一般傳道人都不敢講太深了
[00:03:21.000 --> 00:03:27.000]  所以我們的教導有時是片面的
[00:03:27.000 --> 00:03:30.000]  我們只集中在耶穌基督
[00:03:30.000 --> 00:03:33.000]  沒錯我們應該高舉耶穌基督
[00:03:33.000 --> 00:03:35.000]  但是誰啟示耶穌基督
[00:03:35.000 --> 00:03:38.000]  誰成為耶穌基督是神自己
[00:03:38.000 --> 00:03:40.000]  誰來啟示耶穌基督
[00:03:40.000 --> 00:03:42.000]  誰成為基督是神自己
[00:03:42.000 --> 00:03:45.000]  聽菲利斯的說話
[00:03:45.000 --> 00:03:48.000]  他說今天很多男女活著
[00:03:48.000 --> 00:03:50.000]  菲利斯這樣講
[00:03:50.000 --> 00:03:51.000]  今天很多男女他們活著
[00:03:51.000 --> 00:03:53.000]  常有內心的不滿足
[00:03:53.000 --> 00:03:54.000]  內心常有不滿足
[00:03:54.000 --> 00:03:56.000]  那是因為他根本
[00:03:56.000 --> 00:03:57.000]  他說信神
[00:03:57.000 --> 00:04:01.000]  但其實他的信仰神觀是非常狹窄的
[00:04:01.000 --> 00:04:03.000]  他們說自己信神
[00:04:03.000 --> 00:04:05.000]  但其實他們的神觀相當狹窄
[00:04:05.000 --> 00:04:07.000]  他說現代人缺乏一種對神
[00:04:07.000 --> 00:04:10.000]  一種成熟的思維
[00:04:10.000 --> 00:04:13.000]  現代人缺乏了一種對神成熟的思維
[00:04:13.000 --> 00:04:15.000]  這位弘大的神
[00:04:15.000 --> 00:04:19.000]  其實可以涵蓋所有的空間
[00:04:19.000 --> 00:04:23.000]  這位偉大的神涵蓋了所有生命的空間
[00:04:23.000 --> 00:04:26.000]  更能夠切合這個新科研的世代
[00:04:26.000 --> 00:04:28.000]  他切合了這個新的科研世代
[00:04:28.000 --> 00:04:31.000]  弘大的神可以掌握人類的歷史命運
[00:04:31.000 --> 00:04:35.000]  成就不可思議的事
[00:04:35.000 --> 00:04:38.000]  所以我借用了他最後這句話
[00:04:38.000 --> 00:04:41.000]  成為我這邊的訊息的題目
[00:04:41.000 --> 00:04:43.000]  不可思議的大成就
[00:04:43.000 --> 00:04:46.000]  所以我借用了菲勒斯的話
[00:04:46.000 --> 00:04:49.000]  成了今天主題不可思議的大成就
[00:04:49.000 --> 00:04:51.000]  真是令我們驚奇的
[00:04:51.000 --> 00:04:54.000]  我們唯一的反應就是
[00:04:54.000 --> 00:04:56.000]  只有伏在他面前
[00:04:56.000 --> 00:04:58.000]  以完全信服的態度
[00:04:58.000 --> 00:05:00.000]  來去敬拜崇敬他
[00:05:00.000 --> 00:05:01.000]  仰慕他
[00:05:01.000 --> 00:05:03.000]  人的唯一反應就是
[00:05:03.000 --> 00:05:05.000]  伏伏在他的面前
[00:05:05.000 --> 00:05:07.000]  全然的伏伏敬拜崇敬這位神
[00:05:07.000 --> 00:05:09.000]  菲勒斯所說的一點都沒有錯
[00:05:09.000 --> 00:05:11.000]  菲勒斯說的沒錯
[00:05:11.000 --> 00:05:14.000]  因為真是不少信徒對神聖的認知
[00:05:14.000 --> 00:05:16.000]  仍然處於一種孩童式
[00:05:16.000 --> 00:05:19.000]  不成熟的光景裏面
[00:05:19.000 --> 00:05:21.000]  不少信徒對神聖的認知
[00:05:21.000 --> 00:05:23.000]  停留在孩童不成熟的那種階段
[00:05:23.000 --> 00:05:25.000]  我們只是關心神
[00:05:25.000 --> 00:05:28.000]  關心我個人的問題需要
[00:05:28.000 --> 00:05:32.000]  我只是關心神是否關心我個人的需要
[00:05:32.000 --> 00:05:36.000]  缺乏了一種宏大的成熟的神觀
[00:05:36.000 --> 00:05:39.000]  缺乏了廣闊的宏偉的成熟的神觀
[00:05:39.000 --> 00:05:41.000]  但是你聽完今天的訊息之後
[00:05:41.000 --> 00:05:42.000]  你要知道
[00:05:42.000 --> 00:05:44.000]  我們的神不是單單是個人的神
[00:05:44.000 --> 00:05:46.000]  聽完了今天信息要知道
[00:05:46.000 --> 00:05:47.000]  神不是單單我個人的神
[00:05:47.000 --> 00:05:49.000]  是,神是關注你我的需要
[00:05:49.000 --> 00:05:51.000]  對神關心你我的需要
[00:05:51.000 --> 00:05:53.000]  前幾天的訊息就是
[00:05:53.000 --> 00:05:55.000]  告訴你,神是關心你
[00:05:55.000 --> 00:05:57.000]  神關心你,所以昨晚都
[00:05:57.000 --> 00:05:58.000]  He cares, He cares
[00:05:58.000 --> 00:06:00.000]  前幾天的信息還有蔡依的信息
[00:06:00.000 --> 00:06:02.000]  也是告訴你,神關心你,神看顧你
[00:06:02.000 --> 00:06:04.000]  但是福音派的信徒有時候
[00:06:04.000 --> 00:06:08.000]  太將信仰私有化了
[00:06:08.000 --> 00:06:11.000]  但福音派的信徒往往把信仰私有化了
[00:06:11.000 --> 00:06:14.000]  今天的訊息就是讓你看到
[00:06:14.000 --> 00:06:18.000]  我們的神其實都是關心公共空間
[00:06:18.000 --> 00:06:19.000]  今天的信息讓你看到
[00:06:19.000 --> 00:06:21.000]  我們的神同樣關心公共空間
[00:06:21.000 --> 00:06:25.000]  祂是掌握世界的公權力和決策的一位神
[00:06:25.000 --> 00:06:27.000]  祂掌握著世界的公權力
[00:06:27.000 --> 00:06:29.000]  還有全世界事情的決策
[00:06:29.000 --> 00:06:33.000]  祂雖然隱藏是一種暗影的一位主神
[00:06:33.000 --> 00:06:36.000]  祂雖然隱藏,但祂是暗影的一位主神
