
[00:00:00.000 --> 00:00:04.560]  在我們今天的崇拜,我們一起思想
[00:00:04.560 --> 00:00:10.840]  這世界要變成怎樣的第三講,也是最後的一講
[00:00:10.840 --> 00:00:17.120]  題目是「另一條路,而不是絕路」
[00:00:17.120 --> 00:00:22.520]  「另一條路,而不是絕路」
[00:00:22.520 --> 00:00:26.960]  當我們看向明天的時候
[00:00:26.960 --> 00:00:33.240]  英國一位社會學家Antony Giddens在研究中說
[00:00:33.240 --> 00:00:38.200]  當人看向明天不可知的日子的時候
[00:00:38.200 --> 00:00:42.320]  他總有一種與生俱來的
[00:00:42.320 --> 00:00:46.480]  他稱之為本體性的安全感
[00:00:46.480 --> 00:00:53.080]  很哲學性的,擁有一種基本的安全感
[00:00:53.080 --> 00:00:57.720]  Antological security,基本安全感可能是來自
[00:00:57.720 --> 00:01:05.520]  每個人小時候,小朋友三四歲突然間半夜發惡夢
[00:01:05.520 --> 00:01:09.520]  突然驚醒,哭到很害怕,很緊要的時候
[00:01:09.520 --> 00:01:14.440]  當時媽媽走過來抱著,他說沒事的,媽媽在這裡
[00:01:14.440 --> 00:01:20.640]  我們人需要這種安全感,是一種盼望
[00:01:20.640 --> 00:01:29.520]  柳暗花明會有一村,船途橋頭都會自然直
[00:01:29.520 --> 00:01:31.880]  始終都會沒事的
[00:01:31.880 --> 00:01:36.920]  不過這位社會學家說來到我們現代人的世界
[00:01:36.920 --> 00:01:41.080]  這個系統性的災難和危機
[00:01:41.080 --> 00:01:45.880]  不單是突發,而且快速上來是不能收拾的
[00:01:45.880 --> 00:01:52.840]  所以我們連這種基本的安全感都會失去
[00:01:52.840 --> 00:01:59.320]  真的會有事的,不碰的話,不會有事的
[00:01:59.320 --> 00:02:01.320]  真的會不碰的
[00:02:01.320 --> 00:02:08.400]  這就是我們現在面對的這種焦慮的壓力
[00:02:08.400 --> 00:02:10.880]  那怎麼辦呢?
[00:02:10.880 --> 00:02:15.120]  面對真的會有事的,真的不碰的話怎麼辦呢?
[00:02:15.120 --> 00:02:17.120]  我不知道有沒有跟大家報道過
[00:02:17.120 --> 00:02:22.120]  我在一篇講道裡面,好像我記得跟大家提過
[00:02:22.120 --> 00:02:25.120]  特別是「你米」那次,如果我沒有記錯
[00:02:25.120 --> 00:02:29.800]  我就說我看到一個學術性的雜誌,挺有意思的
[00:02:29.800 --> 00:02:36.120]  他訪問了當時大疫症流行,和整個世界亂了
[00:02:36.120 --> 00:02:49.120]  他訪問了世界上七間最有名的,最有學術地位的大學裡的商學院的院長
[00:02:49.120 --> 00:02:55.120]  這些都是很厲害的人,面對風浪,面對困難,他解決問題都是最厲害的人
[00:02:55.120 --> 00:03:02.120]  他就問說在這樣的災難裡,在這樣的困難,在亂了的日子裡
[00:03:02.120 --> 00:03:08.120]  會發生什麼事,是什麼人,怎樣才可以準備自己去面對呢?
[00:03:08.120 --> 00:03:10.120]  這些問題真的很好
[00:03:10.120 --> 00:03:18.120]  這七個不同背景的院長,包括哈佛的,斯坦福的,新加坡南洋大學的
[00:03:18.120 --> 00:03:22.120]  這些都是一流的學者,還有他們很有經驗的人
[00:03:22.120 --> 00:03:25.120]  當然他們有不同的立場,有不同的說話
[00:03:25.120 --> 00:03:27.120]  但是當中有很多相同的地方
