
[00:00:00.000 --> 00:00:02.800]  我們讀的是詩篇四十八篇
[00:00:02.800 --> 00:00:07.000]  《思想在我們神的城中》
[00:00:07.000 --> 00:00:09.300]  當我們頂子妹領受福音的時候
[00:00:09.300 --> 00:00:11.600]  這本很深刻一件事情
[00:00:11.600 --> 00:00:14.500]  就是福音裏面一件最奇妙
[00:00:14.500 --> 00:00:16.800]  最寶貴的英許
[00:00:16.800 --> 00:00:21.000]  不單單是神將救恩賜給我們
[00:00:21.000 --> 00:00:23.400]  祂更加將救贖主
[00:00:23.400 --> 00:00:25.300]  賜在我們生命中
[00:00:25.300 --> 00:00:27.300]  與我們同在
[00:00:27.300 --> 00:00:29.900]  是永遠與我們同在
[00:00:29.900 --> 00:00:32.900]  每當我想起這件事的時候
[00:00:32.900 --> 00:00:35.900]  我心裏面都有一種震撼的感覺
[00:00:35.900 --> 00:00:37.900]  創造天地的主
[00:00:37.900 --> 00:00:39.900]  永恆的上帝
[00:00:39.900 --> 00:00:42.900]  竟然與我們同在
[00:00:42.900 --> 00:00:44.900]  而是永遠同在
[00:00:44.900 --> 00:00:47.900]  是一件什麼的事
[00:00:47.900 --> 00:00:49.900]  聖經亦很清楚的英許
[00:00:49.900 --> 00:00:51.900]  「凡是信靠主的人
[00:00:51.900 --> 00:00:53.900]  我們最得赦免
[00:00:53.900 --> 00:00:56.900]  然後領受所賜的聖靈」
[00:00:56.900 --> 00:00:59.900]  上帝賜給我們聖靈
[00:00:59.900 --> 00:01:01.400]  在我們生命當中
[00:01:01.400 --> 00:01:02.900]  神亦都藉著聖靈
[00:01:02.900 --> 00:01:04.900]  永遠與我們同在
[00:01:04.900 --> 00:01:06.400]  各位弟兄姊妹
[00:01:06.400 --> 00:01:08.900]  不要忘記這個事實
[00:01:08.900 --> 00:01:11.900]  你生命裏面有神
[00:01:11.900 --> 00:01:14.900]  當聖經裏面常常鼓勵我們
[00:01:14.900 --> 00:01:17.400]  面對著很多不同的困難的時候
[00:01:17.400 --> 00:01:18.900]  放心面對
[00:01:18.900 --> 00:01:19.900]  所以聖經常常講到
[00:01:19.900 --> 00:01:21.900]  你們要剛強壯膽
[00:01:21.900 --> 00:01:24.900]  不要驚慌不要害怕
[00:01:24.900 --> 00:01:26.900]  但每當講這件事的時候
[00:01:26.900 --> 00:01:28.900]  總是有一個原因
[00:01:28.900 --> 00:01:30.900]  什麼原因
[00:01:30.900 --> 00:01:34.900]  因為我與你同在
[00:01:34.900 --> 00:01:36.900]  聖經很清楚的說
[00:01:36.900 --> 00:01:38.900]  我們可以放膽面對一切
[00:01:38.900 --> 00:01:42.900]  原因是神與我們同在
[00:01:42.900 --> 00:01:44.900]  當然有些時候我們會覺得
[00:01:44.900 --> 00:01:46.900]  面對一些困難
[00:01:46.900 --> 00:01:49.900]  一些突然的挑戰的時候
[00:01:49.900 --> 00:01:51.900]  內心都會有害怕
[00:01:51.900 --> 00:01:54.900]  都會有驚慌
[00:01:54.900 --> 00:01:55.900]  或者我們問
[00:01:55.900 --> 00:01:59.900]  為什麼神與我們同在都會害怕
[00:01:59.900 --> 00:02:01.900]  一個很簡單的原因
[00:02:01.900 --> 00:02:04.900]  是因為我們沒有留意到祂
[00:02:04.900 --> 00:02:06.900]  我們分心
[00:02:06.900 --> 00:02:07.900]  給其他事情
[00:02:07.900 --> 00:02:10.900]  將我們的注意轉移了
[00:02:10.900 --> 00:02:11.900]  以致我們沒有留意到
[00:02:11.900 --> 00:02:12.900]  原來祂與我們同在
[00:02:12.900 --> 00:02:14.900]  我們其實不需要擔心
[00:02:14.900 --> 00:02:16.900]  不需要害怕
[00:02:16.900 --> 00:02:18.900]  一個生活上很簡單的體驗
[00:02:18.900 --> 00:02:20.900]  我最近有一件事情
[00:02:20.900 --> 00:02:23.900]  我與太太一起出去散步
[00:02:23.900 --> 00:02:25.900]  出去的時候
[00:02:25.900 --> 00:02:26.900]  走著走著見到前面
[00:02:26.900 --> 00:02:29.900]  前面太陽很猛烈
[00:02:29.900 --> 00:02:33.900]  立刻想拿太陽眼鏡出來
[00:02:33.900 --> 00:02:34.900]  找一找
[00:02:34.900 --> 00:02:36.900]  沒有
[00:02:36.900 --> 00:02:39.900]  忘記帶出來
[00:02:39.900 --> 00:02:40.900]  我與太太說
[00:02:40.900 --> 00:02:43.900]  忘記帶太陽眼鏡
[00:02:43.900 --> 00:02:45.900]  但為什麼看不見我
[00:02:45.900 --> 00:02:48.900]  你不是戴著嗎
[00:02:48.900 --> 00:02:49.900]  我摸摸自己
[00:02:49.900 --> 00:02:51.900]  原來真的戴在眼上
[00:02:51.900 --> 00:02:52.900]  但不知道
[00:02:52.900 --> 00:02:54.900]  沒有留意到
[00:02:54.900 --> 00:02:56.900]  見到前面好像很猛烈
[00:02:56.900 --> 00:02:58.900]  太陽的屍掛在心上
[00:02:58.900 --> 00:03:00.900]  但其實不知道
[00:03:00.900 --> 00:03:03.900]  其實正在戴著
[00:03:03.900 --> 00:03:05.900]  頂尖你明白我的意思
[00:03:05.900 --> 00:03:08.900]  有些時候當你忘記了神與你同在
[00:03:08.900 --> 00:03:10.900]  你會害怕
[00:03:10.900 --> 00:03:11.900]  但在那些時候
[00:03:11.900 --> 00:03:13.900]  你轉移
[00:03:13.900 --> 00:03:17.900]  去留心在你生命裡的上帝
[00:03:17.900 --> 00:03:18.900]  你會發覺
[00:03:18.900 --> 00:03:20.900]  神有一種生命的力量
[00:03:20.900 --> 00:03:23.900]  去面對一切的挑戰
[00:03:23.900 --> 00:03:26.900]  當我們今天讀到詩篇48篇的時候
[00:03:26.900 --> 00:03:29.900]  聖經裡面一直在說一件事情
[00:03:29.900 --> 00:03:32.900]  就是在說石安山
[00:03:32.900 --> 00:03:34.900]  在說耶路撒冷
[00:03:34.900 --> 00:03:38.900]  石安是形容耶路撒冷
[00:03:38.900 --> 00:03:40.900]  也是耶路撒冷
[00:03:40.900 --> 00:03:42.900]  當然聖經說到石安山的時候
[00:03:42.900 --> 00:03:44.900]  特別是說到耶路撒冷城
[00:03:44.900 --> 00:03:49.900]  是一種堅固保障的歷史性特點
[00:03:49.900 --> 00:03:51.900]  所以當聖經說到石安山的時候
[00:03:51.900 --> 00:03:54.900]  正在說一個堅固的保障
[00:03:54.900 --> 00:04:01.900]  神在其中成為裡面最大的保障
[00:04:01.900 --> 00:04:03.900]  但當我們讀到聖經的時候
[00:04:03.900 --> 00:04:05.900]  你會發覺聖經裡面說到耶路撒冷
[00:04:05.900 --> 00:04:07.900]  說到石安山
[00:04:07.900 --> 00:04:10.900]  好像一些地區性的地方
[00:04:10.900 --> 00:04:12.900]  或者是某個時代的地方
[00:04:12.900 --> 00:04:15.900]  但聖經裡面每當說到這些的時候
[00:04:15.900 --> 00:04:19.900]  其實有雙重或者三重的指向
[00:04:19.900 --> 00:04:22.900]  不單單說當時的石安山
[00:04:22.900 --> 00:04:24.900]  耶路撒冷
[00:04:24.900 --> 00:04:28.900]  也在說你和我的身體
[00:04:28.900 --> 00:04:32.900]  你一定記得聖經裡面有很多三章十六節
[00:04:32.900 --> 00:04:35.900]  楊枯陰三章十六節你一定記得
[00:04:35.900 --> 00:04:39.900]  哥林多前書三章十六節你記不記得
[00:04:39.900 --> 00:04:42.900]  很多三章十六節都很好
[00:04:42.900 --> 00:04:45.900]  聖經裡面林前三章十六節說
[00:04:45.900 --> 00:04:50.900]  豈不知你們是甚麼?神的殿
[00:04:50.900 --> 00:04:55.900]  神的靈住在你們裡頭嗎?
[00:04:55.900 --> 00:04:58.900]  說到聖殿說到聖城的時候
[00:04:58.900 --> 00:05:03.900]  聖經是要指更加大的事情
[00:05:03.900 --> 00:05:06.900]  就是你和我是神居住的所在
[00:05:06.900 --> 00:05:08.900]  是神的殿
[00:05:08.900 --> 00:05:12.900]  而教會整體也是神的殿
[00:05:12.900 --> 00:05:16.900]  這是何等大的奇妙的英雄
[00:05:16.900 --> 00:05:19.900]  當然聖經再進一步更指向的是
[00:05:19.900 --> 00:05:23.900]  將來的天上的耶路撒冷
[00:05:23.900 --> 00:05:26.900]  你看啟示錄的時候會看到一件事情
[00:05:26.900 --> 00:05:30.900]  聖經提到將來我們會進入新天新地
[00:05:30.900 --> 00:05:33.900]  在新天新地裡面聖經說到
[00:05:33.900 --> 00:05:37.900]  我又看見聖城新耶路撒冷
[00:05:37.900 --> 00:05:40.900]  是天上的新耶路撒冷
[00:05:40.900 --> 00:05:43.900]  是由神那裡從天而降
[00:05:43.900 --> 00:05:45.900]  在新耶路撒冷裡面
[00:05:45.900 --> 00:05:50.900]  神就說看那神的帳幕在人間
[00:05:50.900 --> 00:05:52.900]  帳幕大家一定會想到歷史當中
[00:05:52.900 --> 00:05:55.900]  說到神同在的地方
[00:05:55.900 --> 00:05:58.900]  祂與人同住
[00:05:58.900 --> 00:06:01.900]  他們要作祂的子民
[00:06:01.900 --> 00:06:06.900]  神要親自與他們同在
[00:06:06.900 --> 00:06:09.900]  在新耶路撒冷裡面
[00:06:09.900 --> 00:06:12.900]  我們會問聖殿在哪裡?
[00:06:12.900 --> 00:06:14.900]  正如下面的經文繼續說
[00:06:14.900 --> 00:06:16.900]  看不到
[00:06:16.900 --> 00:06:19.900]  在聖城裡面是沒有聖殿的
[00:06:19.900 --> 00:06:20.900]  為什麼一直都有
[00:06:20.900 --> 00:06:22.900]  但是突然間好像沒有了?
[00:06:22.900 --> 00:06:23.900]  聖經說
[00:06:23.900 --> 00:06:29.900]  因為神全能者和羔羊為城的殿
[00:06:29.900 --> 00:06:33.900]  整個的聖城就是聖殿
[00:06:33.900 --> 00:06:36.900]  也意味著整個聖城的每一部分
[00:06:36.900 --> 00:06:40.900]  都有神完全的同在
[00:06:40.900 --> 00:06:41.900]  各位電影節目
[00:06:41.900 --> 00:06:42.900]  當你讀聖經的時候
[00:06:42.900 --> 00:06:45.900]  你會發覺聖經裡面提到錫安城
[00:06:45.900 --> 00:06:48.900]  一方面說當時的聖城
[00:06:48.900 --> 00:06:51.900]  同時是指向了
[00:06:51.900 --> 00:06:55.900]  今天神的子民的教會
[00:06:55.900 --> 00:06:57.900]  也指向將來
[00:06:57.900 --> 00:07:00.900]  神要給我們永遠的同在
[00:07:00.900 --> 00:07:03.900]  就是新耶路撒冷
[00:07:03.900 --> 00:07:04.900]  當你讀聖經的時候
[00:07:04.900 --> 00:07:07.900]  你去思想不單是當時的事情
[00:07:07.900 --> 00:07:10.900]  更加想將來神的應許
[00:07:10.900 --> 00:07:14.900]  你會更加明白經文的意思
[00:07:14.900 --> 00:07:15.900]  我們一起看看聖經
[00:07:15.900 --> 00:07:17.900]  在聖經裡面的第一部分
[00:07:17.900 --> 00:07:19.900]  我們讀到的時候
[00:07:19.900 --> 00:07:22.900]  發現一個很特別的說話
[00:07:22.900 --> 00:07:23.900]  聖經說
[00:07:23.900 --> 00:07:27.900]  「自顯為避難所」
[00:07:27.900 --> 00:07:30.900]  神祂自己顯明祂自己
[00:07:30.900 --> 00:07:33.900]  或者說祂主動地顯明出
[00:07:33.900 --> 00:07:35.900]  祂是我們的避難所
[00:07:35.900 --> 00:07:37.900]  祂與我們同在
[00:07:37.900 --> 00:07:41.900]  因此祂成為了我們的避難所
