
[00:00:00.000 --> 00:00:04.000]  各位兄弟姐妹,你們早,早安
[00:00:04.000 --> 00:00:10.000]  謝謝你們再次邀請我來到你們當中來講道
[00:00:10.000 --> 00:00:18.000]  上次我們講到在耶穌裡面謙卑自己,放下自我
[00:00:18.000 --> 00:00:25.000]  那是我們個人靈修,個人道德方面的說服
[00:00:25.000 --> 00:00:34.000]  今天講的題目是在開放的社會當中做光做眼
[00:00:34.000 --> 00:00:40.000]  就是聖經裡面談到我們跟社會的關係
[00:00:40.000 --> 00:00:51.000]  剛才也讀過經文,主要是看馬太福音第五章13到16節
[00:00:51.000 --> 00:00:55.000]  我問大家一個很簡單的問題
[00:00:55.000 --> 00:00:59.000]  這段經文就談到做光做眼
[00:00:59.000 --> 00:01:03.000]  這段經文之前是講什麼的?
[00:01:03.000 --> 00:01:10.000]  是八福,那八福第一福是什麼?
[00:01:10.000 --> 00:01:16.000]  虛心的人有福,為什麼呢?
[00:01:16.000 --> 00:01:19.000]  虛心人有福,因為天國是他們的
[00:01:19.000 --> 00:01:23.000]  其實我們談到八福的時候
[00:01:23.000 --> 00:01:29.000]  到最後我們就在經文前面
[00:01:29.000 --> 00:01:31.000]  第八福是什麼內容呢?
[00:01:31.000 --> 00:01:34.000]  第八福是談什麼?
[00:01:34.000 --> 00:01:36.000]  第一個是虛心,後來是什麼?
[00:01:36.000 --> 00:01:42.000]  有哀動什麼的,到第八福是什麼?
[00:01:42.000 --> 00:01:48.000]  為義,被迫的人就有福了
[00:01:48.000 --> 00:01:51.000]  所以我們看到在八福裡面
[00:01:51.000 --> 00:01:56.000]  首先八福在聖經裡面是很重要的一段經文
[00:01:56.000 --> 00:02:01.000]  整個馬太福音第五章到第七章也是很重要的
[00:02:01.000 --> 00:02:04.000]  因為我們通常有一個名稱叫
[00:02:04.000 --> 00:02:10.000]  這三章的經文叫登山保訓
[00:02:10.000 --> 00:02:14.000]  有些人說耶穌基督的登山保訓
[00:02:14.000 --> 00:02:21.000]  就可以說是好像一個國家有一個憲章
[00:02:21.000 --> 00:02:25.000]  一個憲章就是一個國家的基本精神
[00:02:25.000 --> 00:02:29.000]  一個國家的基本原則寫下來
[00:02:29.000 --> 00:02:35.000]  白紙黑字的寫下來讓大家都明白,都能夠同意
[00:02:35.000 --> 00:02:38.000]  所以這個登山保訓可以說是
[00:02:38.000 --> 00:02:44.000]  耶穌所帶領的天國
[00:02:44.000 --> 00:02:48.000]  馬太福音經常談到天國的道理
[00:02:48.000 --> 00:02:52.000]  所以這三章可以說是天國的憲章
[00:02:52.000 --> 00:02:55.000]  The Constitution of the Heavenly Kingdom
[00:02:55.000 --> 00:02:59.000]  它就講到我們做天國的子民
[00:02:59.000 --> 00:03:01.000]  我們進到天國裡面
[00:03:01.000 --> 00:03:06.000]  我們基本的精神,基本的原則是什麼
[00:03:06.000 --> 00:03:08.000]  所以在這個八福裡面
[00:03:08.000 --> 00:03:12.000]  首先談到的就是我們要進到天國裡面
[00:03:12.000 --> 00:03:16.000]  第一個就是我們要信主,信這個福音
[00:03:16.000 --> 00:03:19.000]  很重要的就是我們不能夠驕傲
[00:03:19.000 --> 00:03:21.000]  我們要虛心
[00:03:21.000 --> 00:03:24.000]  因為我們虛心是能夠看到自己的不足
[00:03:24.000 --> 00:03:28.000]  你才會禱告認罪,接受這個福音
[00:03:28.000 --> 00:03:31.000]  所以你才能夠進到這個天國
[00:03:31.000 --> 00:03:36.000]  後來這個八福談到要清心等等
[00:03:36.000 --> 00:03:39.000]  都是比較談到我們作為一個天國的子民
[00:03:39.000 --> 00:03:44.000]  比較我們個人的修養,我們個人的品質
[00:03:44.000 --> 00:03:46.000]  這個Personal Quality
[00:03:46.000 --> 00:03:49.000]  我們還是需要愛動
[00:03:49.000 --> 00:03:53.000]  愛動比較我們跟其他人的關係
[00:03:53.000 --> 00:03:59.000]  但是當這個八福來到第八個福
[00:03:59.000 --> 00:04:02.000]  這個時候其實內容有點改變
[00:04:02.000 --> 00:04:04.000]  因為我們要讀聖經
[00:04:04.000 --> 00:04:09.000]  就所謂我們之前有說要讀通三文三理
[00:04:09.000 --> 00:04:12.000]  所以這個第八福其實談到的就是
[00:04:12.000 --> 00:04:15.000]  我們跟這個世界
[00:04:15.000 --> 00:04:18.000]  我們跟這個外在的社會
[00:04:18.000 --> 00:04:22.000]  我們這個天國跟他們的關係是怎麼樣
[00:04:22.000 --> 00:04:25.000]  所以第一個就是
[00:04:25.000 --> 00:04:28.000]  講得簡單一點就是不能夠太好
[00:04:28.000 --> 00:04:30.000]  這個關係不能夠太好
[00:04:30.000 --> 00:04:34.000]  如果你好像你跟這個社會太融洽
[00:04:34.000 --> 00:04:39.000]  可能就是因為我們跟他們完全的已經同化
[00:04:39.000 --> 00:04:43.000]  已經confirm,已經一模一樣的
[00:04:43.000 --> 00:04:46.000]  那當然我們要跟其他人打交道
[00:04:46.000 --> 00:04:50.000]  我們也要跟不信的人做朋友
[00:04:50.000 --> 00:04:52.000]  不然怎麼傳福音呢
[00:04:52.000 --> 00:04:58.000]  但是最擔心的就是我們這個價值觀也被同化
[00:04:58.000 --> 00:05:01.000]  所以他們感覺你跟我們是一夥的
[00:05:01.000 --> 00:05:02.000]  你跟我們是一樣的
[00:05:02.000 --> 00:05:06.000]  你的葬會的,你們基督徒的,你們天國的
[00:05:06.000 --> 00:05:08.000]  你的價值觀跟我是一模一樣
[00:05:08.000 --> 00:05:11.000]  所以我們跟你是好兄弟
[00:05:11.000 --> 00:05:13.000]  我們是一樣的
[00:05:13.000 --> 00:05:15.000]  所以如果是這樣
[00:05:15.000 --> 00:05:19.000]  這個世界也不會逼迫我們對不對
[00:05:19.000 --> 00:05:24.000]  那為什麼我們要為異受逼迫呢
[00:05:24.000 --> 00:05:27.000]  就是因為我們可能我們葬會
[00:05:27.000 --> 00:05:29.000]  可能跟這個世界不同
[00:05:29.000 --> 00:05:32.000]  我們都知道一個社會或者一個群體
[00:05:32.000 --> 00:05:36.000]  對不同的人很多時候都在以白眼
[00:05:36.000 --> 00:05:39.000]  在以這個狼狗、熱風
[00:05:39.000 --> 00:05:44.000]  還是有可能會去壓迫他們
[00:05:44.000 --> 00:05:50.000]  所以我們看到在這個八福的後面
[00:05:50.000 --> 00:05:57.000]  就談到我們基督徒要跟這個世界保持這個距離
[00:05:57.000 --> 00:06:01.000]  不要在價值觀上面跟他們完全同化
[00:06:01.000 --> 00:06:03.000]  甚至到一個地步
[00:06:03.000 --> 00:06:06.000]  你可能跟他們很不同了
[00:06:06.000 --> 00:06:07.000]  有爭吵了
[00:06:07.000 --> 00:06:09.000]  甚至也被他們壓迫了
[00:06:09.000 --> 00:06:12.000]  我們也要開心,要有福嘛
[00:06:12.000 --> 00:06:15.000]  所以我們為異受逼迫
[00:06:15.000 --> 00:06:19.000]  亞系這個獎賞也是天國是他們的
[00:06:19.000 --> 00:06:22.000]  跟第一個福也是一樣的
[00:06:22.000 --> 00:06:29.000]  但是馬上耶穌就談到這個作光、作焉的道理
[00:06:29.000 --> 00:06:32.000]  其實我們現在讀聖經
[00:06:32.000 --> 00:06:34.000]  偏聖經的人
[00:06:34.000 --> 00:06:39.000]  就會把聖經的經文分成不同的段落
[00:06:39.000 --> 00:06:41.000]  所以八福是一個
[00:06:41.000 --> 00:06:44.000]  後來的作光、作焉你們看到
[00:06:44.000 --> 00:06:46.000]  在我們一般的聖經裡面
[00:06:46.000 --> 00:06:49.000]  都是有一個分開的標題
[00:06:49.000 --> 00:06:55.000]  但其實在原來寫這個馬太福音的時候
[00:06:55.000 --> 00:06:58.000]  這個八福跟這個作光、作焉
[00:06:58.000 --> 00:07:01.000]  是馬上的連在一起的
