
[00:00:00.000 --> 00:00:06.000]  藉著保羅這一段經文讓我們思考如何面對人生的困境
[00:00:06.000 --> 00:00:12.000]  在這段經文裏面我們見到保羅在前面已經說了
[00:00:12.000 --> 00:00:20.000]  福音如何來到耶穌來到將律法的預備道理顯明出來
[00:00:20.000 --> 00:00:26.000]  耶穌所成就的福音已經顯明出來了
[00:00:26.000 --> 00:00:29.000]  我已經認識了福音
[00:00:29.000 --> 00:00:32.000]  我也成為了福音的使者
[00:00:32.000 --> 00:00:36.000]  所以我看福音為寶貴
[00:00:36.000 --> 00:00:44.000]  為在我的人生裏相當有意義有價值的事情放在我的心裏
[00:00:44.000 --> 00:00:47.000]  所以我面對困難的時候
[00:00:47.000 --> 00:00:49.000]  保羅在這裏說我不喪膽
[00:00:49.000 --> 00:00:53.000]  我不會有所失望
[00:00:53.000 --> 00:00:58.000]  任何情況中仍然去傳揚福音
[00:00:58.000 --> 00:01:05.000]  保羅如何解釋他的心情和體會和道理呢
[00:01:05.000 --> 00:01:11.000]  保羅在這裏說我有福音的盼望
[00:01:11.000 --> 00:01:15.000]  我無論如何都會在什麼情況中
[00:01:15.000 --> 00:01:19.000]  仍然將福音一步一步傳開
[00:01:19.000 --> 00:01:22.000]  將真理顯明出來
[00:01:22.000 --> 00:01:24.000]  在自己的生命裏面
[00:01:24.000 --> 00:01:26.000]  在我的行為裏面
[00:01:26.000 --> 00:01:31.000]  我都可以說是進入了無可指責的地步
[00:01:31.000 --> 00:01:39.000]  保羅在針對當時初入猶太派的一些基督徒去指控他
[00:01:39.000 --> 00:01:41.000]  保羅沒有戰訓
[00:01:41.000 --> 00:01:44.000]  但還記得保羅之前說過
[00:01:44.000 --> 00:01:45.000]  保羅你沒有戰訓
[00:01:45.000 --> 00:01:49.000]  你沒有很有名氣
[00:01:49.000 --> 00:01:54.000]  很有地位的人的推薦訓
[00:01:54.000 --> 00:01:59.000]  你講的道理和信仰好像很神秘
[00:01:59.000 --> 00:02:00.000]  不是很多人明白
[00:02:00.000 --> 00:02:02.000]  但保羅在這裏說不是
[00:02:02.000 --> 00:02:04.000]  我在整個過程裏面
[00:02:04.000 --> 00:02:07.000]  我講的福音的真理
[00:02:07.000 --> 00:02:10.000]  是每一個人都可以明白
[00:02:10.000 --> 00:02:14.000]  是將上帝藉著耶穌的拯救信息
[00:02:14.000 --> 00:02:17.000]  我很清楚地一步一步地顯明出來
[00:02:17.000 --> 00:02:19.000]  而且保羅說
[00:02:19.000 --> 00:02:22.000]  因著我是一個分析者的緣故
[00:02:22.000 --> 00:02:24.000]  那些暗昧可恥的事
[00:02:24.000 --> 00:02:26.000]  我都會去離開
[00:02:26.000 --> 00:02:29.000]  所作的事是問心無愧
[00:02:29.000 --> 00:02:32.000]  以致將這個福音傳出來的時候
[00:02:32.000 --> 00:02:33.000]  我所講的
[00:02:33.000 --> 00:02:34.000]  我行事為人
[00:02:34.000 --> 00:02:37.000]  和這個福音可以說是相稱
[00:02:37.000 --> 00:02:39.000]  接著保羅再去說
[00:02:39.000 --> 00:02:41.000]  是不是我們自己是一個
[00:02:41.000 --> 00:02:46.000]  在上帝面前一個良心無愧的一個人
[00:02:46.000 --> 00:02:51.000]  去傳講一個上帝為人預備的救恩
[00:02:51.000 --> 00:02:53.000]  這個福分
[00:02:53.000 --> 00:02:56.000]  人就會相信呢
[00:02:56.000 --> 00:02:57.000]  保羅在這裏說不是
[00:02:57.000 --> 00:02:59.000]  保羅去講這個福音的時候
[00:02:59.000 --> 00:03:03.000]  他自己有一個這樣的生命的表現的時候
[00:03:03.000 --> 00:03:05.000]  一班哥倫多教會的信徒
[00:03:05.000 --> 00:03:08.000]  都對他有很多的疑問
[00:03:08.000 --> 00:03:11.000]  也有很多人對他有很多的挑戰
[00:03:11.000 --> 00:03:13.000]  保羅在這裏說
[00:03:13.000 --> 00:03:17.000]  就算我是一個良心無愧的一個人
[00:03:17.000 --> 00:03:20.000]  我講的福音是上帝所猜破的福音
[00:03:20.000 --> 00:03:22.000]  有一班人不相信
[00:03:22.000 --> 00:03:24.000]  不是因為福音的緣故
[00:03:24.000 --> 00:03:28.000]  不是因為這個信仰內容的問題
[00:03:28.000 --> 00:03:31.000]  而是因為人的心被蒙蔽了
[00:03:31.000 --> 00:03:34.000]  是人的心被蒙蔽
[00:03:34.000 --> 00:03:36.000]  接著保羅在這裏去講
[00:03:36.000 --> 00:03:38.000]  在他眼中這個世界
[00:03:38.000 --> 00:03:44.000]  可以說有上帝的掌權在裏面
[00:03:44.000 --> 00:03:47.000]  但也有撒旦的工作
[00:03:47.000 --> 00:03:49.000]  保羅其實在這裏去講
[00:03:49.000 --> 00:03:50.000]  耶穌來到了
[00:03:50.000 --> 00:03:53.000]  他粉碎了撒旦的權勢
[00:03:53.000 --> 00:03:57.000]  撒旦和魔鬼都是講一些邪惡的靈
[00:03:57.000 --> 00:03:59.000]  耶穌來到了
[00:03:59.000 --> 00:04:02.000]  粉碎了撒旦的權勢
[00:04:02.000 --> 00:04:07.000]  可以說耶穌已經徹底將撒旦驅逐了
[00:04:07.000 --> 00:04:11.000]  可以說離開了這個世界的擁有權
[00:04:11.000 --> 00:04:15.000]  不過撒旦仍然有有限的工作
[00:04:15.000 --> 00:04:19.000]  他仍然用各樣的方式去蒙蔽人
[00:04:19.000 --> 00:04:22.000]  讓人去不認識福音
[00:04:22.000 --> 00:04:25.000]  不認識上帝
[00:04:25.000 --> 00:04:28.000]  這個世界上帝是掌權
[00:04:28.000 --> 00:04:33.000]  但是邪惡的力量仍然在當中有工作
[00:04:33.000 --> 00:04:36.000]  其實保羅在不同的經卷都去講出
[00:04:36.000 --> 00:04:38.000]  人只有兩個選擇
[00:04:38.000 --> 00:04:40.000]  一是跟從上帝
[00:04:40.000 --> 00:04:42.000]  一是跟從撒旦
[00:04:42.000 --> 00:04:45.000]  保羅在這裏藉此再去講出
[00:04:45.000 --> 00:04:47.000]  在他一生當中
[00:04:47.000 --> 00:04:51.000]  他就是要傳揚耶穌為主
[00:04:51.000 --> 00:04:54.000]  我是耶穌的僕人
[00:04:54.000 --> 00:04:58.000]  我是耶穌差派來的那一個使者
[00:04:58.000 --> 00:05:04.000]  所以我是傳耶穌為主的一個信息
[00:05:04.000 --> 00:05:07.000]  保羅在這裏去講
[00:05:07.000 --> 00:05:10.000]  在我整個人生裏
[00:05:10.000 --> 00:05:13.000]  我不是要讓人去認識我
[00:05:13.000 --> 00:05:15.000]  不是去讓人認識我多有能力
[00:05:15.000 --> 00:05:21.000]  而是我要怎樣彰顯上帝的榮耀
[00:05:21.000 --> 00:05:25.000]  保羅在這裏怎樣去講如何彰顯上帝的榮耀呢
[00:05:25.000 --> 00:05:29.000]  接著在第七至十八節他就去講出來
[00:05:29.000 --> 00:05:32.000]  其實他講出了自己受苦的經歷
[00:05:32.000 --> 00:05:35.000]  彰顯上帝的榮耀
[00:05:35.000 --> 00:05:36.000]  通常我們去講
[00:05:36.000 --> 00:05:39.000]  如果用我們今天去想的方法
[00:05:39.000 --> 00:05:43.000]  你會去講你多厲害
[00:05:43.000 --> 00:05:45.000]  你是幾間公司的總裁
[00:05:45.000 --> 00:05:47.000]  一定是數這些東西
[00:05:47.000 --> 00:05:49.000]  去顯出你的身份
[00:05:49.000 --> 00:05:50.000]  但保羅在這裏說
[00:05:50.000 --> 00:05:53.000]  我怎樣去彰顯上帝的榮耀呢
[00:05:53.000 --> 00:05:55.000]  他接著去數甚麼呢
[00:05:55.000 --> 00:05:58.000]  他去數自己的苦難
[00:05:58.000 --> 00:06:05.000]  去數他自己的各樣的苦難
[00:06:05.000 --> 00:06:10.000]  保羅為自己作為上帝僕人的辯護
[00:06:10.000 --> 00:06:12.000]  辯護的內容
[00:06:12.000 --> 00:06:19.000]  卻是去數自己人生的一些不順利的經驗
[00:06:19.000 --> 00:06:23.000]  那些去批評保羅的一些人
[00:06:23.000 --> 00:06:26.000]  他們正批評保羅
[00:06:26.000 --> 00:06:30.000]  你有甚麼是比得上我們呢
[00:06:30.000 --> 00:06:31.000]  你甚麼都沒有
[00:06:31.000 --> 00:06:32.000]  你又沒有錢信
[00:06:32.000 --> 00:06:33.000]  你又沒有甚麼都沒有
[00:06:33.000 --> 00:06:36.000]  保羅正在承認一樣東西
[00:06:36.000 --> 00:06:39.000]  就是「是的,我是沒有的」
[00:06:39.000 --> 00:06:42.000]  我不是自誇我很厲害
[00:06:42.000 --> 00:06:43.000]  保羅直接在說
[00:06:43.000 --> 00:06:45.000]  我是一個軟弱的人
[00:06:45.000 --> 00:06:47.000]  我是一個很軟弱的人
[00:06:47.000 --> 00:06:50.000]  我是一個很不行的人
[00:06:50.000 --> 00:06:52.000]  從我的經歷
[00:06:52.000 --> 00:06:53.000]  我經歷在人來說
[00:06:53.000 --> 00:06:55.000]  是相當不行的幾個經歷
