
[00:00:00.000 --> 00:00:01.720]  頂尖門我曾經說過
[00:00:01.720 --> 00:00:04.840]  我希望用幾次我們崇拜的講道
[00:00:04.840 --> 00:00:07.240]  圍繞著一個主題
[00:00:07.240 --> 00:00:10.440]  這個主題是取自《聖經》新約
[00:00:10.440 --> 00:00:12.440]  雅各書的第一章
[00:00:12.440 --> 00:00:15.560]  因為人的怒氣
[00:00:15.560 --> 00:00:19.200]  並不成就神的意
[00:00:19.200 --> 00:00:25.480]  我們特別圍繞著這個怒氣的課題
[00:00:25.920 --> 00:00:30.640]  或者你會覺得怒氣發生時很小事
[00:00:30.640 --> 00:00:32.640]  是難免的
[00:00:32.640 --> 00:00:36.240]  但是我自己越來越有這樣的感覺
[00:00:36.240 --> 00:00:40.480]  我覺得我們真是來到一個彎曲背貌的世代
[00:00:40.480 --> 00:00:45.040]  我們越來越多機會碰到很多令我們失望的事
[00:00:45.040 --> 00:00:49.040]  又會見到越來越多令我們失望的人
[00:00:49.040 --> 00:00:51.360]  所以我們的脾氣
[00:00:51.360 --> 00:00:53.360]  我們的怒氣
[00:00:53.360 --> 00:00:57.280]  是比我們想像中的越來越多
[00:00:57.280 --> 00:01:01.840]  你可以想一下尤其是在過去這兩三年
[00:01:01.840 --> 00:01:04.560]  無論在你自己的家裏
[00:01:04.560 --> 00:01:07.760]  你身邊的人包括你自己在內
[00:01:07.760 --> 00:01:10.480]  在工作的場所
[00:01:10.480 --> 00:01:12.480]  甚至在街上
[00:01:12.480 --> 00:01:15.840]  在地鐵
[00:01:15.840 --> 00:01:17.840]  在這個
[00:01:17.840 --> 00:01:21.520]  碰到的日常生活裏面
[00:01:21.520 --> 00:01:26.960]  我們發覺人的怨氣、怒氣是越來越多
[00:01:26.960 --> 00:01:29.760]  我感覺到發怒這件事
[00:01:29.760 --> 00:01:32.720]  越來越變成一個越來越普遍
[00:01:32.720 --> 00:01:36.160]  和嚴重的罪
[00:01:36.160 --> 00:01:42.320]  我不是說得很嚴重
[00:01:42.320 --> 00:01:44.320]  來誇張
[00:01:44.320 --> 00:01:48.560]  大家不要忘記在基督教的傳統裏面
[00:01:48.560 --> 00:01:50.560]  我們經常稱為七宗罪
[00:01:50.560 --> 00:01:54.720]  七宗在信仰在聖經裏面
[00:01:54.720 --> 00:01:57.680]  我們認為是最值得我們留心
[00:01:57.680 --> 00:02:00.160]  很容易拖到我們的罪裏面
[00:02:00.160 --> 00:02:02.800]  其中一樣就是這個怒氣
[00:02:02.800 --> 00:02:05.920]  所以我很想用幾次的時間
[00:02:05.920 --> 00:02:07.920]  回到神的說話
[00:02:07.920 --> 00:02:10.400]  去和大家一起去學習
[00:02:10.400 --> 00:02:14.880]  怎樣可以去面對去改變我們
[00:02:14.880 --> 00:02:18.720]  讓我們不單止可以在怒氣上
[00:02:18.720 --> 00:02:21.200]  不是被魔鬼留地步
[00:02:21.200 --> 00:02:22.560]  在聖經所說的
[00:02:22.560 --> 00:02:24.800]  甚至可以成為這個世代
[00:02:24.800 --> 00:02:27.360]  我們周圍的人的一種見證
[00:02:27.360 --> 00:02:31.280]  我們上一次已經從聖經的各個角度
[00:02:31.280 --> 00:02:35.920]  去看過這個怒氣的問題
[00:02:35.920 --> 00:02:38.240]  那種的嚴重性在哪裏
[00:02:38.240 --> 00:02:40.240]  今天我試一下從另外一個角度
[00:02:40.240 --> 00:02:41.920]  我用一些個案來看
[00:02:41.920 --> 00:02:43.920]  聖經的個案
[00:02:43.920 --> 00:02:46.480]  所以首先第一部分我會和大家
[00:02:46.480 --> 00:02:48.720]  看人的怒氣
[00:02:48.720 --> 00:02:50.320]  然後還有第二部分
[00:02:50.320 --> 00:02:52.880]  不能夠成就神的義
[00:02:52.880 --> 00:02:54.960]  我亦會和大家在第二部分
[00:02:54.960 --> 00:02:58.640]  和大家說成就神的義的怒氣是甚麼
[00:02:58.640 --> 00:02:59.360]  好嗎
[00:02:59.360 --> 00:03:03.600]  處理這兩方面我覺得是很基本的
[00:03:03.600 --> 00:03:05.040]  或者這些個案
[00:03:05.040 --> 00:03:06.480]  聖經裏面的個案
[00:03:06.480 --> 00:03:09.840]  令你想起我們上一次所說到的
[00:03:09.840 --> 00:03:11.440]  一些關於聖經裏面的
[00:03:11.440 --> 00:03:13.200]  關於怒氣的內容
[00:03:13.200 --> 00:03:15.200]  無論如何無論你聽過
[00:03:15.200 --> 00:03:17.760]  或者你記得
[00:03:17.760 --> 00:03:19.600]  讓今天我們所說的
[00:03:19.600 --> 00:03:22.160]  成為我們一些的提醒
[00:03:22.160 --> 00:03:24.160]  一些的回顧
[00:03:24.160 --> 00:03:26.320]  甚至一些的總結
[00:03:26.320 --> 00:03:27.120]  好
[00:03:27.120 --> 00:03:28.800]  究竟在聖經裏面
[00:03:28.800 --> 00:03:30.800]  有沒有那些發怒的情況
[00:03:30.800 --> 00:03:32.480]  發怒的人是有的
[00:03:32.480 --> 00:03:35.680]  我和大家做過一些小小的功課
[00:03:35.680 --> 00:03:39.040]  將聖經裏面發怒的人
[00:03:39.040 --> 00:03:41.040]  逐個去研究一下
[00:03:41.120 --> 00:03:46.480]  我將它總結成為三個很重要的部分
[00:03:46.480 --> 00:03:48.240]  我們互相的提醒
[00:03:48.240 --> 00:03:51.600]  當我們說的時候不是追著他們
[00:03:51.600 --> 00:03:53.840]  是起訴他們
[00:03:53.840 --> 00:03:56.480]  而是透過他們成為一面鏡子
[00:03:56.480 --> 00:03:58.000]  看回我們自己
[00:03:58.000 --> 00:04:02.240]  我們每個人都會落在這種陷阱當中
[00:04:02.240 --> 00:04:07.360]  這三個角度就是當我們有怒氣的時候
[00:04:07.360 --> 00:04:12.000]  其實怒氣是反映了我們裏面的一些問題
[00:04:12.000 --> 00:04:14.720]  所以每一次你發覺自己有怒氣的時候
[00:04:14.720 --> 00:04:18.480]  請你看見你裏面原來有很多的
[00:04:18.480 --> 00:04:22.400]  深入的問題成為一個警號
[00:04:22.400 --> 00:04:23.520]  第二
[00:04:23.520 --> 00:04:26.960]  在發怒的過程裏面有很多陷阱
