
[00:00:00.000 --> 00:00:03.480]  以色列基督,耶路撒冷荒廢了70年
[00:00:03.480 --> 00:00:09.840]  在一尊一節,波斯皇帝居魯士興起
[00:00:09.840 --> 00:00:15.040]  頒佈了一個王諭
[00:00:15.040 --> 00:00:19.680]  可以容許秘魯的以色列子民回歸耶路撒冷
[00:00:19.680 --> 00:00:24.080]  並且提供所有資源興建聖殿
[00:00:24.080 --> 00:00:29.160]  第二個聖殿,因為第一個聖殿已經被毀了
[00:00:29.160 --> 00:00:34.160]  參與其中的人不少,從第二章當中
[00:00:34.160 --> 00:00:38.160]  不過只是佔少數,我們也說過為什麼是佔少數
[00:00:38.160 --> 00:00:43.280]  因為除了路途遙遠之外,還要放下舒適的生活
[00:00:43.280 --> 00:00:47.240]  70年,很多已經在第二、第三、第四代
[00:00:47.240 --> 00:00:50.360]  在巴比倫波斯王國安定繁榮
[00:00:50.360 --> 00:00:54.040]  有自己的兒女,有自己的田產
[00:00:54.040 --> 00:00:57.120]  要放下一切,回到一個很荒涼的地方
[00:00:57.120 --> 00:00:59.960]  再重建聖殿是非常艱難的事情
[00:00:59.960 --> 00:01:02.840]  所以去得這些人,記錄在第二章
[00:01:02.840 --> 00:01:05.800]  他們的家譜,神尊重他們
[00:01:05.800 --> 00:01:09.840]  他們是甘心地去侍奉,盡心地去侍奉
[00:01:09.840 --> 00:01:11.840]  還有決心地侍奉
[00:01:11.840 --> 00:01:15.880]  這也是我說了第二章的過程
[00:01:15.880 --> 00:01:21.880]  第三章就開始說如何建立神殿
[00:01:21.880 --> 00:01:25.240]  進入今天的經文之前,我也會問自己一些問題
[00:01:25.240 --> 00:01:27.240]  不如我問一下大家
[00:01:27.240 --> 00:01:31.840]  如果你是被告回歸以色列子民的領袖
[00:01:31.840 --> 00:01:33.840]  你是其中一個領袖
[00:01:33.840 --> 00:01:36.440]  今天是耶穌亞,或者是蘇俄巴伯
[00:01:36.440 --> 00:01:38.040]  如果你是其中一個
[00:01:38.040 --> 00:01:42.120]  當你接收到的任務是要回歸
[00:01:42.120 --> 00:01:47.040]  然後殺人重建聖殿,你第一件事會做什麼呢?
[00:01:47.040 --> 00:01:51.520]  我已經在這間堂會中服務了18年,第九年
[00:01:51.520 --> 00:01:54.320]  如果按照我的經驗,我會做什麼呢?
[00:01:54.320 --> 00:01:56.320]  我會首先召開執事會
[00:01:56.320 --> 00:02:00.720]  我的目標清晰是興建耶和撒冷的聖殿
[00:02:00.720 --> 00:02:05.920]  我會開執事會,然後我會成立一個工作小組
[00:02:05.920 --> 00:02:16.720]  這個工作小組會釐定要用多少資源、時間、人力物力和時間表
[00:02:16.720 --> 00:02:20.120]  如何去建好耶和撒冷的聖殿
[00:02:20.120 --> 00:02:25.120]  並且不單止有計劃A,還會有計劃B
[00:02:25.120 --> 00:02:28.120]  萬一發生什麼意外,會有應變措施
[00:02:28.120 --> 00:02:34.120]  例如資金不足夠,立即會有暴行的籌款
[00:02:34.120 --> 00:02:36.120]  以致這個工程完成
[00:02:36.120 --> 00:02:41.120]  我不知道你心目中的答案和我的答案是否類近
[00:02:41.120 --> 00:02:43.120]  是不是?
[00:02:43.120 --> 00:02:45.120]  我不知道你們是不是
[00:02:45.120 --> 00:02:47.120]  我真的沒有想過
[00:02:47.120 --> 00:02:49.120]  如果你是領袖,你會做什麼呢?
[00:02:49.120 --> 00:02:52.120]  你有清晰的意象目標和使命
[00:02:52.120 --> 00:02:55.120]  興建耶和撒冷的聖殿,你會做什麼呢?
[00:02:55.120 --> 00:03:03.120]  耶穌,大祭司,撒加拉大約書三章一節
[00:03:03.120 --> 00:03:09.120]  又或者是索羅巴伯,波斯王國委派去猶大省的省長
[00:03:09.120 --> 00:03:11.120]  哈格爾書一章一節
[00:03:11.120 --> 00:03:14.120]  這兩個屬靈領袖,祭司和省長
[00:03:14.120 --> 00:03:20.120]  他們第一件做的事,正正不是我剛才所說的
[00:03:20.120 --> 00:03:25.120]  所以,既然記錄在三章頭的六節
[00:03:25.120 --> 00:03:27.120]  就要好好研究
[00:03:27.120 --> 00:03:31.120]  究竟這兩個屬靈領袖和很多的以色列子民
[00:03:31.120 --> 00:03:34.120]  一開始的時候做了什麼呢?
[00:03:34.120 --> 00:03:38.120]  因為三章六節我們看到
[00:03:38.120 --> 00:03:42.120]  耶和華的聖殿的根基尚未立定
[00:03:42.120 --> 00:03:46.120]  他們做了一些事,而這些事正在幫助我們明白到
[00:03:46.120 --> 00:03:51.120]  屬靈的人如何去做神的工作,屬靈的工作
[00:03:51.120 --> 00:03:54.120]  我們一起去研讀一下今天的經文
[00:03:54.120 --> 00:03:58.120]  第一節,一至三節和第六節
[00:03:58.120 --> 00:04:01.120]  耶穌,索羅巴伯,這一批的以色列子民
[00:04:01.120 --> 00:04:05.120]  由巴比倫和波斯王國回歸了
[00:04:05.120 --> 00:04:09.120]  去到耶和撒冷,安定了
[00:04:09.120 --> 00:04:13.120]  可能建自己的房子,物資
[00:04:13.120 --> 00:04:19.120]  因為二章尾說了很多的瀑被,很多的新畜帶來
[00:04:19.120 --> 00:04:21.120]  所以都要安定好
[00:04:21.120 --> 00:04:25.120]  所以安定了一會兒,第七月到七月份
[00:04:25.120 --> 00:04:28.120]  安定了的時候,他們聚集在耶和撒冷
[00:04:28.120 --> 00:04:32.120]  由不同的周邊的城市回到耶和撒冷,如同一人
[00:04:32.120 --> 00:04:35.120]  團結的,做什麼事呢?
[00:04:35.120 --> 00:04:40.120]  他們按照耶穌和索羅巴伯做的一件事
[00:04:40.120 --> 00:04:45.120]  不是建耶和華聖殿的根基,而是建什麼呢?
[00:04:45.120 --> 00:04:50.120]  重建祭壇,耶和華的祭壇
[00:04:50.120 --> 00:04:54.120]  並且在舊址上興建的
[00:04:54.120 --> 00:04:58.120]  原本的祭壇荒廢了七十年,沒有了
[00:04:58.120 --> 00:05:02.120]  現在在那裡重建祭壇
[00:05:02.120 --> 00:05:06.120]  而經文其實是一個很簡單的線人結構
[00:05:06.120 --> 00:05:10.120]  一開始就說要建一個祭壇,獻祭
[00:05:10.120 --> 00:05:13.120]  最後他也說會是獻祭,七月初日獻祭
[00:05:13.120 --> 00:05:19.120]  中間就獻了不同的祭物,各式各樣的祭物
[00:05:19.120 --> 00:05:22.120]  我們要問,為什麼要建祭壇呢?
[00:05:22.120 --> 00:05:26.120]  或者祭壇的功能是什麼呢?
[00:05:26.120 --> 00:05:31.120]  其實祭壇的功能就要追溯到利未記一至七章的經文
[00:05:31.120 --> 00:05:35.120]  一至七章也說到獻了不同的祭物
[00:05:35.120 --> 00:05:38.120]  正正是我們A座的不同的名字
