
[00:00:00.000 --> 00:00:12.200]  歡迎大家來到神話茶館
[00:00:12.200 --> 00:00:13.460]  又是我陳凱牧師
[00:00:13.460 --> 00:00:16.520]  今天繼續和黃牧神父談一談恩順清義問題
[00:00:16.520 --> 00:00:18.840]  上次我們在談罪
[00:00:18.840 --> 00:00:20.600]  這個話題很好談
[00:00:20.600 --> 00:00:22.240]  很多東西在交換
[00:00:22.240 --> 00:00:26.020]  原來天主教對於罪和新教
[00:00:26.020 --> 00:00:30.020]  可能有些不同的應用和法紀
[00:00:30.020 --> 00:00:35.820]  譬如覺得罪分大罪和小罪
[00:00:35.820 --> 00:00:38.620]  這個反應不是太好的
[00:00:38.620 --> 00:00:42.020]  至死的罪和不至死的罪比較準確
[00:00:42.020 --> 00:00:44.260]  我們就沒有分
[00:00:44.260 --> 00:00:46.100]  因爲我們說的都是至死的罪
[00:00:46.100 --> 00:00:47.660]  你們不是的
[00:00:47.660 --> 00:00:48.580]  你們說說看
[00:00:48.580 --> 00:00:50.700]  有什麼不同
[00:00:50.700 --> 00:00:51.820]  我想說什麼是罪
[00:00:51.820 --> 00:00:52.900]  罪就是
[00:00:52.900 --> 00:00:57.860]  我明知道這是違反天主的旨意
[00:00:57.860 --> 00:00:59.100]  我故意去做
[00:00:59.100 --> 00:01:00.140]  我是故意的
[00:01:00.140 --> 00:01:01.980]  我自由地故意去做
[00:01:01.980 --> 00:01:03.700]  這就是罪過
[00:01:03.700 --> 00:01:07.020]  罪過按照聖經的教導有兩種
[00:01:07.020 --> 00:01:09.260]  一種是至死的罪
[00:01:09.260 --> 00:01:10.860]  一種是不至死的罪
[00:01:10.860 --> 00:01:12.780]  什麼是至死的罪呢
[00:01:12.780 --> 00:01:17.940]  一個人他爲了貪別人的錢財
[00:01:17.940 --> 00:01:19.340]  他知道如果殺了這個人
[00:01:19.340 --> 00:01:21.420]  可以搶了他的銀包
[00:01:21.420 --> 00:01:23.420]  我知道他剛剛走出來
[00:01:23.420 --> 00:01:25.260]  他應該有很多錢在銀包裏
[00:01:25.260 --> 00:01:27.540]  所以我在一個黑暗的地方
[00:01:27.540 --> 00:01:28.420]  我殺了他
[00:01:28.420 --> 00:01:29.180]  我搶了他的銀包
[00:01:29.180 --> 00:01:31.060]  這個一定是至死的罪
[00:01:31.060 --> 00:01:36.020]  他明知道這個殺人是很嚴重的罪
[00:01:36.020 --> 00:01:37.980]  他明知道這個搶劫是很嚴重的罪
[00:01:37.980 --> 00:01:39.140]  他故意這樣去做
[00:01:39.140 --> 00:01:40.060]  沒有人強迫他
[00:01:40.060 --> 00:01:41.460]  他自由地去做
[00:01:41.460 --> 00:01:43.820]  這個一定是至死的罪
[00:01:43.820 --> 00:01:44.820]  除非他悔改
[00:01:44.820 --> 00:01:46.620]  否則他不會得救
[00:01:46.620 --> 00:01:48.780]  就算基督徒也是
[00:01:48.780 --> 00:01:52.060]  那什麼是不至死的罪呢
[00:01:52.060 --> 00:01:55.100]  一個司機他開車
[00:01:55.100 --> 00:01:59.260]  但這個人他做事很馬虎
[00:01:59.260 --> 00:02:03.180]  開着車又在聽音樂
[00:02:03.180 --> 00:02:05.100]  聽電臺諸如此類
[00:02:05.100 --> 00:02:07.380]  又經常弄一部手機
[00:02:07.380 --> 00:02:08.780]  很可惜
[00:02:08.780 --> 00:02:12.180]  他一轉彎就撞死了一個人
[00:02:12.180 --> 00:02:13.780]  他不是故意撞死這個人的
[00:02:13.780 --> 00:02:15.420]  他也不想的
[00:02:15.420 --> 00:02:18.220]  但因爲他自己性格上的缺點
[00:02:18.220 --> 00:02:19.820]  他做事不專心
[00:02:19.820 --> 00:02:21.980]  以致不殺了這個人
[00:02:21.980 --> 00:02:25.820]  他不知道這個人會走出來
[00:02:25.820 --> 00:02:27.860]  但他不是故意殺這個人的
[00:02:27.860 --> 00:02:31.380]  所以我們說這個罪不至於死
[00:02:31.380 --> 00:02:35.180]  即是說不至於和天主完全缺裂
[00:02:35.180 --> 00:02:38.820]  這就是所謂不至死的罪
[00:02:38.820 --> 00:02:40.260]  但缺裂和不缺裂
[00:02:40.260 --> 00:02:41.620]  不是都已經是缺裂殺的嗎
[00:02:41.620 --> 00:02:44.940]  不是說一個人本身就和上帝缺裂了
[00:02:44.940 --> 00:02:46.620]  唯有耶穌基督的復和
[00:02:46.620 --> 00:02:48.300]  才能夠恢復到那裏
[00:02:48.300 --> 00:02:51.100]  即是說一個人
[00:02:51.100 --> 00:02:52.980]  他有一個寶寶
[00:02:52.980 --> 00:02:56.860]  天主教覺得人有原罪
[00:02:56.860 --> 00:03:00.220]  這個罪就足夠令到他有罪
[00:03:00.220 --> 00:03:01.740]  所以他還生下來
[00:03:01.740 --> 00:03:03.900]  托馬斯·奎納都覺得這樣說
[00:03:03.900 --> 00:03:06.060]  一個媽媽懷孕
[00:03:06.060 --> 00:03:07.500]  寶寶浮復生死
[00:03:07.500 --> 00:03:09.980]  這個寶寶都需要拿去洗禮
[00:03:09.980 --> 00:03:11.900]  令到他原罪洗去
[00:03:11.900 --> 00:03:13.260]  才能夠得救
[00:03:13.260 --> 00:03:17.340]  所以天主教對於罪是很實在的東西
[00:03:17.340 --> 00:03:19.340]  有分死和不死
[00:03:19.340 --> 00:03:20.700]  有分是否有犯
[00:03:20.700 --> 00:03:22.220]  是否有洗去
[00:03:22.220 --> 00:03:24.540]  所以是一些很唯實論的看法
[00:03:24.540 --> 00:03:26.060]  那個罪觀是一個
[00:03:26.060 --> 00:03:27.580]  所以令到他覺得
[00:03:27.580 --> 00:03:31.620]  所以人有罪是天生就有的
[00:03:31.620 --> 00:03:32.940]  是一個原罪原故
[00:03:32.940 --> 00:03:35.260]  經過天主教的洗禮
[00:03:35.260 --> 00:03:37.660]  才能夠有原罪洗去
[00:03:37.660 --> 00:03:39.380]  這跟新教不同
[00:03:39.380 --> 00:03:43.140]  新教覺得人的罪是一個罪行
[00:03:43.140 --> 00:03:44.020]  犯罪了
[00:03:44.020 --> 00:03:45.100]  無論犯什麼罪都好
[00:03:45.100 --> 00:03:46.660]  我們方牌常說的
[00:03:46.660 --> 00:03:49.940]  驕傲、妒忌、心裏不好的東西
[00:03:49.940 --> 00:03:51.300]  這些都是一些罪
[00:03:51.300 --> 00:03:53.780]  足夠令到你和上帝關係破裂
[00:03:53.780 --> 00:03:56.460]  所以能夠是基督耶穌的復和
[00:03:56.460 --> 00:03:58.780]  才能夠這個罪洗去
[00:03:58.780 --> 00:04:00.340]  對我來說
[00:04:00.340 --> 00:04:02.660]  對方牌來說
[00:04:02.660 --> 00:04:04.940]  這是一件終末的事情
[00:04:04.940 --> 00:04:07.460]  因爲基督裏面能夠去到審判
[00:04:07.460 --> 00:04:09.860]  一生裏面所犯的罪
[00:04:09.860 --> 00:04:11.980]  就是耶穌基督十字架來代贖
[00:04:11.980 --> 00:04:14.940]  你相信就能夠得到
[00:04:14.940 --> 00:04:16.340]  是這樣的一個版本
[00:04:16.340 --> 00:04:18.300]  所以就比較少去
[00:04:18.300 --> 00:04:21.620]  去數這個罪是大還是小
[00:04:21.620 --> 00:04:23.300]  小還是不小
[00:04:23.300 --> 00:04:25.620]  是故意還是有心
[00:04:25.620 --> 00:04:27.620]  還是原本是這樣
[00:04:27.620 --> 00:04:30.020]  所以就變成大家的罪觀很不同
[00:04:30.020 --> 00:04:31.180]  我剛纔說的對不對
[00:04:31.180 --> 00:04:32.820]  這個BB的原罪問題
[00:04:32.820 --> 00:04:34.540]  是不是都是這樣理解呢
[00:04:34.540 --> 00:04:36.220]  首先原罪
[00:04:36.220 --> 00:04:38.420]  我們不是說一個嬰兒
[00:04:38.420 --> 00:04:40.180]  他一受孕就是犯了罪
[00:04:40.180 --> 00:04:42.420]  這是一個不合邏輯的說法
[00:04:42.420 --> 00:04:45.500]  他沒有做錯任何事
[00:04:45.500 --> 00:04:48.020]  原罪是指元祖父母
[00:04:48.020 --> 00:04:49.220]  他們犯了罪
[00:04:49.220 --> 00:04:50.820]  那個真的是罪
[00:04:50.820 --> 00:04:53.300]  但是這個罪會創傷人性
[00:04:53.300 --> 00:04:56.140]  這個創傷會藉着這個遺傳
[00:04:56.140 --> 00:04:57.660]  一代代遺傳下去
[00:04:57.660 --> 00:04:59.420]  所以我們所謂原罪
[00:04:59.420 --> 00:05:01.100]  就分爲因性原罪
[00:05:01.100 --> 00:05:02.900]  就是原因和果性原罪
[00:05:02.900 --> 00:05:04.620]  就是結果
[00:05:04.620 --> 00:05:07.580]  元祖父母那個是因性原罪的原因
[00:05:07.580 --> 00:05:09.500]  每一個人受孕
[00:05:09.500 --> 00:05:12.060]  由遺傳創傷了人性
[00:05:12.060 --> 00:05:14.020]  那個叫果性原罪
[00:05:14.020 --> 00:05:15.860]  那個是原罪的結果
[00:05:15.860 --> 00:05:18.060]  就不是說他一受孕就犯了罪
[00:05:18.060 --> 00:05:19.940]  是不合邏輯的說法
[00:05:19.940 --> 00:05:21.820]  所以爲什麼他需要洗禮呢
[00:05:21.820 --> 00:05:23.380]  因爲他仍然
[00:05:23.380 --> 00:05:26.220]  他人性有一種不完美在裏面
[00:05:26.220 --> 00:05:27.500]  所以洗禮
[00:05:27.500 --> 00:05:29.940]  就是能夠一罪基督的救贖
[00:05:29.940 --> 00:05:32.460]  能夠將這個果性原罪
[00:05:32.460 --> 00:05:33.540]  都拿走了
[00:05:33.540 --> 00:05:34.220]  明白
[00:05:34.220 --> 00:05:35.220]  所以都是一個傾向
[00:05:35.220 --> 00:05:36.340]  都是一個犯罪傾向
[00:05:36.340 --> 00:05:37.540]  犯罪 果性原罪
[00:05:37.540 --> 00:05:39.780]  沒錯 果性原罪
[00:05:39.780 --> 00:05:41.860]  因爲我們人性有創傷有果性原罪
[00:05:41.860 --> 00:05:43.460]  我們有犯罪的傾向
[00:05:43.460 --> 00:05:45.060]  就是這個意思
[00:05:45.060 --> 00:05:46.620]  這就清楚很多了
[00:05:46.620 --> 00:05:48.740]  大家都有很相同的地方
[00:05:48.740 --> 00:05:49.420]  當然
[00:05:49.420 --> 00:05:50.940]  所以這麼說的話
[00:05:50.940 --> 00:05:51.900]  不如說一下因典
[00:05:51.900 --> 00:05:53.020]  我們首先說一下因典
[00:05:53.020 --> 00:05:54.460]  因典
[00:05:54.460 --> 00:05:55.780]  信德和因典的關係
[00:05:55.780 --> 00:05:57.460]  所以就是全部都是傾向因典
