
[00:00:00.000 --> 00:00:04.000]  我們回顧聖經剛才讀過《約翰福音》第十一章
[00:00:04.000 --> 00:00:07.400]  我們思想信心的信息
[00:00:07.400 --> 00:00:12.240]  大家會記得我們過去上個星期日是甚麼主日
[00:00:12.240 --> 00:00:13.600]  是中樹主日
[00:00:13.600 --> 00:00:17.000]  你記得師班拿著中樹枝進來禮堂
[00:00:17.000 --> 00:00:20.000]  我們一齊來讚美這位主耶穌
[00:00:20.000 --> 00:00:24.400]  我們就說到從順服到榮耀
[00:00:24.400 --> 00:00:28.520]  二者之間是一個極其密切的關係
[00:00:28.520 --> 00:00:30.800]  三日之前我們有受虎節的崇拜
[00:00:30.800 --> 00:00:32.520]  我們都說到順服
[00:00:32.520 --> 00:00:36.520]  我們就說到要學校主耶穌的順服
[00:00:36.520 --> 00:00:38.120]  今天復活節的主日
[00:00:38.120 --> 00:00:42.120]  我們一齊思想的是信心的信息
[00:00:42.120 --> 00:00:46.520]  信心和順服是彼此相連的
[00:00:46.520 --> 00:00:48.720]  因此信靠順服
[00:00:48.720 --> 00:00:52.520]  是我們常常說到基督徒追求的方向
[00:00:52.520 --> 00:00:54.320]  因為信靠上帝
[00:00:54.320 --> 00:00:59.920]  因為相信神我們就可以排除萬難去順服神
[00:00:59.920 --> 00:01:03.120]  因為上帝所給我們的旨意和引導
[00:01:03.120 --> 00:01:05.320]  是光明的路
[00:01:05.320 --> 00:01:07.520]  但是有些時候要付一些代價
[00:01:07.520 --> 00:01:10.720]  但是憑著信心我們就願意付出代價
[00:01:10.720 --> 00:01:13.720]  來順從神給我們的路
[00:01:13.720 --> 00:01:16.120]  在信心裏面我們常常說
[00:01:16.120 --> 00:01:17.920]  上帝不會留下一樣好處
[00:01:17.920 --> 00:01:20.520]  不給一個敬畏祂的人
[00:01:20.520 --> 00:01:22.920]  因此我們學習敬畏祂
[00:01:22.920 --> 00:01:24.520]  順從祂
[00:01:24.520 --> 00:01:27.720]  因為知道我們不會受虧損
[00:01:27.720 --> 00:01:31.120]  因此在信心當中我們可以順服上帝
[00:01:31.120 --> 00:01:34.720]  可以聽從神給我們的指引
[00:01:34.720 --> 00:01:36.720]  來到聖經融合福音第十一章的時候
[00:01:36.720 --> 00:01:38.320]  我們見到一個很重要的
[00:01:38.320 --> 00:01:40.320]  耶穌所行的神蹟
[00:01:40.320 --> 00:01:44.120]  就是叫拉撒路從死裏復活過來
[00:01:44.120 --> 00:01:47.320]  當中主向我們發出一個呼籲
[00:01:47.320 --> 00:01:52.520]  你若信就必看見神的榮耀
[00:01:52.520 --> 00:01:55.520]  因此我們一起思想一個信心的呼喚
[00:01:55.520 --> 00:01:58.920]  我們也來回應主對我們的勉勵
[00:01:58.920 --> 00:02:00.320]  我們回到聖經的時候
[00:02:00.320 --> 00:02:04.320]  看到在聖經融合福音第十一章
[00:02:04.320 --> 00:02:07.120]  在當中的前面第六節就提到
[00:02:07.120 --> 00:02:12.720]  當時耶穌聽見祂的朋友拉撒路病了
[00:02:12.720 --> 00:02:17.120]  似乎祂是應該會馬上去醫好祂朋友的病
[00:02:17.120 --> 00:02:18.720]  但聖經就說主耶穌
[00:02:18.720 --> 00:02:22.120]  祂留在所住的地方多兩天
[00:02:22.120 --> 00:02:24.120]  好像有些拖延
[00:02:24.120 --> 00:02:26.920]  但祂過了兩天祂才出發
[00:02:26.920 --> 00:02:30.720]  所以去到第十七節的時候
[00:02:30.720 --> 00:02:32.120]  第十七節
[00:02:32.120 --> 00:02:33.120]  耶穌到了
[00:02:33.120 --> 00:02:38.120]  知道拉撒路在墳墓裏已經四天了
[00:02:38.120 --> 00:02:41.920]  去到的時候拉撒路已經死了四天
[00:02:41.920 --> 00:02:45.120]  不單病也即病死了
[00:02:45.120 --> 00:02:46.320]  很多人都會有一個問題
[00:02:46.320 --> 00:02:48.720]  為什麼耶穌要拖延呢?
[00:02:48.720 --> 00:02:50.320]  為什麼隔了這麼久
[00:02:50.320 --> 00:02:52.920]  死了之後才去到
[00:02:52.920 --> 00:02:55.320]  那個時候也醫不了祂
[00:02:55.320 --> 00:02:56.920]  很多的疑問
[00:02:56.920 --> 00:03:00.720]  所以你發覺當拉撒路的姐姐瑪大
[00:03:00.720 --> 00:03:03.720]  一見到耶穌的時候就問這個問題
[00:03:03.720 --> 00:03:06.520]  大家看第二十一節
[00:03:06.520 --> 00:03:07.920]  瑪大對耶穌說
[00:03:07.920 --> 00:03:10.320]  主啊 如果你早在這裏
[00:03:10.320 --> 00:03:14.720]  我的兄弟就不會死了
[00:03:14.720 --> 00:03:16.720]  瑪大未必是埋怨耶穌
[00:03:16.720 --> 00:03:18.520]  因為後來他也會清楚宣告
[00:03:18.520 --> 00:03:22.120]  耶穌是尼塞亞 是神的兒子
[00:03:22.120 --> 00:03:24.520]  但很明顯他內心有些不明白
[00:03:24.520 --> 00:03:28.320]  為什麼主會拖延這麼遲才來到
[00:03:28.320 --> 00:03:31.720]  他心裏有很多失望的情緒
[00:03:31.720 --> 00:03:34.120]  我想他心裏一定會想
[00:03:34.120 --> 00:03:35.920]  如果主早些來到
[00:03:35.920 --> 00:03:37.320]  適時的來到
[00:03:37.320 --> 00:03:40.720]  我的兄弟應該是可以不用死的
[00:03:40.720 --> 00:03:42.720]  但現在死了
[00:03:42.720 --> 00:03:46.720]  覺得很惋惜 很不明白
[00:03:46.720 --> 00:03:48.720]  各位靈姐妹 有些時候你和我
[00:03:48.720 --> 00:03:51.120]  遇到一些生活上的困難
[00:03:51.120 --> 00:03:55.120]  一些突然間來到的苦困
[00:03:55.120 --> 00:03:57.720]  或者我們所愛的親友
[00:03:57.720 --> 00:03:59.720]  甚至是基督徒的親友
[00:03:59.720 --> 00:04:03.520]  突然間患了一些重的病
[00:04:03.520 --> 00:04:05.720]  甚至突然間死亡
[00:04:05.720 --> 00:04:07.120]  有些時候都難於明白
[00:04:07.120 --> 00:04:10.520]  為什麼神容許這件事情發生
[00:04:10.520 --> 00:04:14.320]  有時候我們看到報紙一些意外
[00:04:14.320 --> 00:04:16.120]  其中一些是基督徒
[00:04:16.120 --> 00:04:17.120]  我們都不明白
[00:04:17.120 --> 00:04:20.320]  為什麼神容許這些事情發生
[00:04:20.320 --> 00:04:22.520]  但你一定記得聖經詩篇116篇
[00:04:22.520 --> 00:04:24.320]  我們上上講到
[00:04:24.320 --> 00:04:25.320]  聖經提到
[00:04:25.320 --> 00:04:29.720]  在耶和華的眼中看聖民的死
[00:04:29.720 --> 00:04:32.320]  極其寶貴
[00:04:32.320 --> 00:04:33.120]  在神眼中
[00:04:33.120 --> 00:04:35.520]  祂每一個子民的死亡
[00:04:35.520 --> 00:04:38.520]  都是祂自己很重視
[00:04:38.520 --> 00:04:41.520]  祂很留心他們的生命很寶貴
[00:04:41.520 --> 00:04:44.120]  但為什麼神會容許人
[00:04:44.120 --> 00:04:46.720]  好像一些不適當的時候
[00:04:46.720 --> 00:04:49.120]  就要離世呢?
[00:04:49.120 --> 00:04:51.520]  有些時候我們可以明白
[00:04:51.520 --> 00:04:53.120]  如果你留心一些
[00:04:53.120 --> 00:04:55.720]  宣教士他們殉道的故事
[00:04:55.720 --> 00:04:58.520]  你會明白神有祂特別的計劃
[00:04:58.520 --> 00:04:59.320]  我們過去
[00:04:59.320 --> 00:04:59.920]  如果你們記得
[00:04:59.920 --> 00:05:01.320]  我們曾經講到
[00:05:01.320 --> 00:05:03.720]  在1956年
[00:05:03.720 --> 00:05:07.120]  一個近期有的殉道的故事
[00:05:07.120 --> 00:05:08.520]  在厄瓜多爾的地方
[00:05:08.520 --> 00:05:12.320]  五位宣教士一時間同時死亡
[00:05:12.320 --> 00:05:16.120]  他們去到這些華族的土族當中
[00:05:16.120 --> 00:05:17.120]  在他們中間
[00:05:17.120 --> 00:05:19.120]  預備將福音帶給他們
[00:05:19.120 --> 00:05:20.720]  一落機
[00:05:20.720 --> 00:05:22.720]  就有一大群土族湧過來
[00:05:22.720 --> 00:05:26.520]  用矛槍就馬上殺死了他們
[00:05:26.520 --> 00:05:27.520]  很傷心的事情
[00:05:27.520 --> 00:05:29.520]  整個世界都轟動
[00:05:29.520 --> 00:05:31.720]  經過了大概19個月之後
[00:05:31.720 --> 00:05:34.720]  有兩位姐妹再去到他們中間
[00:05:34.720 --> 00:05:37.720]  一位是飛機師的妹妹
[00:05:37.720 --> 00:05:40.120]  另一位是一位宣教士
[00:05:40.120 --> 00:05:42.120]  被殺的宣教士的太太
[00:05:42.120 --> 00:05:44.120]  Elizabeth Elliot
[00:05:44.120 --> 00:05:45.320]  去到的時候
[00:05:45.320 --> 00:05:48.320]  土族對他們接拿
[00:05:48.320 --> 00:05:49.120]  出乎意料
[00:05:49.120 --> 00:05:51.520]  容許他們留在他們中間
[00:05:51.520 --> 00:05:52.920]  因此他就在他們中間
[00:05:52.920 --> 00:05:55.120]  將福音帶給他們
[00:05:55.120 --> 00:05:56.320]  經過了十年
[00:05:56.320 --> 00:05:57.920]  1966年
[00:05:57.920 --> 00:06:00.320]  他們的教會已經成立了
[00:06:00.320 --> 00:06:02.720]  舉行一次的洗禮
[00:06:02.720 --> 00:06:03.320]  在洗禮當中
[00:06:03.320 --> 00:06:04.920]  一位很特別的人物
[00:06:04.920 --> 00:06:08.320]  就是英國被殺的飛機師的女兒
[00:06:08.320 --> 00:06:11.920]  接受教會的兩位領袖為她施洗
[00:06:11.920 --> 00:06:15.120]  這兩位領袖當時有份殺她爸爸的
[00:06:15.120 --> 00:06:17.320]  這些土族的酋長
[00:06:17.320 --> 00:06:20.320]  但後來成為了教會的領袖
[00:06:20.320 --> 00:06:24.520]  這個聚會很多人都哭了
[00:06:24.520 --> 00:06:25.320]  不是哀傷
[00:06:25.320 --> 00:06:28.320]  而是感受神的能力奇妙
[00:06:28.320 --> 00:06:30.120]  將生命改變
[00:06:30.120 --> 00:06:32.520]  以至將很多的仇恨清除
[00:06:32.520 --> 00:06:35.720]  讓很多的生命轉向上帝
[00:06:35.720 --> 00:06:37.520]  你看這些宣教歷史的時候
[00:06:37.520 --> 00:06:38.720]  你會有些時候會明白
[00:06:38.720 --> 00:06:40.320]  神有很奇妙的計劃
[00:06:40.320 --> 00:06:44.120]  未必是你和我可以即刻了解
[00:06:44.120 --> 00:06:47.120]  但有些時候我們仍然等候明白
[00:06:47.120 --> 00:06:48.720]  去到天階的時候會明白
