
[00:00:00.000 --> 00:00:02.320]  當耶穌被釘十字架之前
[00:00:02.320 --> 00:00:05.360]  祂與門徒說了一番話
[00:00:05.360 --> 00:00:11.000]  這番話說到祂會受死埋葬
[00:00:11.000 --> 00:00:15.120]  復活,升天,聖靈降臨
[00:00:15.120 --> 00:00:19.040]  地上開始了末世的過程
[00:00:19.040 --> 00:00:24.160]  到最後耶穌說祂會再來施行一個公義的大審判
[00:00:24.160 --> 00:00:28.480]  在這個過程裏面
[00:00:28.480 --> 00:00:31.440]  耶穌在前面24章開始說了一番話
[00:00:31.440 --> 00:00:34.160]  然後在這裏可以說有一個小結
[00:00:34.160 --> 00:00:36.240]  在這裏耶穌用了一個自然界
[00:00:36.240 --> 00:00:37.960]  一個很容易見到的現象
[00:00:37.960 --> 00:00:39.000]  祂說你看看
[00:00:39.000 --> 00:00:41.160]  你怎知道夏天會來呢
[00:00:41.160 --> 00:00:44.800]  你看看樹上有一些葉出來的時候
[00:00:44.800 --> 00:00:48.120]  你就知道夏天就來了
[00:00:48.120 --> 00:00:50.120]  耶穌其實在之前也說
[00:00:50.120 --> 00:00:52.480]  當你看到有些徵兆的時候
[00:00:52.480 --> 00:00:57.320]  你就知道這個末世的時候就要開始了
[00:00:57.320 --> 00:01:01.120]  其中一個很重要的徵兆是聖殿的被毀
[00:01:01.120 --> 00:01:04.000]  耶穌說在這個世代裏面
[00:01:04.000 --> 00:01:06.280]  你們也會見到這件事會發生
[00:01:06.280 --> 00:01:08.720]  在主考70年的時候
[00:01:08.720 --> 00:01:10.560]  聖殿真的被毀
[00:01:10.560 --> 00:01:12.440]  整個耶路撒冷城被攻陷
[00:01:12.440 --> 00:01:17.800]  沒有一塊石頭是疊在另一塊石頭上面
[00:01:17.800 --> 00:01:23.240]  這個事件是提醒當時的一班門徒
[00:01:23.240 --> 00:01:26.240]  他們經過了這一段的時候
[00:01:26.240 --> 00:01:28.400]  再看幾十年前耶穌說過
[00:01:28.400 --> 00:01:30.200]  這件事會發生
[00:01:30.200 --> 00:01:32.720]  這件事發生是指向末日
[00:01:32.720 --> 00:01:35.800]  一個大的審判的一個彌臨
[00:01:35.800 --> 00:01:39.160]  在這裏耶穌說了兩個很重要的方向
[00:01:39.160 --> 00:01:39.640]  第一
[00:01:39.640 --> 00:01:44.200]  上帝拯救人的一個高峰
[00:01:44.200 --> 00:01:45.400]  可以說是什麼呢
[00:01:45.400 --> 00:01:48.160]  除了耶穌被釘十字架這個事件之外
[00:01:48.160 --> 00:01:51.280]  還有就是耶穌會再來施行一個審判
[00:01:51.280 --> 00:01:55.160]  完成可以說是上帝救贖的一個工作
[00:01:56.160 --> 00:01:57.840]  耶穌被釘十字架
[00:01:57.840 --> 00:02:00.680]  為人的罪釘在十字架上面
[00:02:00.680 --> 00:02:02.840]  讓每一個願意相信耶穌的人
[00:02:02.840 --> 00:02:04.240]  免去上帝的審判
[00:02:04.240 --> 00:02:08.120]  最後上帝會有一個公義的大的審判
[00:02:08.120 --> 00:02:13.120]  去顯明哪一些人是被耶穌所去救贖的一班人
[00:02:13.120 --> 00:02:14.320]  另一方面
[00:02:14.320 --> 00:02:15.880]  這裏耶穌說
[00:02:15.880 --> 00:02:17.080]  那一個日子
[00:02:17.080 --> 00:02:18.720]  那個審判的日子
[00:02:18.720 --> 00:02:19.680]  是沒有人知道
[00:02:19.680 --> 00:02:21.280]  不知道是什麼時候
[00:02:21.280 --> 00:02:23.880]  唯有父去知道
[00:02:24.240 --> 00:02:27.240]  所以在一段
[00:02:27.240 --> 00:02:28.000]  耶穌說
[00:02:28.000 --> 00:02:29.000]  我講的說話
[00:02:29.000 --> 00:02:30.080]  是有權柄
[00:02:30.080 --> 00:02:31.600]  是有真實的
[00:02:31.600 --> 00:02:32.600]  是會發生
[00:02:32.600 --> 00:02:34.640]  所以當幾十年之後
[00:02:34.640 --> 00:02:35.680]  一班的門徒
[00:02:35.680 --> 00:02:36.320]  一班的人
[00:02:36.320 --> 00:02:38.840]  再去見到聖殿被毀的時候
[00:02:38.840 --> 00:02:41.800]  這個事件
[00:02:41.800 --> 00:02:45.440]  給他們一個很大的提醒
[00:02:45.440 --> 00:02:46.680]  耶穌所講的
[00:02:46.680 --> 00:02:48.160]  那一個末日的大審判
[00:02:48.160 --> 00:02:48.960]  即將
[00:02:48.960 --> 00:02:50.040]  可以說很快
[00:02:50.040 --> 00:02:51.840]  迫在眉睫的會來
[00:02:54.160 --> 00:02:55.160]  這個事件
[00:02:55.160 --> 00:02:56.280]  開始了
[00:02:56.280 --> 00:02:57.440]  但不是一個結束
[00:02:57.440 --> 00:02:58.960]  它還有一段日子
[00:02:58.960 --> 00:03:01.480]  才會臨到
[00:03:01.480 --> 00:03:03.480]  一個大的審判
[00:03:03.480 --> 00:03:06.040]  耶穌在這裏沒有叫我們去
[00:03:06.040 --> 00:03:08.920]  很好奇地去猜測
[00:03:08.920 --> 00:03:10.720]  究竟這個日子是什麼時候來的
[00:03:10.720 --> 00:03:12.000]  耶穌在這裏說
[00:03:12.000 --> 00:03:12.960]  那個日子是沒有人知道
[00:03:12.960 --> 00:03:14.080]  所以我們不用去猜測
[00:03:14.080 --> 00:03:15.560]  在歷世歷代裏面
[00:03:15.560 --> 00:03:16.520]  都有不同的人
[00:03:16.520 --> 00:03:18.080]  都嘗試去猜測
[00:03:18.080 --> 00:03:19.600]  這個日子是什麼時候來
[00:03:19.600 --> 00:03:21.160]  有很多的計算
[00:03:21.160 --> 00:03:22.600]  如果人
[00:03:22.720 --> 00:03:24.280]  用這樣的方法跟你說
[00:03:24.280 --> 00:03:26.080]  我計算到耶穌什麼時候會回來
[00:03:26.080 --> 00:03:28.720]  或者研究這個方法對不對
[00:03:28.720 --> 00:03:30.000]  都不用研究
[00:03:30.000 --> 00:03:31.480]  都一定是錯的
[00:03:31.480 --> 00:03:32.760]  一定是錯的
[00:03:32.760 --> 00:03:33.440]  因為耶穌說
[00:03:33.440 --> 00:03:34.240]  那個日子
[00:03:34.240 --> 00:03:35.040]  那個時辰
[00:03:35.040 --> 00:03:35.840]  沒有人知道
[00:03:35.840 --> 00:03:37.320]  耶穌的重點是什麼呢
[00:03:37.320 --> 00:03:38.320]  就是其實
[00:03:38.320 --> 00:03:40.400]  那個日子是必定會來的
[00:03:40.400 --> 00:03:42.840]  但我們在過程當中
[00:03:42.840 --> 00:03:44.800]  我們應該存著什麼態度
[00:03:44.800 --> 00:03:46.120]  去預備
[00:03:46.120 --> 00:03:47.400]  去迎見
[00:03:47.400 --> 00:03:49.160]  一個再來的主呢
[00:03:49.160 --> 00:03:50.560]  在這個過程裏面
[00:03:50.560 --> 00:03:51.800]  或者在末世裏面
[00:03:51.800 --> 00:03:54.400]  我們應該存著什麼態度去生活
[00:03:54.400 --> 00:03:57.480]  這個才是耶穌所關心的一個地方
[00:03:57.480 --> 00:03:58.680]  在
[00:03:58.680 --> 00:04:00.280]  耶穌再繼續去說
[00:04:00.280 --> 00:04:01.360]  祂說祂來的時候
[00:04:01.360 --> 00:04:02.400]  有什麼的
[00:04:02.400 --> 00:04:04.320]  情況出現呢
[00:04:04.320 --> 00:04:06.640]  就好像羅亞的時代一樣
[00:04:06.640 --> 00:04:08.320]  羅亞的時代的人
[00:04:08.320 --> 00:04:11.000]  吃喝嫁娶
[00:04:11.000 --> 00:04:11.840]  接著
[00:04:11.840 --> 00:04:13.800]  洪水就來了
[00:04:13.800 --> 00:04:15.400]  吃喝嫁娶
[00:04:15.400 --> 00:04:18.400]  是一個很平凡的生活
[00:04:18.560 --> 00:04:22.120]  或者是一個很安逸的生活的狀況
[00:04:22.120 --> 00:04:25.280]  當人是一個很平凡的生活的時候
[00:04:25.280 --> 00:04:27.080]  在一個很安逸的生活裏面
[00:04:27.080 --> 00:04:28.560]  洪水就到
[00:04:28.560 --> 00:04:30.800]  我的審判也會來
[00:04:30.800 --> 00:04:31.880]  耶穌在說
[00:04:31.880 --> 00:04:33.320]  將來我們的日子
[00:04:33.320 --> 00:04:34.240]  都好像一樣
[00:04:34.240 --> 00:04:37.480]  人仍然會過一個很平凡的生活
[00:04:37.480 --> 00:04:40.600]  人仍然過一個很安逸的生活
[00:04:40.600 --> 00:04:42.320]  就在這個時候
[00:04:42.320 --> 00:04:44.160]  我就會來到
[00:04:44.160 --> 00:04:46.040]  突然間的
[00:04:46.040 --> 00:04:49.160]  來到地上施行這個審判
[00:04:49.160 --> 00:04:50.800]  接著耶穌去說
[00:04:50.800 --> 00:04:53.520]  有兩個例子去說
[00:04:53.520 --> 00:04:54.600]  當時會是怎樣呢
[00:04:54.600 --> 00:04:56.200]  就好像兩個人
[00:04:56.200 --> 00:04:57.400]  一個在田裏面
[00:04:57.400 --> 00:04:58.320]  兩個人在田裏面
[00:04:58.320 --> 00:04:59.480]  一個娶一個
[00:04:59.480 --> 00:05:00.440]  留下一個
[00:05:00.440 --> 00:05:02.160]  兩個女人去推磨
[00:05:02.160 --> 00:05:03.240]  娶一個
[00:05:03.240 --> 00:05:04.360]  留下一個
[00:05:04.360 --> 00:05:06.680]  一個很平凡的生活
[00:05:06.680 --> 00:05:07.960]  在田裏面
[00:05:07.960 --> 00:05:09.480]  去作日常的生活
[00:05:09.480 --> 00:05:10.240]  去耕田
[00:05:10.240 --> 00:05:11.520]  兩人的推磨
[00:05:11.520 --> 00:05:14.360]  去做一些日常生活的食品
[00:05:14.400 --> 00:05:16.560]  好讓我們能夠去充飢
[00:05:16.560 --> 00:05:17.880]  很平凡的生活
[00:05:17.880 --> 00:05:20.080]  但就在一個這麼平凡的生活裏面
[00:05:20.080 --> 00:05:21.280]  突然間
[00:05:21.280 --> 00:05:23.480]  可以說一個不見了
[00:05:23.480 --> 00:05:24.200]  一個留下
[00:05:24.200 --> 00:05:25.320]  一個會得到福
[00:05:25.320 --> 00:05:27.080]  一個會得到禍
[00:05:27.080 --> 00:05:30.400]  耶穌在提醒
[00:05:30.400 --> 00:05:31.440]  我來的時候
[00:05:31.440 --> 00:05:32.960]  就好像突然間來到這樣
[00:05:32.960 --> 00:05:34.800]  好像賊一樣來到一樣
[00:05:34.800 --> 00:05:37.120]  沒有人知道賊會何時來到
[00:05:37.120 --> 00:05:38.760]  但是一定會來
[00:05:38.760 --> 00:05:39.720]  耶穌說
[00:05:39.720 --> 00:05:40.760]  我一定會來
[00:05:40.760 --> 00:05:42.480]  所以你一定要做好
[00:05:42.480 --> 00:05:44.520]  準備預防的功夫
[00:05:44.520 --> 00:05:46.920]  不要讓賊去偷你的東西
[00:05:46.920 --> 00:05:48.480]  我來的時候
[00:05:48.480 --> 00:05:51.040]  你要預備好自己去迎接我
[00:05:51.040 --> 00:05:52.360]  耶穌在說
[00:05:52.360 --> 00:05:54.040]  不是一個被動的
[00:05:54.040 --> 00:05:56.640]  去等待著
[00:05:56.640 --> 00:05:58.040]  站在那裏等待著
[00:05:58.040 --> 00:05:58.800]  被動的
[00:05:58.800 --> 00:05:59.600]  那就等待吧
[00:05:59.600 --> 00:06:00.080]  不是
[00:06:00.080 --> 00:06:00.720]  耶穌說
[00:06:00.720 --> 00:06:02.240]  我們應該很主動的
[00:06:02.240 --> 00:06:06.360]  去預備自己去迎接我的再來
[00:06:06.360 --> 00:06:09.040]  在這裏耶穌用了一個比喻
[00:06:09.040 --> 00:06:12.120]  其實之後耶穌用了五個比喻去說
[00:06:12.120 --> 00:06:13.840]  人應該用什麼態度
[00:06:13.840 --> 00:06:17.480]  預備自己去面對耶穌的再來
[00:06:17.480 --> 00:06:18.680]  這是第一個比喻
[00:06:18.680 --> 00:06:21.720]  耶穌用了主人和僕人的一種關係
[00:06:21.720 --> 00:06:22.600]  他說
[00:06:22.600 --> 00:06:24.040]  就好像一個主人
[00:06:24.040 --> 00:06:26.320]  離開了一個家庭
[00:06:26.320 --> 00:06:28.600]  他將管理家庭的責任
[00:06:28.600 --> 00:06:29.840]  給了一個管家
[00:06:29.840 --> 00:06:32.520]  要管家按時的分量
[00:06:32.520 --> 00:06:34.720]  好好照顧其他的工人
[00:06:34.720 --> 00:06:37.280]  也好好照顧這個家庭
[00:06:37.280 --> 00:06:40.280]  但是這裏分了兩類的僕人
[00:06:40.280 --> 00:06:41.760]  一個是忠心的僕人
[00:06:41.760 --> 00:06:42.800]  一個是惡僕
[00:06:42.800 --> 00:06:45.800]  有一些惡的僕人就說
[00:06:45.800 --> 00:06:47.680]  主人未必會這麼快回來
[00:06:47.680 --> 00:06:49.400]  未必會準時的回來
[00:06:49.400 --> 00:06:51.160]  或者會遲疑的回來
[00:06:51.160 --> 00:06:54.800]  所以我惡待其他的僕人
[00:06:54.800 --> 00:06:57.560]  也可以說自己走聚
[00:06:57.560 --> 00:07:02.960]  就是不用管家庭裏面所有照顧的需要
[00:07:02.960 --> 00:07:05.840]  我就過我自己想過的生活
[00:07:05.840 --> 00:07:08.880]  當主人回來的時候
[00:07:09.000 --> 00:07:11.760]  就說你這個惡僕
[00:07:11.760 --> 00:07:15.240]  你好像和一個假冒為善的人一樣
[00:07:15.240 --> 00:07:17.600]  我會和你一同去定罪
[00:07:17.600 --> 00:07:20.320]  這些沒有遵守
[00:07:20.320 --> 00:07:23.400]  沒有完成主人給他吩咐的僕人
[00:07:23.400 --> 00:07:24.680]  主人說
[00:07:24.680 --> 00:07:28.200]  是用一個假冒為善的人
[00:07:28.200 --> 00:07:30.280]  一同去定罪
[00:07:30.280 --> 00:07:33.280]  反而那個忠心的僕人
[00:07:33.280 --> 00:07:35.280]  按時的分量
[00:07:35.280 --> 00:07:37.360]  會得到主人的稱讚
[00:07:38.440 --> 00:07:40.640]  耶穌在此提醒我們
[00:07:40.640 --> 00:07:42.880]  祂回來的日子
[00:07:42.880 --> 00:07:44.320]  是迫在眉睫
[00:07:44.320 --> 00:07:45.160]  是很近了
[00:07:45.160 --> 00:07:49.440]  那應該用什麼態度去等待祂的再來呢?
[00:07:49.440 --> 00:07:51.240]  耶穌在此鼓勵我們
[00:07:51.240 --> 00:07:54.280]  要做一個忠心的僕人
[00:07:54.280 --> 00:07:57.680]  在這段經文裏面
[00:07:57.680 --> 00:08:00.920]  可以說耶穌用了一個很簡單的小結
[00:08:00.920 --> 00:08:04.400]  去總結了祂之前一個很大的討論
[00:08:04.400 --> 00:08:05.160]  一個講論
[00:08:05.160 --> 00:08:09.840]  就是說祂再來的時候會發生什麼事
[00:08:09.840 --> 00:08:11.240]  在這段經文裏面
[00:08:11.240 --> 00:08:13.760]  我們可以有三方面的反省
[00:08:13.760 --> 00:08:14.320]  第一
[00:08:14.320 --> 00:08:16.040]  耶穌在此說
[00:08:16.040 --> 00:08:18.040]  上帝的審判
[00:08:18.040 --> 00:08:19.200]  是近了
[00:08:19.200 --> 00:08:21.200]  迫在眉睫
[00:08:21.200 --> 00:08:24.960]  在剛才所說
[00:08:24.960 --> 00:08:26.240]  或者這幾次講道裏面
[00:08:26.240 --> 00:08:27.680]  我們都有提到
[00:08:27.680 --> 00:08:31.880]  耶穌步向十字架之後
[00:08:31.880 --> 00:08:33.360]  被釘十字架
[00:08:33.360 --> 00:08:34.240]  接著埋葬
[00:08:34.240 --> 00:08:35.040]  受死
[00:08:35.040 --> 00:08:35.800]  復活
[00:08:35.800 --> 00:08:36.680]  接著升天
[00:08:36.680 --> 00:08:38.200]  聖靈降臨
[00:08:38.200 --> 00:08:39.960]  教會存在地上
[00:08:39.960 --> 00:08:41.840]  這是末世的開始
[00:08:41.840 --> 00:08:43.440]  接著去到最後
[00:08:43.440 --> 00:08:45.080]  耶穌再來
[00:08:45.080 --> 00:08:46.880]  有一個末日的大審判
[00:08:46.880 --> 00:08:48.240]  在過程裏面
[00:08:48.240 --> 00:08:48.800]  耶穌說
[00:08:48.800 --> 00:08:50.760]  你怎麼知道會有一件事情發生呢?
[00:08:50.760 --> 00:08:53.720]  你怎麼知道會有一個末日的大審判呢?
[00:08:53.720 --> 00:08:55.560]  耶穌說有一個很大的徵兆
[00:08:55.560 --> 00:08:56.320]  證明
[00:08:56.320 --> 00:08:58.680]  這件事必然會發生
[00:08:58.680 --> 00:09:00.480]  就是聖殿的備位
[00:09:01.160 --> 00:09:05.200]  猶太人居住在耶路撒冷這個地方
[00:09:05.200 --> 00:09:07.040]  當時在耶穌的年代
[00:09:07.040 --> 00:09:08.200]  他們已經亡國了
[00:09:08.200 --> 00:09:10.040]  大約有幾百年的時間
[00:09:10.040 --> 00:09:12.640]  他們很多時候都想去復國
[00:09:12.640 --> 00:09:13.200]  就是說
[00:09:13.200 --> 00:09:15.800]  我要重建好像大衛王朝一樣
[00:09:15.800 --> 00:09:17.640]  那麼好的輝煌的年代
[00:09:17.640 --> 00:09:21.000]  所以當時由羅馬帝國去統治他們
[00:09:21.000 --> 00:09:24.040]  他們很多時候都有一些小的叛亂
[00:09:24.040 --> 00:09:27.520]  就是希望重建自己的國家
[00:09:27.520 --> 00:09:30.880]  當時羅馬帝國的統治者
[00:09:30.880 --> 00:09:33.440]  對猶太人的不停的叛亂
[00:09:33.440 --> 00:09:35.480]  已經到了一個忍無可忍的地步
[00:09:35.480 --> 00:09:37.040]  所以在主要七十年
[00:09:37.040 --> 00:09:39.400]  就派了一個將軍叫提多將軍
[00:09:39.400 --> 00:09:41.000]  去圍攻耶路撒冷
[00:09:41.000 --> 00:09:42.400]  圍攻了三年
[00:09:42.400 --> 00:09:44.040]  這三年裏面
[00:09:44.040 --> 00:09:47.040]  可以說耶路撒冷城的人膽盡糧絕了
[00:09:47.040 --> 00:09:49.280]  大家可以想像
[00:09:49.280 --> 00:09:51.840]  就是一個這樣的情景
[00:09:51.840 --> 00:09:52.800]  就是一個城
[00:09:52.800 --> 00:09:54.640]  圍住被人攻打三年
[00:09:54.640 --> 00:09:56.320]  糧食都沒有了
