
[00:00:00.000 --> 00:00:02.720]  我們今天會再思想以色列的經文
[00:00:02.720 --> 00:00:04.760]  我相信經歷了第三個主日
[00:00:04.760 --> 00:00:08.920]  大家都會多些熟悉有關以色列的信息
[00:00:08.920 --> 00:00:12.800]  我們提到要「同心重建聖殿」
[00:00:12.800 --> 00:00:15.800]  或者我們會覺得重建聖殿是一件歷史的事情
[00:00:15.800 --> 00:00:17.200]  是過去的事情
[00:00:17.200 --> 00:00:19.040]  以至令他們重歸故土
[00:00:19.040 --> 00:00:21.200]  重建他們的聖殿
[00:00:21.200 --> 00:00:23.200]  但我相信這個歷史的事情
[00:00:23.200 --> 00:00:26.240]  對我們今天有很多很多的意義
[00:00:26.240 --> 00:00:28.840]  我想有三方面我們可以思想到
[00:00:28.840 --> 00:00:32.560]  第一 重建聖殿也是我們今天
[00:00:32.560 --> 00:00:35.760]  在我們生命裏面所做的事情
[00:00:35.760 --> 00:00:37.840]  我們重建聖殿也意味著
[00:00:37.840 --> 00:00:39.440]  在我們生命裏面
[00:00:39.440 --> 00:00:44.160]  清楚地將守衛交回給神
[00:00:44.160 --> 00:00:48.280]  神永遠是我們生命當中的中心點
[00:00:48.280 --> 00:00:52.040]  因此重建聖殿確定神在你生命當中
[00:00:52.040 --> 00:00:55.840]  首要作主、作王的位置
[00:00:55.840 --> 00:00:58.400]  第二 當聖殿重建的時候
[00:00:58.400 --> 00:01:01.840]  也其實提到在你所身處的崗位當中
[00:01:01.840 --> 00:01:06.520]  你去為神作見證、建立神的殿
[00:01:06.520 --> 00:01:08.520]  有時候我去到很多不同的公司
[00:01:08.520 --> 00:01:09.640]  不同的機構
[00:01:09.640 --> 00:01:12.160]  去幫助一些公司裏面的團契
[00:01:12.160 --> 00:01:13.920]  你們去分享的時候
[00:01:13.920 --> 00:01:15.240]  就發覺很多弟兄姊妹
[00:01:15.240 --> 00:01:18.520]  他們一起聚合、組成團契
[00:01:18.520 --> 00:01:20.520]  在公司裏面為公司祈禱
[00:01:20.520 --> 00:01:22.840]  也帶領同事信主
[00:01:22.840 --> 00:01:24.840]  他們在所身處的崗位當中
[00:01:24.840 --> 00:01:27.960]  正在建造神的殿
[00:01:27.960 --> 00:01:30.200]  第三 在我們教會裏面
[00:01:30.200 --> 00:01:32.200]  很多弟兄姊妹有不同的侍奉
[00:01:32.200 --> 00:01:35.200]  但我們都是同心建造神的殿
[00:01:35.200 --> 00:01:36.480]  或者某一部分
[00:01:36.480 --> 00:01:40.040]  我們見到好像有一些敗落的情況
[00:01:40.040 --> 00:01:42.160]  有一些被疏忽的情況
[00:01:42.160 --> 00:01:45.920]  因此很想能夠去建立那裏的弟兄姊妹
[00:01:45.920 --> 00:01:50.600]  因此你是正在參與重建聖殿
[00:01:50.600 --> 00:01:53.440]  因此重建聖殿不是純粹歷史的事情
[00:01:53.440 --> 00:01:55.600]  亦都是神今天對我們的呼籲
[00:01:55.600 --> 00:01:57.120]  在個人生命當中
[00:01:57.120 --> 00:01:59.600]  在工作的其他的崗位
[00:01:59.600 --> 00:02:00.920]  在教會的崗位
[00:02:00.920 --> 00:02:03.800]  你們要同心重建神的殿
[00:02:03.800 --> 00:02:07.520]  讓神在當中得著榮耀、得著稱讚
[00:02:07.520 --> 00:02:09.120]  因此當我們讀《以色列經》的時候
[00:02:09.120 --> 00:02:10.440]  我們大家留心
[00:02:10.440 --> 00:02:13.360]  不單止想回猶太人怎樣重建
[00:02:13.360 --> 00:02:14.560]  而是透過他們的經歷
[00:02:14.560 --> 00:02:19.600]  去思想我們今天怎樣都可以為神重建聖殿
[00:02:19.600 --> 00:02:21.000]  因此大家一起再打翻開
[00:02:21.000 --> 00:02:24.200]  剛才讀過的《以色列經》的經文
[00:02:24.200 --> 00:02:33.040]  我們看《以色列經》的第三章
[00:02:33.040 --> 00:02:35.640]  我們再讀第三章的第七節
[00:02:35.640 --> 00:02:40.560]  上個主日我們讀過的其中一節經文
[00:02:40.560 --> 00:02:42.920]  第七節
[00:02:42.920 --> 00:02:46.000]  「他們又將銀紙給石匠、木匠
[00:02:46.000 --> 00:02:49.960]  把糧食走油給西頓人、泰爾人
[00:02:49.960 --> 00:02:53.840]  使他們將香白樹從黎巴嫩運到海裏
[00:02:53.840 --> 00:02:55.920]  浮海運到約柏
[00:02:55.920 --> 00:02:59.680]  使至波斯王坐到廁所允准的」
[00:02:59.680 --> 00:03:01.280]  我們看到當時的猶太人
[00:03:01.280 --> 00:03:03.800]  他們盡心地奉獻
[00:03:03.800 --> 00:03:06.680]  大家知道他們剛剛回到故土
[00:03:06.680 --> 00:03:09.000]  大概他們不會有很多的錢
[00:03:09.000 --> 00:03:12.400]  而且四個月的旅程用了很多的錢
[00:03:12.400 --> 00:03:14.760]  但他們回到故土的時候
[00:03:14.760 --> 00:03:17.040]  他們很樂意將銀紙拿出來
[00:03:17.040 --> 00:03:20.680]  去請工匠來預備很多的器材
[00:03:20.680 --> 00:03:23.640]  來準備建造聖殿
[00:03:23.640 --> 00:03:26.600]  《聖經》上說到當人奉獻的時候
[00:03:26.600 --> 00:03:30.040]  無論是金錢、時間、生命
[00:03:30.040 --> 00:03:34.520]  神的恩典就隨著奉獻來到
[00:03:34.520 --> 00:03:35.280]  我再說
[00:03:35.280 --> 00:03:40.040]  神的恩典上是隨著奉獻臨到我們身上
[00:03:40.040 --> 00:03:42.240]  大家記得不是一個交換
[00:03:42.240 --> 00:03:43.600]  而是當你奉獻的時候
[00:03:43.600 --> 00:03:46.040]  好像向神開採了你的心
[00:03:46.040 --> 00:03:48.360]  神就可以將祂的恩典
[00:03:48.360 --> 00:03:51.160]  也都傾注在你生命中
[00:03:51.160 --> 00:03:52.480]  所以你看到《聖經》說到
[00:03:52.480 --> 00:03:54.040]  當他們奉獻的時候
[00:03:54.040 --> 00:03:55.200]  就發現一件事情
[00:03:55.200 --> 00:03:57.800]  大家看最後那句話
[00:03:57.800 --> 00:04:02.400]  「是照波斯王塑老使所允准的」
[00:04:02.400 --> 00:04:04.960]  這裡的允准有兩方面的意思
[00:04:04.960 --> 00:04:08.560]  第一就是王寫了一個詔書
[00:04:08.560 --> 00:04:10.280]  准許他們這樣做
[00:04:10.280 --> 00:04:13.480]  可能也有詔書給當時的西頓王
[00:04:13.480 --> 00:04:19.680]  請他可以將木材運到耶路撒冷的地方
[00:04:19.680 --> 00:04:22.480]  大家看看這本書的後面
[00:04:22.480 --> 00:04:24.400]  就是尼希米記
[00:04:24.400 --> 00:04:32.480]  你看看第二章第八節
[00:04:32.480 --> 00:04:39.000]  在後面的尼希米記第二章第八節
[00:04:39.000 --> 00:04:41.800]  「當時尼希米領袖神被他感動
[00:04:41.800 --> 00:04:44.080]  要回去重建聖城
[00:04:44.080 --> 00:04:46.680]  當時他請王給他詔書」
[00:04:46.680 --> 00:04:48.000]  第八節
[00:04:48.000 --> 00:04:52.000]  「詔書通知管理王元林的阿薩
[00:04:52.000 --> 00:04:57.680]  使他給我木料做熟電營樓之門的橫樑和城牆
[00:04:57.680 --> 00:04:59.960]  與我自己房屋使用的
[00:04:59.960 --> 00:05:01.880]  王就允准我
[00:05:01.880 --> 00:05:05.440]  因為神施恩的手幫助我」
[00:05:05.440 --> 00:05:07.080]  有提到允准
[00:05:07.080 --> 00:05:09.760]  也就是說是神施恩的手幫助
[00:05:09.760 --> 00:05:11.960]  以至王允准
[00:05:11.960 --> 00:05:13.400]  施恩的手這句話
[00:05:13.400 --> 00:05:17.640]  在以色列的尼希米記是重複出現的
[00:05:17.640 --> 00:05:20.640]  神不斷在當中施恩帶領著他們
[00:05:20.640 --> 00:05:22.760]  在他們清楚地體會
[00:05:22.760 --> 00:05:24.520]  以色列記裏面提到
[00:05:24.520 --> 00:05:26.560]  「當人去奉獻的時候
[00:05:26.560 --> 00:05:28.600]  神就感動王的心
[00:05:28.600 --> 00:05:32.120]  讓他們能夠得到所要得到的材料」
[00:05:32.120 --> 00:05:39.960]  大家再看以色列記第三章
[00:05:39.960 --> 00:05:42.360]  這個允准有第二方面的意思
[00:05:42.360 --> 00:05:44.360]  當時聖經提到他們用糧食
[00:05:44.360 --> 00:05:49.280]  油和酒與西頓人去換取這些木材
[00:05:49.280 --> 00:05:50.440]  但大家可以想像
[00:05:50.440 --> 00:05:52.240]  他們剛剛回到這個地方
[00:05:52.240 --> 00:05:55.920]  有沒有時間去栽種一些糧食呢?
[00:05:55.920 --> 00:05:56.720]  他們沒有時間
[00:05:56.720 --> 00:05:58.040]  剛剛回到這裡
[00:05:58.040 --> 00:05:59.480]  但是從何而來這些糧食
[00:05:59.480 --> 00:06:01.080]  酒和油呢?
[00:06:01.080 --> 00:06:04.520]  很明顯不單是王規准他們做
[00:06:04.520 --> 00:06:07.360]  是王從他們的苦苦當中
[00:06:07.360 --> 00:06:09.960]  拿出這些當地的土產
[00:06:09.960 --> 00:06:13.840]  交給西頓王來交換木材
[00:06:13.840 --> 00:06:16.280]  所以王竟然能夠做的
[00:06:16.280 --> 00:06:18.680]  就是將他自己國家的資源
[00:06:18.680 --> 00:06:23.480]  拿出來給他們去建造聖殿
[00:06:23.480 --> 00:06:25.360]  你要發覺很奇妙的地方
[00:06:25.360 --> 00:06:27.000]  當人踏出第一步
[00:06:27.000 --> 00:06:29.920]  上司奉獻雖然很微小
[00:06:29.920 --> 00:06:32.200]  但是神恩典隨著就來到
[00:06:32.200 --> 00:06:37.960]  因此很多的材料就淋到他們當中
[00:06:37.960 --> 00:06:39.720]  我過去提過一個目者
[00:06:39.720 --> 00:06:41.800]  是我在國內昆明的地方
[00:06:41.800 --> 00:06:44.760]  遇到一位年長的目者
[00:06:44.760 --> 00:06:46.840]  他講到他自己過去的情況
[00:06:46.840 --> 00:06:48.400]  我見到他的時候很健壯
[00:06:48.400 --> 00:06:49.520]  我就問他
[00:06:49.520 --> 00:06:52.160]  你以前在哪裡服侍?
[00:06:52.160 --> 00:06:53.160]  他說服侍?
[00:06:53.160 --> 00:06:56.320]  我有二十年在監牢裏面
[00:06:56.320 --> 00:06:58.480]  坐了監二十年
[00:06:58.480 --> 00:06:59.720]  他在那裏講他自己的經歷
[00:06:59.720 --> 00:07:01.320]  他說當時我不想出來侍奉
[00:07:01.320 --> 00:07:02.520]  但是一出來工作
[00:07:02.520 --> 00:07:03.880]  很快就病了
[00:07:03.880 --> 00:07:05.640]  因此病了很多次
[00:07:05.640 --> 00:07:07.040]  有一次祈禱就問神
[00:07:07.040 --> 00:07:10.120]  神啊 是不是真的要我出來侍奉呢?
[00:07:10.120 --> 00:07:11.480]  但是我現在又沒有錢
[00:07:11.480 --> 00:07:12.600]  我身體又老
[00:07:12.600 --> 00:07:13.920]  又有很多病痛
[00:07:13.920 --> 00:07:17.120]  我怎樣侍奉祢呢?
