
[00:00:00.000 --> 00:00:21.000]  (音樂)
[00:00:26.000 --> 00:00:28.000]  郭文貴先生:各位聽眾朋友們,準備平安。
[00:00:28.000 --> 00:00:32.000]  今天我們跟大家一起來研究一個《始祖行傳》裡面的個案,
[00:00:32.000 --> 00:00:37.000]  就是剛才我們所念的那段經文,不過那個個案可能比較多一點,
[00:00:37.000 --> 00:00:39.000]  所以如果大家手頭有聖經的話,
[00:00:39.000 --> 00:00:49.000]  我很希望你也可以替我一起打開《新約的始祖行傳》第十六章。
[00:00:49.000 --> 00:00:53.000]  剛才我說是一個個案,因為今天這個事情,
[00:00:53.000 --> 00:00:58.000]  我覺得很值得我們慢慢地研究一下。
[00:00:58.000 --> 00:01:00.000]  為什麼要研究這個個案?
[00:01:00.000 --> 00:01:05.000]  當然這個個案本身是非常重要的一件事件,
[00:01:05.000 --> 00:01:10.000]  但是它也代表了很多我們在鼠林生命當中,
[00:01:10.000 --> 00:01:12.000]  不單單是這個歷史裡面,
[00:01:12.000 --> 00:01:16.000]  在你跟我今天或者我們所遭遇的事情上面,
[00:01:16.000 --> 00:01:20.000]  也是非常有意義的一個,我們一起來研究一下。
[00:01:20.000 --> 00:01:23.000]  剛才我說為什麼我們要研究這個個案呢?
[00:01:23.000 --> 00:01:31.000]  因為這個個案是看到基督徒人跟上帝的計劃的配合,
[00:01:31.000 --> 00:01:33.000]  神跟上帝計劃的配合。
[00:01:33.000 --> 00:01:34.000]  怎麼配合呢?
[00:01:34.000 --> 00:01:38.000]  如果你打開《始祖行傳》第十六章,你就知道了。
[00:01:38.000 --> 00:01:45.000]  這個事件是發生在一個叫做菲律比的希臘的城市,
[00:01:45.000 --> 00:01:51.000]  這個事情以前,就是十六章裡面第六節,
[00:01:51.000 --> 00:01:53.000]  很多基督徒都比較熟悉的,
[00:01:53.000 --> 00:01:58.000]  是一個著名的叫做馬其頓異象的事件。
[00:01:58.000 --> 00:02:02.000]  就是當時候保羅跟希臘,就是他們的傳道人,
[00:02:02.000 --> 00:02:06.000]  很成功地在小亞西亞,就是現在我們土耳其的地方,
[00:02:06.000 --> 00:02:08.000]  做傳道的工作,很成功。
[00:02:08.000 --> 00:02:12.000]  但是很明顯聖靈神的感動他們,
[00:02:12.000 --> 00:02:17.000]  一直說你要向西面去,西面要過海,
[00:02:17.000 --> 00:02:19.000]  就是現在我們的歐洲。
[00:02:19.000 --> 00:02:21.000]  本來他們沒有想過去歐洲的,
[00:02:21.000 --> 00:02:25.000]  但是這個十六章裡面提到,
[00:02:25.000 --> 00:02:29.000]  在晚上,上帝甚至給他們一個很清楚的異象,
[00:02:29.000 --> 00:02:31.000]  就看到一個馬其頓人,
[00:02:31.000 --> 00:02:33.000]  馬其頓人就是一個希臘人,
[00:02:33.000 --> 00:02:36.000]  就是向他們說,請你過來幫助我們。
[00:02:36.000 --> 00:02:40.000]  所以很清楚了,他們知道這個是上帝的旨意,
[00:02:40.000 --> 00:02:41.000]  要他們去。
[00:02:41.000 --> 00:02:44.000]  所以你看保羅他們就立刻,
[00:02:44.000 --> 00:02:47.000]  聖經說他們立刻就要過海到那邊,
[00:02:47.000 --> 00:02:50.000]  他很聽神的話,很好,就過去。
[00:02:50.000 --> 00:02:55.000]  那麼如果我們現在從2000年以後回頭看歷史,
[00:02:55.000 --> 00:02:58.000]  這個很重要,歷史的轉捩點。
[00:02:58.000 --> 00:03:00.000]  為什麼呢?因為從那個時候開始,
[00:03:00.000 --> 00:03:04.000]  本來保羅在亞西亞,就是亞洲那邊傳的,
[00:03:04.000 --> 00:03:07.000]  如果繼續傳下去,可能傳到我們中國去了,
[00:03:07.000 --> 00:03:10.000]  那個時候傳到我們中國漢朝去了。
[00:03:10.000 --> 00:03:14.000]  但是就因為馬其頓異象,他們聽上帝的話,
[00:03:14.000 --> 00:03:18.000]  這個轉捩點就轉到西面去,這個轉很重要。
[00:03:18.000 --> 00:03:22.000]  以後他們就在希臘,然後在歐洲傳教,
