
[00:00:00.000 --> 00:00:05.000]  請大家一同看馬太福音第26章
[00:00:05.000 --> 00:00:09.000]  請大家一同看馬太福音26章
[00:00:09.000 --> 00:00:13.000]  馬太福音26章
[00:00:13.000 --> 00:00:15.000]  馬太福音26章
[00:00:15.000 --> 00:00:17.000]  41節
[00:00:17.000 --> 00:00:19.000]  41頁
[00:00:19.000 --> 00:00:23.000]  總要警醒土告免得入妖迷惑
[00:00:23.000 --> 00:00:28.000]  你們心靈固然願意欲體卻軟弱了
[00:00:28.000 --> 00:00:33.000]  這是我們的主在克西瑪利園裡向門徒講的話
[00:00:33.000 --> 00:00:38.000]  這是我們的主在克西瑪利園裡向門徒講的話
[00:00:38.000 --> 00:00:43.000]  在這句話前面頭兩個字就是「總要」
[00:00:43.000 --> 00:00:46.000]  在這句話前頭兩個字就是「總要」
[00:00:46.000 --> 00:00:48.000]  這表示非常的重要
[00:00:48.000 --> 00:00:50.000]  就是表示非常的重要
[00:00:50.000 --> 00:00:53.000]  「總要」就是無論如何都要
[00:00:53.000 --> 00:00:56.000]  「總要」就是無論如何都要
[00:00:56.000 --> 00:00:59.000]  我們總要做什麼
[00:00:59.000 --> 00:01:01.000]  我們總要做什麼
[00:01:01.000 --> 00:01:03.000]  警醒禱告
[00:01:03.000 --> 00:01:04.000]  警醒禱告
[00:01:04.000 --> 00:01:06.000]  為什麼要警醒禱告
[00:01:06.000 --> 00:01:08.000]  為什麼要警醒禱告
[00:01:08.000 --> 00:01:10.000]  免得入了迷惑
[00:01:10.000 --> 00:01:12.000]  免得入了迷惑
[00:01:12.000 --> 00:01:15.000]  我們很容易進入迷惑
[00:01:15.000 --> 00:01:17.000]  我們很容易進入迷惑
[00:01:17.000 --> 00:01:19.000]  所以我們要警醒
[00:01:19.000 --> 00:01:20.000]  所以我們要警醒
[00:01:20.000 --> 00:01:21.000]  所以我們要禱告
[00:01:21.000 --> 00:01:23.000]  所以我們要禱告
[00:01:23.000 --> 00:01:27.000]  禱告的作用之一就是幫助我們警醒
[00:01:27.000 --> 00:01:30.000]  禱告的作用之一就是幫助我們警醒
[00:01:30.000 --> 00:01:33.000]  沒有一個人能夠不禱告而警醒
[00:01:33.000 --> 00:01:36.000]  沒有一個人能夠不禱告而警醒
[00:01:36.000 --> 00:01:38.000]  當我們真正禱告的時候
[00:01:38.000 --> 00:01:41.000]  我們就是靈性上有了警醒
[00:01:41.000 --> 00:01:43.000]  當我們真正禱告的時候
[00:01:43.000 --> 00:01:45.000]  就是我們靈性上有了警醒
[00:01:45.000 --> 00:01:49.000]  所以警醒的功夫是不能夠缺少的
[00:01:49.000 --> 00:01:52.000]  警醒的功夫是不能夠缺少的
[00:01:52.000 --> 00:01:57.000]  在剛剛結束的日本世界博覽會之中
[00:01:57.000 --> 00:02:00.000]  在剛剛結束的日本世界博覽會之中
[00:02:00.000 --> 00:02:07.000]  每天都有幾百宗的小孩子失蹤的事情發生
[00:02:07.000 --> 00:02:11.000]  每天都有幾百宗的小孩子失蹤的事情發生
[00:02:11.000 --> 00:02:12.000]  為什麼呢
[00:02:12.000 --> 00:02:13.000]  為什麼呢
[00:02:13.000 --> 00:02:18.000]  就是這些小孩子在東張西望的時候
[00:02:18.000 --> 00:02:20.000]  就是這些小孩子在東張西望的時候
[00:02:20.000 --> 00:02:24.000]  忘記了注意他們的父母在哪裡
[00:02:24.000 --> 00:02:27.000]  忘記了注意他們的父母在哪裡
[00:02:27.000 --> 00:02:30.000]  所以過了一會兒就找不到父母了
[00:02:30.000 --> 00:02:32.000]  所以過了一會兒就找不到父母了
[00:02:32.000 --> 00:02:36.000]  所以小孩子一定要過一會兒看看父母在哪裡
[00:02:36.000 --> 00:02:38.000]  過一會兒看看父母在哪裡
[00:02:38.000 --> 00:02:42.000]  所以小孩子一定要過一會兒看看父母在哪裡
[00:02:42.000 --> 00:02:44.000]  過一會兒又看看父母在哪裡
[00:02:44.000 --> 00:02:45.000]  這就是他們的警醒了
[00:02:45.000 --> 00:02:47.000]  這就是他們的警醒
[00:02:47.000 --> 00:02:49.000]  我們在靈性上也是這樣
[00:02:49.000 --> 00:02:51.000]  我們在靈性上也是這樣
[00:02:51.000 --> 00:02:53.000]  我們在這個世界裡
[00:02:53.000 --> 00:02:55.000]  過一會兒看看我們的祖在哪裡
[00:02:55.000 --> 00:02:58.000]  過一會兒看看我們的祖在哪裡
[00:02:58.000 --> 00:03:00.000]  我們要過一會兒看看我們的祖在哪裡
[00:03:00.000 --> 00:03:03.000]  又過一會兒又看看我們的祖在哪裡
[00:03:03.000 --> 00:03:05.000]  這樣就不至於離開祖了
[00:03:05.000 --> 00:03:07.000]  這樣就不至於離開祖了
[00:03:07.000 --> 00:03:09.000]  這樣就不至於迷失道路
[00:03:09.000 --> 00:03:11.000]  這樣就不至於迷失道路
[00:03:11.000 --> 00:03:14.000]  這樣就不至於進入迷惑
[00:03:14.000 --> 00:03:16.000]  這樣就不至於進入迷惑
[00:03:16.000 --> 00:03:20.000]  當一個人在一個大樹林裡面走路的時候
[00:03:20.000 --> 00:03:23.000]  當一個人在一個大樹林裡面走路的時候
[00:03:23.000 --> 00:03:27.000]  很難找到他的正確的道路
[00:03:27.000 --> 00:03:29.000]  很難找到他的正確的道路
[00:03:29.000 --> 00:03:31.000]  因為有很多的小路
[00:03:31.000 --> 00:03:32.000]  因為有很多的小路
[00:03:32.000 --> 00:03:34.000]  所以他走一會兒
[00:03:34.000 --> 00:03:36.000]  他要抬頭看看太陽在哪裡
[00:03:36.000 --> 00:03:39.000]  所以他走一會兒就要抬頭看看太陽在哪裡
[00:03:39.000 --> 00:03:41.000]  來定他的方向
[00:03:41.000 --> 00:03:43.000]  來定他的方向
[00:03:43.000 --> 00:03:45.000]  如果他只是看地面
[00:03:45.000 --> 00:03:47.000]  如果他只是看地面
[00:03:47.000 --> 00:03:48.000]  只是看周圍
[00:03:48.000 --> 00:03:49.000]  只是看周圍
[00:03:49.000 --> 00:03:52.000]  過了不久他就不曉得自己的方向如何了
[00:03:52.000 --> 00:03:55.000]  過了不久他就不知道自己的方向如何了
