
[00:00:00.000 --> 00:00:02.000]  天父,我們感謝祢
[00:00:02.000 --> 00:00:04.500]  在我們繁忙的生活中
[00:00:04.500 --> 00:00:07.000]  祢仍然賜給我們機會
[00:00:07.000 --> 00:00:09.500]  能夠進到祢的面前
[00:00:09.500 --> 00:00:12.000]  用安靜的心
[00:00:12.000 --> 00:00:13.500]  愛祢的心
[00:00:13.500 --> 00:00:15.000]  科目的心
[00:00:15.000 --> 00:00:18.000]  來學習祢的真道
[00:00:18.000 --> 00:00:20.000]  就是生命之道
[00:00:20.000 --> 00:00:25.000]  我們需要聖靈保護師的教導和光照
[00:00:25.000 --> 00:00:28.000]  不但讓我們明白真理
[00:00:28.500 --> 00:00:30.500]  而且能夠進入真理
[00:00:30.500 --> 00:00:32.500]  在真理裡面生活
[00:00:32.500 --> 00:00:34.500]  我們懇求祢
[00:00:34.500 --> 00:00:38.000]  使祢的話成為我們路上的光
[00:00:38.000 --> 00:00:39.500]  腳前的燈
[00:00:39.500 --> 00:00:43.000]  帶領我們奔走書靈的道路
[00:00:43.000 --> 00:00:45.000]  與主同行
[00:00:45.000 --> 00:00:49.500]  求主按照我們每一個人
[00:00:49.500 --> 00:00:54.000]  所有的不同的需要來供應我們
[00:00:54.000 --> 00:00:56.500]  讓每一個人都有所得著
[00:00:57.000 --> 00:01:02.000]  不至於白白的在這裡過這個時間
[00:01:02.000 --> 00:01:05.500]  我們恭敬的教託禱告
[00:01:05.500 --> 00:01:08.000]  是奉主耶穌基督的聖名
[00:01:08.000 --> 00:01:09.500]  阿們
[00:01:09.500 --> 00:01:14.000]  第五個奧秘
[00:01:14.000 --> 00:01:21.500]  依附所書第五章31、32兩節
[00:01:25.000 --> 00:01:28.500]  為這個緣故人要離開父母
[00:01:28.500 --> 00:01:30.500]  與妻子聯合
[00:01:30.500 --> 00:01:33.000]  二人成為一體
[00:01:33.000 --> 00:01:35.500]  這是極大的奧秘
[00:01:35.500 --> 00:01:39.500]  但我是指著基督和教會說的
[00:01:39.500 --> 00:01:42.500]  這裡提到奧秘
[00:01:42.500 --> 00:01:46.500]  而且是極大的奧秘
[00:01:46.500 --> 00:01:51.000]  這就表示這是一個很重要的奧秘
[00:01:51.000 --> 00:01:52.500]  什麼奧秘呢
[00:01:53.000 --> 00:01:56.500]  是指著基督和教會說的
[00:01:56.500 --> 00:02:00.500]  基督和教會合而為一
[00:02:00.500 --> 00:02:03.500]  在愛中合而為一
[00:02:03.500 --> 00:02:07.500]  這是一個極大的奧秘
[00:02:07.500 --> 00:02:11.500]  我們要分析來看
[00:02:11.500 --> 00:02:13.500]  再講一三
[00:02:13.500 --> 00:02:20.500]  把這個奧秘分作四方面來看
[00:02:21.000 --> 00:02:23.500]  A、B、C、D
[00:02:23.500 --> 00:02:28.500]  先來看這個A
[00:02:28.500 --> 00:02:34.500]  教會與基督結合的預表的奧秘
[00:02:34.500 --> 00:02:39.500]  基督和教會在愛中合而為一
[00:02:39.500 --> 00:02:43.500]  這件事有一個舊約的預表
[00:02:43.500 --> 00:02:49.500]  這個預表就是亞當和夏娃的結合
[00:02:50.000 --> 00:02:55.500]  亞當夏娃就開始了人類的婚姻
[00:02:55.500 --> 00:02:59.500]  這個丈夫和妻子
[00:02:59.500 --> 00:03:03.500]  丈夫和妻子在愛中的結合
[00:03:03.500 --> 00:03:09.500]  保羅拿來代表基督與教會的結合
[00:03:09.500 --> 00:03:13.500]  而夫婦的制度開始
[00:03:13.500 --> 00:03:15.500]  就是亞當和夏娃
[00:03:15.500 --> 00:03:19.500]  所以亞當夏娃是一個預表
[00:03:19.500 --> 00:03:25.000]  預表基督與教會在愛中結合
[00:03:25.000 --> 00:03:29.000]  那麼我們把第一段讀一遍
[00:03:29.000 --> 00:03:33.000]  保羅以夫婦的結合來象徵
[00:03:33.000 --> 00:03:36.000]  教會與基督的結合
[00:03:36.000 --> 00:03:40.000]  而人類夫婦的關係是由亞當夏娃開始的
[00:03:40.000 --> 00:03:42.000]  保羅又告訴我們
[00:03:42.000 --> 00:03:45.000]  亞當是基督的預象
[00:03:45.000 --> 00:03:48.000]  羅馬書五章十四節
[00:03:48.500 --> 00:03:50.000]  保羅也告訴我們
[00:03:50.000 --> 00:03:54.000]  夏娃被誘惑而跌倒的事實
[00:03:54.000 --> 00:03:57.000]  是今日信徒的一個見解
[00:03:57.000 --> 00:04:04.000]  教導我們不要失去對基督所存一清潔的心
[00:04:04.000 --> 00:04:07.000]  由此種種可見
[00:04:07.000 --> 00:04:09.000]  亞當夏娃的關係
[00:04:09.000 --> 00:04:13.000]  是基督與教會的關係的預表
[00:04:13.000 --> 00:04:16.000]  剛才這段告訴我們
[00:04:16.500 --> 00:04:19.000]  亞當預表基督
[00:04:19.000 --> 00:04:24.000]  而夏娃也是預表信徒
[00:04:24.000 --> 00:04:28.000]  所以保羅要信徒小心
[00:04:28.000 --> 00:04:33.000]  不要像夏娃一樣被蛇引誘跌倒了
[00:04:33.000 --> 00:04:38.000]  失去了對基督所存一清潔的心
[00:04:38.000 --> 00:04:41.000]  那麼這樣的種種的關係
[00:04:41.000 --> 00:04:43.000]  教導我們看見
[00:04:43.000 --> 00:04:45.000]  在保羅的心目中
[00:04:45.500 --> 00:04:47.000]  被聖靈感動
[00:04:47.000 --> 00:04:49.000]  啟示
[00:04:49.000 --> 00:04:52.000]  把亞當夏娃的關係
[00:04:52.000 --> 00:04:57.000]  拿來預表基督與教會的關係
[00:04:57.000 --> 00:04:59.000]  我們現在看看
[00:04:59.000 --> 00:05:05.000]  亞當夏娃如何預表基督與教會的關係
[00:05:05.000 --> 00:05:09.000]  這裡提到五點
[00:05:09.000 --> 00:05:10.000]  五點
[00:05:10.000 --> 00:05:14.000]  這五點都是很清楚的
[00:05:14.500 --> 00:05:20.000]  這個用在教會與基督的身上
[00:05:20.000 --> 00:05:22.000]  第一點
[00:05:22.000 --> 00:05:26.000]  亞當稱夏娃是他骨中之骨
[00:05:26.000 --> 00:05:28.000]  肉中之肉
[00:05:28.000 --> 00:05:34.000]  這是《創世記》第二章23節所看見的
[00:05:34.000 --> 00:05:36.000]  那麼這句話就表示
[00:05:36.000 --> 00:05:40.000]  亞當夏娃和爾衛伊的關係
[00:05:40.000 --> 00:05:42.000]  不是兩個人
[00:05:42.500 --> 00:05:45.000]  而是和爾衛伊了
[00:05:45.000 --> 00:05:47.000]  骨中之骨
[00:05:47.000 --> 00:05:49.000]  肉中之肉
[00:05:49.000 --> 00:05:53.000]  是表示二人合一
[00:05:53.000 --> 00:05:59.000]  這正是保羅引來形容基督與教會之間的話
[00:05:59.000 --> 00:06:04.000]  我們特別注意剛才讀過的這兩節經文的小字
[00:06:04.000 --> 00:06:12.000]  請大家再翻回一部所述第五章三十節那個小字
[00:06:12.000 --> 00:06:14.500]  有骨卷在此
[00:06:14.500 --> 00:06:18.500]  就是他的骨他的肉
[00:06:18.500 --> 00:06:26.500]  所以這句話正是在《創世記》第二章
[00:06:26.500 --> 00:06:30.500]  亞當所說的夏娃是他骨中的骨
[00:06:30.500 --> 00:06:32.500]  肉中的肉
[00:06:32.500 --> 00:06:35.500]  那麼就在一部所述
[00:06:36.000 --> 00:06:42.500]  保羅引用《創世記》的話來形容基督與教會的關係
[00:06:42.500 --> 00:06:47.500]  既然保羅引用《創世記》的話
[00:06:47.500 --> 00:06:50.500]  就表示在保羅的心目中
[00:06:50.500 --> 00:06:53.500]  基督和教會的合一
[00:06:53.500 --> 00:06:58.500]  正是用亞當和夏娃的合一來預表的
[00:06:58.500 --> 00:07:00.500]  第二點
[00:07:00.500 --> 00:07:05.500]  神是亞當沉睡
[00:07:05.500 --> 00:07:09.000]  然後從他身上取出肋骨
[00:07:09.000 --> 00:07:11.000]  造成夏娃
[00:07:11.000 --> 00:07:16.000]  這是《創世記》第二章二十一節所說的
[00:07:16.000 --> 00:07:22.000]  為什麼神是亞當沉睡
[00:07:22.000 --> 00:07:25.000]  然後把他的肋骨取出呢?
[00:07:25.000 --> 00:07:31.000]  是他在不經痛苦的一種情況下
[00:07:31.000 --> 00:07:35.000]  把肋骨拿出來
[00:07:35.000 --> 00:07:40.500]  那麼這個沉睡是預表基督的死
[00:07:40.500 --> 00:07:45.500]  教會是因基督的死而產生的
[00:07:45.500 --> 00:07:49.500]  這是《一副碩書》五章二十五節所說的
[00:07:49.500 --> 00:07:54.500]  基督愛教會為教會捨及
[00:07:54.500 --> 00:07:59.500]  所以基督捨及就是受死
[00:08:00.000 --> 00:08:05.500]  因為他受死教會才產生出來
[00:08:05.500 --> 00:08:11.500]  教會的產生是因為受死
[00:08:11.500 --> 00:08:18.500]  亞當的沉睡正好是一幅圖畫
[00:08:18.500 --> 00:08:24.500]  預表耶穌基督在受死的時候產生的教會
[00:08:24.500 --> 00:08:27.500]  第三點不合的地方
[00:08:28.000 --> 00:08:31.500]  夏娃由亞當的身體而出
[00:08:31.500 --> 00:08:36.500]  是預表教會是基督的身體
[00:08:36.500 --> 00:08:39.500]  《一副碩書》一章二十三節
[00:08:39.500 --> 00:08:43.500]  教會是基督的身體
[00:08:43.500 --> 00:08:46.500]  基督是教會的頭
