
[00:00:00.000 --> 00:00:04.040]  今天我們繼續講傳道書的一些信息
[00:00:04.040 --> 00:00:06.440]  傳道者藉著一段經文
[00:00:06.440 --> 00:00:10.240]  對我們有哪方面的提醒呢?
[00:00:10.240 --> 00:00:14.240]  這段經文記載在傳道書第九章一至十二節
[00:00:14.240 --> 00:00:18.000]  其實這裡也是在回應第八章的一些信息
[00:00:18.000 --> 00:00:20.600]  第八章的結尾就是說
[00:00:20.600 --> 00:00:23.040]  無論你多有智慧也好
[00:00:23.040 --> 00:00:25.080]  你怎樣去查考也好
[00:00:25.080 --> 00:00:29.600]  你都不會完全知道上帝所有的作為
[00:00:29.600 --> 00:00:31.120]  人是不知道的
[00:00:31.120 --> 00:00:34.600]  任憑你費多少氣力去查
[00:00:34.600 --> 00:00:35.640]  查不出來
[00:00:35.640 --> 00:00:38.080]  智慧人想知道也查不出來
[00:00:38.080 --> 00:00:39.840]  接著在第九章
[00:00:39.840 --> 00:00:43.320]  順著這個思路再去講這個問題
[00:00:43.320 --> 00:00:45.080]  人是不會知道的
[00:00:45.080 --> 00:00:47.440]  九章第一節和九章十二節
[00:00:47.440 --> 00:00:50.320]  結一頭一尾都是這個意思
[00:00:50.320 --> 00:00:54.480]  就是說人是不會知道上帝的作為
[00:00:54.480 --> 00:00:57.320]  接著在第十二節我們也說
[00:00:57.320 --> 00:01:00.720]  人也不知道自己的定期
[00:01:00.720 --> 00:01:02.880]  在這段經文裡
[00:01:02.880 --> 00:01:06.480]  其中一個很重要的信息就是死亡
[00:01:06.480 --> 00:01:09.880]  有些人說這段經文很悲觀
[00:01:09.880 --> 00:01:12.560]  傳道書最悲觀的經文是為什麼呢?
[00:01:12.560 --> 00:01:14.560]  就是因為講死亡
[00:01:14.560 --> 00:01:15.840]  但是其實
[00:01:15.840 --> 00:01:18.840]  講死亡是不是悲觀呢?或者是消極呢?
[00:01:18.840 --> 00:01:22.480]  今天我想跟大家去思考這個問題
[00:01:22.480 --> 00:01:24.480]  當我們去思考死亡的時候
[00:01:24.480 --> 00:01:26.920]  究竟是不是悲觀呢?
[00:01:26.920 --> 00:01:31.520]  還是更積極地面對我們自己的人生呢?
[00:01:31.520 --> 00:01:34.480]  在第九章第一至第六節
[00:01:34.480 --> 00:01:36.560]  其實都是講一個問題
[00:01:36.560 --> 00:01:40.440]  就是每個人都有相同的份
[00:01:40.440 --> 00:01:42.120]  這個相同的份是什麼呢?
[00:01:42.120 --> 00:01:44.440]  就是每個人都會死亡
[00:01:44.440 --> 00:01:46.360]  在第九章第一節說
[00:01:46.360 --> 00:01:49.080]  我將這一切事放在心上
[00:01:49.080 --> 00:01:50.360]  詳細考察
[00:01:50.360 --> 00:01:52.480]  就知道二人和智慧人
[00:01:52.480 --> 00:01:55.600]  並他們的作為都在上帝的手中
