
[00:00:00.000 --> 00:00:04.920]  我們在神的面前要徹底地承認我們的軟弱
[00:00:04.920 --> 00:00:06.520]  求神的赦免
[00:00:06.520 --> 00:00:08.920]  因為罪惡實在可怕
[00:00:08.920 --> 00:00:11.080]  我們剛才所讀的經文
[00:00:11.080 --> 00:00:14.880]  正是彼得後書第二章提醒我們
[00:00:14.880 --> 00:00:17.000]  很嚴厲地提醒我們
[00:00:17.000 --> 00:00:22.120]  我們的罪在神的面前是被顯露出來的
[00:00:22.120 --> 00:00:25.920]  我們所以一切打開我們所讀的聖經
[00:00:25.920 --> 00:00:29.560]  彼得後書的第二章十一節
[00:00:29.560 --> 00:00:31.560]  至到二十二節
[00:00:31.560 --> 00:00:34.640]  彼得後書的第二章十一節至二十二節
[00:00:34.640 --> 00:00:36.640]  如果你是用唐用聖經的話
[00:00:36.640 --> 00:00:39.640]  是一千八百四十七頁
[00:00:39.640 --> 00:00:41.760]  一百四七頁
[00:00:41.760 --> 00:00:46.560]  彼得後書的第二章
[00:00:46.560 --> 00:00:50.440]  我相信剛才我們在讀這段聖經的時候
[00:00:50.440 --> 00:00:51.560]  你可能沒有什麼特別
[00:00:51.560 --> 00:00:54.000]  是很詳細去理解它的內容
[00:00:54.000 --> 00:00:57.040]  但是你也感覺到這段聖經
[00:00:57.040 --> 00:01:03.680]  很嚴厲地斥責我們人的罪惡
[00:01:03.680 --> 00:01:06.400]  那裡說到毀謗
[00:01:06.400 --> 00:01:08.440]  那裡說到私慾
[00:01:08.440 --> 00:01:10.440]  說到隱憂
[00:01:10.440 --> 00:01:12.440]  我們說到淫行
[00:01:12.440 --> 00:01:15.840]  我相信這些字眼帶給你很多共鳴
[00:01:15.840 --> 00:01:17.160]  很多的聯想
[00:01:17.160 --> 00:01:21.000]  因為我們每天在報紙
[00:01:21.000 --> 00:01:23.160]  在電視的新聞
[00:01:23.160 --> 00:01:26.360]  甚至你和我身邊的人所發生的事
[00:01:26.360 --> 00:01:28.440]  都是不住出現這些
[00:01:28.440 --> 00:01:33.440]  我們充滿了罪惡的世界和社會
[00:01:33.440 --> 00:01:35.440]  不過今早我想和大家
[00:01:35.440 --> 00:01:37.440]  一起來思想這段聖經
[00:01:37.440 --> 00:01:39.240]  認真去看的時候
[00:01:39.240 --> 00:01:41.440]  不只是我們想到
[00:01:41.440 --> 00:01:45.040]  要聲討我們社會的罪行
[00:01:45.040 --> 00:01:46.840]  我們的指頭不是指著
[00:01:46.840 --> 00:01:48.640]  只是我們周圍的社會
[00:01:48.640 --> 00:01:50.440]  縱然我們有時候
[00:01:50.440 --> 00:01:53.840]  都到了一個難以忍受的地步
[00:01:53.840 --> 00:01:55.440]  正如很多人所說
[00:01:55.440 --> 00:01:57.240]  當我們這隻手指指人的時候
[00:01:57.240 --> 00:02:01.040]  我們有三隻手指在指著自己
[00:02:01.040 --> 00:02:02.240]  我們求主幫助
[00:02:02.240 --> 00:02:04.240]  我們今早看這段聖經的時候
[00:02:04.240 --> 00:02:05.240]  腦袋裡不是想著
[00:02:05.240 --> 00:02:06.040]  你看看那個人
[00:02:06.040 --> 00:02:07.840]  那些東西
[00:02:07.840 --> 00:02:08.640]  會
[00:02:08.640 --> 00:02:10.240]  不過我們希望我們同時
[00:02:10.240 --> 00:02:11.840]  要想回我們自己
[00:02:11.840 --> 00:02:14.240]  我都不像他們這樣
[00:02:14.240 --> 00:02:18.640]  有位牧師經常去探訪監獄
[00:02:18.640 --> 00:02:20.040]  很多年
[00:02:20.040 --> 00:02:22.640]  他有一位會友有一天問牧師
[00:02:22.640 --> 00:02:25.040]  他說牧師,我又沒去過監獄
[00:02:25.040 --> 00:02:26.640]  你又經常去
[00:02:26.640 --> 00:02:28.440]  你告訴我
[00:02:28.440 --> 00:02:30.240]  監獄裡面的人是怎樣的
[00:02:30.240 --> 00:02:31.040]  我想他心目中
[00:02:31.040 --> 00:02:34.040]  監獄裡面的人很窮凶極惡
[00:02:34.040 --> 00:02:35.840]  戰獄橫生
[00:02:35.840 --> 00:02:37.440]  牧師笑了一下
[00:02:37.440 --> 00:02:39.040]  他說其實坦白說
[00:02:39.040 --> 00:02:40.240]  監獄裡面的人
[00:02:40.240 --> 00:02:43.440]  和你和我差不多樣子
[00:02:43.440 --> 00:02:45.240]  只是兩樣東西不同
[00:02:45.240 --> 00:02:46.440]  第一
[00:02:46.440 --> 00:02:48.640]  他們夠膽
[00:02:48.640 --> 00:02:49.440]  我們不敢做的
[00:02:49.440 --> 00:02:52.040]  他早就出來
[00:02:52.040 --> 00:02:52.840]  第二
[00:02:52.840 --> 00:02:54.440]  他不幸運
[00:02:54.440 --> 00:02:57.040]  做的時候被人抓到
[00:02:57.040 --> 00:02:59.040]  就是這麼多
[00:02:59.040 --> 00:03:00.840]  今天我會在這段聖經裡面
[00:03:00.840 --> 00:03:02.640]  跟大家一起看
[00:03:02.640 --> 00:03:03.840]  一個道德
[00:03:03.840 --> 00:03:06.440]  或者一個罪惡
[00:03:06.440 --> 00:03:09.440]  走向懸崖的邊緣的時候
[00:03:09.440 --> 00:03:11.840]  有什麼告示牌
[00:03:11.840 --> 00:03:13.240]  有什麼警號
[00:03:13.240 --> 00:03:15.040]  你和我都要看
[00:03:15.040 --> 00:03:17.440]  不只是別人看
[00:03:17.440 --> 00:03:19.440]  不只是這個社會要看
[00:03:19.440 --> 00:03:20.840]  你和我
[00:03:20.840 --> 00:03:22.240]  作為臣子的兒女
[00:03:22.240 --> 00:03:23.640]  有時候
[00:03:23.640 --> 00:03:26.440]  竟然也在走這些路
[00:03:26.440 --> 00:03:28.840]  叩主用他自己的聖靈
[00:03:28.840 --> 00:03:30.840]  來提醒感動我們
[00:03:30.840 --> 00:03:32.440]  我們打開這段聖經的時候
[00:03:32.440 --> 00:03:34.640]  我們不會逐節逐節說下去
[00:03:34.640 --> 00:03:36.440]  我們想綜合來看
[00:03:36.440 --> 00:03:39.840]  幾個很嚴重
[00:03:39.840 --> 00:03:43.440]  也值得我們很警醒的警號
[00:03:43.440 --> 00:03:45.240]  第一個
[00:03:45.240 --> 00:03:47.440]  犯罪的警號是什麼
[00:03:47.440 --> 00:03:48.440]  這段聖經裡面
[00:03:48.440 --> 00:03:51.640]  重複又重複所說的
[00:03:51.640 --> 00:03:54.040]  就是放縱
[00:03:54.040 --> 00:03:57.440]  當我們看到放縱出現的時候
[00:03:57.440 --> 00:03:59.640]  就已經走到懸崖的邊緣
[00:03:59.640 --> 00:04:01.640]  第一個很重要的
[00:04:01.640 --> 00:04:04.240]  告示牌和警號
[00:04:04.240 --> 00:04:05.840]  放縱
[00:04:05.840 --> 00:04:06.840]  在這段聖經裡面
[00:04:06.840 --> 00:04:08.440]  由第十節下半節
[00:04:08.440 --> 00:04:10.040]  應該是十節下半節
[00:04:10.040 --> 00:04:11.840]  到第十四節
[00:04:11.840 --> 00:04:14.840]  讓我們看見當中的理路
[00:04:14.840 --> 00:04:17.640]  我想最好我們從後面說上來
[00:04:17.640 --> 00:04:20.040]  從十四節說到前面
[00:04:20.040 --> 00:04:22.040]  那個理路就會清楚
[00:04:22.040 --> 00:04:25.040]  十四節舉了兩種
[00:04:25.040 --> 00:04:26.040]  在我們今天
[00:04:26.040 --> 00:04:27.640]  也都是現今世界
[00:04:27.640 --> 00:04:29.040]  或者我們周圍的社會
[00:04:29.040 --> 00:04:32.640]  常犯很熟習的現象
[00:04:32.640 --> 00:04:33.840]  第一個
[00:04:33.840 --> 00:04:35.840]  十四節那裡說
[00:04:35.840 --> 00:04:38.440]  人滿眼淫色
[00:04:38.440 --> 00:04:42.240]  而且不住地去犯罪
[00:04:42.240 --> 00:04:44.440]  滿眼淫色
[00:04:44.440 --> 00:04:46.440]  原文的說法
[00:04:46.440 --> 00:04:48.240]  就還比較清楚一點
[00:04:48.240 --> 00:04:49.840]  原文的意思
[00:04:49.840 --> 00:04:50.840]  是說
