
[00:00:00.000 --> 00:00:03.000]  我們感謝父神
[00:00:03.000 --> 00:00:07.000]  我們今天一整天的節目
[00:00:07.000 --> 00:00:10.000]  以敬拜開始
[00:00:10.000 --> 00:00:16.000]  剛才姚弟兄和師班帶領我們進入敬拜
[00:00:16.000 --> 00:00:20.000]  有喜樂、有敬畏、有愛主的心
[00:00:20.000 --> 00:00:26.000]  我們真是每一個人將心中的手舉起來
[00:00:26.000 --> 00:00:29.000]  將足高舉起來
[00:00:29.000 --> 00:00:32.000]  我們要向主說
[00:00:32.000 --> 00:00:36.000]  我們願意見耶穌
[00:00:36.000 --> 00:00:41.000]  兩千年前這句話代表了一些人的心願
[00:00:41.000 --> 00:00:46.000]  今天我們在這個聚會中
[00:00:46.000 --> 00:00:48.000]  我們的心願
[00:00:48.000 --> 00:00:50.000]  唯一的心願
[00:00:50.000 --> 00:00:52.000]  就是向主說
[00:00:52.000 --> 00:00:58.000]  主啊,我們願意見你的面
[00:00:58.000 --> 00:01:00.000]  我們見主面的時候
[00:01:00.000 --> 00:01:06.000]  這個聚會就成了主面的聚會
[00:01:06.000 --> 00:01:11.000]  就有名稱彼奴儀樂
[00:01:11.000 --> 00:01:14.000]  那是雅各的經驗
[00:01:14.000 --> 00:01:17.000]  他在雅伯溪口
[00:01:17.000 --> 00:01:23.000]  在那個時候是他人生中的轉捩點
[00:01:23.000 --> 00:01:29.000]  在那裡他面對面的見了神
[00:01:29.000 --> 00:01:31.000]  他抓住了神
[00:01:31.000 --> 00:01:35.000]  他說如果你不給我祝福
[00:01:35.000 --> 00:01:37.000]  我不放你
[00:01:37.000 --> 00:01:41.000]  緊緊抓住四腹的主
[00:01:41.000 --> 00:01:45.000]  我們今天也在這個聚會裡頭
[00:01:45.000 --> 00:01:47.000]  伸出我們的手
[00:01:47.000 --> 00:01:51.000]  我們要緊緊的抓住我們的主
[00:01:51.000 --> 00:01:53.000]  我們的內心說
[00:01:53.000 --> 00:01:55.000]  彼奴儀樂
[00:01:55.000 --> 00:01:56.000]  彼奴儀樂
[00:01:56.000 --> 00:01:59.000]  但願這幾天的聚會
[00:01:59.000 --> 00:02:05.000]  成為我們與神面對面的時間
[00:02:05.000 --> 00:02:09.000]  彼奴儀樂產生了兩件大事
[00:02:09.000 --> 00:02:12.000]  在雅各的生命中
[00:02:12.000 --> 00:02:14.000]  第一件的大事
[00:02:14.000 --> 00:02:19.000]  那就是他受傷
[00:02:19.000 --> 00:02:22.000]  受了神的罪負
[00:02:22.000 --> 00:02:29.000]  結果神的罪負成了他豐盛生命的源頭
[00:02:29.000 --> 00:02:31.000]  我們來到這裡
[00:02:31.000 --> 00:02:34.000]  如果我們的心要親近神
[00:02:34.000 --> 00:02:42.000]  要說神啊求祢使這次的聚會成為我的彼奴儀樂
[00:02:42.000 --> 00:02:47.000]  那麼我們就要準備受主的罪負
[00:02:47.000 --> 00:02:50.000]  有人說得好
[00:02:50.000 --> 00:02:53.000]  我們受主罪負多少
[00:02:53.000 --> 00:02:57.000]  我們的靈命的深度就有多少
[00:02:57.000 --> 00:03:02.000]  我們的靈命的程度怎麼樣計算呢
[00:03:02.000 --> 00:03:08.000]  就是看我們受了神的罪負多少
[00:03:08.000 --> 00:03:10.000]  救人受罪負
[00:03:10.000 --> 00:03:12.000]  積蓄的受罪負
[00:03:12.000 --> 00:03:14.000]  我們到這裡來
[00:03:14.000 --> 00:03:15.000]  我們有一個心願
[00:03:15.000 --> 00:03:18.000]  主啊我要見祢的面
[00:03:18.000 --> 00:03:22.000]  求祢伸出祢的恩手來接近我
[00:03:22.000 --> 00:03:23.000]  來塑造我
[00:03:23.000 --> 00:03:25.000]  來改變我
[00:03:25.000 --> 00:03:27.000]  來罪負我
[00:03:27.000 --> 00:03:30.000]  我們願意勞我受罪負
[00:03:30.000 --> 00:03:36.000]  這是靈命今生的永遠的一個基本的定律
[00:03:36.000 --> 00:03:38.000]  誰也不能改
[00:03:38.000 --> 00:03:41.000]  我們在這個大會裡頭
[00:03:41.000 --> 00:03:43.000]  內心的呼喊
[00:03:43.000 --> 00:03:47.000]  主啊我要見祢的面
[00:03:47.000 --> 00:03:52.000]  這次報名的弟兄姊妹一千八百多
[00:03:52.000 --> 00:03:57.000]  但是神看的不是一千八百
[00:03:57.000 --> 00:03:58.000]  不是
[00:03:58.000 --> 00:04:02.000]  神看的是我們中間的每一個
[00:04:02.000 --> 00:04:04.000]  我、你
[00:04:04.000 --> 00:04:09.000]  我們要被神單獨的抓出來
[00:04:09.000 --> 00:04:13.000]  我們也伸出我們的手抓住主
[00:04:13.000 --> 00:04:16.000]  主的恩手抓住我們
[00:04:16.000 --> 00:04:20.000]  我們信心的手奉獻的手抓住神
[00:04:20.000 --> 00:04:24.000]  這兩個抓合在一起成功了
[00:04:24.000 --> 00:04:25.000]  不是一個抓
[00:04:25.000 --> 00:04:27.000]  不是一個抓
[00:04:27.000 --> 00:04:28.000]  是兩個抓
[00:04:28.000 --> 00:04:32.000]  被主的愛抓住
[00:04:32.000 --> 00:04:37.000]  然後我們把自己奉獻給主
[00:04:37.000 --> 00:04:41.000]  讓主得著的那樣的抓住
[00:04:41.000 --> 00:04:44.000]  這樣的兩個抓最穩妥
[00:04:44.000 --> 00:04:46.000]  永不會失去
[00:04:46.000 --> 00:04:48.000]  我們永遠的福分
[00:04:48.000 --> 00:04:50.000]  豐盛的生命
[00:04:50.000 --> 00:04:55.000]  生命的深度高度都在啟動了
[00:04:55.000 --> 00:04:58.000]  所以我們帶著一個和睦的心
[00:04:58.000 --> 00:04:59.000]  喜樂的心
[00:04:59.000 --> 00:05:01.000]  敬畏的心
[00:05:01.000 --> 00:05:02.000]  愛主的心
[00:05:02.000 --> 00:05:04.000]  在這裡安靜
[00:05:04.000 --> 00:05:09.000]  求主安靜我的心在祂的面前
[00:05:09.000 --> 00:05:14.000]  求主安靜你的心在主面前
[00:05:14.000 --> 00:05:18.000]  我們完全的安靜來領受
[00:05:18.000 --> 00:05:22.000]  我們低頭做禱告
[00:05:22.000 --> 00:05:25.000]  主啊
[00:05:25.000 --> 00:05:31.000]  祢是我們一切的一切
[00:05:31.000 --> 00:05:35.000]  我們的一切都在祢裡面
[00:05:35.000 --> 00:05:37.000]  祢是我們的豐富
[00:05:37.000 --> 00:05:39.000]  祢是我們的聖潔
[00:05:39.000 --> 00:05:41.000]  祢是我們的盼望
[00:05:41.000 --> 00:05:44.000]  祢是我們的永恆的財產
[00:05:44.000 --> 00:05:48.000]  主啊我們離開了祢一無所有
[00:05:48.000 --> 00:05:53.000]  所以有的是暫時的那一點點轉眼消失的東西
[00:05:53.000 --> 00:05:58.000]  我們抓住了祢就抓住了永遠的福分
[00:05:58.000 --> 00:06:01.000]  主啊
[00:06:01.000 --> 00:06:04.000]  我們懇求祢抓住我們
[00:06:04.000 --> 00:06:06.000]  也幫助我們
[00:06:06.000 --> 00:06:09.000]  伸出信心的手奉獻的手
[00:06:09.000 --> 00:06:11.000]  抓住你自己
[00:06:11.000 --> 00:06:12.000]  你自己
[00:06:12.000 --> 00:06:13.000]  主自己
[00:06:13.000 --> 00:06:15.000]  我們要高舉
[00:06:15.000 --> 00:06:18.000]  我們要歌頌讚美
[00:06:18.000 --> 00:06:20.000]  我們要歡欣喜樂
[00:06:20.000 --> 00:06:22.000]  我們要快跑
[00:06:22.000 --> 00:06:25.000]  被你吸引的時候跟隨你
[00:06:25.000 --> 00:06:28.000]  主啊與我們同在
[00:06:28.000 --> 00:06:30.000]  恩帶這個聚會
[00:06:30.000 --> 00:06:32.000]  得著我們的心
[00:06:32.000 --> 00:06:34.000]  思想祢的話語
[00:06:34.000 --> 00:06:35.000]  用祢的仆人
[00:06:35.000 --> 00:06:38.000]  奉主耶穌基督的名禱告
[00:06:38.000 --> 00:06:41.000]  阿們
[00:06:41.000 --> 00:06:44.000]  在約翰福音裡頭
[00:06:44.000 --> 00:06:47.000]  有四十五字
[00:06:47.000 --> 00:06:50.000]  用一個字就是真
[00:06:50.000 --> 00:06:54.000]  這是一個非常寶貴的字
[00:06:54.000 --> 00:06:57.000]  真
[00:06:57.000 --> 00:07:01.000]  真的對面就是假
[00:07:01.000 --> 00:07:04.000]  我們很容易
[00:07:04.000 --> 00:07:07.000]  一假亂真
[00:07:07.000 --> 00:07:10.000]  世界上很多的事
[00:07:10.000 --> 00:07:11.000]  很多的人
[00:07:11.000 --> 00:07:14.000]  一假亂真
[00:07:14.000 --> 00:07:16.000]  撒旦
[00:07:16.000 --> 00:07:19.000]  那個欺騙的能手
[00:07:19.000 --> 00:07:21.000]  他常常
[00:07:21.000 --> 00:07:23.000]  在我們的生命中
[00:07:23.000 --> 00:07:24.000]  生活中
[00:07:24.000 --> 00:07:25.000]  世俸中
[00:07:25.000 --> 00:07:28.000]  一假亂真
[00:07:28.000 --> 00:07:30.000]  把那個真的拿去
[00:07:30.000 --> 00:07:32.000]  把真的破壞
