
[00:00:00.000 --> 00:00:07.000]  首先謝謝羅姐妹的介紹,因為她現在還很年輕嘛,
[00:00:07.000 --> 00:00:10.000]  另外一方面她沒有聽過我講普通話,
[00:00:10.000 --> 00:00:14.000]  因為大家很多人都覺得香港出生的人講普通話,
[00:00:14.000 --> 00:00:17.000]  大概都是很難明白的,
[00:00:17.000 --> 00:00:23.000]  但是呢,我希望你們今天這種姐妹都能夠明白,
[00:00:23.000 --> 00:00:26.000]  因為我現在退休有十年了,
[00:00:26.000 --> 00:00:30.000]  那我就在十二年前在我們教會,就巡到衛理會,
[00:00:30.000 --> 00:00:34.000]  就開始了這個普通話的團契,崇拜,
[00:00:34.000 --> 00:00:36.000]  就因為我們發現在香港,
[00:00:36.000 --> 00:00:41.000]  這些廣東話的教會實在太差勁了,
[00:00:41.000 --> 00:00:46.000]  因為他們知道講普通話不行,就不敢開普通話施工的,
[00:00:46.000 --> 00:00:50.000]  其實這十二年來,香港已經變化很多,
[00:00:50.000 --> 00:00:54.000]  內地來的朋友,同學,弟兄姐妹也很多,
[00:00:54.000 --> 00:00:58.000]  所以呢,我覺得應該要開普通話的工作,
[00:00:58.000 --> 00:01:02.000]  所以巡到衛理會呢,以前我們在五零年代,
[00:01:02.000 --> 00:01:05.000]  其實有幾個禮拜堂都是用國語的,
[00:01:05.000 --> 00:01:08.000]  這個安庶堂,北角衛理堂,
[00:01:08.000 --> 00:01:11.000]  因為那時候很多內地人來香港,
[00:01:11.000 --> 00:01:13.000]  他們也是從北方來的,
[00:01:13.000 --> 00:01:15.000]  但是幾十年都被污染了,
[00:01:15.000 --> 00:01:19.000]  所以他們現在也不會講國語了,
[00:01:19.000 --> 00:01:21.000]  本來還有這個翻譯的,
[00:01:21.000 --> 00:01:24.000]  現在大概有時候也不翻譯了,
[00:01:24.000 --> 00:01:27.000]  所以其實普通話的施工呢,
[00:01:27.000 --> 00:01:32.000]  在香港的確,我們有一千四百多個禮拜堂,
[00:01:32.000 --> 00:01:36.000]  大概不到五十個,有開普通話工作的,
[00:01:36.000 --> 00:01:38.000]  所以我知道西柏林堂那麼好,
[00:01:38.000 --> 00:01:41.000]  因為當我跟蔣牧師也認識很久的,
[00:01:41.000 --> 00:01:45.000]  當然後來知道原來賀傳道來的這裡,
[00:01:45.000 --> 00:01:48.000]  因為我跟他是在崇基學院就認識了,
[00:01:48.000 --> 00:01:50.000]  有十多年的時間了,
[00:01:50.000 --> 00:01:52.000]  所以他要我來,我開心的不得了,
[00:01:52.000 --> 00:01:54.000]  我就怕他不請我來,
[00:01:54.000 --> 00:01:57.000]  因為我覺得西柏林堂這麼好,
[00:01:57.000 --> 00:02:01.000]  有這個施工,能夠有一個普通話的團體,
[00:02:01.000 --> 00:02:03.000]  尤其香港人也應該來的,
[00:02:03.000 --> 00:02:06.000]  我看師班有時候也來,
[00:02:06.000 --> 00:02:09.000]  不是每個月來,是嗎?還是每個月都來?
[00:02:09.000 --> 00:02:13.000]  沒有啊?多點來啊!
[00:02:13.000 --> 00:02:16.000]  好,我們今天很開心,
[00:02:16.000 --> 00:02:19.000]  因為我要分享一個很重要的題目,
[00:02:19.000 --> 00:02:23.000]  我的題目是亞伯拉罕的信。
[00:02:23.000 --> 00:02:25.000]  那我昨天跟一個弟兄姐妹,
[00:02:25.000 --> 00:02:28.000]  因為他問我,你明天想要講什麼題目?
[00:02:28.000 --> 00:02:31.000]  我說亞伯拉罕的信,
[00:02:31.000 --> 00:02:33.000]  哦,亞伯拉罕的信心,
[00:02:33.000 --> 00:02:35.000]  給我加一個心進去,
[00:02:35.000 --> 00:02:39.000]  因為我們一般講信講信,就是講信心的,
[00:02:39.000 --> 00:02:42.000]  我是故意沒有心字,
[00:02:42.000 --> 00:02:46.000]  因為原文裡面,或者聖經本來的意思,
[00:02:46.000 --> 00:02:49.000]  就不是講心,
[00:02:49.000 --> 00:02:52.000]  因為我們一講信,就是心裡面相信,
[00:02:52.000 --> 00:02:55.000]  那也不是錯的,羅馬書也講過,
[00:02:55.000 --> 00:02:57.000]  因為你要心裡面相信嘛,
[00:02:57.000 --> 00:03:01.000]  但是就將焦點放在心,
[00:03:01.000 --> 00:03:04.000]  但信是什麼意思呢?
[00:03:04.000 --> 00:03:07.000]  大家都覺得,哎呀,明白嘛,
[00:03:07.000 --> 00:03:11.000]  就信上帝嘛,我們信耶穌的救恩嘛,
[00:03:11.000 --> 00:03:14.000]  我們信上帝創造天地嘛,
[00:03:14.000 --> 00:03:17.000]  我們要相信很多東西嘛,
[00:03:17.000 --> 00:03:20.000]  而且我們有會背使徒信經,
[00:03:20.000 --> 00:03:24.000]  就是說,因為我等一下趕回去上洗禮班,
[00:03:24.000 --> 00:03:28.000]  我們的教材基本上就是,你信什麼呢?
[00:03:28.000 --> 00:03:31.000]  就信使徒信經,
[00:03:31.000 --> 00:03:34.000]  就是一個從使徒時代傳到今天,
[00:03:34.000 --> 00:03:38.000]  最基本的我們信仰的內容,
[00:03:38.000 --> 00:03:40.000]  但信這個字,
[00:03:40.000 --> 00:03:44.000]  是不是等於我信些什麼東西呢?
[00:03:44.000 --> 00:03:47.000]  我信,是不是我因為有正統的信,
[00:03:47.000 --> 00:03:51.000]  就我信一些正統的東西呢?
[00:03:51.000 --> 00:03:55.000]  其實,在聖經裡面講信,
[00:03:55.000 --> 00:03:58.000]  當然包括了你信什麼,
[00:03:58.000 --> 00:04:01.000]  但是從舊約到新約,
[00:04:01.000 --> 00:04:04.000]  你發現使徒信經,只是到使徒時代,
[00:04:04.000 --> 00:04:08.000]  他們為了爭議端去辯論的時候,
[00:04:08.000 --> 00:04:13.000]  才特別看重你信的內容是什麼,
[00:04:13.000 --> 00:04:16.000]  信本身是個動詞來的,
[00:04:16.000 --> 00:04:19.000]  不是信的內容的,
[00:04:19.000 --> 00:04:22.000]  信本來就是一個行動,
[00:04:22.000 --> 00:04:25.000]  但是我們今天很多時候就將信心與行為,
[00:04:25.000 --> 00:04:28.000]  信心與行動都分割了,
[00:04:28.000 --> 00:04:30.000]  有些有信沒有行動的,
[00:04:30.000 --> 00:04:33.000]  好像我們信就好了,
[00:04:33.000 --> 00:04:35.000]  我做這個可以信了,
[00:04:35.000 --> 00:04:37.000]  我會背使徒信經,
[00:04:37.000 --> 00:04:40.000]  我知道我信上帝是存在的,
[00:04:40.000 --> 00:04:43.000]  我信上帝就創造萬物,
[00:04:43.000 --> 00:04:46.000]  我信耶穌誕生在馬槽裡,
[00:04:46.000 --> 00:04:48.000]  我信耶穌定時日加復活,
[00:04:48.000 --> 00:04:51.000]  很多我信的內容,沒有錯的,
[00:04:51.000 --> 00:04:55.000]  但是,楊克思說得很清楚,
[00:04:55.000 --> 00:04:58.000]  信心沒有行動,沒有行為,
[00:04:58.000 --> 00:05:01.000]  是什麼?是死啊!
[00:05:01.000 --> 00:05:03.000]  他講得很厲害的,
[00:05:03.000 --> 00:05:05.000]  你信上帝有什麼了不起啊?
[00:05:05.000 --> 00:05:09.000]  鬼魔也信!
[00:05:09.000 --> 00:05:12.000]  所以信是什麼意思呢?
[00:05:12.000 --> 00:05:17.000]  其實最重要的,信的模式或是榜樣,
[00:05:17.000 --> 00:05:19.000]  剛才我們領唱的弟兄姐妹,
[00:05:19.000 --> 00:05:22.000]  領唱第一首就很好了,
[00:05:22.000 --> 00:05:24.000]  歌詞沒有印出來,
[00:05:24.000 --> 00:05:26.000]  周刊有沒有歌詞?
[00:05:26.000 --> 00:05:30.000]  因為只有兩版,
[00:05:30.000 --> 00:05:32.000]  所以沒有空間,
[00:05:32.000 --> 00:05:35.000]  其實,
[00:05:35.000 --> 00:05:38.000]  (音樂)
[00:05:38.000 --> 00:05:43.000]  以後唱詩,領詩的歌詞最好印在那裡,
[00:05:43.000 --> 00:05:45.000]  讓他們回家,不要丟在禮拜堂,
[00:05:45.000 --> 00:05:47.000]  我等一下那個周刊,
[00:05:47.000 --> 00:05:49.000]  要帶回家去的,
[00:05:49.000 --> 00:05:51.000]  才知道詩歌,
[00:05:51.000 --> 00:05:53.000]  才知道經文,
[00:05:53.000 --> 00:05:55.000]  回去繼續,
[00:05:55.000 --> 00:05:56.000]  要去思考,
[00:05:56.000 --> 00:05:58.000]  要去自己在家裡,
[00:05:58.000 --> 00:06:02.000]  也可以用詩歌來靈修,
[00:06:02.000 --> 00:06:04.000]  默想,等等。
[00:06:04.000 --> 00:06:08.000]  第一首詩歌還記得唱什麼了嗎?
[00:06:08.000 --> 00:06:12.000]  我知道那個題目,
[00:06:12.000 --> 00:06:14.000]  印在周刊我看到了,
[00:06:14.000 --> 00:06:16.000]  內容啊,
[00:06:16.000 --> 00:06:21.000]  他講了很多的榜樣,
[00:06:21.000 --> 00:06:24.000]  當然就從亞伯拉罕開始講,
[00:06:24.000 --> 00:06:28.000]  亞伯拉罕的信,
[00:06:28.000 --> 00:06:31.000]  那亞伯拉罕怎麼成為信心之父呢?
