
[00:00:00.000 --> 00:00:02.920]  這裡寫了一句說話是在引言中
[00:00:02.920 --> 00:00:03.720]  用英文說
[00:00:03.720 --> 00:00:08.680]  A person cannot lead if he do not know how to submit
[00:00:08.680 --> 00:00:15.840]  這兩個字lead和submit好像是相對相反
[00:00:15.840 --> 00:00:16.360]  中文說
[00:00:16.360 --> 00:00:21.480]  一個人若不知道如何順從便不能領導
[00:00:21.480 --> 00:00:23.520]  如果要學會如何領導
[00:00:23.520 --> 00:00:27.360]  首要關鍵就是要學會如何順從
[00:00:27.360 --> 00:00:29.800]  如果不懂得先順從
[00:00:29.800 --> 00:00:32.000]  便不會懂得去領導
[00:00:32.000 --> 00:00:35.560]  這是很多領袖人的深刻體會
[00:00:35.560 --> 00:00:36.560]  對於教徒來說
[00:00:36.560 --> 00:00:37.760]  我們在信上說
[00:00:37.760 --> 00:00:41.480]  我們要先學習了去順從神
[00:00:41.480 --> 00:00:43.840]  才可以領導人
[00:00:43.840 --> 00:00:45.840]  一個違背神的人
[00:00:45.840 --> 00:00:49.320]  他的領導只會帶來災禍
[00:00:49.320 --> 00:00:51.720]  不會帶來祝福
[00:00:51.720 --> 00:00:53.520]  所以在《清經》上強調
[00:00:53.520 --> 00:00:56.800]  一個人當他去順從真理
[00:00:56.800 --> 00:00:59.280]  便能夠祝福別人
[00:00:59.280 --> 00:01:00.440]  保羅說
[00:01:00.440 --> 00:01:02.440]  我在什麼情況下
[00:01:02.440 --> 00:01:05.640]  我只能凡事順從真理
[00:01:05.640 --> 00:01:09.040]  不能抵擋真理
[00:01:09.040 --> 00:01:11.360]  就算在某些情況下自己吃虧
[00:01:11.360 --> 00:01:14.720]  他不會去做一些違背真理的事情
[00:01:14.720 --> 00:01:17.520]  在當中順從真理來生活
[00:01:17.520 --> 00:01:22.160]  他便發揮出領導的角色和作用
[00:01:22.160 --> 00:01:25.280]  很多人都說這個時代最需要的領袖
[00:01:25.280 --> 00:01:26.840]  是屬靈的領袖
[00:01:26.840 --> 00:01:29.200]  Spiritual Leader
[00:01:29.200 --> 00:01:30.640]  什麼是屬靈的領袖呢?
[00:01:30.640 --> 00:01:32.200]  今天我們不會詳細說這方面
[00:01:32.200 --> 00:01:33.680]  但最簡單來說
[00:01:33.680 --> 00:01:36.640]  就是一個人願意順從真理
[00:01:36.640 --> 00:01:38.880]  去作他的領導
[00:01:38.880 --> 00:01:42.080]  他便成為了屬靈的領袖
[00:01:42.080 --> 00:01:43.360]  不是只不過在這裡
[00:01:43.360 --> 00:01:45.680]  在廣東話說
[00:01:45.680 --> 00:01:48.080]  呼呼喝喝地做領袖
[00:01:48.080 --> 00:01:49.400]  我很深刻記得
[00:01:49.400 --> 00:01:51.040]  我小學的時候
[00:01:51.040 --> 00:01:53.240]  第一次學做領袖
[00:01:53.240 --> 00:01:54.120]  做什麼呢?
[00:01:54.120 --> 00:01:56.320]  做班長
[00:01:56.320 --> 00:01:58.320]  小學二年級做班長
[00:01:58.320 --> 00:01:59.880]  很開心
[00:01:59.880 --> 00:02:02.240]  老師說過堂的時候
[00:02:02.240 --> 00:02:05.360]  你留心出來走來走去
[00:02:05.360 --> 00:02:09.040]  誰說話就要記下他的名字
[00:02:09.040 --> 00:02:11.760]  一個男班長一個女班長
[00:02:11.760 --> 00:02:14.520]  我就拿著一本簿
[00:02:14.520 --> 00:02:16.920]  有所有同學的名字
[00:02:16.920 --> 00:02:20.640]  旁邊的人就在走來走去
[00:02:20.640 --> 00:02:23.120]  不要說話
[00:02:23.120 --> 00:02:25.320]  有幾個不聽我說話
[00:02:25.320 --> 00:02:27.320]  我就很高姿態地
[00:02:27.320 --> 00:02:30.000]  剔一剔
[00:02:30.000 --> 00:02:33.080]  讓他們知道我剔了你的名字
[00:02:33.080 --> 00:02:35.000]  他們好像害怕了
[00:02:35.000 --> 00:02:37.000]  過了一段時間又再說
[00:02:37.000 --> 00:02:39.920]  我又剔一剔
[00:02:39.920 --> 00:02:40.920]  剔一剔的時候
[00:02:40.920 --> 00:02:42.360]  發覺那個女班長
[00:02:42.360 --> 00:02:45.120]  跟同學聊天
[00:02:45.120 --> 00:02:50.320]  我當時正義凜然
[00:02:50.320 --> 00:02:52.160]  女班長說話
[00:02:52.160 --> 00:02:54.520]  照樣剔
[00:02:54.520 --> 00:02:56.680]  剔了他的名字
[00:02:56.680 --> 00:02:59.560]  後來她發覺我剔了他的名字
[00:02:59.560 --> 00:03:03.120]  接著
[00:03:03.120 --> 00:03:04.680]  當我提醒同學
[00:03:04.680 --> 00:03:06.200]  你不要說話
[00:03:06.200 --> 00:03:08.920]  她就說我說話
[00:03:08.920 --> 00:03:12.480]  所以女班長剔了我的名字
[00:03:12.480 --> 00:03:14.400]  很深刻的記得
[00:03:14.400 --> 00:03:17.920]  那次在班主任來收那本簿的時候
[00:03:17.920 --> 00:03:20.120]  看誰說話最多
[00:03:20.120 --> 00:03:22.560]  發覺最多剔的
[00:03:22.560 --> 00:03:25.920]  就是班長和女班長
[00:03:25.920 --> 00:03:27.760]  老師就來抓住我
[00:03:27.760 --> 00:03:29.720]  兩個人搞什麼
[00:03:29.720 --> 00:03:33.440]  兩個人自己不停地剔
[00:03:33.440 --> 00:03:34.840]  有時覺得自己有權柄
[00:03:34.840 --> 00:03:37.720]  我能夠指出對方的錯失
[00:03:37.720 --> 00:03:39.720]  記錄自己的錯失
[00:03:39.720 --> 00:03:42.120]  其實只不過是不想自己
[00:03:42.120 --> 00:03:44.400]  被人看低了
[00:03:44.400 --> 00:03:45.760]  看壞了
[00:03:45.760 --> 00:03:47.640]  他說我不對說話嗎
[00:03:47.640 --> 00:03:48.840]  我說他不對
[00:03:48.840 --> 00:03:51.120]  他也是說話
[00:03:51.120 --> 00:03:55.440]  很多人內心生命的自我
[00:03:55.440 --> 00:03:57.040]  在領導的角色上
[00:03:57.040 --> 00:03:58.400]  如果不小心
[00:03:58.400 --> 00:04:00.680]  就變成一種破壞
[00:04:00.680 --> 00:04:02.600]  不是一種建立
[00:04:02.600 --> 00:04:03.880]  所以在《聖經》裡說到
[00:04:03.880 --> 00:04:07.240]  屬靈的領袖是會放下自己
[00:04:07.240 --> 00:04:09.760]  真的會去順從真理
[00:04:09.760 --> 00:04:11.360]  他才能夠領導
[00:04:11.360 --> 00:04:13.680]  帶來給人的祝福
[00:04:13.680 --> 00:04:15.520]  接著我用的方式就是
[00:04:15.520 --> 00:04:18.440]  從《生命記》裡有好幾段經文
[00:04:18.440 --> 00:04:20.280]  去看這個主題
[00:04:20.280 --> 00:04:22.280]  我今天沒有說
[00:04:22.280 --> 00:04:27.000]  從整卷裡頭到尾串連某個觀念
[00:04:27.000 --> 00:04:29.880]  只不過是就幾個相關的經文
[00:04:29.880 --> 00:04:32.480]  講講有關領導的各方面
[00:04:32.480 --> 00:04:36.600]  首先大家看關於領導和組織
[00:04:36.600 --> 00:04:38.600]  大家看《生命記》的第一章
[00:04:38.600 --> 00:04:48.480]  第一段經文是很出名
[00:04:48.480 --> 00:04:50.120]  關於組織的經文
[00:04:50.120 --> 00:04:50.920]  大家都會熟悉
[00:04:50.920 --> 00:04:53.560]  就是當時摩西感覺
[00:04:53.560 --> 00:04:56.200]  他不可能照顧這麼多人
[00:04:56.200 --> 00:04:58.680]  因此他就設立了組織
[00:04:58.680 --> 00:05:01.080]  這個組織就是他的岳父
[00:05:01.080 --> 00:05:04.880]  來建議給他的一個做法
[00:05:04.880 --> 00:05:07.000]  在這段聖經裡提及
[00:05:07.000 --> 00:05:09.040]  大家先看第十一節
[00:05:09.040 --> 00:05:11.040]  第十節 第十一節
[00:05:12.040 --> 00:05:15.600]  他說:耶和華你們的神使你們多喜來看
[00:05:15.600 --> 00:05:18.840]  你們今日像天上的星那樣多
[00:05:18.840 --> 00:05:21.600]  惟願耶和華你們列祖的神使你們
[00:05:21.600 --> 00:05:24.440]  比如今更多千倍
[00:05:24.440 --> 00:05:26.360]  照他所應許你們的話
[00:05:26.360 --> 00:05:28.360]  致福於你們
[00:05:28.360 --> 00:05:30.360]  在這裡我們看到
[00:05:30.360 --> 00:05:32.440]  摩西很清楚感受自己
[00:05:32.440 --> 00:05:36.200]  獨自擔當不住這麼沉重的職責
[00:05:36.200 --> 00:05:38.920]  以色列人有這麼多人
[00:05:38.920 --> 00:05:41.200]  他獨自不能夠照顧得到
[00:05:41.200 --> 00:05:43.000]  所以第九節你看到他說
[00:05:43.000 --> 00:05:45.000]  管理你們的重任
[00:05:45.000 --> 00:05:47.480]  我獨自擔當不起
[00:05:47.480 --> 00:05:50.400]  但他沒有說因為他自己搞不定
[00:05:50.400 --> 00:05:51.800]  因此就說:神啊
[00:05:51.800 --> 00:05:55.080]  請你減少人口吧
[00:05:55.080 --> 00:05:57.120]  也沒有說你們不要生養這麼多
[00:05:57.120 --> 00:05:59.800]  我很難管你們
[00:05:59.800 --> 00:06:01.560]  在這裡仍然很盼望神
[00:06:01.560 --> 00:06:03.680]  賜福給以色列人
[00:06:03.680 --> 00:06:07.280]  盼望神加添他們千倍
[00:06:07.280 --> 00:06:09.280]  這一點讓我們發現
[00:06:09.280 --> 00:06:10.840]  雖然個人有不足
[00:06:10.840 --> 00:06:13.040]  但他不會拒絕神
[00:06:13.040 --> 00:06:15.880]  賜福給他所服侍的人
[00:06:15.880 --> 00:06:18.960]  以至能夠遷就自己的能力
[00:06:18.960 --> 00:06:22.840]  首先我們看到摩西那種心態
[00:06:22.840 --> 00:06:25.680]  在過程當中他尋找一些方法
[00:06:25.680 --> 00:06:28.880]  能夠回應這麼大的群體需要
[00:06:28.880 --> 00:06:32.720]  因此產生了所謂的組織
[00:06:32.720 --> 00:06:35.040]  在這裡大家先看看有幾個重點
[00:06:35.040 --> 00:06:39.000]  他設立一些是具使命的組織
[00:06:39.000 --> 00:06:40.240]  在第十五節
[00:06:40.240 --> 00:06:42.240]  我便將你們各支派的首領
[00:06:42.240 --> 00:06:44.320]  有智慧為眾人所認識的
[00:06:44.320 --> 00:06:46.040]  照你們的支派
[00:06:46.040 --> 00:06:48.240]  立他們作官長
[00:06:48.240 --> 00:06:49.240]  哪些官長呢?
[00:06:49.240 --> 00:06:52.160]  有千夫長、百夫長、五十夫長、十夫長
