
[00:00:00.000 --> 00:00:02.000]  剛才我們唱的詩
[00:00:02.000 --> 00:00:04.000]  恃儒尊上算
[00:00:04.000 --> 00:00:07.000]  我不大歡喜那幾個字
[00:00:07.000 --> 00:00:09.000]  剛才我們所唱的詩
[00:00:09.000 --> 00:00:11.000]  我不歡喜那幾個字
[00:00:11.000 --> 00:00:17.000]  到底大家歡喜不歡喜
[00:00:17.000 --> 00:00:19.000]  大家到底歡不歡喜呢
[00:00:19.000 --> 00:00:22.000]  我覺得那個字眼不是太好
[00:00:22.000 --> 00:00:24.000]  我覺得那個字眼不是太好
[00:00:24.000 --> 00:00:26.000]  但是它的意思是好
[00:00:26.000 --> 00:00:28.000]  但是它的意思是好
[00:00:28.000 --> 00:00:31.000]  它的意思就是保羅所說的
[00:00:31.000 --> 00:00:33.000]  它的意思就是保羅所說的
[00:00:33.000 --> 00:00:36.000]  以耶穌基督為至寶
[00:00:36.000 --> 00:00:38.000]  以耶穌基督為至寶
[00:00:38.000 --> 00:00:42.000]  上算兩個字是市場上用的
[00:00:42.000 --> 00:00:45.000]  這個上算那個字是市場上用的
[00:00:45.000 --> 00:00:48.000]  它真正的意思是做一個比較
[00:00:48.000 --> 00:00:50.000]  真正的意思是做一個比較
[00:00:50.000 --> 00:00:56.000]  物質的獲得和屬靈的獲得做一個比較
[00:00:56.000 --> 00:00:59.000]  物質的獲得和屬靈的獲得做一個比較
[00:00:59.000 --> 00:01:02.000]  比較以後得到一個結論
[00:01:02.000 --> 00:01:04.000]  比較之後得到一個結論
[00:01:04.000 --> 00:01:07.000]  侍奉主有永恆的價值
[00:01:07.000 --> 00:01:09.000]  侍奉主有永恆的價值
[00:01:09.000 --> 00:01:12.000]  所以這是一個更好的選擇
[00:01:12.000 --> 00:01:14.000]  所以這是一個更好的選擇
[00:01:14.000 --> 00:01:17.000]  所以它的意思是對的
[00:01:17.000 --> 00:01:18.000]  所以意思是對的
[00:01:18.000 --> 00:01:23.000]  我們自言而言有一點點次言次耳
[00:01:23.000 --> 00:01:27.000]  我們自言而言有一點點次言次耳
[00:01:27.000 --> 00:01:29.000]  而且有點自我中心的味道
[00:01:29.000 --> 00:01:31.000]  而且有點自我中心的味道
[00:01:31.000 --> 00:01:36.000]  我相信大家都了解其中的意義
[00:01:36.000 --> 00:01:39.000]  我相信大家都了解其中的意義
[00:01:39.000 --> 00:01:44.000]  我們的族也是要它的門徒計算代價
[00:01:44.000 --> 00:01:48.000]  我們的族也是要它的門徒計算代價
[00:01:48.000 --> 00:01:49.000]  算清楚
[00:01:49.000 --> 00:01:50.000]  算清楚
[00:01:50.000 --> 00:01:53.000]  那樣更划算
[00:01:53.000 --> 00:01:55.000]  那樣更划算
[00:01:55.000 --> 00:02:00.000]  要把我們的真正的價值觀弄清楚
[00:02:00.000 --> 00:02:03.000]  要把我們的真正的價值觀弄清楚
[00:02:03.000 --> 00:02:05.000]  一個跟從基督的人
[00:02:05.000 --> 00:02:07.000]  一個跟從基督的人
[00:02:07.000 --> 00:02:09.000]  有不同的價值觀
[00:02:09.000 --> 00:02:10.000]  有不同的價值觀
[00:02:10.000 --> 00:02:12.000]  和一般的人不同
[00:02:12.000 --> 00:02:14.000]  和一般的人不同
[00:02:14.000 --> 00:02:17.000]  每一個基督徒應該看清楚
[00:02:17.000 --> 00:02:19.000]  每一個基督徒應該看清楚
[00:02:19.000 --> 00:02:21.000]  想清楚
[00:02:21.000 --> 00:02:23.000]  計算清楚
[00:02:23.000 --> 00:02:26.000]  然後我們就有決心
[00:02:26.000 --> 00:02:27.000]  然後我們就有決心
[00:02:27.000 --> 00:02:29.000]  來跟從基督
[00:02:29.000 --> 00:02:30.000]  來跟從基督
[00:02:30.000 --> 00:02:33.000]  來侍奉基督
[00:02:33.000 --> 00:02:36.000]  這是有永恆價值的事
[00:02:36.000 --> 00:02:38.000]  這是有永恆價值的事
[00:02:38.000 --> 00:02:42.000]  今天晚上我們來到詩篇信息的第三講
[00:02:42.000 --> 00:02:45.000]  我們今天來到詩篇信息的第三講
[00:02:45.000 --> 00:02:48.000]  就是關於侍奉的信息
[00:02:48.000 --> 00:02:50.000]  就是關於侍奉的信息
[00:02:50.000 --> 00:02:53.000]  我們要從詩篇裏面看一些經文
[00:02:53.000 --> 00:02:56.000]  我們要從詩篇裏面看一些經文
[00:02:56.000 --> 00:02:58.000]  都是與侍奉有關的
[00:02:58.000 --> 00:03:00.000]  都是與侍奉有關的
[00:03:00.000 --> 00:03:03.000]  我們可以說每一處的經文
[00:03:03.000 --> 00:03:05.000]  好像一幅的圖畫
[00:03:05.000 --> 00:03:07.000]  我們可以看每一幅的
[00:03:07.000 --> 00:03:09.000]  每一篇的經文
[00:03:09.000 --> 00:03:10.000]  都是一幅的圖畫
[00:03:10.000 --> 00:03:14.000]  這樣一幅一幅的侍奉的圖畫
[00:03:14.000 --> 00:03:15.000]  擺在我們面前
[00:03:15.000 --> 00:03:18.000]  這樣一幅一幅的侍奉圖畫擺在我們面前
[00:03:18.000 --> 00:03:19.000]  我們要看
[00:03:19.000 --> 00:03:20.000]  我們要看
[00:03:20.000 --> 00:03:21.000]  我們要想
[00:03:21.000 --> 00:03:22.000]  我們要想
[00:03:22.000 --> 00:03:24.000]  我們要做選擇
[00:03:24.000 --> 00:03:25.000]  我們要做選擇
[00:03:25.000 --> 00:03:26.000]  要做決定
[00:03:26.000 --> 00:03:28.000]  要做決定
[00:03:28.000 --> 00:03:29.000]  第一處的經文
[00:03:29.000 --> 00:03:30.000]  第一處的經文
[00:03:30.000 --> 00:03:36.000]  請翻到詩篇九十篇
[00:03:36.000 --> 00:03:39.000]  我們要看其中的兩節
[00:03:39.000 --> 00:03:41.000]  我們要看其中的兩節
[00:03:41.000 --> 00:03:43.000]  這兩節經文是一個對比
[00:03:43.000 --> 00:03:45.000]  這兩節經文是一個對比
[00:03:45.000 --> 00:03:47.000]  從這個對比裏面
[00:03:47.000 --> 00:03:49.000]  從這個對比裏面
[00:03:49.000 --> 00:03:50.000]  我們要看見
[00:03:50.000 --> 00:03:51.000]  我們要看見
[00:03:51.000 --> 00:03:53.000]  我們要選擇
[00:03:53.000 --> 00:03:54.000]  我們要選擇
[00:03:54.000 --> 00:03:57.000]  我們看第六節和十七節
[00:03:57.000 --> 00:04:01.000]  我們看第六節和十七節
[00:04:01.000 --> 00:04:03.000]  第六節
[00:04:03.000 --> 00:04:04.000]  第六節
[00:04:04.000 --> 00:04:07.000]  早晨發芽生長
[00:04:07.000 --> 00:04:09.000]  晚上割下枯幹
[00:04:09.000 --> 00:04:15.000]  這是人生短促的形容詞
[00:04:15.000 --> 00:04:20.000]  人生好像野地的花草
[00:04:20.000 --> 00:04:23.000]  早上開花
[00:04:23.000 --> 00:04:24.000]  早上開花
[00:04:24.000 --> 00:04:27.000]  晚上割下枯幹
[00:04:27.000 --> 00:04:31.000]  不過是一天的時間
[00:04:31.000 --> 00:04:34.000]  是何等的短促
[00:04:34.000 --> 00:04:39.000]  這是對於人生短促的形訣
[00:04:39.000 --> 00:04:42.000]  這是對人生短促的感覺
[00:04:42.000 --> 00:04:43.000]  第十七節
[00:04:43.000 --> 00:04:45.000]  第十七節
[00:04:45.000 --> 00:04:51.000]  願主我們神的榮美歸於我們身上
[00:04:51.000 --> 00:04:53.000]  願祢建立我們所作的功
[00:04:53.000 --> 00:04:55.000]  願祢建立我們所作的功
[00:04:55.000 --> 00:04:57.000]  願祢建立
[00:04:57.000 --> 00:05:00.000]  當事人想到人生的短促的時候
[00:05:00.000 --> 00:05:03.000]  當事人想到人生的短促的時候
[00:05:03.000 --> 00:05:06.000]  他不是因此而消極起來
[00:05:06.000 --> 00:05:08.000]  他不是因此而消極起來
[00:05:08.000 --> 00:05:11.000]  他是有一個醒悟
[00:05:11.000 --> 00:05:12.000]  他有一個醒悟
[00:05:12.000 --> 00:05:15.000]  他想到他的所作的功
[00:05:15.000 --> 00:05:17.000]  他想到他所作的功
[00:05:17.000 --> 00:05:18.000]  他這樣禱告說
[00:05:18.000 --> 00:05:19.000]  他這樣禱告說
[00:05:19.000 --> 00:05:20.000]  神啊
[00:05:20.000 --> 00:05:21.000]  神啊
[00:05:21.000 --> 00:05:24.000]  求祢建立我的所為你作的功
[00:05:24.000 --> 00:05:26.000]  求祢建立我所為你作的功
[00:05:26.000 --> 00:05:28.000]  他再重複地講
[00:05:28.000 --> 00:05:29.000]  他重複地講
[00:05:29.000 --> 00:05:31.000]  神啊,我的所為你作的功
[00:05:31.000 --> 00:05:33.000]  求祢建立
[00:05:33.000 --> 00:05:35.000]  神啊,我的所為你作的功
[00:05:35.000 --> 00:05:36.000]  求祢建立
[00:05:36.000 --> 00:05:38.000]  這個重複的話語
