
[00:00:00.000 --> 00:00:07.800]  七章五節提到耶和華神會伸手攻擊埃及地
[00:00:07.800 --> 00:00:14.200]  從以色列人的中間,他做了一個很大的作為
[00:00:14.200 --> 00:00:15.800]  我們知道是十災
[00:00:15.800 --> 00:00:19.800]  當中的十災讓埃及人知道耶和華是神
[00:00:19.800 --> 00:00:24.000]  大家熟悉的十災,例如河水變為血
[00:00:24.000 --> 00:00:27.600]  河裡有青蛙,泥土有塞
[00:00:27.600 --> 00:00:32.600]  蒼蠅有染疫,畜生有山瘡
[00:00:32.600 --> 00:00:37.600]  有冰雹,有蝗蟲,天地黑暗等等
[00:00:37.600 --> 00:00:46.600]  這些災不單止是希望法老提示警號
[00:00:46.600 --> 00:00:50.600]  叫他快點釋放屬神的子民
[00:00:50.600 --> 00:00:56.600]  每一個災好像越來越嚴重,牽連性越來越大
[00:00:56.600 --> 00:01:03.600]  但每一個災背後涉及埃及人所敬拜的不同神明
[00:01:03.600 --> 00:01:09.600]  舉一個例子,埃及人敬拜太陽神
[00:01:09.600 --> 00:01:16.600]  這個太陽神是掌管
[00:01:16.600 --> 00:01:25.600]  有太陽代表豐收,有很多新畜農作物,富庶
[00:01:25.600 --> 00:01:28.600]  有很多經濟效益的太陽
[00:01:28.600 --> 00:01:30.600]  所以埃及人敬拜太陽神
[00:01:30.600 --> 00:01:35.600]  但我們知道第九災,三日三夜全地黑暗
[00:01:35.600 --> 00:01:39.600]  所以埃及人很驚訝,為什麼我們的太陽神去了哪裡
[00:01:39.600 --> 00:01:48.600]  所以每一個災背後要突顯出耶和華神超越所有埃及神
[00:01:48.600 --> 00:01:50.600]  與別不同的神
[00:01:50.600 --> 00:01:56.600]  藉著這些災讓埃及人知道唯有耶和華是獨一的
[00:01:56.600 --> 00:02:03.600]  其他神都是在他之下,所謂敬拜的神是虛假的
[00:02:03.600 --> 00:02:10.600]  第九災之後,下一張,我控制不了
[00:02:10.600 --> 00:02:16.600]  第九災之後,耶和華神叫摩西去見法老
[00:02:16.600 --> 00:02:22.600]  他說再有一個災,我們知道這個災是第十災,最後一個災
[00:02:22.600 --> 00:02:27.600]  這個災帶來要在法老和埃及地傳遞
[00:02:27.600 --> 00:02:32.600]  這個災我看有兩個負面的影響
[00:02:32.600 --> 00:02:35.600]  也有兩個正面的影響
[00:02:35.600 --> 00:02:43.600]  負面的影響就是在埃及和法老的傳遞
[00:02:43.600 --> 00:02:47.600]  在第一節說,第一個負面影響就是
[00:02:47.600 --> 00:02:52.600]  這個災,第十災之後,法老會做一個最終的決定
[00:02:52.600 --> 00:02:55.600]  這個決定有別於前九個災
[00:02:55.600 --> 00:02:57.600]  前九個災他也不會做這個決定
[00:02:57.600 --> 00:03:04.600]  但第十災他會做,這個災的決定就是讓以色列人離開
[00:03:04.600 --> 00:03:08.600]  並且趕他們走
[00:03:08.600 --> 00:03:14.600]  趕他們走,趕以色列人走,帶來一個很嚴重的後果
[00:03:14.600 --> 00:03:16.600]  對埃及人來說是負面的後果
[00:03:16.600 --> 00:03:17.600]  是什麼負面後果呢?
[00:03:17.600 --> 00:03:21.600]  我們知道第一章開始記載
[00:03:21.600 --> 00:03:29.600]  埃及人去管轄以色列人建造了兩個儲存穀物的城
[00:03:29.600 --> 00:03:34.600]  就是比東和蘭塞,在第十一節,一章十一節
[00:03:34.600 --> 00:03:37.600]  要找奴隸去建兩個城
[00:03:37.600 --> 00:03:44.600]  以至仿如昔日約瑟有七年的豐收,七年的旱災
[00:03:44.600 --> 00:03:46.600]  這兩個城就是儲存穀物
[00:03:46.600 --> 00:03:51.600]  以免有旱災的時候仍然有糧食
[00:03:51.600 --> 00:03:57.600]  現在沒有工人的時候,對埃及人來說帶來很大的困擾
[00:03:57.600 --> 00:04:02.600]  所以為什麼在夏文,在兩個星期之後說洪海事件
[00:04:02.600 --> 00:04:05.600]  第十四章第五節,突然在法老
[00:04:05.600 --> 00:04:10.600]  突然想起為什麼把以色列人放在地上
[00:04:10.600 --> 00:04:12.600]  那誰來做事呢?
[00:04:12.600 --> 00:04:17.600]  好像突然之間你們當中有些傭工在家裡
[00:04:17.600 --> 00:04:25.600]  突然間傭工放假,誰來拖地?誰來洗碗?誰來買菜?誰來煮飯?
[00:04:25.600 --> 00:04:28.600]  突然之間想起工人這麼重要
[00:04:28.600 --> 00:04:32.600]  這是第一個負面的影響
[00:04:32.600 --> 00:04:34.600]  第二個負面的影響是什麼呢?
[00:04:34.600 --> 00:04:38.600]  就是這個災會殺光所有的投薪
[00:04:38.600 --> 00:04:46.600]  從最頂層的法老,到最底層的那些僕僻,奴隸
[00:04:46.600 --> 00:04:49.600]  甚至是投薪的新畜,全部都要死
[00:04:49.600 --> 00:04:54.600]  法老的,屬於埃及的投薪的都要死
[00:04:54.600 --> 00:04:57.600]  從來沒有試過的,後來都不會發生
[00:04:57.600 --> 00:05:01.600]  是獨一的事件,在歷史當中
[00:05:01.600 --> 00:05:08.600]  這個事件使全地都呼喊,呼喊,很慘的一件事
[00:05:08.600 --> 00:05:15.600]  這件事有一個舊約學者說
[00:05:15.600 --> 00:05:19.600]  其實出埃及的是說救贖,我們只說拯救,救贖
[00:05:19.600 --> 00:05:26.600]  救贖其中一個很特別的元素,或者重點就是說separation
[00:05:26.600 --> 00:05:31.600]  在第七節,大家看到
[00:05:31.600 --> 00:05:38.600]  至於以色列中,無論是人是新畜,連狗也不敢向他們搖舌
[00:05:38.600 --> 00:05:45.600]  好叫他們知道,耶和華是將埃及人和以色列人分別出來
[00:05:45.600 --> 00:05:47.600]  分別出來
[00:05:47.600 --> 00:05:52.600]  救贖是要將兩批人分別出來
[00:05:52.600 --> 00:05:56.600]  埃及人和以色列人分開的
[00:05:56.600 --> 00:05:59.600]  埃及人是屬於耶和華神的
[00:05:59.600 --> 00:06:05.600]  以色列人屬於耶和華神,但埃及人就不是
[00:06:05.600 --> 00:06:13.600]  所以這個分別出來,不單讓埃及人知道以色列人很獨特
[00:06:13.600 --> 00:06:17.600]  更加要不單是人的分別,而且剛才說到的十災
[00:06:17.600 --> 00:06:23.600]  是耶和華獨一的神和其他埃及眾神,都是分別出來的
[00:06:23.600 --> 00:06:25.600]  有separation的,分別出來的
[00:06:25.600 --> 00:06:29.600]  這個分別就讓全地,包括埃及人知道
[00:06:29.600 --> 00:06:33.600]  原來以色列民族獨特到一個什麼情況呢
[00:06:33.600 --> 00:06:39.600]  是唯有有一個耶和華神去管轄,或者帶領著這批人
[00:06:39.600 --> 00:06:46.600]  所以兩個負面的因素,就是沒有了一些以色列人作為奴隸
[00:06:46.600 --> 00:06:50.600]  也讓埃及人失去了全部投身的
[00:06:50.600 --> 00:06:58.600]  下一張,但是以色列子民和摩西得到兩個很正面的效果
[00:06:58.600 --> 00:07:00.600]  從第十災當中,兩個很正面的效果
[00:07:00.600 --> 00:07:03.600]  第一個正面的效果是什麼呢
[00:07:03.600 --> 00:07:11.600]  第二節第三節就說到,當埃及人趕走所有的以色列子民的時候
[00:07:11.600 --> 00:07:16.600]  以色列子民從埃及人手中得到很多好處
[00:07:16.600 --> 00:07:19.600]  金、銀、珠寶等等
[00:07:19.600 --> 00:07:25.600]  這個在三章的二十一節和十二章下文的三十五節都會說到
[00:07:25.600 --> 00:07:30.600]  下個星期,Angel說到的就是十災,最後一災,如月節
[00:07:30.600 --> 00:07:35.600]  都是說這些的,下個星期Angel再詳細的跟大家講述
[00:07:35.600 --> 00:07:46.600]  第二個正面的效果就是,摩西在所有埃及人的眼中被看為尊大
[00:07:46.600 --> 00:07:51.600]  被看為很獨特
[00:07:51.600 --> 00:07:59.600]  所有的人都看到摩西的強盛
[00:07:59.600 --> 00:08:04.600]  其實看到摩西的偉大,是有一個象徵的
[00:08:04.600 --> 00:08:06.600]  這個象徵是什麼呢
[00:08:06.600 --> 00:08:11.600]  我們知道從但義理書第三章,三個朋友在火搖中
[00:08:11.600 --> 00:08:16.600]  和但義理書第六章,當但義理在獅子坑中
[00:08:16.600 --> 00:08:23.600]  當但義理和他三個朋友在這麼極端的情況下仍然存活
[00:08:23.600 --> 00:08:30.600]  尼泊爾格尼撒王,或者其他王看到這個狀況的時候
[00:08:30.600 --> 00:08:40.600]  他們會稱這三個朋友和但義理的神為最大最偉大
[00:08:40.600 --> 00:08:47.600]  不單止外邦人看到但義理和三個朋友的特殊
[00:08:47.600 --> 00:08:52.600]  他們也看到他們所相信的神,背後的神有多厲害
[00:08:52.600 --> 00:08:55.600]  所以摩西被眾人看為尊大的時候
[00:08:55.600 --> 00:09:00.600]  這代表著摩西所相信的神被看為尊大
[00:09:00.600 --> 00:09:08.600]  所以第十個哉,對以色列和摩西來說當然是好的
[00:09:08.600 --> 00:09:14.600]  但對法老和埃及人來說是極差的狀況
[00:09:14.600 --> 00:09:20.600]  同一個事件,你會看到有好和不好的出現
[00:09:20.600 --> 00:09:27.600]  同一個事件,你會看到神施行公義的審判
[00:09:27.600 --> 00:09:31.600]  但也施行他的極大的慈愛
[00:09:31.600 --> 00:09:35.600]  同一個事件,一個暗蔽的兩面
[00:09:35.600 --> 00:09:37.600]  可以是好的,可以是不好的
[00:09:37.600 --> 00:09:43.600]  神的公義和慈愛其實常常在經文出現
[00:09:43.600 --> 00:09:51.600]  在詩篇89篇第14節,公義和公平是你的補助根基
[00:09:51.600 --> 00:09:54.600]  慈愛和誠實行在你面前
[00:09:54.600 --> 00:10:00.600]  詩篇85篇第10節,慈愛和誠實彼此相遇,公義和平安彼此相親
[00:10:00.600 --> 00:10:06.600]  詩篇145篇第17節,耶和華在他一切所行的無不公義
[00:10:06.600 --> 00:10:08.600]  在他一世所做的都有慈愛
[00:10:08.600 --> 00:10:15.600]  特別在136篇的時候,他引述出埃及第十災的時候
[00:10:15.600 --> 00:10:20.600]  136篇經常說耶和華的慈愛永遠長存
[00:10:20.600 --> 00:10:22.600]  這是一個重複性的字句
[00:10:22.600 --> 00:10:27.600]  但他也會說到當耶和華神擊殺埃及的長子
[00:10:27.600 --> 00:10:30.600]  當他領以色列人出埃及的時候
[00:10:30.600 --> 00:10:36.600]  施展大能的蚌臂的時候,耶和華的慈愛永遠長存
[00:10:36.600 --> 00:10:42.600]  公義出現,慈愛出現,並不是先後之分
[00:10:42.600 --> 00:10:48.600]  而是同時間,在同一個事件,神施行他的公義和慈愛
[00:10:48.600 --> 00:10:52.600]  神同時間施行他的公義和慈愛
[00:10:52.600 --> 00:10:57.600]  就凸顯到一個很重要的屬性,就是今天的主題
[00:10:57.600 --> 00:11:02.600]  神主權性的因典
[00:11:02.600 --> 00:11:10.600]  我們要問的是,為什麼耶和華神向埃及和法老王的法老
[00:11:10.600 --> 00:11:16.600]  而向以色列和摩西施恩、施慈愛
[00:11:16.600 --> 00:11:19.600]  為什麼兩批人會這麼不同呢?
[00:11:19.600 --> 00:11:22.600]  下一張,麻煩你
[00:11:22.600 --> 00:11:28.600]  我們從出埃及的第五章看到,法老從來都不聽摩西的話
[00:11:28.600 --> 00:11:34.600]  因為他會越來越惡待以色列的子民
[00:11:34.600 --> 00:11:38.600]  每一個災,法老都看到,但每一個災之後
[00:11:38.600 --> 00:11:43.600]  他都會說法老是硬心,硬心就是說他很頑固
[00:11:43.600 --> 00:11:47.600]  不信,還有他覺得很驕傲等等
[00:11:47.600 --> 00:11:57.600]  他不可一世,自己是全埃及地最高的,為什麼要聽他說呢?
[00:11:57.600 --> 00:12:03.600]  不過為什麼法老硬心呢?是有原因的,因為今天的經文第十節說了原因
[00:12:03.600 --> 00:12:11.600]  這個原因就是說,其實是耶和華使法老心硬
[00:12:11.600 --> 00:12:17.600]  法老為什麼不容許以色列子民離開埃及地呢?
[00:12:17.600 --> 00:12:23.600]  就因為是耶和華神命定這樣做
[00:12:23.600 --> 00:12:31.600]  是耶和華神說要掌管著法老的心,成為一個硬心
[00:12:31.600 --> 00:12:36.600]  以至以色列子民仍然落在一個困境當中
[00:12:36.600 --> 00:12:40.600]  很難想像
[00:12:40.600 --> 00:12:49.600]  R.C. Sproul在下面說,怎樣讓法老的心硬呢?
[00:12:49.600 --> 00:12:52.600]  或者讓我們的心硬呢?其實很簡單
[00:12:52.600 --> 00:13:01.600]  神做一件事,就是收回他對我們的慈愛
[00:13:01.600 --> 00:13:04.600]  收回他的恩典
[00:13:04.600 --> 00:13:10.600]  當他收回神向我們施恩的時候,我們的心就剛硬
[00:13:10.600 --> 00:13:16.600]  抵擋神,離開神,偏行紀號
[00:13:16.600 --> 00:13:22.600]  我們知道法老是這樣掌權,以至法老心硬
[00:13:22.600 --> 00:13:26.600]  以色列子民仍然在圍爐之地
[00:13:26.600 --> 00:13:35.600]  但是為什麼最終耶和華神會讓以色列子民離開埃及呢?
[00:13:35.600 --> 00:13:39.600]  我們又看到,其實在第三節說
[00:13:39.600 --> 00:13:45.600]  第三節說,耶和華叫百姓在埃及人眼前蒙恩
[00:13:45.600 --> 00:13:52.600]  以色列子民能夠離開埃及蒙恩,也是耶和華神的作為
[00:13:52.600 --> 00:14:00.600]  明白嗎?法老硬心,以色列子民蒙恩,同時也是耶和華神的作為
[00:14:00.600 --> 00:14:08.600]  所以為什麼在下文第15章,摩西唱歌,還差耶和華
[00:14:08.600 --> 00:14:11.600]  還差耶和華慈愛
[00:14:11.600 --> 00:14:18.600]  以色列子民在這樣的處境,離開埃及的時候
[00:14:18.600 --> 00:14:25.600]  很肯定一件事,就是神向他們施予慈愛,施予恩典
[00:14:25.600 --> 00:14:32.600]  再問,為什麼耶和華神要讓以色列子民
[00:14:32.600 --> 00:14:36.600]  領受他們自己的恩典和慈愛呢?
[00:14:36.600 --> 00:14:40.600]  大家能不能按到?按不到,下一章吧
[00:14:40.600 --> 00:14:43.600]  在《新明紀》第七章,大家都很熟悉經文
[00:14:43.600 --> 00:14:49.600]  它說到耶和華神為什麼會愛以色列子民
[00:14:49.600 --> 00:14:53.600]  它說耶和華是專愛你們的,選你們的
[00:14:53.600 --> 00:14:57.600]  並且不是因為你們人數多於別萬,不是
[00:14:57.600 --> 00:15:01.600]  原來你們人數是在萬民當中最少的
[00:15:01.600 --> 00:15:07.600]  只是因為耶和華神愛你們,又要手向你們祖所起的誓
[00:15:07.600 --> 00:15:09.600]  就用大能的手,讓你們出來
[00:15:09.600 --> 00:15:16.600]  從遺奴的之家救贖你們脫離的埃及和法老的手
[00:15:16.600 --> 00:15:22.600]  耶和華神為什麼愛以色列子民,拯救他們離開埃及呢?
[00:15:22.600 --> 00:15:27.600]  這裡說了只有一個原因,就是耶和華神愛你們
[00:15:27.600 --> 00:15:30.600]  其實沒有答案
[00:15:30.600 --> 00:15:35.600]  我愛你,耶和華神愛你,以色列子民
[00:15:35.600 --> 00:15:40.600]  我愛柴酸家,就是因為我愛柴酸家
[00:15:40.600 --> 00:15:46.600]  早一個星期,Candle傳道給了我們照片
[00:15:46.600 --> 00:15:48.600]  我們兩個同工看
[00:15:48.600 --> 00:15:55.600]  她帶著幾個月大的寶寶去泳池游泳
[00:15:55.600 --> 00:16:04.600]  那張照片中,寶寶就躺在Candle的肚腩上
[00:16:04.600 --> 00:16:10.600]  Candle就很享受地躺著
[00:16:10.600 --> 00:16:14.600]  寶寶就躺在肚腩上,當然是非常淺水
[00:16:14.600 --> 00:16:18.600]  Candle就很開心
[00:16:18.600 --> 00:16:22.600]  她開心,她愛寶寶
[00:16:22.600 --> 00:16:29.600]  我問同一個問題,為什麼爸爸會這麼愛女兒呢?
[00:16:29.600 --> 00:16:35.600]  除了前世的情人之外,為什麼爸爸會這麼愛女兒呢?
