
[00:00:00.000 --> 00:00:06.000]  我知道星期五晚很趕
[00:00:06.000 --> 00:00:08.000]  很多人放工趕到來
[00:00:08.000 --> 00:00:10.000]  很多人還未吃飯
[00:00:10.000 --> 00:00:12.000]  我不叫你們舉手了
[00:00:12.000 --> 00:00:14.000]  因為剛才舉了很多次
[00:00:14.000 --> 00:00:21.000]  剛才主席陳弟兄說
[00:00:21.000 --> 00:00:25.000]  今天是我們北角宣導會
[00:00:25.000 --> 00:00:27.000]  五十週年的一個
[00:00:27.000 --> 00:00:29.000]  唐慶其中一個報道會
[00:00:29.000 --> 00:00:33.000]  五十週年是一個生日
[00:00:33.000 --> 00:00:35.000]  所以剛才舉行了一場生日會
[00:00:35.000 --> 00:00:38.000]  我一直在等他還有另外一件事問人
[00:00:38.000 --> 00:00:45.000]  就是五十這個數目
[00:00:45.000 --> 00:00:47.000]  對於我特別重要
[00:00:47.000 --> 00:00:51.000]  你問十月四號生日
[00:00:51.000 --> 00:00:53.000]  又問十月生日
[00:00:53.000 --> 00:00:56.000]  又不問今天誰五十歲
[00:00:56.000 --> 00:01:02.000]  我二十歲的時候就來北角宣導會
[00:01:02.000 --> 00:01:04.000]  到現在三十年
[00:01:04.000 --> 00:01:06.000]  所以我算自己的家人
[00:01:06.000 --> 00:01:09.000]  北角宣導會和我特別有緣
[00:01:09.000 --> 00:01:12.000]  因為北角宣導會這麼久
[00:01:12.000 --> 00:01:14.000]  我就這麼久了
[00:01:14.000 --> 00:01:15.000]  我1952年出生
[00:01:15.000 --> 00:01:18.000]  我不是女人所以不怕告訴你我幾歲
[00:01:18.000 --> 00:01:20.000]  我1952年出生
[00:01:20.000 --> 00:01:22.000]  所以北角宣導會慶祝多少年
[00:01:22.000 --> 00:01:24.000]  唐慶我就多少歲
[00:01:24.000 --> 00:01:27.000]  今年是五十年的唐慶
[00:01:27.000 --> 00:01:29.000]  我就五十歲
[00:01:29.000 --> 00:01:31.000]  對我來說特別有意思
[00:01:31.000 --> 00:01:34.000]  這也是我答應說這兩晚的報道會
[00:01:34.000 --> 00:01:36.000]  其中一點點的原因
[00:01:36.000 --> 00:01:40.000]  因為上一年我在唐慶又是說報道會
[00:01:40.000 --> 00:01:42.000]  其實我的心就說
[00:01:42.000 --> 00:01:43.000]  不如等其他人說
[00:01:43.000 --> 00:01:45.000]  不要找我又再說
[00:01:45.000 --> 00:01:47.000]  難得唐慶這麼開心
[00:01:47.000 --> 00:01:49.000]  外面的人來慶祝一下
[00:01:49.000 --> 00:01:51.000]  後來你們邀請我的時候
[00:01:51.000 --> 00:01:54.000]  我最後都決定說
[00:01:54.000 --> 00:01:56.000]  不是霸佔著說
[00:01:56.000 --> 00:01:58.000]  有個心意
[00:01:58.000 --> 00:02:00.000]  第一我想慶祝唐慶
[00:02:00.000 --> 00:02:02.000]  也神給我這麼大的恩典
[00:02:02.000 --> 00:02:03.000]  五十歲
[00:02:03.000 --> 00:02:05.000]  作為一個自己的慶祝
[00:02:05.000 --> 00:02:07.000]  也都是慶祝北角宣導會
[00:02:07.000 --> 00:02:09.000]  我自己心上的一件事
[00:02:09.000 --> 00:02:12.000]  我和弟兄姊妹教友都很熟
[00:02:12.000 --> 00:02:14.000]  我相信在他們的心目中
[00:02:14.000 --> 00:02:17.000]  如果我有什麼算是禮物
[00:02:17.000 --> 00:02:19.000]  可以送給北角宣導會
[00:02:19.000 --> 00:02:21.000]  自己的家作為一個
[00:02:21.000 --> 00:02:23.000]  小小的生日禮物的話
[00:02:23.000 --> 00:02:25.000]  我相信我是盡我的力量
[00:02:25.000 --> 00:02:27.000]  這兩晚說好報道會
[00:02:27.000 --> 00:02:29.000]  等神自己的恩典
[00:02:29.000 --> 00:02:30.000]  拯救我們當中的人
[00:02:30.000 --> 00:02:32.000]  尤其是我們很多會友
[00:02:32.000 --> 00:02:34.000]  你希望他很久
[00:02:34.000 --> 00:02:35.000]  等了他很久
[00:02:35.000 --> 00:02:37.000]  很想他信主的親友
[00:02:37.000 --> 00:02:40.000]  今天可能他就坐在你身邊
[00:02:40.000 --> 00:02:42.000]  所以每一個你來的朋友
[00:02:42.000 --> 00:02:43.000]  對於我們來說
[00:02:43.000 --> 00:02:45.000]  你都是很寶貴的
[00:02:45.000 --> 00:02:47.000]  今晚我很願意
[00:02:47.000 --> 00:02:49.000]  盡我的力量去說
[00:02:49.000 --> 00:02:51.000]  我自己不算什麼
[00:02:51.000 --> 00:02:54.000]  但我希望將愛的上帝
[00:02:54.000 --> 00:02:56.000]  我們的神介紹給你
[00:02:56.000 --> 00:02:58.000]  讓你在人生的路上
[00:02:58.000 --> 00:03:01.000]  走出去永恆的第一步
[00:03:01.000 --> 00:03:03.000]  一個突破
