
[00:00:00.000 --> 00:00:02.000]  我們很感激神
[00:00:02.000 --> 00:00:06.000]  我們繼續可以在崇拜當中一起讀神的話
[00:00:06.000 --> 00:00:08.000]  大家知道這段時間讀《大義理書》的時候
[00:00:08.000 --> 00:00:11.000]  我們看到上帝有一個很清楚的訊息
[00:00:11.000 --> 00:00:13.000]  就是這位上帝告訴我們
[00:00:13.000 --> 00:00:17.000]  祂在人的世間中掌權
[00:00:17.000 --> 00:00:20.000]  黑暗是短暫的
[00:00:20.000 --> 00:00:27.000]  神要帶來了祂的聖潔和光榮在我們中間
[00:00:27.000 --> 00:00:28.000]  當我們讀到《大義理》的時候
[00:00:28.000 --> 00:00:33.000]  你會發覺祂的生命是充滿著義的生命
[00:00:33.000 --> 00:00:35.000]  在聖經《以西傑書》特別提到
[00:00:35.000 --> 00:00:41.000]  在教育聖經裏面有三位被神喜愛的義人
[00:00:41.000 --> 00:00:46.000]  有羅亞、約伯和大義理
[00:00:46.000 --> 00:00:49.000]  聖經提到這三位義人
[00:00:49.000 --> 00:00:52.000]  他們是被神所閱立的
[00:00:52.000 --> 00:00:54.000]  而聖經在新玉裏面提到義人的時候
[00:00:54.000 --> 00:00:55.000]  特別提到一件事情
[00:00:55.000 --> 00:00:59.000]  「義人必因信得生」
[00:00:59.000 --> 00:01:03.000]  很多屬神的人都會經歷在世上我們有的日子
[00:01:03.000 --> 00:01:05.000]  沒錯有神給我們各樣的恩惠
[00:01:05.000 --> 00:01:11.000]  但裏面同時會出現很多不同的患難或者危機
[00:01:11.000 --> 00:01:13.000]  在這些患難當中
[00:01:13.000 --> 00:01:15.000]  神走路免礙我們
[00:01:15.000 --> 00:01:17.000]  祂說你們要忍耐
[00:01:17.000 --> 00:01:19.000]  你們必須要忍耐
[00:01:19.000 --> 00:01:21.000]  在《白鷺書》十一章所說
[00:01:21.000 --> 00:01:25.000]  指你們行完神的旨意
[00:01:25.000 --> 00:01:28.000]  神的旨意是容許我們在這些情況之下
[00:01:28.000 --> 00:01:30.000]  面對各樣的患難
[00:01:30.000 --> 00:01:32.000]  但祂面臨我們要忍耐
[00:01:32.000 --> 00:01:36.000]  行完神的旨意就可以得著所應許
[00:01:36.000 --> 00:01:38.000]  然後主安慰我們
[00:01:38.000 --> 00:01:40.000]  因為患有一點點的時候
[00:01:40.000 --> 00:01:42.000]  那要來的就來
[00:01:42.000 --> 00:01:45.000]  並不遲而每遲
[00:01:45.000 --> 00:01:46.000]  在最適合的時候
[00:01:46.000 --> 00:01:49.000]  神就要來到了
[00:01:49.000 --> 00:01:51.000]  然後最後
[00:01:51.000 --> 00:01:53.000]  聖經就加上一句說話
[00:01:53.000 --> 00:01:58.000]  因為疑人必因信得心
[00:01:58.000 --> 00:02:01.000]  為什麼能夠成為疑人
[00:02:01.000 --> 00:02:04.000]  因為他有信心
[00:02:04.000 --> 00:02:08.000]  這種信心表現出在生活的忍耐上面
[00:02:08.000 --> 00:02:11.000]  面對那些困難的時候仍然忍耐
[00:02:11.000 --> 00:02:16.000]  也都表現出在那種堅持上面
[00:02:16.000 --> 00:02:18.000]  仍然行義
[00:02:18.000 --> 00:02:20.000]  仍然保持他裡面的良善
[00:02:20.000 --> 00:02:23.000]  仍然繼續忠心向神
[00:02:23.000 --> 00:02:25.000]  堅持到底
[00:02:25.000 --> 00:02:26.000]  聖經就說
[00:02:26.000 --> 00:02:30.000]  這些疑人他們因信得心
[00:02:30.000 --> 00:02:33.000]  當你看回大顯祢的人生的時候
[00:02:33.000 --> 00:02:34.000]  你就發覺
[00:02:34.000 --> 00:02:37.000]  在他生命裡面面對著很多危機的時候
[00:02:37.000 --> 00:02:40.000]  他仍然忍耐行神的道
[00:02:40.000 --> 00:02:43.000]  他仍然堅持他的義
[00:02:43.000 --> 00:02:48.000]  因為他相信神掌管著一切
[00:02:48.000 --> 00:02:52.000]  因為他相信前面神給的盼望
[00:02:52.000 --> 00:02:57.000]  所以他很安然地面對他眼前的困難
[00:02:57.000 --> 00:02:59.000]  我們今天來到第九章的時候
[00:02:59.000 --> 00:03:00.000]  我們繼續思想
[00:03:00.000 --> 00:03:03.000]  特別從他的禱文當中
[00:03:03.000 --> 00:03:06.000]  我們去看回這個疑人究竟是怎樣的
[00:03:06.000 --> 00:03:08.000]  他怎樣活出他的人生
[00:03:08.000 --> 00:03:11.000]  然後在他的異的生活裡面
[00:03:11.000 --> 00:03:16.000]  上帝怎樣將未來的事情向他顯明
[00:03:16.000 --> 00:03:20.000]  更加讓他知道上帝那種掌權
[00:03:20.000 --> 00:03:22.000]  也都透過他
[00:03:22.000 --> 00:03:24.000]  將這種神掌權的盼望
[00:03:24.000 --> 00:03:27.000]  傳達給當時很多很多
[00:03:27.000 --> 00:03:30.000]  在困難當中的弟兄姊妹
[00:03:30.000 --> 00:03:32.000]  包括了今天你和我
[00:03:32.000 --> 00:03:35.000]  所以我們今天一起再看回第九章
[00:03:35.000 --> 00:03:37.000]  首先我們思想的就是大顯祢
[00:03:37.000 --> 00:03:38.000]  祂在開始的時候
[00:03:38.000 --> 00:03:42.000]  祂有一個很深切的認罪的祈禱
[00:03:42.000 --> 00:03:44.000]  祂為何會這樣祈禱呢?
[00:03:44.000 --> 00:03:47.000]  是因為祂讀到聖經耶利米蘇
[00:03:47.000 --> 00:03:48.000]  當你這樣看的時候
[00:03:48.000 --> 00:03:52.000]  你會留意到耶利米蘇當時已經廣泛
[00:03:52.000 --> 00:03:55.000]  是被整體的神的百姓
[00:03:55.000 --> 00:03:57.000]  看為神的經書
[00:03:57.000 --> 00:04:00.000]  然後在當中他們一齊去研讀
[00:04:00.000 --> 00:04:01.000]  讀的時候
[00:04:01.000 --> 00:04:03.000]  聖經就說大顯祢體會到
[00:04:03.000 --> 00:04:05.000]  神原來指明
[00:04:05.000 --> 00:04:08.000]  耶路撒冷雖然經歷毀壞
[00:04:08.000 --> 00:04:10.000]  現在變得荒廢
[00:04:10.000 --> 00:04:13.000]  但是七十年之後
[00:04:13.000 --> 00:04:18.000]  耶路撒冷城會重新被建造
[00:04:18.000 --> 00:04:21.000]  當祂知道神自己的應許
[00:04:21.000 --> 00:04:23.000]  神自己的計劃之後
[00:04:23.000 --> 00:04:26.000]  祂心裏面有一個很明顯的回應
[00:04:26.000 --> 00:04:28.000]  就是祈禱
[00:04:28.000 --> 00:04:34.000]  大家看回聖經文的前面第九章第三節
[00:04:34.000 --> 00:04:36.000]  第九章第三節
[00:04:36.000 --> 00:04:37.000]  聖經就說
[00:04:37.000 --> 00:04:40.000]  於是我轉向主神
[00:04:40.000 --> 00:04:42.000]  祂禁食
[00:04:42.000 --> 00:04:44.000]  祂披麻蒙灰
[00:04:44.000 --> 00:04:47.000]  表達出那種謙卑尋求神的心
[00:04:47.000 --> 00:04:50.000]  然後藉著祈禱和懇求
[00:04:50.000 --> 00:04:53.000]  不單只是講述事情
[00:04:53.000 --> 00:04:55.000]  而是將自己整個心投入去
[00:04:55.000 --> 00:04:59.000]  懇切地去尋求神
[00:04:59.000 --> 00:05:01.000]  然後經文從第四節
[00:05:01.000 --> 00:05:04.000]  一直到下面的第十九節
