
[00:00:00.000 --> 00:00:04.000]  不要讓財貪財破壞家庭
[00:00:04.000 --> 00:00:06.000]  是我們今天思想的重點
[00:00:06.000 --> 00:00:08.000]  大家可能在不同的場合
[00:00:08.000 --> 00:00:09.000]  不同的報導
[00:00:09.000 --> 00:00:11.000]  聽到很多不同的家庭
[00:00:11.000 --> 00:00:13.000]  往往因為金錢的緣故
[00:00:13.000 --> 00:00:15.000]  本來是親人來的
[00:00:15.000 --> 00:00:17.000]  但是反目成仇
[00:00:17.000 --> 00:00:19.000]  是大家都會聽過的事情
[00:00:19.000 --> 00:00:20.000]  因此很多時候
[00:00:20.000 --> 00:00:22.000]  基督徒都會小心留心
[00:00:22.000 --> 00:00:24.000]  守衛著自己的家庭
[00:00:24.000 --> 00:00:27.000]  不要因為金錢的緣故
[00:00:27.000 --> 00:00:29.000]  以致我們破壞了
[00:00:29.000 --> 00:00:30.000]  或者危害了
[00:00:30.000 --> 00:00:33.000]  我們家人之間的關係
[00:00:33.000 --> 00:00:34.000]  我聽到一個消息
[00:00:34.000 --> 00:00:36.000]  就是有一個家庭
[00:00:36.000 --> 00:00:38.000]  當他的太太
[00:00:38.000 --> 00:00:41.000]  知道自己的丈夫買了房子
[00:00:41.000 --> 00:00:43.000]  他們雖然都曾經談過很多年
[00:00:43.000 --> 00:00:44.000]  說要賣房子
[00:00:44.000 --> 00:00:47.000]  突然間丈夫決心賣了
[00:00:47.000 --> 00:00:50.000]  太太聽到的時候很不開心
[00:00:50.000 --> 00:00:51.000]  她就說
[00:00:51.000 --> 00:00:53.000]  為什麼你不再等幾天
[00:00:53.000 --> 00:00:54.000]  等了幾天之後
[00:00:54.000 --> 00:00:56.000]  的確樓價再升了
[00:00:56.000 --> 00:00:59.000]  因此過去一段長時間
[00:00:59.000 --> 00:01:01.000]  太太每當發覺樓價
[00:01:01.000 --> 00:01:03.000]  是增加提升的時候
[00:01:03.000 --> 00:01:04.000]  她就很憤怒
[00:01:04.000 --> 00:01:06.000]  就不斷罵她丈夫
[00:01:06.000 --> 00:01:09.000]  為什麼你這麼早賣房子
[00:01:09.000 --> 00:01:11.000]  一路罵她
[00:01:11.000 --> 00:01:12.000]  但是當她一路
[00:01:12.000 --> 00:01:13.000]  責罵自己丈夫的時候
[00:01:13.000 --> 00:01:14.000]  慢慢她察覺
[00:01:14.000 --> 00:01:16.000]  丈夫越來越沉默
[00:01:16.000 --> 00:01:19.000]  越來越不想和她聊天
[00:01:19.000 --> 00:01:20.000]  而且有些時候
[00:01:20.000 --> 00:01:23.000]  有意無意就遲下班
[00:01:23.000 --> 00:01:24.000]  她開始發覺
[00:01:24.000 --> 00:01:27.000]  之間的關係出現問題
[00:01:27.000 --> 00:01:29.000]  問題在哪裡呢
[00:01:29.000 --> 00:01:31.000]  因為丈夫很怕太太
[00:01:31.000 --> 00:01:32.000]  經常罵他
[00:01:32.000 --> 00:01:34.000]  問題在哪裡呢
[00:01:34.000 --> 00:01:37.000]  因為太太很重視錢
[00:01:37.000 --> 00:01:39.000]  甚至到一個地步
[00:01:39.000 --> 00:01:41.000]  輕視了和丈夫的關係
[00:01:41.000 --> 00:01:44.000]  以至關係產生裂痕
[00:01:44.000 --> 00:01:46.000]  有些時候我們都未必
[00:01:46.000 --> 00:01:47.000]  會察覺到
[00:01:47.000 --> 00:01:48.000]  很多時候人的心
[00:01:48.000 --> 00:01:50.000]  很重視金錢
[00:01:50.000 --> 00:01:51.000]  以至輕視了關係
[00:01:51.000 --> 00:01:53.000]  帶來的傷害或者損失
[00:01:53.000 --> 00:01:55.000]  是更大
[00:01:55.000 --> 00:01:56.000]  如果大家會記得
[00:01:56.000 --> 00:01:57.000]  在聖經中
[00:01:57.000 --> 00:01:59.000]  上上講述這些事情
[00:01:59.000 --> 00:02:01.000]  其中十五章提及
[00:02:01.000 --> 00:02:07.000]  貪戀財利的妖害己家
[00:02:07.000 --> 00:02:08.000]  一個人貪戀財利
[00:02:08.000 --> 00:02:10.000]  帶來的最終結果
[00:02:10.000 --> 00:02:13.000]  是傷害妖害自己的家庭
[00:02:13.000 --> 00:02:15.000]  這正是我們上上
[00:02:15.000 --> 00:02:18.000]  看到的現實情況
[00:02:18.000 --> 00:02:19.000]  所以我們思想經文的時候
[00:02:19.000 --> 00:02:20.000]  都提醒
[00:02:20.000 --> 00:02:23.000]  求主幫助我們體重的
[00:02:23.000 --> 00:02:25.000]  是敬畏神
[00:02:25.000 --> 00:02:27.000]  仰望祂的公認
[00:02:27.000 --> 00:02:29.000]  重視和神的關係
[00:02:29.000 --> 00:02:32.000]  也同時重視和家人的關係
[00:02:32.000 --> 00:02:34.000]  多於金錢的利益
[00:02:34.000 --> 00:02:36.000]  我們一起思想聖經的說話
[00:02:36.000 --> 00:02:40.000]  大家先翻開創世紀第29章
[00:02:40.000 --> 00:02:47.000]  我們首先思想的是
[00:02:47.000 --> 00:02:49.000]  一個拉班人物
[00:02:49.000 --> 00:02:51.000]  他因為貪財
[00:02:51.000 --> 00:02:54.000]  破壞了和他的女兒之間的關係
[00:02:54.000 --> 00:02:56.000]  我們先看看第29章
[00:02:56.000 --> 00:02:58.000]  大家會記得上星期我們提到
[00:02:58.000 --> 00:03:01.000]  雅各離開了自己的父家
[00:03:01.000 --> 00:03:04.000]  因為怕被自己的哥哥二嫂追殺
[00:03:04.000 --> 00:03:07.000]  所以他就去投奔他的舅父拉班
[00:03:07.000 --> 00:03:08.000]  去到的時候
[00:03:08.000 --> 00:03:11.000]  拉傑就是舅父的女兒
[00:03:11.000 --> 00:03:13.000]  他很喜歡她
[00:03:13.000 --> 00:03:15.000]  因此第29章第18節
[00:03:15.000 --> 00:03:18.000]  他和舅父這樣說
[00:03:18.000 --> 00:03:21.000]  雅各愛拉傑
[00:03:21.000 --> 00:03:23.000]  所以對拉班說
[00:03:23.000 --> 00:03:25.000]  我願為你的小女兒拉傑
[00:03:25.000 --> 00:03:28.000]  服侍你七年
[00:03:28.000 --> 00:03:30.000]  這裡所說的七年是表示
[00:03:30.000 --> 00:03:33.000]  他是無條件服侍他的舅父
[00:03:33.000 --> 00:03:35.000]  以七年的工資
[00:03:35.000 --> 00:03:39.000]  作為對他的女兒的禮金
[00:03:39.000 --> 00:03:42.000]  因此他願意自己付出代價
