
[00:00:00.000 --> 00:00:03.000]  上行之師從120篇開始
[00:00:03.000 --> 00:00:05.000]  而我們今天選擇
[00:00:05.000 --> 00:00:07.000]  我們今天選擇121篇來讀
[00:00:07.000 --> 00:00:09.000]  我們有一個題目就是
[00:00:09.000 --> 00:00:10.000]  不惜的守護
[00:00:10.000 --> 00:00:12.000]  神對我們的保護
[00:00:12.000 --> 00:00:13.000]  對我們的守護
[00:00:13.000 --> 00:00:16.000]  是永遠不會止息的
[00:00:16.000 --> 00:00:18.000]  我們思想到一件事情就是
[00:00:18.000 --> 00:00:21.000]  因為上帝是我們的幫助
[00:00:21.000 --> 00:00:22.000]  因此首先我們思想就是
[00:00:22.000 --> 00:00:25.000]  我們怎樣能夠全心全意
[00:00:25.000 --> 00:00:26.000]  去依靠神
[00:00:26.000 --> 00:00:29.000]  以祂為我們的幫助
[00:00:29.000 --> 00:00:30.000]  不依靠其他
[00:00:30.000 --> 00:00:32.000]  只是單依靠神
[00:00:32.000 --> 00:00:34.000]  是我們的幫助
[00:00:34.000 --> 00:00:36.000]  所以大家先讀的是第一篇
[00:00:36.000 --> 00:00:39.000]  21篇的第一節第二節
[00:00:39.000 --> 00:00:42.000]  小英說我要向山舉目
[00:00:42.000 --> 00:00:44.000]  我們幫助從何而來
[00:00:44.000 --> 00:00:49.000]  我們幫助從造天地的耶和華而來
[00:00:49.000 --> 00:00:51.000]  每當我們讀這篇詩篇的時候
[00:00:51.000 --> 00:00:53.000]  一讀到向山舉目
[00:00:53.000 --> 00:00:56.000]  心就會想起一些自然界的景物
[00:00:56.000 --> 00:00:57.000]  這些自然界的景物
[00:00:57.000 --> 00:01:00.000]  會讓我們很多時候感受到神的偉大
[00:01:00.000 --> 00:01:03.000]  因此我們也會想聖經提醒我們
[00:01:03.000 --> 00:01:05.000]  轉移去思想神
[00:01:05.000 --> 00:01:08.000]  以致知道祂是我們的幫助
[00:01:08.000 --> 00:01:10.000]  這是我們的感受
[00:01:10.000 --> 00:01:12.000]  但當然當你看回聖經的時候
[00:01:12.000 --> 00:01:14.000]  留心當時的希伯來人
[00:01:14.000 --> 00:01:17.000]  他們見到山的時候
[00:01:17.000 --> 00:01:19.000]  他們的感受會很不同
[00:01:19.000 --> 00:01:21.000]  一大群的猶太人
[00:01:21.000 --> 00:01:23.000]  他們有很遠的地方
[00:01:23.000 --> 00:01:24.000]  走去耶路撒冷
[00:01:24.000 --> 00:01:27.000]  要去聖殿朝見神
[00:01:27.000 --> 00:01:28.000]  在路途當中
[00:01:28.000 --> 00:01:30.000]  看到周圍的山巒起伏
[00:01:30.000 --> 00:01:32.000]  他們看到什麼呢
[00:01:32.000 --> 00:01:34.000]  他們看到的是在山腰
[00:01:34.000 --> 00:01:36.000]  在山頂
[00:01:36.000 --> 00:01:38.000]  很多很多的神廟
[00:01:38.000 --> 00:01:40.000]  很多當時的異教
[00:01:40.000 --> 00:01:42.000]  他們敬拜他們的假神
[00:01:42.000 --> 00:01:46.000]  在這個神廟裡有神廟的祭司
[00:01:46.000 --> 00:01:48.000]  有很多廟裡的廟祭
[00:01:48.000 --> 00:01:52.000]  引誘很多人去敬拜這些假神
[00:01:52.000 --> 00:01:55.000]  路途裡有很多旅客
[00:01:55.000 --> 00:01:58.000]  這些旅客會很擔心遇到一些賊人
[00:01:58.000 --> 00:02:00.000]  遇到意外
[00:02:00.000 --> 00:02:02.000]  因此這些神廟告訴他們
[00:02:02.000 --> 00:02:04.000]  放心進來敬拜我們的假神
[00:02:04.000 --> 00:02:06.000]  讓你們平安
[00:02:06.000 --> 00:02:08.000]  放心來到我們會給你們幫助
[00:02:08.000 --> 00:02:10.000]  你們會有昌盛
[00:02:10.000 --> 00:02:13.000]  能夠得到你們想得到的
[00:02:13.000 --> 00:02:18.000]  因此看到這些山上各種神廟的時候
[00:02:18.000 --> 00:02:19.000]  這些人就問
[00:02:19.000 --> 00:02:24.000]  究竟我的幫助是從哪裡來的呢
[00:02:24.000 --> 00:02:26.000]  我不知道大家有沒有走過
[00:02:26.000 --> 00:02:30.000]  在港島區特別灣仔地區的山路
[00:02:30.000 --> 00:02:34.000]  有些在灣仔區中環區做工作的人
[00:02:34.000 --> 00:02:36.000]  有時候工作很沉重
[00:02:36.000 --> 00:02:38.000]  就找機會上去走一走山
[00:02:38.000 --> 00:02:42.000]  可能想起自己最近感情失意
[00:02:42.000 --> 00:02:44.000]  男朋友離開了自己
[00:02:44.000 --> 00:02:46.000]  走著走著就看到
[00:02:46.000 --> 00:02:49.000]  是恩怨石
[00:02:49.000 --> 00:02:51.000]  可能是有幫助的
[00:02:51.000 --> 00:02:52.000]  進去拜兩下
[00:02:52.000 --> 00:02:54.000]  或者他給我一個好的對象
[00:02:54.000 --> 00:02:57.000]  將來我會有一個好的家庭
[00:02:57.000 --> 00:02:59.000]  很多地方會告訴你
[00:02:59.000 --> 00:03:00.000]  你依靠我
[00:03:00.000 --> 00:03:01.000]  你尋求我
[00:03:01.000 --> 00:03:04.000]  我可以給你幫助
[00:03:04.000 --> 00:03:06.000]  當然不單止是一些神廟
[00:03:06.000 --> 00:03:09.000]  大家最近聽到在澳門的情況
[00:03:09.000 --> 00:03:11.000]  澳門經濟不斷發展
[00:03:11.000 --> 00:03:13.000]  很多的島嶼發展
[00:03:13.000 --> 00:03:15.000]  訪問一些大學生
[00:03:15.000 --> 00:03:18.000]  很多同學現在在賭場兼職
[00:03:18.000 --> 00:03:20.000]  不過可能不是兼職
[00:03:20.000 --> 00:03:21.000]  因為在賭場的時間
[00:03:21.000 --> 00:03:24.000]  多過讀書的時間
[00:03:24.000 --> 00:03:25.000]  甚至有些同學說
[00:03:25.000 --> 00:03:27.000]  不如都不用讀書了
[00:03:27.000 --> 00:03:29.000]  賭場的人工很高
[00:03:29.000 --> 00:03:31.000]  畢不畢業沒有問題
[00:03:31.000 --> 00:03:35.000]  因此很多人就轉移在賭場工作
[00:03:35.000 --> 00:03:36.000]  收入好
[00:03:36.000 --> 00:03:39.000]  因此都放心的消費
[00:03:39.000 --> 00:03:40.000]  很多報道就說
[00:03:40.000 --> 00:03:43.000]  現在澳門的人的消費很旺盛
[00:03:43.000 --> 00:03:46.000]  而且錢來得快
[00:03:46.000 --> 00:03:48.000]  用得快
[00:03:48.000 --> 00:03:51.000]  並且很多人的物慾很強
[00:03:51.000 --> 00:03:52.000]  很想買東西
[00:03:52.000 --> 00:03:54.000]  因此很多名標名牌子
[00:03:54.000 --> 00:03:57.000]  就很多人買
[00:03:57.000 --> 00:03:58.000]  有人告訴你
[00:03:58.000 --> 00:04:00.000]  你有什麼慾望
[00:04:00.000 --> 00:04:01.000]  你講出來吧
[00:04:01.000 --> 00:04:03.000]  你來賭場工作
[00:04:03.000 --> 00:04:07.000]  我就滿足到你的慾望
[00:04:07.000 --> 00:04:09.000]  社會上很多事情吸引我們
[00:04:09.000 --> 00:04:10.000]  告訴我們
[00:04:10.000 --> 00:04:12.000]  你只要跟隨我們
[00:04:12.000 --> 00:04:15.000]  我們就能夠滿足你的慾望
[00:04:15.000 --> 00:04:18.000]  這是很多時候世界對我們招手
[00:04:18.000 --> 00:04:19.000]  告訴我們
[00:04:19.000 --> 00:04:21.000]  你想得到什麼幫助
[00:04:21.000 --> 00:04:22.000]  你放心
[00:04:22.000 --> 00:04:24.000]  我們幫到你
[00:04:24.000 --> 00:04:26.000]  今天財務公司不斷告訴你
[00:04:26.000 --> 00:04:27.000]  放心
[00:04:27.000 --> 00:04:30.000]  我們幫到你
[00:04:30.000 --> 00:04:31.000]  我們向山舉目
[00:04:31.000 --> 00:04:34.000]  見到很多人向我們招手
[00:04:34.000 --> 00:04:35.000]  你會問一個問題
[00:04:35.000 --> 00:04:39.000]  究竟我的幫助從何而來
[00:04:39.000 --> 00:04:42.000]  聖經有很多朝聖者
[00:04:42.000 --> 00:04:45.000]  深刻地向神表示第二節
[00:04:45.000 --> 00:04:50.000]  我的幫助是從造天地的耶和華而來
[00:04:50.000 --> 00:04:51.000]  不是從人
[00:04:51.000 --> 00:04:53.000]  不是從其他的假神
[00:04:53.000 --> 00:04:55.000]  是從神而來
[00:04:55.000 --> 00:04:57.000]  表示對神全心倚靠的心
[00:04:57.000 --> 00:05:01.000]  也表示祂是全心地跟隨神
[00:05:01.000 --> 00:05:03.000]  按祂的旨意生活
[00:05:03.000 --> 00:05:04.000]  各位弟兄姊妹
[00:05:04.000 --> 00:05:06.000]  倚靠神不單說你去祈禱
[00:05:06.000 --> 00:05:08.000]  神啊你幫我吧
[00:05:08.000 --> 00:05:12.000]  而是在表明你決心在人生的路上
[00:05:12.000 --> 00:05:15.000]  按祂的旨意生活
[00:05:15.000 --> 00:05:16.000]  On His Way
[00:05:16.000 --> 00:05:17.000]  用英文說
[00:05:17.000 --> 00:05:19.000]  在祂的路上
[00:05:19.000 --> 00:05:22.000]  也表明了你是倚靠祂
[00:05:22.000 --> 00:05:26.000]  很多時候我們教會比較多中層的弟兄姊妹
[00:05:26.000 --> 00:05:29.000]  在社會上有中層階級的身份
[00:05:29.000 --> 00:05:31.000]  很多時候我們都會面對的情況
[00:05:31.000 --> 00:05:33.000]  我們遇到一些難處
[00:05:33.000 --> 00:05:35.000]  自然會怎樣呢
[00:05:35.000 --> 00:05:39.000]  首先評估一下形勢
[00:05:39.000 --> 00:05:40.000]  形勢是這樣
[00:05:40.000 --> 00:05:41.000]  立即部署
[00:05:41.000 --> 00:05:42.000]  這樣做
[00:05:42.000 --> 00:05:43.000]  這樣做
[00:05:43.000 --> 00:05:44.000]  這樣做
[00:05:44.000 --> 00:05:46.000]  這樣就可以解決問題
[00:05:46.000 --> 00:05:47.000]  按我們很多過往的經驗
[00:05:47.000 --> 00:05:50.000]  就會處理到當時的危難
[00:05:50.000 --> 00:05:53.000]  很多時候當人想很多方法的時候
[00:05:53.000 --> 00:05:54.000]  一誤為二
[00:05:54.000 --> 00:05:56.000]  偏離了真道
[00:05:56.000 --> 00:06:01.000]  去做他認為有果效的一些方法
[00:06:01.000 --> 00:06:04.000]  而產生的是危難
[00:06:04.000 --> 00:06:05.000]  以為解決問題
[00:06:05.000 --> 00:06:09.000]  但自己陷入更大的危險的處境裏面
[00:06:09.000 --> 00:06:12.000]  大家會記得聖經書第30章提到
[00:06:12.000 --> 00:06:16.000]  當時的猶太人面對著很多的外敵的入侵
[00:06:16.000 --> 00:06:19.000]  他們就說不如下去埃及
[00:06:19.000 --> 00:06:22.000]  埃及兵強馬壯
[00:06:22.000 --> 00:06:23.000]  借助他們的力量
[00:06:23.000 --> 00:06:26.000]  就可以抗拒我們的敵人
[00:06:26.000 --> 00:06:28.000]  在當中他們找到埃及的時候
[00:06:28.000 --> 00:06:31.000]  完全沒有想到倚靠神
[00:06:31.000 --> 00:06:33.000]  因此聖經書第30章就說
[00:06:33.000 --> 00:06:34.000]  好啊
[00:06:34.000 --> 00:06:36.000]  你們找埃及幫助你
[00:06:36.000 --> 00:06:41.000]  但你會知道埃及的法老的力量
[00:06:41.000 --> 00:06:46.000]  自終成為你的羞辱
[00:06:46.000 --> 00:06:47.000]  屬神的人
[00:06:47.000 --> 00:06:51.000]  在很多事情上倚靠其他的勢力
[00:06:51.000 --> 00:06:54.000]  倚靠自己的評估
[00:06:54.000 --> 00:06:55.000]  自己的估計
[00:06:55.000 --> 00:06:57.000]  而不去倚靠神
[00:06:57.000 --> 00:06:58.000]  行神的路
[00:06:58.000 --> 00:07:00.000]  這些被倚靠的
[00:07:00.000 --> 00:07:04.000]  可能自終成為他的羞辱
[00:07:04.000 --> 00:07:07.000]  這是聖經對我們的提醒
[00:07:07.000 --> 00:07:08.000]  當時已經表達了
[00:07:08.000 --> 00:07:09.000]  斯人他們的心智就是
[00:07:09.000 --> 00:07:13.000]  我們要全心倚靠創造天地的神
[00:07:13.000 --> 00:07:14.000]  然後聖經就描寫到
[00:07:14.000 --> 00:07:17.000]  神對我們有完全的保護
[00:07:17.000 --> 00:07:19.000]  在第三節這樣說
[00:07:19.000 --> 00:07:22.000]  他必不叫你的腳搖動
[00:07:22.000 --> 00:07:24.000]  保護你的必不打盹
[00:07:24.000 --> 00:07:26.000]  保護以色列的也不打盹
[00:07:26.000 --> 00:07:29.000]  也不睡覺
[00:07:29.000 --> 00:07:30.000]  行遠路的人
[00:07:30.000 --> 00:07:33.000]  有時候一不小心踩到一塊鬆的石頭
[00:07:33.000 --> 00:07:35.000]  會跌倒
[00:07:35.000 --> 00:07:37.000]  甚至滑落山坑
[00:07:37.000 --> 00:07:39.000]  或者不小心會滑倒
[00:07:39.000 --> 00:07:41.000]  很多的危險
[00:07:41.000 --> 00:07:42.000]  但聖經就說
[00:07:42.000 --> 00:07:43.000]  這位的上帝
[00:07:43.000 --> 00:07:47.000]  祂叫我們的腳不至於搖動
[00:07:47.000 --> 00:07:49.000]  因為祂會保護我們
[00:07:49.000 --> 00:07:51.000]  聖經說保護你的
[00:07:51.000 --> 00:07:54.000]  這個「你」是說個人的「你」
[00:07:54.000 --> 00:07:56.000]  神對你是一個很個人化的看顧
[00:07:56.000 --> 00:07:59.000]  祂知道你在哪個處境裏面
[00:07:59.000 --> 00:08:02.000]  然後祂會按你的處境來保護你
[00:08:02.000 --> 00:08:04.000]  不知道大家有沒有留意到
[00:08:04.000 --> 00:08:07.000]  這段經文總共有多少節呢
[00:08:07.000 --> 00:08:08.000]  有多少節呢
[00:08:08.000 --> 00:08:09.000]  八節
[00:08:09.000 --> 00:08:15.000]  但提及有保護的有多少次呢
[00:08:15.000 --> 00:08:17.000]  大家馬上可以數到
[00:08:17.000 --> 00:08:19.000]  有六次
[00:08:19.000 --> 00:08:21.000]  不是四次
[00:08:21.000 --> 00:08:27.000]  有六次提及保護保護保護保護保護保護
[00:08:27.000 --> 00:08:29.000]  不斷強調這位的上帝
[00:08:29.000 --> 00:08:31.000]  是保護你的
[00:08:31.000 --> 00:08:35.000]  祂是肯定地要來保護你的
[00:08:35.000 --> 00:08:37.000]  不單止保護你
[00:08:37.000 --> 00:08:39.000]  也保護所有屬祂的人
[00:08:39.000 --> 00:08:40.000]  在第四節說
[00:08:40.000 --> 00:08:41.000]  保護以色列的
[00:08:41.000 --> 00:08:43.000]  也意味著所有屬神的人
[00:08:43.000 --> 00:08:45.000]  祂都願意來保護我們
[00:08:45.000 --> 00:08:47.000]  有時候我們說
[00:08:47.000 --> 00:08:49.000]  神可能保護過團長
[00:08:49.000 --> 00:08:50.000]  未必保護我
[00:08:50.000 --> 00:08:51.000]  我的靈性這麼低
[00:08:51.000 --> 00:08:52.000]  光剛信主
[00:08:52.000 --> 00:08:54.000]  我想祂也未必能夠保護我
[00:08:54.000 --> 00:08:56.000]  聖經沒有分到你的年齡
[00:08:56.000 --> 00:08:58.000]  你的靈性
[00:08:58.000 --> 00:09:00.000]  你的背景是怎樣
[00:09:00.000 --> 00:09:02.000]  只是說每一個屬祂的人
[00:09:02.000 --> 00:09:05.000]  神都是保護我們
[00:09:05.000 --> 00:09:07.000]  聖經提及
[00:09:07.000 --> 00:09:09.000]  祂不單止保護我們每一個人
[00:09:09.000 --> 00:09:10.000]  在第五節說
[00:09:10.000 --> 00:09:11.000]  第五節
[00:09:11.000 --> 00:09:15.000]  保護你的是耶和華
[00:09:15.000 --> 00:09:16.000]  直接提及
[00:09:16.000 --> 00:09:19.000]  耶和華就是我們的保護者
[00:09:19.000 --> 00:09:23.000]  耶和華好像是一個特別的
[00:09:23.000 --> 00:09:24.000]  專有的名稱
[00:09:24.000 --> 00:09:27.000]  就是我們的保護者
[00:09:27.000 --> 00:09:30.000]  與我們之間有一個很個人的關係
[00:09:30.000 --> 00:09:34.000]  而且這個保護是直到永遠的
