
[00:00:00.000 --> 00:00:05.000]  昨日我們從第一章二十七到三十節,
[00:00:05.000 --> 00:00:09.000]  去看到保羅他呼籲菲律賓的信徒,
[00:00:09.000 --> 00:00:12.000]  亦呼籲所有歷代的信徒,
[00:00:12.000 --> 00:00:14.000]  包括我們今日,
[00:00:14.000 --> 00:00:16.000]  即將踏入二十一世紀的信徒,
[00:00:16.000 --> 00:00:22.000]  都要維持一個恰當、正直、純全的生命,
[00:00:22.000 --> 00:00:28.000]  特別要過一個與福音本質相稱的生活。
[00:00:28.000 --> 00:00:31.000]  同時他們都呼籲菲律賓信徒,
[00:00:31.000 --> 00:00:33.000]  要有一個同友的心志,
[00:00:33.000 --> 00:00:37.000]  為所傳的福音齊心努力。
[00:00:37.000 --> 00:00:40.000]  當他說到齊心努力的時候,
[00:00:40.000 --> 00:00:42.000]  即是表達了一個同一的心志,
[00:00:42.000 --> 00:00:44.000]  一起為一件事,
[00:00:44.000 --> 00:00:48.000]  大家一起在那裏努力。
[00:00:48.000 --> 00:00:51.000]  所以到第二章開始的時候,
[00:00:51.000 --> 00:00:55.000]  他就用一個同一的心志這個思想,
[00:00:55.000 --> 00:01:00.000]  作為他繼續的講論的一個基調。
[00:01:00.000 --> 00:01:03.000]  所以在第二章一到四節,
[00:01:03.000 --> 00:01:06.000]  就呼籲他們要同有一個心,
[00:01:06.000 --> 00:01:08.000]  要有合一的心。
[00:01:08.000 --> 00:01:11.000]  為什麼保羅要這樣呼籲呢?
[00:01:11.000 --> 00:01:13.000]  多多少少似乎是反映,
[00:01:13.000 --> 00:01:16.000]  他們在教會裏面是有些混亂,
[00:01:16.000 --> 00:01:18.000]  可能有些衝突,
[00:01:18.000 --> 00:01:20.000]  不是很和諧的現象,
[00:01:20.000 --> 00:01:23.000]  出現在教會裏面。
[00:01:23.000 --> 00:01:25.000]  我們知道他們都是一班愛主的人,
[00:01:25.000 --> 00:01:27.000]  但愛主的人仍然有意見,
[00:01:27.000 --> 00:01:31.000]  仍然有很多不和諧的關係。
[00:01:31.000 --> 00:01:36.000]  所以保羅很坦白的指出,
[00:01:36.000 --> 00:01:39.000]  你們凡事不可結黨。
[00:01:39.000 --> 00:01:41.000]  其實保羅這番說話很客氣的了,
[00:01:41.000 --> 00:01:44.000]  他還說凡事不可結黨,
[00:01:44.000 --> 00:01:47.000]  即是反映出教會裏面有結黨的事,
[00:01:47.000 --> 00:01:48.000]  如果沒有結黨的事,
[00:01:48.000 --> 00:01:50.000]  保羅不會這樣講的。
[00:01:50.000 --> 00:01:55.000]  即是教會裏面是有這種不理想的情況,
[00:01:55.000 --> 00:02:00.000]  甚至有可能有分裂的情況出現。
[00:02:00.000 --> 00:02:02.000]  其實他們在教會裏面,
[00:02:02.000 --> 00:02:04.000]  這種缺乏溫馨的,
[00:02:04.000 --> 00:02:05.000]  不合一的,
[00:02:05.000 --> 00:02:08.000]  沒有愛心的不理想情況,
[00:02:08.000 --> 00:02:11.000]  其實亦是今日普遍香港,
[00:02:11.000 --> 00:02:15.000]  以及很多世界其他教會裏面,
[00:02:15.000 --> 00:02:19.000]  所浮現出來的一些實際的現況。
[00:02:19.000 --> 00:02:22.000]  教會不是一個完美的,
[00:02:22.000 --> 00:02:26.000]  很多時候我們基督徒有一個錯誤的理解,
[00:02:26.000 --> 00:02:27.000]  以為來到教會,
[00:02:27.000 --> 00:02:28.000]  甚麼都是完美,
[00:02:28.000 --> 00:02:30.000]  甚麼都是最理想,
[00:02:30.000 --> 00:02:32.000]  但你如果日子越久,
[00:02:32.000 --> 00:02:38.000]  你就越發覺教會都不是那麼完美。
[00:02:38.000 --> 00:02:40.000]  昨天有位姊妹請我們吃午飯,
[00:02:40.000 --> 00:02:42.000]  都說教會痛心,
[00:02:42.000 --> 00:02:47.000]  其實教會實際是這樣的,
[00:02:47.000 --> 00:02:51.000]  不是說事事都是一樣,
[00:02:51.000 --> 00:02:53.000]  大家都是愛主耶穌,
[00:02:53.000 --> 00:02:55.000]  大家的心都是愛的,
[00:02:55.000 --> 00:02:56.000]  動機是對的,
[00:02:56.000 --> 00:02:58.000]  但卻是有不同的意見,
[00:02:58.000 --> 00:03:01.000]  所以就產生了不和諧,
[00:03:01.000 --> 00:03:03.000]  這種不理想的狀況。
[00:03:03.000 --> 00:03:06.000]  甚至有時候大家成為黨派,
[00:03:06.000 --> 00:03:08.000]  這裏一派,那裏一派,
[00:03:08.000 --> 00:03:10.000]  這亦是菲律賓教會,
[00:03:10.000 --> 00:03:13.000]  一個可羅索稱讚,
[00:03:13.000 --> 00:03:16.000]  說信心信仰都是好的教會,
[00:03:16.000 --> 00:03:18.000]  是一個實況。
[00:03:18.000 --> 00:03:21.000]  所以我們要放棄,
[00:03:21.000 --> 00:03:24.000]  一種不是很健康的,
[00:03:24.000 --> 00:03:25.000]  以為教會就是完美,
[00:03:25.000 --> 00:03:27.000]  所以來到教會見到不完美,
[00:03:27.000 --> 00:03:28.000]  就很失望,
[00:03:28.000 --> 00:03:29.000]  就很沮喪,
[00:03:29.000 --> 00:03:31.000]  有些人看到教會有問題,
[00:03:31.000 --> 00:03:34.000]  我自己在教會十幾年了,
[00:03:34.000 --> 00:03:37.000]  我洗過很多底,
[00:03:37.000 --> 00:03:38.000]  幫他們洗禮,
[00:03:38.000 --> 00:03:39.000]  加入了教會,
[00:03:39.000 --> 00:03:41.000]  但有一兩次我在地鐵站,
[00:03:41.000 --> 00:03:42.000]  問到,
[00:03:42.000 --> 00:03:44.000]  碰到這些在我教會,
[00:03:44.000 --> 00:03:49.000]  但現在沒有回來我們教會的弟兄姊妹,
[00:03:49.000 --> 00:03:53.000]  我問他為何不回來我們新環村道義,
[00:03:53.000 --> 00:03:57.000]  他說有人的問題,
[00:03:57.000 --> 00:03:59.000]  某某弟兄,某某姊妹,
[00:03:59.000 --> 00:04:01.000]  怎樣怎樣怎樣怎樣,
[00:04:01.000 --> 00:04:04.000]  就是因為可能很多弟兄姊妹,
[00:04:04.000 --> 00:04:05.000]  很多信主的人,
[00:04:05.000 --> 00:04:10.000]  以為教會是一個完美的地方,
[00:04:10.000 --> 00:04:12.000]  其實教會是有問題的,
[00:04:12.000 --> 00:04:16.000]  每一間教會都有問題的,
[00:04:16.000 --> 00:04:19.000]  昨日我們吃午飯的時候,
[00:04:19.000 --> 00:04:20.000]  林三光長老都說,
[00:04:20.000 --> 00:04:21.000]  他都在講道講,
[00:04:21.000 --> 00:04:24.000]  即是偽托星的教會都有問題的,
[00:04:24.000 --> 00:04:27.000]  你不要以為一個這麼淑齡的教會就沒有問題,
[00:04:27.000 --> 00:04:30.000]  因為人有血氣,
[00:04:30.000 --> 00:04:33.000]  每一個人有他自我主張,
[00:04:33.000 --> 00:04:36.000]  如果我們不是真的以基督的心為心,
[00:04:36.000 --> 00:04:39.000]  那些問題就產生越來越繁雜,
[00:04:39.000 --> 00:04:41.000]  所以保羅就有鑑於,
[00:04:41.000 --> 00:04:43.000]  當日在教會這些不理想的狀況,
