
[00:00:00.000 --> 00:00:03.000]  哥林多後書第一章
[00:00:03.000 --> 00:00:06.000]  奉神旨意
[00:00:06.000 --> 00:00:09.000]  作耶穌基督使徒的保羅
[00:00:09.000 --> 00:00:11.000]  和兄弟提摩泰
[00:00:11.000 --> 00:00:15.000]  寫信給在哥林多神的教會
[00:00:15.000 --> 00:00:18.000]  並亞歸亞編出的眾聖徒
[00:00:18.000 --> 00:00:24.000]  願恩惠、平安、重臣、我們的父
[00:00:24.000 --> 00:00:28.000]  和主耶穌基督歸於你們
[00:00:29.000 --> 00:00:31.000]  願眾贊歸於我們的主
[00:00:31.000 --> 00:00:33.000]  耶穌基督的父神
[00:00:33.000 --> 00:00:36.000]  就是發慈悲的父
[00:00:36.000 --> 00:00:39.000]  賜各樣安慰的神
[00:00:39.000 --> 00:00:42.000]  我們在一切患難中
[00:00:42.000 --> 00:00:44.000]  祂就安慰我們
[00:00:44.000 --> 00:00:48.000]  叫我們能用神所賜的安慰
[00:00:48.000 --> 00:00:52.000]  去安慰那些遭受各樣患難的人
[00:00:52.000 --> 00:00:55.000]  我們既多受基督的輔佐
[00:00:55.000 --> 00:00:58.000]  就靠基督多得安慰
[00:00:58.000 --> 00:01:00.000]  我們受患難
[00:01:00.000 --> 00:01:04.000]  是為叫你們得安慰、得拯救
[00:01:04.000 --> 00:01:06.000]  我們得安慰
[00:01:06.000 --> 00:01:09.000]  也是為叫你們得安慰
[00:01:09.000 --> 00:01:14.000]  這個安慰能叫你們忍受
[00:01:14.000 --> 00:01:17.000]  我們所忍受的那些苦楚
[00:01:17.000 --> 00:01:22.000]  我們為你們所存的盼望是確定的
[00:01:22.000 --> 00:01:27.000]  因為知道你們既是同受苦楚
[00:01:27.000 --> 00:01:29.000]  也都必同得安慰
[00:01:29.000 --> 00:01:31.000]  弟兄們
[00:01:31.000 --> 00:01:34.000]  我們不要你們不知道
[00:01:34.000 --> 00:01:38.000]  我們從前在亞西亞遭遇苦難
[00:01:38.000 --> 00:01:40.000]  被壓太重
[00:01:40.000 --> 00:01:42.000]  力不能勝
[00:01:42.000 --> 00:01:46.000]  甚至連活命的指望都沒有了
[00:01:46.000 --> 00:01:50.000]  自己心裏也都斷定了是必死的
[00:01:50.000 --> 00:01:53.000]  叫我們不靠自己
[00:01:53.000 --> 00:01:56.000]  只靠叫死人復活的神
[00:01:57.000 --> 00:02:01.000]  祂曾經救我們脫離那個極大的死亡
[00:02:01.000 --> 00:02:04.000]  現在仍然要救我們
[00:02:04.000 --> 00:02:10.000]  並且我們指望祂將來還要救我們
[00:02:10.000 --> 00:02:14.000]  你們以祈禱幫助我們
[00:02:14.000 --> 00:02:17.000]  好叫很多人為我們謝恩
[00:02:17.000 --> 00:02:21.000]  就是為我們因為很多人所得的恩
[00:02:21.000 --> 00:02:25.000]  我們所誇的是自己的良心
[00:02:25.000 --> 00:02:29.000]  見證我們憑著神的聖潔和誠實
[00:02:29.000 --> 00:02:31.000]  在世為人
[00:02:31.000 --> 00:02:33.000]  不靠人的聰明
[00:02:33.000 --> 00:02:35.000]  乃靠神的恩惠
[00:02:35.000 --> 00:02:38.000]  向你們更加是這樣
[00:02:38.000 --> 00:02:41.000]  我們現在寫給你們的話
[00:02:41.000 --> 00:02:44.000]  並不在乎你們所念的
[00:02:44.000 --> 00:02:46.000]  所認識的
[00:02:46.000 --> 00:02:50.000]  我也都盼望你們到底還是要認識的
[00:02:50.000 --> 00:02:54.000]  正如你們已經有幾分認識我們
[00:02:54.000 --> 00:02:56.000]  以我們誇口
[00:02:56.000 --> 00:03:01.000]  好像我們在我們主耶穌基督的日子
[00:03:01.000 --> 00:03:03.000]  以你們誇口一樣
[00:03:03.000 --> 00:03:07.000]  我既然這樣深信
[00:03:07.000 --> 00:03:10.000]  就早有意到你們那裡去
[00:03:10.000 --> 00:03:13.000]  叫你們再得益處
[00:03:13.000 --> 00:03:16.000]  也都要從你們那裡經過
[00:03:16.000 --> 00:03:18.000]  往馬其頓去
[00:03:18.000 --> 00:03:22.000]  再從馬其頓回到你們那裡
[00:03:23.000 --> 00:03:27.000]  叫你們讓我們送行往猶太那裡去
[00:03:27.000 --> 00:03:29.000]  我有這個意思
[00:03:29.000 --> 00:03:31.000]  豈是反覆不定嗎?
[00:03:31.000 --> 00:03:33.000]  我所起的意念
[00:03:33.000 --> 00:03:35.000]  豈是從情慾起的
[00:03:35.000 --> 00:03:38.000]  叫我忽是忽非嗎?
[00:03:38.000 --> 00:03:41.000]  我指著信實的神話
[00:03:41.000 --> 00:03:44.000]  我們向你們所傳的道
[00:03:44.000 --> 00:03:47.000]  並無是而有非的
[00:03:47.000 --> 00:03:52.000]  因為我和西拉並提摩太
[00:03:52.000 --> 00:03:56.000]  在你們中間所傳神的兒子耶穌基督
[00:03:56.000 --> 00:03:59.000]  總沒有是而有非的
[00:03:59.000 --> 00:04:02.000]  祂只有一個是
[00:04:02.000 --> 00:04:04.000]  神的應許
[00:04:04.000 --> 00:04:06.000]  不論有多少
[00:04:06.000 --> 00:04:08.000]  在基督都是是的
[00:04:08.000 --> 00:04:10.000]  所以藉著祂
[00:04:10.000 --> 00:04:12.000]  也都是實在的
[00:04:12.000 --> 00:04:15.000]  叫神因我們得榮耀
[00:04:15.000 --> 00:04:17.000]  我在基督裡面
[00:04:17.000 --> 00:04:19.000]  堅固我們和你們
[00:04:20.000 --> 00:04:23.000]  並且高我們的就是神
[00:04:23.000 --> 00:04:26.000]  祂又用恩恩了我們
[00:04:26.000 --> 00:04:30.000]  並賜聖靈在我們心裡面作憑據
[00:04:30.000 --> 00:04:34.000]  我呼籲神給我的心作見證
[00:04:34.000 --> 00:04:37.000]  我沒有往哥林多去
[00:04:37.000 --> 00:04:39.000]  是要為寬容你們
[00:04:39.000 --> 00:04:42.000]  我們並不是要克制你們的信心
[00:04:42.000 --> 00:04:45.000]  乃是幫助你們的快樂
[00:04:45.000 --> 00:04:49.000]  因為你們憑信先站立得住
[00:04:49.000 --> 00:04:52.000]  第二章
[00:04:52.000 --> 00:04:55.000]  我自己定了主意
[00:04:55.000 --> 00:04:57.000]  再到你們那裡去
[00:04:57.000 --> 00:05:00.000]  別墅大家沒有憂愁
[00:05:00.000 --> 00:05:03.000]  倘若我叫你們憂愁
[00:05:03.000 --> 00:05:06.000]  除了我叫那些憂愁的人以外
[00:05:06.000 --> 00:05:09.000]  誰能夠叫我快樂呢?
[00:05:09.000 --> 00:05:13.000]  我曾經將這件事寫給你們
[00:05:13.000 --> 00:05:16.000]  恐怕我到的時候
[00:05:17.000 --> 00:05:19.000]  應該叫我快樂的那些人
[00:05:19.000 --> 00:05:22.000]  反倒叫我憂愁
[00:05:22.000 --> 00:05:25.000]  我也深信你們眾人
[00:05:25.000 --> 00:05:28.000]  都以我的快樂為自己的快樂
