
[00:00:00.000 --> 00:00:04.800]  提摩太后書可以說是保羅所寫的書信裡面
[00:00:04.800 --> 00:00:07.280]  差不多是最後一封的書信
[00:00:07.280 --> 00:00:10.000]  他知道自己將要離開這個世界
[00:00:10.000 --> 00:00:16.080]  但是他很想念他愛的一個門徒提摩太
[00:00:16.080 --> 00:00:22.880]  他希望盡他最後的努力去勸勉提摩太
[00:00:22.880 --> 00:00:26.280]  如何在一個不容易的世界
[00:00:26.280 --> 00:00:29.880]  或者在教會裡面繼續做侍奉
[00:00:29.880 --> 00:00:32.480]  傳道穆養的工作
[00:00:32.480 --> 00:00:35.960]  在提摩太后書第三章的第一節
[00:00:35.960 --> 00:00:37.080]  保羅一開始說
[00:00:37.080 --> 00:00:42.040]  「你該知道末世必有危險的日子來到」
[00:00:42.040 --> 00:00:46.360]  末世的意思是說到耶穌受死復活
[00:00:46.360 --> 00:00:50.360]  升天 接著聖靈降臨 教會建立
[00:00:50.360 --> 00:00:52.840]  接著去到耶穌再來
[00:00:52.840 --> 00:00:54.920]  在地上有一個大審判
[00:00:54.920 --> 00:00:57.920]  這一段期間都叫做末世
[00:00:57.920 --> 00:01:03.120]  保羅說這個末世的時代很艱難
[00:01:03.120 --> 00:01:04.760]  相當不容易
[00:01:04.760 --> 00:01:07.280]  其中的原因可能最少有兩個
[00:01:07.280 --> 00:01:09.880]  第一就是在這個階段
[00:01:09.880 --> 00:01:12.720]  或者有人類歷史裡面開始
[00:01:12.720 --> 00:01:16.760]  人的心的罪惡會不斷的膨脹
[00:01:16.760 --> 00:01:21.560]  罪惡的世界 罪惡的事會不斷的增多
[00:01:21.560 --> 00:01:24.360]  在這個世代裡面去做穆養
[00:01:24.360 --> 00:01:27.840]  去做傳道的工作相當不容易
[00:01:27.840 --> 00:01:33.400]  第二個情況就是在一個罪惡勢力不斷的膨脹
[00:01:33.400 --> 00:01:35.320]  我說囂張的一個地步
[00:01:35.320 --> 00:01:39.520]  要在這個罪惡的世界裡面仍然去遵守上帝的道
[00:01:39.520 --> 00:01:43.360]  過一個合乎上帝喜悅的敬虔的生活
[00:01:43.360 --> 00:01:46.200]  是相當不容易的一件事
[00:01:46.200 --> 00:01:47.720]  所以保羅在這裡說
[00:01:47.720 --> 00:01:52.280]  這個末世的日子必有危險來到
[00:01:52.280 --> 00:01:54.760]  接著保羅在第二到第四節
[00:01:54.760 --> 00:01:58.680]  他再列舉究竟在這個有什麼危險的情況
[00:01:58.680 --> 00:02:00.440]  或者不容易的情況呢?
[00:02:00.440 --> 00:02:02.160]  第二到第四節他首先說
[00:02:02.160 --> 00:02:04.960]  在社會上的情況會是怎樣呢?
[00:02:04.960 --> 00:02:07.040]  「因為那時人要尊故自己
[00:02:07.040 --> 00:02:10.560]  貪愛錢財 自誇 狂傲 妄獨
[00:02:10.560 --> 00:02:13.000]  違背父母 忘恩負義
[00:02:13.000 --> 00:02:15.520]  心不聖潔 無親情 不解怨
[00:02:15.520 --> 00:02:17.680]  好說 讒言 不能自約
[00:02:17.680 --> 00:02:20.000]  性情兇暴 不愛良善
[00:02:20.000 --> 00:02:21.960]  賣主賣友 任意妄為
[00:02:21.960 --> 00:02:25.000]  自高自大 愛燕 樂不愛臣」
[00:02:25.000 --> 00:02:31.480]  保羅一口氣說了19項人間的罪惡
[00:02:31.480 --> 00:02:33.360]  從他所寫的可以這麼說
[00:02:33.360 --> 00:02:36.040]  這些罪惡的層面牽涉到
[00:02:36.040 --> 00:02:39.000]  對自己、對親人、對朋友
[00:02:39.000 --> 00:02:41.640]  對財物的過分貪戀
[00:02:41.640 --> 00:02:44.880]  顯出了罪惡的情況
[00:02:44.880 --> 00:02:47.320]  已經延伸到社會每一個角落
[00:02:47.320 --> 00:02:48.960]  也就是每一個層面
[00:02:48.960 --> 00:02:51.600]  接著保羅再說
[00:02:51.600 --> 00:02:55.040]  地上的罪惡不僅在社會中彰顯
[00:02:55.040 --> 00:03:00.560]  在教會群體中也有很多罪惡的事情發生
[00:03:00.560 --> 00:03:03.200]  所以第五至第七節說
[00:03:03.200 --> 00:03:07.160]  「有敬虔的外貌卻背了敬虔的實義
[00:03:07.160 --> 00:03:09.120]  這等人你要躲開
[00:03:09.120 --> 00:03:13.080]  那偷盡人家 奴隆無知婦女的正是這等人
[00:03:13.080 --> 00:03:14.960]  這些人擔負罪惡
[00:03:14.960 --> 00:03:17.240]  被各樣的私慾引誘
[00:03:17.240 --> 00:03:20.800]  上上學習 終究不能明白真道」
[00:03:20.800 --> 00:03:22.080]  保羅接著再說
[00:03:22.080 --> 00:03:24.440]  在教會群體中也有一群人
[00:03:24.440 --> 00:03:26.040]  有敬虔的外貌
[00:03:26.040 --> 00:03:30.720]  即是說做了很多宗教的活動
[00:03:30.720 --> 00:03:34.760]  但是在內心卻不是真的去跟從上帝
[00:03:34.760 --> 00:03:37.520]  或敬畏上帝
[00:03:37.520 --> 00:03:39.800]  保羅在這裡說
[00:03:39.800 --> 00:03:43.960]  在教會中有些無知的婦女
[00:03:43.960 --> 00:03:46.240]  當然我們不能短暫地說
[00:03:46.240 --> 00:03:47.760]  婦女都是無知的
[00:03:47.760 --> 00:03:50.160]  現代婦女是很有智慧的
[00:03:50.160 --> 00:03:53.200]  所以千萬不要小看你的太太
[00:03:53.200 --> 00:03:55.800]  千萬不要小看任何一個女性
[00:03:55.800 --> 00:03:57.200]  在現代社會
[00:03:57.200 --> 00:03:59.000]  她的智慧分分鐘比我們高
[00:03:59.000 --> 00:04:00.840]  比男性高
[00:04:00.840 --> 00:04:01.960]  保羅在這裡說
[00:04:01.960 --> 00:04:04.040]  在當時來說
[00:04:04.040 --> 00:04:09.320]  社會上能夠讀書學習的人不多
[00:04:09.320 --> 00:04:10.080]  機會不多
[00:04:10.080 --> 00:04:11.800]  男性也不多
[00:04:11.800 --> 00:04:13.040]  何況是女性
[00:04:13.040 --> 00:04:15.880]  所以女性的學習
[00:04:15.880 --> 00:04:19.640]  有機會去讀書的情況相當低
[00:04:19.640 --> 00:04:20.840]  而女性有一個特性
[00:04:20.840 --> 00:04:25.600]  就是感性比較男性強烈
[00:04:25.600 --> 00:04:26.880]  所以容易接觸
[00:04:26.880 --> 00:04:30.000]  或者說容易投入在宗教信仰裡面
[00:04:30.000 --> 00:04:31.760]  但正因為這個特性
[00:04:31.760 --> 00:04:36.080]  她們很容易被一些作假師傅
[00:04:36.080 --> 00:04:40.360]  跟隨一些錯誤的道理
[00:04:40.360 --> 00:04:42.080]  在這裡保羅說
[00:04:42.080 --> 00:04:44.880]  這些人當中常常學習
[00:04:44.880 --> 00:04:47.320]  終究不能明白真道
[00:04:47.320 --> 00:04:48.960]  有兩個可能的原因
[00:04:48.960 --> 00:04:52.400]  第一是這些人跟隨一些假師傅
[00:04:52.400 --> 00:04:56.600]  去學習一些假的教訓
[00:04:56.600 --> 00:04:59.200]  所以就算用多少時間去學習
[00:04:59.200 --> 00:05:01.560]  最後也不能夠明白上帝
[00:05:01.560 --> 00:05:03.000]  認識上帝
[00:05:03.000 --> 00:05:04.360]  第二個可能性就是
[00:05:04.360 --> 00:05:07.160]  這些人的內心裡面
[00:05:07.160 --> 00:05:10.080]  有很多罪惡充斥在心靈裡面
[00:05:10.080 --> 00:05:12.040]  所以他們常常學習
[00:05:12.040 --> 00:05:14.640]  只不過是滿足了在頭腦上
[00:05:14.640 --> 00:05:17.600]  可以認識更多宗教的事情
[00:05:17.600 --> 00:05:22.120]  但這些認識卻不能幫助他生命有些改變
[00:05:22.120 --> 00:05:24.440]  有些轉化、有些更新
[00:05:24.440 --> 00:05:27.120]  所以這些人雖然常常學習
[00:05:27.120 --> 00:05:30.120]  但最後也不能夠明白真道
[00:05:30.120 --> 00:05:32.520]  這是一個很不容易的處境
[00:05:32.520 --> 00:05:35.080]  社會上有很多罪惡存在
[00:05:35.080 --> 00:05:38.880]  教會的群體裡面也有很多事情發生
[00:05:38.880 --> 00:05:40.000]  怎樣呢?
[00:05:40.000 --> 00:05:42.840]  但保羅在這裡提醒提摩台
[00:05:42.840 --> 00:05:46.040]  雖然有很多不利的處境
[00:05:46.040 --> 00:05:48.800]  有很多罪惡好像很囂張
[00:05:48.800 --> 00:05:50.840]  但保羅提醒提摩台
[00:05:50.840 --> 00:05:52.920]  上帝仍然在
[00:05:52.920 --> 00:05:57.520]  上帝仍然是掌管地上的那個上帝
[00:05:57.520 --> 00:06:01.320]  上帝仍然掌管地上每一件事的那個上帝
[00:06:01.320 --> 00:06:03.520]  所以保羅用了一個例子
[00:06:03.520 --> 00:06:07.200]  去講出了這個很重要的一個形式
[00:06:07.200 --> 00:06:08.400]  第八節說
[00:06:08.400 --> 00:06:11.160]  從前阿尼和楊比怎樣敵黨摩西
[00:06:11.160 --> 00:06:14.320]  這等人怎樣也怎樣敵黨真道
[00:06:14.320 --> 00:06:15.760]  他們的心地壞了
[00:06:15.760 --> 00:06:17.800]  在真道上是可廢棄的
[00:06:17.800 --> 00:06:20.440]  然而他們不能再這樣敵黨
[00:06:20.440 --> 00:06:22.120]  因為他們的愚昧
[00:06:22.120 --> 00:06:24.760]  必在眾人面前顯露出來
[00:06:24.760 --> 00:06:27.240]  像他們異人一樣
[00:06:27.240 --> 00:06:29.200]  保羅在這裡用了一個例子
[00:06:29.200 --> 00:06:33.560]  當上帝帶領一群以色列人出埃及的時候
[00:06:33.560 --> 00:06:36.160]  當時埃及有很多術士
[00:06:36.160 --> 00:06:40.240]  即是所謂一些宗教的人去敵黨
[00:06:40.240 --> 00:06:41.240]  即是摩西
[00:06:41.240 --> 00:06:42.480]  摩西行一些神跡
[00:06:42.480 --> 00:06:43.760]  他們是行一些神跡
[00:06:43.760 --> 00:06:46.960]  最後這些術士都敵不過上帝
[00:06:46.960 --> 00:06:48.480]  摩西所行的神跡
[00:06:48.480 --> 00:06:50.960]  最後埃及的皇帝
[00:06:50.960 --> 00:06:55.960]  容許摩西帶領一群以色列人出來埃及
[00:06:55.960 --> 00:07:00.240]  保羅用了一個歷史事件去講出了
[00:07:00.240 --> 00:07:03.200]  一個阿尼和楊比是術士當中的兩個人
[00:07:03.200 --> 00:07:05.400]  在舊的聖經裡面沒有記載這兩個人的名字
[00:07:05.400 --> 00:07:08.120]  不過在猶太人的歷史記載裡面
[00:07:08.120 --> 00:07:09.720]  就講出了在術士當中
[00:07:09.720 --> 00:07:13.000]  有這兩個人的名字
[00:07:13.000 --> 00:07:14.560]  這兩個人敵黨爭奪
[00:07:14.560 --> 00:07:19.600]  但最後他們也抵擋不住上帝的力量
[00:07:19.600 --> 00:07:21.800]  上帝要帶領一群以色列人出來埃及
[00:07:21.800 --> 00:07:23.400]  這件事必定會成就
[00:07:23.400 --> 00:07:25.400]  縱然有很多的障礙
[00:07:25.400 --> 00:07:29.040]  有很多的敵黨的勢力存在
[00:07:29.040 --> 00:07:31.200]  保羅去提醒提摩台
[00:07:31.200 --> 00:07:34.320]  雖然在現在的
[00:07:34.320 --> 00:07:36.600]  無論社會教裡面有很多的問題
[00:07:36.600 --> 00:07:37.840]  有很多的罪惡
[00:07:37.840 --> 00:07:41.600]  但最後這些罪惡都會顯露出來
[00:07:41.600 --> 00:07:45.880]  他們都要承擔自己所作的犯罪的後果
[00:07:45.880 --> 00:07:49.480]  上帝在當中仍然是掌權那一位
[00:07:49.480 --> 00:07:50.800]  保羅再說
[00:07:50.800 --> 00:07:53.680]  在這樣的情況裡面
