
[00:00:00.000 --> 00:00:20.000]  (祈祷)
[00:00:20.000 --> 00:00:28.000]  弟兄姐妹平安
[00:00:28.000 --> 00:00:31.000]  我們今天又來到
[00:00:31.000 --> 00:00:34.000]  舊約的一些經文的研究
[00:00:34.000 --> 00:00:37.000]  那麼大概可以打開我們
[00:00:37.000 --> 00:00:39.000]  給大家的大綱
[00:00:39.000 --> 00:00:42.000]  那個大綱還是比較詳細一點
[00:00:42.000 --> 00:00:47.000]  我們這兩次一起來研究
[00:00:47.000 --> 00:00:50.000]  四世紀裡面兩個人物
[00:00:50.000 --> 00:00:53.000]  上次我們研究了祭奠
[00:00:53.000 --> 00:00:55.000]  大家如果上次有來的話
[00:00:55.000 --> 00:00:56.000]  你就記得
[00:00:56.000 --> 00:00:58.000]  今天我們來研究一個
[00:00:58.000 --> 00:01:00.000]  非常著名的人物
[00:01:00.000 --> 00:01:02.000]  對於很多弟兄姐妹來說
[00:01:02.000 --> 00:01:05.000]  四世紀最記得的當然就是他了
[00:01:05.000 --> 00:01:07.000]  就是參宣
[00:01:07.000 --> 00:01:10.000]  這個參宣剛才我們唱詩歌的時候
[00:01:10.000 --> 00:01:13.000]  我們詩歌所主你是我們的力量
[00:01:13.000 --> 00:01:14.000]  你是我的力量
[00:01:14.000 --> 00:01:16.000]  你是我的避難所
[00:01:16.000 --> 00:01:18.000]  我們看參宣
[00:01:18.000 --> 00:01:21.000]  給大家的印象也是一樣
[00:01:21.000 --> 00:01:25.000]  參宣是一個很大的力量的人
[00:01:25.000 --> 00:01:27.000]  他的力量也是從神而來的
[00:01:27.000 --> 00:01:31.000]  不過他是一個徹底的失敗者
[00:01:31.000 --> 00:01:34.000]  所以今天我們看一個很悲劇的人物
[00:01:34.000 --> 00:01:37.000]  看看他失敗在什麼地方
[00:01:37.000 --> 00:01:39.000]  我們除了批評他以外
[00:01:39.000 --> 00:01:40.000]  我們相信最重要的
[00:01:40.000 --> 00:01:42.000]  我們要看我們自己
[00:01:42.000 --> 00:01:44.000]  每一個人我們自己
