
[00:00:00.000 --> 00:00:02.000]  接著我們一起敬拜的時候
[00:00:02.000 --> 00:00:05.000]  我們一起看神的話語
[00:00:05.000 --> 00:00:09.000]  今天的題目是在晨風當中
[00:00:09.000 --> 00:00:13.000]  找回神的話和律法書
[00:00:13.000 --> 00:00:16.000]  剛才我們所讀的聖經都很清楚
[00:00:16.000 --> 00:00:18.000]  不過如果你可以的話
[00:00:18.000 --> 00:00:20.000]  再打開我們唐用的聖經
[00:00:20.000 --> 00:00:23.000]  就是572頁
[00:00:23.000 --> 00:00:29.000]  我們看烈王記下第22章和第23章
[00:00:29.000 --> 00:00:31.000]  其實這個記載
[00:00:31.000 --> 00:00:33.000]  同樣在歷代之下
[00:00:33.000 --> 00:00:35.000]  34至35章都有的
[00:00:35.000 --> 00:00:38.000]  不過我們特別在聖經裡面
[00:00:38.000 --> 00:00:41.000]  看看神對我們說什麼話
[00:00:41.000 --> 00:00:51.000]  這件事發生在約西亞王26歲的時候
[00:00:51.000 --> 00:00:58.000]  他派他們的官員去重修聖殿
[00:00:58.000 --> 00:01:02.000]  於是在垃圾堆裡
[00:01:02.000 --> 00:01:06.000]  竟然找到神自己的說話
[00:01:06.000 --> 00:01:09.000]  就是摩西的律法書
[00:01:09.000 --> 00:01:13.000]  於是他就拿去給皇帝看
[00:01:13.000 --> 00:01:15.000]  皇帝看了
[00:01:15.000 --> 00:01:17.000]  整個人很震撼
[00:01:17.000 --> 00:01:18.000]  撕裂衣服
[00:01:18.000 --> 00:01:23.000]  下令我們全國要在神面前悔改
[00:01:23.000 --> 00:01:25.000]  接著就將這個信息
[00:01:25.000 --> 00:01:29.000]  交給當時的另一個女仙姿再去解釋
[00:01:29.000 --> 00:01:31.000]  這個叫做古勒大的女仙姿
[00:01:31.000 --> 00:01:35.000]  就將神自己的嚴厲再次宣告
[00:01:35.000 --> 00:01:38.000]  於是全國的人民
[00:01:38.000 --> 00:01:44.000]  就能夠在神的面前重新復興起來
[00:01:44.000 --> 00:01:47.000]  甚至23章說
[00:01:47.000 --> 00:01:49.000]  到那個地步
[00:01:49.000 --> 00:01:51.000]  他們手如雨接
[00:01:51.000 --> 00:01:53.000]  去敬拜神重新來過
[00:01:53.000 --> 00:01:55.000]  甚至聖經的評述說
[00:01:55.000 --> 00:01:59.000]  自從撒姆爾以後
[00:01:59.000 --> 00:02:02.000]  即是事思的時代以後
[00:02:02.000 --> 00:02:06.000]  到現在這麼多年來都沒試過這麼好的
[00:02:06.000 --> 00:02:11.000]  這個令我們很震撼的一段記載
[00:02:11.000 --> 00:02:16.000]  今天我們來研究一下這段記載好不好
[00:02:16.000 --> 00:02:19.000]  我想和大家看看這段記載裡
[00:02:19.000 --> 00:02:24.000]  特別有幾個人聖經是說的
[00:02:24.000 --> 00:02:26.000]  總共有四個
[00:02:26.000 --> 00:02:28.000]  他們看到神的說話
[00:02:28.000 --> 00:02:30.000]  律法書的時候
[00:02:30.000 --> 00:02:32.000]  都有不同的反應
[00:02:32.000 --> 00:02:34.000]  為什麼有不同的反應呢
[00:02:34.000 --> 00:02:38.000]  不如我試一下說一個小小的經驗
[00:02:38.000 --> 00:02:40.000]  若干年前
[00:02:40.000 --> 00:02:42.000]  我因為教學的緣故
[00:02:42.000 --> 00:02:45.000]  就去了中國很遠的青海省
[00:02:45.000 --> 00:02:47.000]  去一個城市
[00:02:47.000 --> 00:02:49.000]  應該是西寧市
[00:02:49.000 --> 00:02:51.000]  那裡有交流
[00:02:51.000 --> 00:02:55.000]  剛去到還沒開始開會
[00:02:55.000 --> 00:02:58.000]  有些時間下午就自己走出去
[00:02:58.000 --> 00:03:00.000]  看看未來的城市
[00:03:00.000 --> 00:03:02.000]  這麼偏遠的地方
[00:03:02.000 --> 00:03:04.000]  於是走出去大街那裡走
[00:03:04.000 --> 00:03:06.000]  一轉彎
[00:03:06.000 --> 00:03:08.000]  看到一間藥材舖
[00:03:08.000 --> 00:03:11.000]  那裡貼著一張紙
[00:03:11.000 --> 00:03:14.000]  有天山雪連埋
[00:03:14.000 --> 00:03:18.000]  我一看就覺得很厲害
[00:03:18.000 --> 00:03:21.000]  你也看過武俠小說
[00:03:21.000 --> 00:03:23.000]  白髮魔女傳
[00:03:23.000 --> 00:03:26.000]  說要等十年才開花
[00:03:26.000 --> 00:03:28.000]  在冰天雪地那裡
[00:03:28.000 --> 00:03:30.000]  一開花就拿回去
[00:03:30.000 --> 00:03:32.000]  救命起死回生
[00:03:32.000 --> 00:03:34.000]  真的有天山雪連埋
[00:03:34.000 --> 00:03:36.000]  想衝進去
[00:03:36.000 --> 00:03:37.000]  看看有沒有賣
[00:03:37.000 --> 00:03:38.000]  不知道多少錢
[00:03:38.000 --> 00:03:40.000]  不知道夠不夠錢
[00:03:40.000 --> 00:03:43.000]  我覺得不是很多人排隊
[00:03:43.000 --> 00:03:45.000]  我叫他們先不要賣
[00:03:45.000 --> 00:03:47.000]  走過隔壁還有幾間藥材舖
[00:03:47.000 --> 00:03:50.000]  原來每間都可以賣
[00:03:50.000 --> 00:03:52.000]  不算很貴
[00:03:52.000 --> 00:03:53.000]  很便宜
[00:03:53.000 --> 00:03:56.000]  那些人走過不看
[00:03:56.000 --> 00:03:58.000]  只有我這麼緊張
[00:03:58.000 --> 00:04:00.000]  我有種感觸
[00:04:00.000 --> 00:04:02.000]  很有趣
[00:04:02.000 --> 00:04:05.000]  可能他們本地人看慣了
[00:04:05.000 --> 00:04:06.000]  沒什麼反應
[00:04:06.000 --> 00:04:08.000]  沒什麼感覺
[00:04:08.000 --> 00:04:10.000]  反而我覺得很珍惜
[00:04:10.000 --> 00:04:11.000]  其實有時候
[00:04:11.000 --> 00:04:13.000]  我們有一本聖經在家
[00:04:13.000 --> 00:04:16.000]  我們每個星期都有機會看聖經
[00:04:16.000 --> 00:04:18.000]  你看我們在台上有很多
[00:04:18.000 --> 00:04:20.000]  下面也有
[00:04:20.000 --> 00:04:23.000]  但有些人是沒有反應的
[00:04:23.000 --> 00:04:26.000]  神的話對他們是沒有作用的
[00:04:26.000 --> 00:04:28.000]  但有些人就像若西亞王
[00:04:28.000 --> 00:04:30.000]  一聽到神的話
[00:04:30.000 --> 00:04:31.000]  多大反應
[00:04:31.000 --> 00:04:32.000]  多大的震撼
[00:04:32.000 --> 00:04:35.000]  為什麼今天我們要研究
[00:04:35.000 --> 00:04:36.000]  一起研究一下
[00:04:36.000 --> 00:04:38.000]  分別和原因
[00:04:38.000 --> 00:04:39.000]  剛才我說
[00:04:39.000 --> 00:04:41.000]  聖經裡面記載了四個人
[00:04:41.000 --> 00:04:42.000]  比較多一點
[00:04:42.000 --> 00:04:44.000]  他們看到神的話
[00:04:44.000 --> 00:04:45.000]  律法書的時候
[00:04:45.000 --> 00:04:47.000]  都有不同的反應
[00:04:47.000 --> 00:04:49.000]  我先說三個
[00:04:49.000 --> 00:04:50.000]  我真的很誠實
[00:04:50.000 --> 00:04:51.000]  看聖經裡面
[00:04:51.000 --> 00:04:52.000]  聖經是這樣說
[00:04:52.000 --> 00:04:54.000]  我照著這樣理解
[00:04:54.000 --> 00:04:56.000]  前面那三個
[00:04:56.000 --> 00:04:57.000]  我稱他們為
[00:04:57.000 --> 00:05:00.000]  屬靈上不合格的人
[00:05:00.000 --> 00:05:01.000]  剛才你讀的時候
[00:05:01.000 --> 00:05:03.000]  不知道你有沒有留意
[00:05:03.000 --> 00:05:04.000]  我試試告訴你
[00:05:04.000 --> 00:05:05.000]  情況是怎樣
[00:05:05.000 --> 00:05:06.000]  每一個人
[00:05:06.000 --> 00:05:10.000]  我都給了一個屬靈的綽號
[00:05:10.000 --> 00:05:12.000]  讓你容易記得
[00:05:12.000 --> 00:05:14.000]  剛才你記得嗎
[00:05:14.000 --> 00:05:15.000]  若西亞王
[00:05:15.000 --> 00:05:17.000]  他自己沒有想到
[00:05:17.000 --> 00:05:19.000]  找到那本律法書
[00:05:19.000 --> 00:05:21.000]  他就叫那些官員去
[00:05:21.000 --> 00:05:23.000]  官員裡面有大祭司
[00:05:23.000 --> 00:05:25.000]  希勒加
[00:05:25.000 --> 00:05:29.000]  跟著還有書記沙番
[00:05:29.000 --> 00:05:32.000]  剛才說的那個女仙之
[00:05:32.000 --> 00:05:33.000]  胡勒大
[00:05:33.000 --> 00:05:34.000]  都看過這個書
[00:05:34.000 --> 00:05:36.000]  都見到這個書
[00:05:36.000 --> 00:05:37.000]  我想和你說
[00:05:37.000 --> 00:05:41.000]  這三個人的問題在哪裡
[00:05:41.000 --> 00:05:43.000]  有時他都代表了我們
[00:05:43.000 --> 00:05:44.000]  有些人
[00:05:44.000 --> 00:05:47.000]  當我們面對神的話語的時候
[00:05:47.000 --> 00:05:51.000]  那種無知
[00:05:51.000 --> 00:05:52.000]  懶惰
[00:05:52.000 --> 00:05:55.000]  甚至沒有敏銳的心
[00:05:55.000 --> 00:05:57.000]  第一個
[00:05:57.000 --> 00:05:58.000]  沙番
[00:05:58.000 --> 00:06:01.000]  這個書記
[00:06:01.000 --> 00:06:03.000]  我給他一個綽號
[00:06:03.000 --> 00:06:04.000]  叫做
[00:06:04.000 --> 00:06:07.000]  做好這份工的沙番
[00:06:07.000 --> 00:06:08.000]  不好意思
[00:06:08.000 --> 00:06:11.000]  拿以前特首的說話來說
[00:06:11.000 --> 00:06:13.000]  做好這份工的沙番
[00:06:13.000 --> 00:06:15.000]  沙番都幾忠心的
[00:06:15.000 --> 00:06:17.000]  他是書記
[00:06:17.000 --> 00:06:19.000]  所以他就捧著他這個書記
[00:06:19.000 --> 00:06:20.000]  去做記錄
[00:06:20.000 --> 00:06:21.000]  尤其是
[00:06:21.000 --> 00:06:22.000]  不單是書記
[00:06:22.000 --> 00:06:24.000]  你看到那個描述裡面
[00:06:24.000 --> 00:06:25.000]  他是會計
[00:06:25.000 --> 00:06:27.000]  就是說那些錢銀
[00:06:27.000 --> 00:06:29.000]  籌到多少錢
[00:06:29.000 --> 00:06:31.000]  要收緝聖殿
[00:06:31.000 --> 00:06:33.000]  所以那些錢銀用得很對
[00:06:33.000 --> 00:06:35.000]  每條數記清楚
[00:06:35.000 --> 00:06:37.000]  找到什麼
[00:06:37.000 --> 00:06:38.000]  記清楚
[00:06:38.000 --> 00:06:40.000]  但是為什麼我說這個沙番
[00:06:40.000 --> 00:06:42.000]  是一個只是做好這份工
[00:06:42.000 --> 00:06:44.000]  因為這個沙番
[00:06:44.000 --> 00:06:46.000]  看到神的話沒有反應
[00:06:46.000 --> 00:06:47.000]  你留心
[00:06:47.000 --> 00:06:50.000]  當然不是他第一個找到
[00:06:50.000 --> 00:06:53.000]  其實是他找到出來先
[00:06:53.000 --> 00:06:55.000]  然後交給
[00:06:55.000 --> 00:06:57.000]  希臘家
[00:06:57.000 --> 00:06:59.000]  希臘家就看了
[00:06:59.000 --> 00:07:01.000]  就交給沙番
[00:07:01.000 --> 00:07:03.000]  叫他拿給皇帝看
[00:07:03.000 --> 00:07:06.000]  你看到沙番去見皇帝的時候
[00:07:06.000 --> 00:07:07.000]  你看到他所說的話
[00:07:07.000 --> 00:07:09.000]  他說你的神僕
[00:07:09.000 --> 00:07:12.000]  就是我已經將店裡面所有的銀子
[00:07:12.000 --> 00:07:13.000]  就是那些錢銀
[00:07:13.000 --> 00:07:14.000]  清點了
[00:07:14.000 --> 00:07:15.000]  很清楚
[00:07:15.000 --> 00:07:18.000]  又將他交給瑤華店的管理工匠
[00:07:18.000 --> 00:07:20.000]  慢慢慢慢去做
[00:07:20.000 --> 00:07:22.000]  他做好這份工的
[00:07:22.000 --> 00:07:24.000]  然後聖經記載
[00:07:24.000 --> 00:07:27.000]  沙番又告溯王
[00:07:27.000 --> 00:07:29.000]  說完這些了
[00:07:29.000 --> 00:07:31.000]  還有一樣東西
[00:07:31.000 --> 00:07:33.000]  差一點忘記說
[00:07:33.000 --> 00:07:38.000]  大祭司找到卷律法書
[00:07:38.000 --> 00:07:41.000]  皇帝說這是什麼
[00:07:41.000 --> 00:07:44.000]  於是聖經說沙番拿出來讀給皇帝聽
[00:07:44.000 --> 00:07:48.000]  你看沙番的反應和皇帝的反應差多遠
[00:07:48.000 --> 00:07:50.000]  若西蟻一聽到的時候
[00:07:50.000 --> 00:07:53.000]  施理神的話原來這麼厲害
[00:07:53.000 --> 00:07:54.000]  不行了
[00:07:54.000 --> 00:07:55.000]  我們有犯罪了
[00:07:55.000 --> 00:07:56.000]  你看到嗎
[00:07:56.000 --> 00:08:00.000]  沙番從頭到尾都有讀這本書
[00:08:00.000 --> 00:08:02.000]  但是對於我們記載
[00:08:02.000 --> 00:08:04.000]  我們看不到他有任何的反應
[00:08:04.000 --> 00:08:06.000]  為什麼呢
[00:08:06.000 --> 00:08:08.000]  因為沙番的心不在這裡
[00:08:08.000 --> 00:08:09.000]  他的心在哪裡呢
[00:08:09.000 --> 00:08:11.000]  做好這份工
[00:08:11.000 --> 00:08:13.000]  他做得好
[00:08:13.000 --> 00:08:15.000]  不過不夠
[00:08:15.000 --> 00:08:17.000]  他沒有時尚去想
[00:08:17.000 --> 00:08:20.000]  其實這份工也是一個侍奉
[00:08:20.000 --> 00:08:23.000]  清理聖殿是不是很好的
[00:08:23.000 --> 00:08:24.000]  很神聖的工作
[00:08:24.000 --> 00:08:28.000]  但是他的心只在這份工上
[00:08:28.000 --> 00:08:31.000]  他沒有想過這是神的殿
[00:08:31.000 --> 00:08:32.000]  然後有機會
[00:08:32.000 --> 00:08:34.000]  其實神有話要跟他說
[00:08:34.000 --> 00:08:36.000]  所以打開聖經
[00:08:36.000 --> 00:08:37.000]  打開神的話
[00:08:37.000 --> 00:08:38.000]  讀了
[00:08:38.000 --> 00:08:40.000]  他也聽不到神跟他說話
[00:08:40.000 --> 00:08:42.000]  很有趣的是視而不見
[00:08:42.000 --> 00:08:43.000]  聽而不聞
[00:08:43.000 --> 00:08:44.000]  為什麼呢
[00:08:44.000 --> 00:08:45.000]  因為他的心不在這裡
[00:08:45.000 --> 00:08:46.000]  丁子妹
[00:08:46.000 --> 00:08:48.000]  有時候你和我都是很好的
[00:08:48.000 --> 00:08:49.000]  丁姐妹
[00:08:49.000 --> 00:08:50.000]  我們在工作上
[00:08:50.000 --> 00:08:51.000]  我們很努力
[00:08:51.000 --> 00:08:52.000]  我們很誠實
[00:08:52.000 --> 00:08:53.000]  我們很勤奮
[00:08:53.000 --> 00:08:55.000]  我們說這個立好好見證
[00:08:55.000 --> 00:08:56.000]  這個非常之好
[00:08:56.000 --> 00:08:58.000]  但是我們只是做好這份工
[00:08:58.000 --> 00:09:00.000]  甚至我們來崇拜的時候
[00:09:00.000 --> 00:09:02.000]  或者我們教會侍奉的時候
[00:09:02.000 --> 00:09:03.000]  我們都做好這份工
[00:09:03.000 --> 00:09:06.000]  於是我們很好的練好詩歌
[00:09:06.000 --> 00:09:08.000]  我們唱詩班
[00:09:08.000 --> 00:09:10.000]  但是你沒有想過唱的時候
[00:09:10.000 --> 00:09:13.000]  神對你說什麼話
